,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
635,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,282.0,95.0,120.0,62.0,94.0,945.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,22,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],36.0,,https://pypi.org/project/astroML,2022-03-01 20:02:01.000,36.0,901.0,1456.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,40550.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
636,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2023-06-16 19:27:19.938000,2023-03-29 07:39:45,85.0,,77.0,26.0,53.0,31.0,27.0,908.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,True,2020-02-13 09:57:47.000,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,522.0,522.0,https://pypi.org/project/youtokentome,,,39189.0,40703.0,https://anaconda.org/conda-forge/youtokentome,2023-06-16 19:27:19.938,36348.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
637,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,181.0,24.0,58.0,8.0,27.0,900.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,22,False,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,,['tensorflow'],69.0,65.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,4.0,4773.0,4773.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
638,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2022-07-04 00:10:02.000000,2022-07-04 00:10:02,195.0,,146.0,23.0,45.0,14.0,82.0,896.0,kapre: Keras Audio Preprocessors.,13.0,22,False,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,kapre,,,,['tensorflow'],2315.0,2301.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,14.0,2321.0,2321.0,,,,,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,
639,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-09-19 20:58:58.000000,2023-04-27 23:44:02,329.0,,153.0,29.0,106.0,80.0,56.0,835.0,Source code/webpage/demos for the What-If Tool.,20.0,22,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,5.0,,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,6803.0,59688.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2028286.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,1.0,878.0,,,,,,,,,,,,,
640,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-06-16 23:48:25.000000,2022-12-07 13:45:45,1234.0,,135.0,25.0,593.0,62.0,511.0,833.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:55:46.374,0.12.0,41.0,icevision,,,,,6.0,,https://pypi.org/project/icevision,2022-02-10 15:55:46.374,6.0,5762.0,5762.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
641,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2023-05-15 11:15:26.000000,2020-02-25 14:31:53,879.0,,99.0,29.0,59.0,17.0,74.0,804.0,ML-Ensemble high performance ensemble learning.,7.0,22,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,329.0,325.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,4.0,2898.0,2898.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
642,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,4.0,23.0,794.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],368.0,356.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,12.0,83136.0,83136.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
643,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,80.0,21.0,12.0,,38.0,677.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,343.0,337.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,6.0,17589.0,17650.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1725.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
644,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2023-08-27 04:36:31.000000,2021-02-11 16:40:18,279.0,,69.0,12.0,48.0,20.0,52.0,650.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,7.0,22,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,887.0,887.0,https://pypi.org/project/pysbd,,,,191.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,4409.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
645,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,104.0,30.0,1.0,13.0,3.0,627.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,22,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",580.0,575.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,5.0,72977.0,72977.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
646,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,111.0,27.0,23.0,57.0,35.0,585.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,398.0,376.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,22.0,37438.0,37847.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,13497.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
647,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2021-01-30 21:50:08.000000,2021-01-30 21:50:02,249.0,,129.0,23.0,18.0,8.0,29.0,569.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],138.0,133.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,29641.0,29641.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
648,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2023-06-30 02:33:24.000000,2023-06-30 02:33:23,460.0,2.0,48.0,8.0,49.0,152.0,221.0,540.0,python binding for libvips using cffi.,16.0,22,True,2022-06-12 09:54:07.000,2.2.1,24.0,pyvips,conda-forge/pyvips,,,,635.0,589.0,https://pypi.org/project/pyvips,2022-06-12 09:54:07.000,46.0,51912.0,53264.0,https://anaconda.org/conda-forge/pyvips,2023-06-16 16:16:45.970,66295.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
649,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-06-16 19:26:34.899000,2022-11-17 11:12:46,327.0,,130.0,19.0,32.0,14.0,70.0,502.0,Medical image processing in Python.,16.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,1474.0,1430.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,44.0,16398.0,17110.0,https://anaconda.org/conda-forge/medpy,2023-06-16 19:26:34.899,19233.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2023-09-15 20:16:13.000000,2023-08-19 18:28:43,446.0,24.0,51.0,25.0,7.0,10.0,30.0,487.0,Active Learning for Text Classification in Python.,4.0,22,True,2023-08-19 18:16:36.000,1.3.2,19.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",21.0,21.0,https://pypi.org/project/small-text,2023-08-19 18:14:35.000,,413.0,719.0,https://anaconda.org/conda-forge/small-text,2023-08-19 18:38:17.816,4285.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,28.0,34.0,14.0,222.0,13.0,40.0,472.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,22,True,2023-07-18 10:06:08.000,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,,,7350.0,7353.0,,,,,,,,3.0,117.0,,,,,,,,,,,,,,,,,,,
652,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2023-05-30 12:58:18.000000,2023-05-30 12:58:18,278.0,,74.0,7.0,8.0,2.0,69.0,468.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,9.0,22,True,2023-05-28 19:00:00.638,0.3.2,144.0,featurewiz,,,,,51.0,49.0,https://pypi.org/project/featurewiz,2023-01-02 17:22:46.739,2.0,13921.0,13921.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
653,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-09-21 13:50:40.000000,2023-09-21 13:50:30,2246.0,16.0,41.0,11.0,11.0,11.0,51.0,465.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,22,True,2023-08-27 10:59:47.000,4.5.0,74.0,hyperactive,,,,,26.0,21.0,https://pypi.org/project/hyperactive,2023-08-27 10:57:33.000,5.0,836.0,838.0,,,,,,,,3.0,129.0,,,,,,,,,,,,,,,,,,,
654,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2023-09-15 15:36:19.000000,2023-08-29 07:01:44,1555.0,50.0,55.0,6.0,184.0,37.0,74.0,412.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,18.0,22,False,2023-08-10 10:58:42.000,0.4.3,21.0,quantus,,,,,17.0,16.0,https://pypi.org/project/quantus,2023-08-10 10:58:42.000,1.0,411.0,418.0,,,,,,,,3.0,134.0,,,,,,,,,,,,,,,,,,,
655,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-09-21 00:02:16.000000,2023-09-20 23:53:46,5559.0,93.0,86.0,14.0,729.0,33.0,422.0,381.0,Lightwood is Legos for Machine Learning.,40.0,22,False,2023-08-07 15:55:40.000,23.8.1.0,200.0,lightwood,,,,['pytorch'],2.0,,https://pypi.org/project/lightwood,2023-08-07 15:56:06.000,2.0,3890.0,3890.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
656,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,9.0,33.0,18.0,6.0,17.0,21.0,302.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,22,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],67.0,66.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,1.0,2223.0,2223.0,,,,,,,,3.0,,,,,,,,,google-deepmind/launchpad,,,,,,,,,,,
657,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2023-08-02 20:38:12.000000,2023-08-02 20:38:11,503.0,2.0,53.0,40.0,247.0,16.0,59.0,290.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",36.0,22,False,2023-03-02 11:48:00.895,1.2.2,69.0,gokart,,,,,76.0,71.0,https://pypi.org/project/gokart,2022-11-01 06:28:00.638,5.0,2488.0,2488.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2023-09-21 08:47:35.000000,2023-05-29 22:53:26,2453.0,,56.0,9.0,225.0,28.0,72.0,244.0,Python recommendation toolkit.,13.0,22,False,2022-08-16 20:29:07.512,0.14.2,23.0,lenskit,conda-forge/lenskit,,,,93.0,89.0,https://pypi.org/project/lenskit,2022-08-16 20:29:07.512,4.0,852.0,1504.0,https://anaconda.org/conda-forge/lenskit,2023-06-16 19:23:42.362,22186.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-09-05 14:59:29.000000,2023-09-05 14:59:27,575.0,13.0,33.0,25.0,628.0,21.0,126.0,229.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,22,False,2023-08-10 10:30:37.000,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2023-08-10 10:30:37.000,,1249.0,1271.0,,,,,,,,3.0,963.0,,,,,,,,,,,,,,,,,,,
660,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-06-16 19:17:42.495000,2022-04-14 09:41:50,86.0,,33.0,13.0,9.0,4.0,12.0,225.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,897.0,852.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,45.0,126478.0,127657.0,https://anaconda.org/conda-forge/py3nvml,2023-06-16 19:17:42.495,51893.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,151.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,1981.0,1981.0,https://pypi.org/project/stop-words,,,100937.0,100937.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-09-18 17:43:15.000000,2023-02-07 10:12:31,47.0,,2044.0,148.0,87.0,224.0,284.0,11702.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],13.0,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-06-18 08:40:31.986000,2023-02-15 20:15:59,196.0,,474.0,81.0,36.0,51.0,26.0,10076.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,21,False,2023-02-15 20:19:00.626,1.0.0,12.0,prettymaps,conda-forge/prettymaps,,,,35.0,35.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,853.0,954.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2028.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,779.0,224.0,25.0,7.0,122.0,5283.0,Build Graph Nets in Tensorflow.,11.0,21,True,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],21.0,13.0,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,8.0,1000.0,1000.0,,,,,,,,3.0,,,,,,,,,google-deepmind/graph_nets,,,,,,,,,,,
665,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,3.0,357.0,101.0,16.0,53.0,17.0,3333.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,21,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,133.0,126.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,1033.0,1033.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,482.0,216.0,16.0,24.0,4.0,3194.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:36:36.846,0.11.12,13.0,finmarketpy,,,,,10.0,10.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,134.0,134.0,,,,,,,,3.0,47.0,,,,,,,,,,,,,,,,,,,
667,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2023-09-20 11:32:49.000000,2023-04-02 02:43:29,2583.0,,1039.0,131.0,1002.0,53.0,72.0,2950.0,a distributed deep learning platform.,81.0,21,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,2.0,2.0,,,,,45.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,697.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,3816.0,3.0,,,,,,,,,,,,,,,,,,,,
668,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,306.0,61.0,242.0,169.0,109.0,2923.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,21,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,8846.0,8860.0,,,,,,,,3.0,669.0,,,,,,,,,,,,,,,,,,,
669,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,75.0,2.0,18.0,7.0,2901.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],187.0,179.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,8.0,1279.0,1279.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,359.0,86.0,4.0,3.0,18.0,2095.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,47.0,46.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,238.0,238.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,172.0,55.0,895.0,129.0,586.0,1852.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,21.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,8.0,331.0,42.0,68.0,153.0,95.0,1813.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40.000,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,,,923.0,923.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-09-01 04:00:40.000000,2023-08-10 17:09:47,309.0,5.0,139.0,24.0,30.0,26.0,31.0,1789.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],27.0,26.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,464.0,654.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,3972.0,,,,,3.0,65.0,,,,,,,,,,,,,,,,,,,
674,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-06-18 08:40:35.691000,2023-01-29 22:01:19,871.0,,124.0,34.0,406.0,65.0,325.0,1723.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,False,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,35.0,35.0,https://pypi.org/project/orbit-ml,,,106617.0,106829.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,4243.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,14.0,33.0,1623.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],50.0,44.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,2756.0,2756.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,192.0,30.0,423.0,11.0,163.0,1621.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,27.0,21,True,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,83.0,83.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-09-16 23:05:53.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,200.0,1.0,74.0,1556.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,,,9.0,261.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,,,,,,,,
