,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
609,dpark,douban/dpark,,data-pipelines,https://github.com/douban/dpark,https://github.com/douban/dpark,BSD-3-Clause,2012-04-11 08:35:06.000000,2020-12-25 10:36:06.000000,2020-12-25 10:36:05.000000,554,,60.0,2660.0,1467.0,"Python clone of Spark, a MapReduce alike framework in Python.",35.0,20,True,2018-07-27 04:11:36.000000,0.5.0,19.0,dpark,,,,['spark'],4.0,3.0,https://pypi.org/project/dpark,2018-07-27 04:11:36.000000,1.0,79.0,79.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
610,finmarketpy,cuemacro/finmarketpy,,financial-data,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000000,2021-06-29 12:18:31.000000,2021-06-29 12:18:26.000000,438,23.0,3.0,2602.0,674.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,20,True,2021-06-01 16:13:24.000000,0.11.9,10.0,finmarketpy,,,,,3.0,3.0,https://pypi.org/project/finmarketpy,2021-06-01 16:13:24.000000,,144.0,144.0,,,,,,,,3.0,39.0,,,,,,,,,,,,,,,,,,,,
611,DeepVariant,google/deepvariant,,medical-data,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000000,2021-06-29 20:07:40.000000,2021-03-31 18:23:13.000000,551,6.0,417.0,2292.0,1503.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,19.0,20,True,2020-12-07 17:56:31.000000,1.1.0,15.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,817.0,https://anaconda.org/bioconda/deepvariant,2021-04-30 21:23:18.277000,31075.0,,,,,3.0,3374.0,,,,,,,,,,,,,,,,,,,,
612,DeepWalk,phanein/deepwalk,,graph,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000000,2020-04-02 01:05:36.000000,2020-04-02 01:05:35.000000,761,29.0,80.0,2267.0,46.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000000,1.0.3,4.0,deepwalk,,,,,48.0,41.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000000,7.0,3429.0,3429.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
613,Kashgari,BrikerMan/Kashgari,,nlp,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2021-07-04 10:51:38.000000,2021-07-04 10:44:13.000000,409,32.0,318.0,2141.0,,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,20,True,2021-07-04 10:44:36.000000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],40.0,38.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000000,2.0,134.0,134.0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,
614,HiPlot,facebookresearch/hiplot,,data-viz,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000000,2021-06-14 09:03:55.000000,2021-06-14 08:52:16.000000,98,9.0,56.0,2136.0,146.0,HiPlot makes understanding high dimensional data easy.,6.0,20,True,2021-06-11 10:48:14.000000,0.1.25,68.0,hiplot,conda-forge/hiplot,,,,2.0,2.0,https://pypi.org/project/hiplot,2021-06-14 09:03:55.000000,0.0,8181.0,11583.0,https://anaconda.org/conda-forge/hiplot,2021-06-11 12:15:07.547000,57839.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
615,Coach,IntelLabs/coach,,reinforcement-learning,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000000,2021-06-28 07:40:53.000000,2021-06-28 07:40:53.000000,392,86.0,183.0,2004.0,521.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,34.0,20,True,2019-10-10 14:17:10.000000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000000,2.0,306.0,306.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
616,fast-bert,utterworks/fast-bert,,nlp,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000000,2021-07-07 09:00:43.000000,2021-07-07 09:00:43.000000,321,146.0,93.0,1602.0,,Super easy library for BERT based NLP models.,35.0,20,True,2021-05-23 14:35:28.000000,1.9.9,43.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2021-05-23 14:35:28.000000,2.0,2057.0,2057.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
617,auto_ml,ClimbsRocks/auto_ml,,hyperopt,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25.000000,295,185.0,216.0,1541.0,1149.0,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,20,False,2018-02-22 01:13:03.000000,2.9.10,78.0,auto_ml,,,,,2.0,,https://pypi.org/project/auto_ml,2018-02-22 01:13:03.000000,2.0,3022.0,3022.0,,,,,,,,3.0,33.0,,,,,,,,,,,,,,,,,,,,
618,DELTA,Delta-ML/delta,,nlp,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000000,2021-07-07 14:40:36.551877,2020-12-17 06:57:15.000000,292,5.0,70.0,1428.0,932.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,20,True,2020-07-16 09:31:45.000000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000000,,21.0,518.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-07-07 14:40:36.551877,,12933.0,3.0,,,,,,,,,,,,,,,,,,,,,
619,DLTK,DLTK/DLTK,,medical-data,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000000,2021-01-15 01:31:30.000000,2019-01-21 14:01:28.000000,387,11.0,24.0,1265.0,379.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000000,0.2.1,5.0,dltk,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000000,,215.0,215.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
620,lightly,lightly-ai/lightly,,image,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000000,2021-07-08 13:33:29.000000,2021-07-08 13:33:28.000000,60,46.0,148.0,1051.0,478.0,A python library for self-supervised learning on images.,11.0,20,True,2021-07-08 09:18:20.000000,1.1.15,27.0,lightly,,,,['pytorch'],15.0,15.0,https://pypi.org/project/lightly,2021-07-08 09:21:37.000000,0.0,994.0,994.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
621,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,,pytorch-utils,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000000,2021-07-08 11:27:20.000000,2021-07-08 11:27:16.000000,75,3.0,16.0,1045.0,675.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,5.0,20,True,2021-04-02 10:59:33.000000,0.4.3,21.0,pytorch_toolbelt,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_toolbelt,2021-04-02 10:59:33.000000,2.0,10317.0,10317.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
622,Sockeye,awslabs/sockeye,,nlp,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000000,2021-07-07 21:44:38.000000,2021-05-30 20:04:06.000000,295,20.0,228.0,1010.0,750.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on Apache MXNet.,52.0,20,True,2021-06-17 10:51:22.000000,2.3.17,64.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2021-06-17 10:51:22.000000,2.0,569.0,569.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
623,TensorNets,taehoonlee/tensornets,,tensorflow-utils,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24.000000,184,14.0,42.0,989.0,284.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,True,2020-03-31 04:38:27.000000,0.4.6,12.0,tensornets,,,,['tensorflow'],43.0,39.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000000,4.0,214.0,214.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
624,pyts,johannfaouzi/pyts,,time-series-data,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000000,2021-05-26 11:15:05.000000,2021-05-26 11:15:03.000000,104,28.0,19.0,986.0,,A Python package for time series classification.,9.0,20,True,2020-03-21 12:41:33.000000,0.11.0,17.0,pyts,conda-forge/pyts,,,,132.0,128.0,https://pypi.org/project/pyts,2020-03-21 12:36:40.000000,4.0,17920.0,18263.0,https://anaconda.org/conda-forge/pyts,2020-03-21 14:08:24.734000,7910.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
625,fairlearn,fairlearn/fairlearn,,interpretability,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000000,2021-07-08 15:09:02.000000,2021-07-07 06:02:23.000000,229,129.0,154.0,978.0,,A Python package to assess and improve fairness of machine learning models.,46.0,20,True,2021-07-07 08:16:09.000000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],2.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000000,2.0,17794.0,18573.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605000,13243.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
626,fastFM,ibayer/fastFM,,recommender-systems,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000000,2021-03-24 12:22:31.000000,2021-03-24 12:22:31.000000,186,44.0,59.0,923.0,297.0,fastFM: A Library for Factorization Machines.,20.0,20,True,2017-11-23 06:59:56.000000,0.2.11,10.0,fastfm,,,,,90.0,82.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000000,8.0,640.0,645.0,,,,,,,,3.0,388.0,,,,,,,,,,,,,,,,,,,,
627,advertorch,BorealisAI/advertorch,,adversarial,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000000,2021-07-02 22:54:44.000000,2020-06-15 01:16:18.000000,139,15.0,30.0,887.0,270.0,A Toolbox for Adversarial Robustness Research.,16.0,20,False,2020-06-15 01:20:07.000000,0.2.3,10.0,advertorch,,,,['pytorch'],50.0,44.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000000,6.0,1322.0,1322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
628,DALEX,ModelOriented/DALEX,,interpretability,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000000,2021-06-09 17:13:55.000000,2021-06-09 17:13:52.000000,116,13.0,282.0,855.0,565.0,moDel Agnostic Language for Exploration and eXplanation.,19.0,20,False,2021-05-31 21:17:29.000000,1.2.0,20.0,dalex,,,,,17.0,17.0,https://pypi.org/project/dalex,2021-05-31 21:17:29.000000,0.0,6698.0,6698.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
629,mrq,pricingassistant/mrq,,data-pipelines,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000000,2021-05-19 17:32:27.000000,2020-12-13 18:58:15.000000,113,59.0,119.0,844.0,709.0,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,37.0,20,True,2018-08-31 16:03:04.000000,0.9.10,70.0,mrq,,,,,35.0,23.0,https://pypi.org/project/mrq,2018-08-31 16:03:04.000000,12.0,458.0,458.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
630,nude.py,hhatto/nude.py,,image,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02.000000,132,7.0,2.0,803.0,79.0,Nudity detection with Python.,12.0,20,True,2020-11-23 13:49:17.000000,0.5.1,10.0,nudepy,,,,,486.0,468.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000000,18.0,3154.0,3154.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
631,TensorFrames,databricks/tensorframes,,distributed-ml,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2021-05-21 14:50:19.000000,2019-11-15 21:43:53.000000,156,51.0,43.0,764.0,221.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,1.0,15914.0,15914.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
632,AstroML,astroML/astroML,,others,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000000,2021-06-30 15:57:42.000000,2021-04-07 06:12:17.000000,271,53.0,84.0,758.0,,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,2019-10-02 06:32:58.000000,0.4.1,10.0,astroML,conda-forge/astroml,,,['sklearn'],29.0,,https://pypi.org/project/astroML,2020-03-23 23:20:49.000000,29.0,1361.0,1877.0,https://anaconda.org/conda-forge/astroml,2020-02-16 04:18:54.678000,24286.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
633,NGT,yahoojapan/NGT,,nn-search,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2021-05-27 04:06:08.000000,2021-05-27 04:05:36.000000,74,7.0,74.0,757.0,130.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,11.0,20,True,2021-03-12 02:52:55.000000,1.13.5,49.0,ngt,,,,,6.0,,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,6.0,11469.0,11469.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
634,YouTokenToMe,vkcom/youtokentome,,nlp,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000000,2021-01-28 23:05:01.000000,2021-01-28 19:04:09.000000,48,24.0,22.0,751.0,79.0,Unsupervised text tokenizer focused on computational efficiency.,6.0,20,True,2020-02-13 09:57:47.000000,1.0.6,14.0,youtokentome,,,,,145.0,133.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000000,12.0,16432.0,16432.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
635,Saliency,PAIR-code/saliency,,tensorflow-utils,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000000,2021-06-22 15:29:23.000000,2021-06-21 14:03:32.000000,156,17.0,12.0,687.0,77.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,20,True,2021-05-03 16:33:29.000000,0.1.3,10.0,saliency,,,,['tensorflow'],18.0,16.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000000,2.0,914.0,914.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
636,NearPy,pixelogik/NearPy,,nn-search,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000000,2020-02-17 20:24:08.000000,2018-10-21 17:54:28.000000,140,24.0,38.0,681.0,159.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44.000000,1.0.0,8.0,NearPy,,,,,69.0,53.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000000,16.0,3174.0,3174.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
637,finetune,IndicoDataSolutions/finetune,,nlp,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000000,2021-06-28 13:17:04.000000,2021-06-15 17:49:52.000000,68,21.0,115.0,646.0,1201.0,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000000,0.8.6,37.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2020-01-10 22:42:24.000000,2.0,186.0,186.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
638,PFRL,pfnet/pfrl,,reinforcement-learning,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000000,2021-07-07 02:48:20.000000,2021-07-07 02:39:27.000000,81,22.0,29.0,646.0,382.0,PFRL: a PyTorch-based deep reinforcement learning library.,14.0,20,True,2021-07-07 02:43:23.000000,0.3.0,5.0,pfrl,,,,,15.0,15.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000000,0.0,741.0,741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
639,bambi,bambinos/bambi,,probabilistics,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000000,2021-07-07 13:42:09.000000,2021-06-15 13:31:58.000000,55,34.0,147.0,630.0,571.0,BAyesian Model-Building Interface (Bambi) in Python.,17.0,20,True,2021-05-16 23:07:43.000000,0.5.0,13.0,bambi,,,,,16.0,13.0,https://pypi.org/project/bambi,2021-05-16 23:07:43.000000,3.0,640.0,640.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
640,Objax,google/objax,,ml-frameworks,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000000,2021-06-16 14:14:50.000000,2021-04-21 22:04:16.000000,50,40.0,53.0,622.0,411.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,20.0,20,True,2021-04-01 00:14:18.000000,1.4.0,7.0,objax,,,,['jax'],13.0,13.0,https://pypi.org/project/objax,2021-04-01 00:02:37.000000,0.0,780.0,780.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
641,DiCE,interpretml/DiCE,,interpretability,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000000,2021-07-08 13:25:06.000000,2021-07-06 16:13:05.000000,78,26.0,37.0,580.0,400.0,Generate Diverse Counterfactual Explanations for any machine learning model.,11.0,20,True,2021-05-10 16:05:55.000000,0.6.1,5.0,dice-ml,,,,"['tensorflow', 'pytorch']",0.0,,https://pypi.org/project/dice-ml,2021-05-10 16:05:55.000000,0.0,11207.0,11207.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
642,Orbit,uber/orbit,,probabilistics,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000000,2021-06-25 00:22:13.000000,2021-06-24 05:10:14.000000,39,19.0,189.0,579.0,619.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,10.0,20,True,2021-04-03 01:15:52.000000,1.0.13,12.0,orbit-ml,,,,,4.0,4.0,https://pypi.org/project/orbit-ml,2021-04-03 01:15:52.000000,,5242.0,5242.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
643,scikit-lego,koaning/scikit-lego,,sklearn-utils,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000000,2021-07-03 14:39:23.330000,2021-07-03 12:36:19.000000,74,25.0,198.0,540.0,,Extra blocks for scikit-learn pipelines.,47.0,20,True,2021-07-03 12:36:43.000000,0.6.8,34.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],28.0,28.0,https://pypi.org/project/scikit-lego,2021-07-03 12:38:43.000000,0.0,5042.0,5622.0,https://anaconda.org/conda-forge/scikit-lego,2021-07-03 14:39:23.330000,12185.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
644,Caer,jasmcaus/caer,,image,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000000,2021-06-23 00:43:23.000000,2021-05-29 03:10:28.000000,83,3.0,10.0,511.0,4941.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",6.0,20,True,2021-01-28 14:06:10.000000,1.9.8,109.0,caer,,,https://caer.rtfd.io,,0.0,,https://pypi.org/project/caer,2021-01-28 14:06:10.000000,0.0,8567.0,8568.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,
645,pyhsmm,mattjj/pyhsmm,,probabilistics,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000000,2020-09-29 20:58:26.000000,2020-08-24 17:03:59.000000,159,39.0,60.0,492.0,1426.0,Bayesian inference in HSMMs and HMMs.,13.0,20,True,2017-05-10 17:14:37.000000,0.1.7,8.0,pyhsmm,,,,,28.0,20.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000000,8.0,203.0,203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
646,Poutyne,GRAAL-Research/poutyne,,pytorch-utils,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2021-07-06 21:13:03.000000,2021-06-09 17:53:33.000000,51,7.0,38.0,481.0,571.0,A simplified framework and utilities for PyTorch.,16.0,20,False,2021-05-22 14:42:18.000000,1.5,22.0,poutyne,,,,['pytorch'],64.0,60.0,https://pypi.org/project/poutyne,2021-05-22 14:42:36.000000,4.0,8080.0,8080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
647,HpBandSter,automl/HpBandSter,,hyperopt,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000000,2021-01-31 10:05:37.000000,2019-03-26 09:26:28.000000,101,57.0,35.0,477.0,187.0,a distributed Hyperband implementation on Steroids.,11.0,20,False,2019-07-30 12:47:43.000000,1.0,8.0,hpbandster,,,,,165.0,149.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000000,16.0,23688.0,23688.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
648,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44.000000,50,17.0,22.0,477.0,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,20,True,2020-10-16 03:43:47.000000,0.1.7,9.0,n2,,,,,20.0,16.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000000,4.0,2740.0,2740.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
649,PyWaffle,gyli/PyWaffle,,data-viz,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000000,2020-07-26 23:22:17.000000,2020-07-26 23:22:13.000000,70,2.0,10.0,432.0,249.0,Make Waffle Charts in Python.,6.0,20,True,2020-07-26 19:16:45.000000,0.6.1,22.0,pywaffle,,,,,75.0,75.0,https://pypi.org/project/pywaffle,2020-07-26 19:16:45.000000,,2073.0,2073.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
650,kale,kubeflow-kale/kale,,data-pipelines,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000000,2021-06-17 00:46:20.000000,2021-05-19 12:47:47.000000,74,83.0,61.0,398.0,641.0,Kubeflows superfood for Data Scientists.,10.0,20,True,2021-05-19 12:56:53.000000,0.7.0,15.0,kubeflow-kale,,,,['jupyter'],9.0,9.0,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000000,,1567.0,1567.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
651,pydlm,wwrechard/pydlm,,time-series-data,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40.000000,86,35.0,8.0,396.0,362.0,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000000,0.1.1,13.0,pydlm,,,,,23.0,21.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000000,2.0,22599.0,22599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
652,DESlib,scikit-learn-contrib/DESlib,,sklearn-utils,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000000,2021-04-09 04:41:52.000000,2021-04-09 04:41:45.000000,73,14.0,127.0,337.0,272.0,A Python library for dynamic classifier and ensemble selection.,13.0,20,True,2021-02-08 06:29:25.000000,0.3.5,4.0,deslib,,,,['sklearn'],21.0,21.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000000,0.0,1824.0,1824.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
653,impyute,eltonlaw/impyute,,others,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000000,2020-06-12 21:08:40.000000,2019-10-05 20:39:08.000000,42,27.0,36.0,279.0,289.0,Data imputations library to preprocess datasets with missing data.,10.0,20,False,2019-04-29 02:31:32.000000,0.0.8,8.0,impyute,,,,,105.0,101.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000000,4.0,1912.0,1912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
654,SUOD,yzhao062/SUOD,,others,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000000,2021-01-19 14:42:08.000000,2021-01-19 14:42:01.000000,31,3.0,2.0,274.0,134.0,(MLSys' 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,20,False,2021-01-15 02:12:04.000000,0.0.6,7.0,suod,,,,,345.0,345.0,https://pypi.org/project/suod,2021-01-15 02:12:04.000000,,42197.0,42197.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
