,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
609,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2022-04-28 15:59:55.000000,2022-04-27 21:41:45,327,42.0,123,32.0,52.0,18.0,39.0,1350,Lightweight Python library for adding real-time object tracking to any detector.,12.0,22,True,2022-04-19 20:21:46.000,0.4.3,14.0,norfair,,,,,1.0,,https://pypi.org/project/norfair,2022-04-19 20:21:46.000,1.0,3465.0,3468.0,,,,,,,,3.0,65.0,,,,,,,,,,,,,,,,,,,,
610,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-04-01 09:38:04.000000,2019-01-21 14:01:28,379,,389,102.0,30.0,11.0,24.0,1304,Deep Learning Toolkit for Medical Image Analysis.,9.0,22,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,219.0,219.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
611,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334,,222,65.0,46.0,36.0,90.0,1185,A TensorFlow recommendation algorithm and framework in Python.,9.0,22,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],29.0,26.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,856.0,856.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
612,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-03-28 18:06:12.000000,2022-03-28 18:06:12,188,4.0,253,43.0,37.0,64.0,106.0,1007,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,14.0,22,True,2021-11-24 10:05:08.000,0.8.9,29.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],2.0,,https://pypi.org/project/keras-ocr,2021-11-24 10:05:08.000,2.0,5715.0,18874.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,31.0,,,,,3.0,250002.0,,,,,,,,,,,,,,,,,,,,
613,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2022-01-24 10:17:05.000000,2022-01-24 10:17:05,385,,184,33.0,66.0,3.0,81.0,978,Layers Outputs and Gradients in Keras. Made easy.,16.0,22,True,2021-06-19 16:14:57.000,4.5.0,38.0,keract,,,,['tensorflow'],137.0,132.0,https://pypi.org/project/keract,2021-06-19 16:14:15.000,5.0,1246.0,1246.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
614,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-04-22 12:28:40.000000,2022-04-22 12:28:39,207,1.0,96,49.0,95.0,39.0,51.0,921,Interpretability Methods for tf.keras models with Tensorflow 2.x.,17.0,22,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],120.0,114.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,6.0,1709.0,1709.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
615,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-04-29 15:58:03.000000,2022-04-28 20:00:45,437,16.0,190,55.0,74.0,48.0,199.0,909,Line based ATR Engine based on OCRopy.,19.0,22,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,1091.0,1091.0,,,,,,,,3.0,,,-1.0,,,,,,,,,,,,,,,,,,
616,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-03-14 08:29:44.000000,2022-03-14 08:29:44,406,17.0,111,99.0,110.0,27.0,39.0,825,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,22,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,42.0,41.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,3382.0,3382.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
617,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-04-23 21:16:27.000000,2022-04-23 21:16:27,543,43.0,115,16.0,176.0,47.0,61.0,823,Generate Diverse Counterfactual Explanations for any machine learning model.,12.0,22,True,2021-09-27 06:59:57.000,0.7.2,8.0,dice-ml,,,,"['tensorflow', 'pytorch']",3.0,,https://pypi.org/project/dice-ml,2021-09-27 06:59:57.000,3.0,31150.0,31150.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
618,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300,9.0,98,23.0,28.0,31.0,66.0,771,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,22,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,,,['pandas'],11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,10483.0,10483.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
619,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06,37,,135,26.0,17.0,24.0,4.0,707,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,22,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],242.0,232.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,10.0,186527.0,186586.0,https://anaconda.org/conda-forge/treeinterpreter,2020-10-03 05:29:07.840,1072.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
620,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-03-18 16:32:35.000000,2022-03-18 16:32:35,431,9.0,59,26.0,142.0,45.0,59.0,689,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,22.0,22,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,,,['jax'],22.0,20.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,2.0,216.0,216.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
621,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2021-06-24 15:32:01.000000,2021-03-14 16:01:01,227,,112,18.0,23.0,23.0,38.0,674,python partial dependence plot toolbox.,7.0,22,False,2021-03-14 16:21:17.000,0.2.1,3.0,pdpbox,conda-forge/pdpbox,,,,519.0,493.0,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,22843.0,23186.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:51.465,11339.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
622,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-04-29 14:53:31.000000,2022-04-29 14:53:22,633,87.0,106,30.0,562.0,27.0,44.0,670,Machine learning framework for both deep learning and traditional algorithms.,30.0,22,True,2022-04-28 13:01:58.000,2.0.61,6.0,neoml,,,,,,,https://pypi.org/project/neoml,2022-04-28 13:01:58.000,,197.0,197.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
623,pdpipe,pdpipe/pdpipe,data-pipelines,,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000,2022-04-16 02:17:29.578000,2022-03-13 13:15:26,394,8.0,34,17.0,44.0,13.0,30.0,668,Easy pipelines for pandas DataFrames.,10.0,22,True,2022-03-13 14:29:49.000,0.2.3,78.0,pdpipe,conda-forge/pdpipe,,,['pandas'],45.0,40.0,https://pypi.org/project/pdpipe,2022-03-13 14:29:17.000,5.0,1443.0,1663.0,https://anaconda.org/conda-forge/pdpipe,2022-04-16 02:17:29.578,3751.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
624,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189,,76,21.0,12.0,,38.0,655,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,204.0,197.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,7.0,8735.0,8776.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,454.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
625,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2021-11-11 01:20:14.000000,2021-11-11 01:20:14,55,,59,7.0,4.0,4.0,15.0,645,scikit-learn cross validators for iterative stratification of multilabel data.,6.0,22,True,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],212.0,204.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,8.0,863467.0,863467.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
626,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430,,68,28.0,422.0,9.0,237.0,628,torchbearer: A model fitting library for PyTorch.,13.0,22,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],64.0,60.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,2153.0,2153.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
627,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2022-04-20 22:00:26.000000,2022-04-07 20:41:18,110,10.0,61,22.0,73.0,20.0,42.0,613,Python 3.6+ toolbox for submitting jobs to Slurm.,19.0,22,True,2022-04-07 20:49:32.000,1.4.2,16.0,submitit,conda-forge/submitit,,,,6.0,,https://pypi.org/project/submitit,2022-04-07 20:49:32.000,6.0,21685.0,21969.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745,5682.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
628,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2022-03-26 13:04:37.000000,2022-02-27 03:35:23,394,1.0,135,14.0,70.0,27.0,94.0,546,Ternary plotting library for python with matplotlib.,27.0,22,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,112.0,91.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,21.0,22268.0,23123.0,https://anaconda.org/conda-forge/python-ternary,2021-02-17 22:38:55.625,61579.0,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,
629,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2022-04-22 06:33:34.000000,2022-04-22 06:33:31,188,1.0,108,24.0,22.0,57.0,35.0,534,a distributed Hyperband implementation on Steroids.,11.0,22,True,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,228.0,218.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,10.0,14241.0,14320.0,https://anaconda.org/conda-forge/hpbandster,2020-12-11 15:57:39.186,1279.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
630,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,MIT,2021-11-24 02:19:14.000,2022-04-28 18:31:35.000000,2022-04-27 19:39:21,191,175.0,30,11.0,47.0,10.0,24.0,533,Lightning fast forecasting with statistical and econometric models.,5.0,22,True,2022-04-12 19:07:06.000,0.5.3,8.0,statsforecast,conda-forge/statsforecast,,,,1.0,,https://pypi.org/project/statsforecast,2022-04-12 19:07:06.000,1.0,160517.0,162440.0,https://anaconda.org/conda-forge/statsforecast,2022-04-12 22:05:17.226,1923.0,,,,,3.0,,,,,,,,,,,,,,True,,,,,,,
631,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06,3575,,65,47.0,318.0,32.0,365.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,22,False,2021-12-21 20:12:29.000,3.0,65.0,skll,conda-forge/skll,,,['sklearn'],56.0,38.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,310.0,410.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,501.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
632,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-04-28 20:55:06.000000,2022-04-28 20:45:39,709,54.0,60,16.0,105.0,8.0,44.0,519,A simplified framework and utilities for PyTorch.,18.0,22,False,2022-04-28 20:55:06.000,1.11,29.0,poutyne,,,,['pytorch'],88.0,83.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,5005.0,5005.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
633,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2022-04-20 09:04:08.000000,2022-04-20 09:04:06,570,6.0,94,11.0,28.0,13.0,86.0,508,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,20.0,22,True,2022-03-11 14:21:26.000,1.6.0,40.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],27.0,,https://pypi.org/project/torch-cluster,2022-03-11 14:21:26.000,27.0,13126.0,14399.0,https://anaconda.org/conda-forge/pytorch_cluster,2022-04-06 04:21:04.529,29288.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
634,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2021-01-30 21:50:08.000000,2021-01-30 21:50:02,249,,116,22.0,18.0,5.0,29.0,501,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],100.0,95.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,15988.0,15988.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
635,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-04-01 10:01:45.000000,2020-05-01 15:25:38,324,,118,18.0,26.0,11.0,68.0,398,Medical image processing in Python.,14.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,605.0,569.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,36.0,11631.0,11888.0,https://anaconda.org/conda-forge/medpy,2021-11-11 11:54:44.393,2574.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
636,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2020-05-11 14:32:39.000000,2020-05-11 14:32:38,782,,74,24.0,9.0,48.0,48.0,383,optimization routines for hyperparameter tuning.,9.0,22,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,90.0,76.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,11103.0,11103.0,,,,,,,,3.0,67.0,,,,,,,,,,,,,,,,,,,,
637,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-04-22 06:19:14.000000,2022-04-22 06:14:40,2078,15.0,32,10.0,6.0,6.0,39.0,382,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,4.0,22,True,2022-03-16 16:09:29.000,4.1.1,65.0,hyperactive,,,,,15.0,12.0,https://pypi.org/project/hyperactive,2022-03-16 16:09:29.000,3.0,492.0,494.0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,,,,,,,
638,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-04-26 15:16:47.000000,2022-01-29 18:05:02,217,,58,8.0,305.0,29.0,34.0,347,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,22,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],280.0,280.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,7839.0,7883.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,353.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
639,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-04-22 23:40:18.000000,2022-03-10 13:10:21,3593,17.0,56,26.0,75.0,64.0,150.0,320,Scalable audio processing framework written in Python with a RESTful API.,22.0,22,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
640,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-04-28 06:23:38.000000,2022-04-22 15:37:14,279,54.0,21,17.0,2.0,2.0,19.0,266,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,17.0,22,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,4502.0,4502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
641,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20.000,2021-10-31 16:40:25.000000,2021-02-22 17:29:11,1527,,45,6.0,136.0,7.0,21.0,245,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,22,False,2021-01-10 21:15:26.000,0.6.1,68.0,pysparkling,conda-forge/pysparkling,,,,116.0,108.0,https://pypi.org/project/pysparkling,2021-01-10 21:15:26.000,8.0,13963.0,14032.0,https://anaconda.org/conda-forge/pysparkling,2021-03-23 19:51:42.850,904.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
642,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2022-03-31 05:39:36.588000,2022-03-30 17:38:25,671,7.0,67,13.0,17.0,2.0,32.0,243,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,11.0,22,False,2022-03-30 17:47:11.000,2.8.0,52.0,pymap3d,conda-forge/pymap3d,,,,15.0,,https://pypi.org/project/pymap3d,2022-03-30 17:47:11.000,15.0,34537.0,35334.0,https://anaconda.org/conda-forge/pymap3d,2022-03-31 05:39:36.588,19944.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
643,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-04-25 00:53:26.000000,2022-04-25 00:52:49,199,46.0,46,2.0,2.0,1.0,28.0,220,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,4.0,22,False,2022-04-25 00:53:26.000,0.1.41,97.0,featurewiz,,,,,10.0,9.0,https://pypi.org/project/featurewiz,2022-04-25 00:53:26.000,1.0,7633.0,7633.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
644,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-04-28 18:45:51.000000,2022-04-28 18:45:47,2412,81.0,55,8.0,215.0,24.0,69.0,204,Python recommendation toolkit.,13.0,22,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,2900.0,3409.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,8655.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
645,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-04-14 09:41:50.000000,2022-04-14 09:41:50,86,1.0,31,11.0,9.0,3.0,12.0,203,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,468.0,430.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,38.0,88386.0,89322.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962,25284.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
646,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-04-29 01:21:21.000000,2022-04-29 01:21:21,393,22.0,69,18.0,378.0,60.0,81.0,198,An open-source toolkit for large-scale genomic analysis.,21.0,22,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,21893.0,22001.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1525.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
647,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2022-04-20 11:10:35.000000,2022-04-20 11:10:30,179,16.0,15,5.0,3.0,8.0,29.0,148,Multiple Imputation with Random Forests in Python.,6.0,22,False,2022-04-15 14:53:33.000,5.4.0,35.0,miceforest,conda-forge/miceforest,,,,24.0,24.0,https://pypi.org/project/miceforest,2022-04-15 14:53:33.000,,60612.0,60739.0,https://anaconda.org/conda-forge/miceforest,2021-11-06 17:21:06.525,1150.0,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,
648,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176,,1530,15.0,16.0,59.0,22.0,4163,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,True,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,18.0,18.0,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,1012.0,1012.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
649,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112,,340,104.0,14.0,52.0,15.0,3219,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,21,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,81.0,75.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,6.0,2411.0,2411.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
650,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-02-18 19:18:27.000000,2021-10-18 01:45:21,143,,592,76.0,51.0,151.0,95.0,2915,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,18.0,21,True,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],5.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000,5.0,4839.0,4847.0,,,,,,,,3.0,303.0,,,,,,,,,,,,,,,,,,,,
651,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-04-18 18:47:44.000000,2021-09-21 13:07:59,405,,380,98.0,54.0,56.0,48.0,2721,Quickly search over billions of images.,19.0,21,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,537.0,537.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
