,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
786,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,54.0,11.0,60.0,17.0,41.0,337.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,19,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,47.0,43.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,4.0,170.0,170.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
787,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2025-05-19 20:20:27.000000,2025-04-14 06:29:04,594.0,1.0,36.0,22.0,649.0,21.0,131.0,250.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,19,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,828.0,848.0,,,,,,,,3.0,1304.0,,,,,,,,,,,,,,,,,,,
788,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2024-09-26 08:36:59.000000,2024-09-26 08:31:01,28.0,,24.0,7.0,15.0,4.0,11.0,228.0,A Python module to convert natural language numerics into ints and floats.,4.0,19,False,2024-09-26 08:36:59.000,0.2.4,12.0,numerizer,,,,,101.0,98.0,https://pypi.org/project/numerizer,2024-09-26 08:36:59.000,3.0,29605.0,29605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
789,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,19,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,457.0,455.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,786.0,790.0,,,,,,,,3.0,438.0,,,,,,,,,,,,,,,,,,,
790,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2025-04-22 15:32:34.997000,2024-06-30 08:01:08,6.0,,57.0,4.0,2.0,3.0,1.0,139.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,19,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,10838.0,10709.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,129.0,385195.0,385223.0,https://anaconda.org/anaconda/nvidia-ml,2025-04-22 15:32:34.997,1329.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
791,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,800.0,335.0,58.0,2.0,,6885.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,136.0,143.0,,,,,,,,3.0,425.0,,,,,,,,,,,,,,,,,,,
792,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,891.0,110.0,51.0,48.0,160.0,6333.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
793,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,58.0,106.0,27.0,56.0,2153.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,18,False,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],,,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1217.0,1217.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
794,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,457.0,79.0,36.0,85.0,68.0,1709.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,321.0,321.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
795,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109.0,54.0,34.0,22.0,13.0,1267.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,18,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,4.0,3.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,203.0,203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
796,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2025-04-22 14:58:02.427000,2022-04-07 20:49:56,235.0,,37.0,11.0,13.0,8.0,16.0,807.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,18,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],53.0,53.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,465.0,575.0,https://anaconda.org/conda-forge/tensor-sensor,2025-04-22 14:58:02.427,4764.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
797,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,175.0,33.0,15.0,19.0,22.0,781.0,TensorFlow implementation of an arbitrary order Factorization Machine.,11.0,18,False,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],16.0,16.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,,68.0,68.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
798,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-08-20 13:45:17.000000,2024-05-05 11:51:05,300.0,,117.0,21.0,27.0,2.0,88.0,755.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",13.0,18,True,2024-05-05 11:51:57.000,0.0.92,39.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2024-05-05 11:51:57.000,,2175.0,2175.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
799,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2025-03-19 09:06:36.000000,2025-03-19 09:06:35,613.0,2.0,87.0,25.0,4.0,39.0,42.0,699.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,12.0,18,True,2022-09-19 20:15:07.376,0.3.17,25.0,thundergbm,,,,,4.0,4.0,https://pypi.org/project/thundergbm,2022-09-19 20:15:07.376,,180.0,180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
800,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,66.0,16.0,21.0,29.0,50.0,676.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,18,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,5.0,5.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,358.0,358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
801,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2024-10-22 13:32:17.000000,2024-08-18 17:07:49,821.0,,42.0,14.0,18.0,,22.0,615.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2024-08-18 17:19:42.000,3.1.4,28.0,opytimizer,,,,,21.0,21.0,https://pypi.org/project/opytimizer,2024-08-18 17:19:42.000,,449.0,449.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
802,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,72.0,13.0,10.0,26.0,41.0,578.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,18,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,54.0,54.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,620.0,620.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
803,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2024-06-08 12:12:57.000000,2024-02-21 14:09:04,30.0,,70.0,7.0,6.0,4.0,32.0,577.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,3.0,18,False,2024-02-21 14:38:09.000,0.2.7,10.0,shap-hypetune,,,,,25.0,23.0,https://pypi.org/project/shap-hypetune,2024-02-21 14:34:22.000,2.0,3086.0,3086.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
804,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2024-07-19 18:49:00.000000,2024-07-19 16:10:42,70.0,,54.0,18.0,10.0,4.0,18.0,546.0,Topological Data Analysis for Python.,6.0,18,True,2024-07-19 18:49:00.000,1.1.1,6.0,scikit-tda,,,,['sklearn'],87.0,87.0,https://pypi.org/project/scikit-tda,2024-07-19 18:49:00.000,,1548.0,1548.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
805,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,92.0,21.0,19.0,6.0,20.0,496.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],15.0,15.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,558.0,558.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
806,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-04-15 06:19:14.000000,2024-04-15 06:19:14,282.0,,105.0,12.0,130.0,18.0,138.0,488.0,A Python library for dynamic classifier and ensemble selection.,17.0,18,False,2024-04-12 03:07:31.000,0.3.7,6.0,deslib,,,,['sklearn'],3.0,,https://pypi.org/project/deslib,2024-04-12 03:07:31.000,3.0,2932.0,2932.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
807,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,88.0,18.0,248.0,10.0,23.0,434.0,A toolkit that streamlines and automates the generation of model cards.,22.0,18,False,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,1.0,,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1673.0,1673.0,,,,,,,,3.0,31.0,,,,,,,,,,,,,,,,,,,
808,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,60.0,7.0,12.0,11.0,18.0,420.0,TextAugment: Text Augmentation Library.,8.0,18,False,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,178.0,174.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,4294.0,4295.0,,,,,,,,3.0,135.0,,,,,,,,,,,,,,,,,,,
809,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,30.0,9.0,121.0,31.0,150.0,344.0,Open source production model management tool for data scientists.,6.0,18,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,7.0,7.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,206.0,206.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
810,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2023-03-07 22:10:10.175000,2021-08-18 06:06:51,1404.0,,17.0,5.0,217.0,4.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,8.0,18,False,2023-03-07 22:10:10.175,0.8.9,49.0,camphr,,,,['spacy'],18.0,16.0,https://pypi.org/project/camphr,2023-03-07 22:10:10.175,2.0,878.0,878.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
811,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000000,2024-09-29 23:43:33,584.0,,43.0,12.0,64.0,3.0,57.0,333.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,True,2024-06-13 05:28:35.000,2.0.11,36.0,ivis,,,,['tensorflow'],40.0,38.0,https://pypi.org/project/ivis,2024-06-13 05:28:35.000,2.0,863.0,863.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
812,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,40.0,16.0,6.0,19.0,21.0,323.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,18,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],3.0,,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,862.0,862.0,,,,,,,,3.0,,,,,,,,google-deepmind/launchpad,,,,,,,,,,,,
813,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2025-05-11 17:52:01.000000,2025-03-24 18:31:02,192.0,2.0,41.0,18.0,4.0,10.0,8.0,289.0,Analyze Data with Pandas-based Networks. Documentation:.,3.0,18,False,2024-03-27 10:16:33.000,0.2.4,14.0,deepgraph,conda-forge/deepgraph,,,['pandas'],12.0,12.0,https://pypi.org/project/deepgraph,2024-03-27 10:16:33.000,,952.0,6009.0,https://anaconda.org/conda-forge/deepgraph,2025-04-22 14:56:39.337,278162.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
814,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2025-02-24 10:11:46.000000,2024-06-06 14:27:44,864.0,,17.0,8.0,186.0,12.0,23.0,154.0,Toolkit for developing and maintaining ML models.,14.0,18,False,2025-02-24 10:11:46.000,0.1.3,36.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2025-02-24 10:11:46.000,,9058.0,9058.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
815,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1365.0,460.0,22.0,61.0,167.0,7225.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,google-deepmind/lab,,,,,,,,,,,,
816,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2025-05-15 19:42:25.000000,2025-05-05 15:11:38,730.0,9.0,449.0,35.0,888.0,153.0,119.0,3540.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,94.0,17,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
817,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2025-02-25 23:52:42.000000,2024-12-03 12:26:16,792.0,,71.0,27.0,1029.0,127.0,65.0,1663.0,Version control for machine learning.,18.0,17,True,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,84.0,84.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
818,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,254.0,52.0,13.0,20.0,13.0,1557.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,104.0,122.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1708.0,3.0,,,,,,,,,,,,,,,,,,,,
819,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144.0,,143.0,16.0,11.0,25.0,18.0,1164.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,17,False,2022-09-20 02:28:33.973,0.7.2,26.0,tez,,,,['pytorch'],60.0,58.0,https://pypi.org/project/tez,2022-09-20 02:28:33.973,2.0,497.0,497.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
820,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,,110.0,18.0,37.0,20.0,8.0,1044.0,Distributed Computing for AI Made Simple.,5.0,17,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,93.0,92.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,199.0,199.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
821,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2025-01-27 18:38:03.000000,2025-01-27 18:38:03,25.0,,57.0,16.0,8.0,,10.0,801.0,MADGRAD Optimization Method.,3.0,17,True,,,4.0,madgrad,,,,['pytorch'],104.0,103.0,https://pypi.org/project/madgrad,2022-03-08 18:23:32.000,1.0,3031.0,3031.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
822,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,102.0,20.0,58.0,2.0,13.0,791.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,False,2021-10-13 21:04:12.000,2.0.8,119.0,caer,,,https://caer.rtfd.io,,2.0,,https://pypi.org/project/caer,2021-10-13 21:04:12.000,2.0,5295.0,5295.0,,,,,,,,3.0,48.0,,,,,,,,,,,,,,,,,,,
823,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,57.0,14.0,10.0,26.0,17.0,785.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,,68.0,68.0,https://pypi.org/project/parallelformers,2022-07-27 19:52:00.185,,236.0,236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
824,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,103.0,24.0,101.0,37.0,84.0,707.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,17,False,2021-02-16 11:34:12.211,3.0.0,16.0,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,2018-06-14 02:21:57.000,,161.0,168.0,,,,,,,,3.0,563.0,,,,,,,,,,,,,,,,,,,
825,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,94.0,17.0,19.0,5.0,29.0,644.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,17,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,,20.0,20.0,https://pypi.org/project/textflint,2022-03-15 07:18:47.000,,289.0,289.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
826,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2023-01-15 21:18:52.000,2024-09-18 17:05:04.000000,2023-01-13 21:57:34,832.0,,54.0,,,,,455.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",19.0,17,False,2024-09-18 17:05:04.000,0.12.2,50.0,sklearn-evaluation,,,,['sklearn'],3.0,,https://pypi.org/project/sklearn-evaluation,2024-09-18 17:05:04.000,3.0,2676.0,2676.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
827,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,,109.0,70.0,7.0,15.0,19.0,439.0,semantic similarity framework for knowledge graph.,10.0,17,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,50.0,50.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,,109.0,109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
828,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-03-18 12:01:04.000000,2024-03-18 12:01:00,5152.0,,38.0,10.0,1.0,2.0,80.0,408.0,Deep Learning PyTorch.,1.0,17,False,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,,['pytorch'],8.0,8.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,747.0,747.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
829,Pywick,achaiah/pywick,pytorch-utils,,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000,2022-02-04 15:57:11.000000,2021-10-22 03:09:17,149.0,,38.0,14.0,39.0,2.0,13.0,402.0,High-level batteries-included neural network training library for Pytorch.,4.0,17,False,2021-10-22 03:19:11.000,0.6.5,8.0,pywick,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pywick,2021-10-22 03:19:11.000,,253.0,253.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
830,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2025-01-04 18:56:14.000000,2025-01-04 18:56:14,175.0,,38.0,21.0,5.0,11.0,23.0,354.0,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,17,True,2017-03-30 10:51:26.000,0.4.2,22.0,tfdeploy,,,,['tensorflow'],,,https://pypi.org/project/tfdeploy,2017-03-30 10:51:26.000,,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
