,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
619,Luminoth,tryolabs/luminoth,image,,https://github.com/tryolabs/luminoth,https://github.com/tryolabs/luminoth,BSD-3-Clause,2017-02-16 15:07:46.000,2023-03-24 23:52:00.000000,2020-01-07 20:53:25,838,,401,130.0,136.0,52.0,128.0,2401,Deep Learning toolkit for Computer Vision.,15.0,22,False,,,10.0,luminoth,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/luminoth,,,1572.0,1758.0,,,,,,,,3.0,12663.0,,,,,,,,,,,,,,,,,,,
620,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719,,372,79.0,144.0,32.0,126.0,2361,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40.000,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,,,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
621,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-06-12 21:55:06.000000,2023-06-12 19:01:21,105,1.0,231,62.0,105.0,23.0,56.0,2055,"Codebase for Image Classification Research, written in PyTorch.",18.0,22,True,2021-05-21 00:29:47.000,0.2,2.0,pycls,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pycls,,,164272.0,164272.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
622,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-06-15 06:42:07.560000,2023-06-01 12:18:23,739,2.0,301,42.0,37.0,87.0,55.0,1964,A modular active learning framework for Python.,20.0,22,True,2023-06-15 06:42:07.560,0.49.2406,16.0,modAL,,,,['sklearn'],7.0,7.0,https://pypi.org/project/modAL,2023-06-15 06:42:07.560,,4622.0,4622.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,
623,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-03-26 20:34:16.000000,2023-03-26 20:34:16,2287,8.0,229,40.0,33.0,4.0,104.0,1915,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,22,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,169.0,165.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,4.0,3544.0,4077.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,18674.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
624,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-06-12 21:36:29.000000,2023-03-31 21:30:30,328,2.0,337,42.0,68.0,157.0,95.0,1798,Super easy library for BERT based NLP models.,36.0,22,True,2023-03-31 21:32:01.079,2.0.10,59.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-09-22 13:50:45.318,2.0,1775.0,1775.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
625,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2022-10-31 03:14:01.876000,2022-01-30 01:22:30,743,,209,39.0,110.0,54.0,42.0,1654,"Large-scale linear classification, regression and ranking in Python.",17.0,22,False,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],134.0,127.0,https://pypi.org/project/sklearn-contrib-lightning,2022-01-30 00:43:43.000,7.0,1167.0,3537.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2022-10-31 03:14:01.876,195508.0,,,,,3.0,364.0,,,,,,,,,,,,,,,,,,,
626,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149,,311,98.0,45.0,187.0,216.0,1614,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,22,False,2018-02-22 01:13:03.000,2.9.10,78.0,auto_ml,,,,,7.0,,https://pypi.org/project/auto_ml,2018-02-22 01:13:03.000,7.0,628.0,628.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,,
627,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239,,202,39.0,6.0,14.0,33.0,1612,pip install antialiased-cnns to improve stability and accuracy.,6.0,22,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],48.0,42.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,3469.0,3469.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
628,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941,,194,30.0,423.0,11.0,163.0,1591,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,28.0,22,True,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,261.0,261.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
629,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108,,204,46.0,12.0,4.0,51.0,1537,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,22,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],180.0,178.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,2.0,5725.0,5725.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
630,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334,,223,64.0,48.0,36.0,90.0,1235,A TensorFlow recommendation algorithm and framework in Python.,9.0,22,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],32.0,29.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,369.0,369.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
631,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309,,184,27.0,56.0,19.0,35.0,1177,A Toolbox for Adversarial Robustness Research.,21.0,22,False,2020-06-15 01:20:07.000,0.2.3,10.0,advertorch,,,,['pytorch'],119.0,114.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000,5.0,549.0,549.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
632,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-06-11 04:58:56.000000,2023-06-11 04:58:55,660,57.0,159,18.0,222.0,54.0,90.0,1097,Generate Diverse Counterfactual Explanations for any machine learning model.,16.0,22,True,2022-10-19 11:30:46.000,0.9,10.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,,,32775.0,32775.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
633,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-06-11 23:59:59.000000,2023-06-11 23:59:12,167,4.0,103,37.0,22.0,15.0,102.0,1041,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,22,True,2023-06-07 01:26:40.000,2.0.12,68.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2022-09-21 23:07:01.601,8.0,11252.0,11252.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
634,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2022-07-28 04:39:33.000000,2019-08-16 09:00:15,140,,102,12.0,18.0,13.0,15.0,972,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,22,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,3792.0,3554.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,238.0,244959.0,244959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
635,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2022-07-04 00:10:02.000000,2022-07-04 00:10:02,195,,146,23.0,45.0,14.0,82.0,889,kapre: Keras Audio Preprocessors.,13.0,22,True,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,kapre,,,,['tensorflow'],2270.0,2256.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,14.0,1461.0,1461.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,
636,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2023-05-11 19:14:01.000000,2023-03-29 07:39:45,85,1.0,73,26.0,53.0,30.0,27.0,883,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,True,2020-02-13 09:57:47.000,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,475.0,475.0,https://pypi.org/project/youtokentome,,,28574.0,30099.0,https://anaconda.org/conda-forge/youtokentome,2022-10-30 19:53:58.371,32045.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
637,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-04-10 20:07:44.000000,2022-05-13 18:48:12,83,,181,25.0,58.0,7.0,27.0,883,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,22,False,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,,['tensorflow'],63.0,59.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,4.0,5281.0,5281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
638,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57,,70,6.0,5.0,4.0,22.0,773,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,True,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],334.0,322.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,12.0,61138.0,61138.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
639,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2023-06-12 23:52:18.000000,2023-06-12 23:51:24,270,4.0,235,44.0,18.0,6.0,91.0,754,Data compression in TensorFlow.,21.0,22,True,2023-03-23 21:44:50.000,2.12.0,20.0,tensorflow-compression,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-compression,2022-11-23 01:59:02.058,2.0,4556.0,4556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
640,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642,,73,24.0,37.0,25.0,21.0,735,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,22,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,,23.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,23.0,62810.0,62810.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,
641,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-06-12 21:45:05.000000,2023-05-18 17:21:50,1498,7.0,76,36.0,632.0,23.0,117.0,680,Scikit-learn style model finetuning for NLP.,21.0,22,True,2021-12-20 14:14:00.000,0.9.0,38.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,11.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,149.0,149.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
642,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189,,80,21.0,12.0,,38.0,673,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,320.0,314.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,6.0,8127.0,8188.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1530.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
643,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2023-06-12 21:41:45.000000,2023-05-15 10:07:07,222,2.0,85,13.0,33.0,30.0,23.0,635,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,9.0,22,True,2022-12-19 18:16:02.257,0.5.1,12.0,detoxify,,,,,332.0,322.0,https://pypi.org/project/detoxify,2022-12-19 18:16:02.257,10.0,12499.0,20002.0,,,,,,,,3.0,232611.0,,,,,,,,,,,,,,,,,,,
644,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210,,100,30.0,1.0,12.0,3.0,618,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,22,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",558.0,553.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,5.0,65757.0,65757.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
645,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2022-10-16 06:18:34.000000,2022-04-22 06:33:31,188,,112,27.0,23.0,57.0,35.0,575,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,383.0,361.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,22.0,21583.0,21931.0,https://anaconda.org/conda-forge/hpbandster,2020-12-11 15:57:39.186,10449.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
646,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877,,57,18.0,216.0,49.0,280.0,569,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,22,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,47.0,46.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,390.0,390.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
647,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2021-01-30 21:50:08.000000,2021-01-30 21:50:02,249,,127,23.0,18.0,8.0,29.0,550,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],130.0,125.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,31355.0,31355.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
648,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249,,87,26.0,31.0,28.0,6.0,539,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],264.0,257.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,7.0,60594.0,60594.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
649,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-01-31 22:20:04.000000,2022-11-17 11:12:46,327,,127,18.0,32.0,13.0,70.0,478,Medical image processing in Python.,16.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,1283.0,1241.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,42.0,18502.0,19186.0,https://anaconda.org/conda-forge/medpy,2022-10-31 22:33:53.320,16423.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-05-08 01:10:39.000000,2023-05-08 01:10:39,371,9.0,97,29.0,19.0,37.0,8.0,452,A python library for Bayesian time series modeling.,6.0,22,True,2023-05-07 06:30:08.000,0.1.1.12,14.0,pydlm,,,,,32.0,30.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,77075.0,77075.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-05-22 13:49:20.000000,2023-05-22 13:49:20,264,6.0,100,19.0,55.0,26.0,20.0,443,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,6.0,22,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,56.0,48.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,8.0,9156.0,9156.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
652,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-05-21 22:48:24.000000,2023-05-21 22:12:32,319,3.0,89,25.0,6.0,3.0,24.0,442,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,22,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,24.0,22.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1322.0,1322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
653,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-06-04 11:48:19.000000,2023-03-05 00:16:57,419,,94,35.0,276.0,67.0,171.0,423,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",18.0,22,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,71.0,70.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1122.0,1125.0,,,,,,,,3.0,260.0,,,,,,,,,,,,,,,,,,,
654,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,LGPL-3.0,2021-03-18 15:04:58.000,2023-06-15 12:56:23.000000,2023-06-09 07:52:05,1460,119.0,53,6.0,170.0,37.0,64.0,377,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,18.0,22,False,2023-05-09 20:57:01.618,0.4.0,18.0,quantus,,,,,13.0,12.0,https://pypi.org/project/quantus,2022-04-20 14:21:12.000,1.0,381.0,387.0,,,,,,,,3.0,110.0,,,,,,,,,,,,,,,,,,,
655,TimeSide,Parisson/TimeSide,audio,,https://github.com/Ircam-WAM/TimeSide,https://github.com/Ircam-WAM/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-05-16 18:33:02.000000,2023-02-01 10:38:52,3728,,60,25.0,110.0,32.0,184.0,351,scalable audio processing framework and server written in Python.,22.0,22,False,2023-01-03 17:34:09.000,1.1.3,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,104.0,104.0,,,,,,,,3.0,,,,,,,,,,,,Ircam-WAM/TimeSide,,,,,,,,
656,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-06-05 18:20:49.000000,2023-06-05 18:20:10,358,17.0,29,17.0,5.0,15.0,20.0,293,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,26.0,22,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],51.0,49.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,2.0,3284.0,3284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-06-02 19:34:42.000000,2023-06-02 19:34:41,510,12.0,36,5.0,11.0,5.0,44.0,289,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,22,False,2022-05-07 07:58:05.000,0.7.0,22.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],25.0,,https://pypi.org/project/scikit-posthocs,2022-05-07 07:58:05.000,25.0,30379.0,48114.0,https://anaconda.org/conda-forge/scikit-posthocs,2022-05-08 18:15:36.676,567533.0,,,,,3.0,31.0,,,,,,,,,,,,,,,,,,,
658,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2023-06-15 00:20:12.000000,2023-06-15 00:20:12,563,69.0,10,22.0,242.0,29.0,58.0,239,Serverside scaling for Vega and Altair visualizations.,3.0,22,False,2023-06-04 21:21:12.000,1.3.0,50.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,8.0,6.0,https://pypi.org/project/vegafusion-jupyter,2022-07-05 15:18:37.000,1.0,1216.0,6246.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2023-06-05 02:10:07.143,57851.0,,,,,3.0,3743.0,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2023-06-04 21:11:51.853,1.0,954.0,,,,,hex-inc/vegafusion,,,,,,,,
659,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2023-05-29 23:01:20.530000,2023-05-29 22:53:26,2453,3.0,56,9.0,224.0,28.0,72.0,236,Python recommendation toolkit.,13.0,22,False,2022-08-16 20:29:07.512,0.14.2,23.0,lenskit,conda-forge/lenskit,,,,88.0,84.0,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,4.0,986.0,1633.0,https://anaconda.org/conda-forge/lenskit,2023-05-29 23:01:20.530,20069.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
660,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90,,26,6.0,18.0,3.0,9.0,149,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,1910.0,1910.0,https://pypi.org/project/stop-words,,,95847.0,95847.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,Dejavu,worldveil/dejavu,audio,,https://github.com/worldveil/dejavu,https://github.com/worldveil/dejavu,MIT,2013-11-19 02:50:35.000,2022-07-02 09:54:39.000000,2020-06-03 05:58:03,146,,1379,264.0,66.0,115.0,131.0,6066,Audio fingerprinting and recognition in Python.,23.0,21,False,2015-04-19 21:20:16.000,0.1.3,4.0,PyDejavu,,,,,3.0,,https://pypi.org/project/PyDejavu,2015-04-19 21:20:16.000,3.0,72.0,72.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48,,779,222.0,25.0,6.0,122.0,5258,Build Graph Nets in Tensorflow.,11.0,21,True,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],8.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,8.0,3241.0,3241.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
