,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
636,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,135.0,25.0,594.0,62.0,511.0,838.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,False,2022-02-10 15:55:46.374,0.12.0,41.0,icevision,,,,,6.0,,https://pypi.org/project/icevision,2022-02-10 15:55:46.374,6.0,3583.0,3583.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
637,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,1.0,82.0,19.0,153.0,24.0,82.0,823.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51.000,1.9.1,19.0,baal,conda-forge/baal,,,,54.0,53.0,https://pypi.org/project/baal,2023-10-02 19:57:48.000,1.0,1118.0,1327.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7762.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
638,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2023-11-13 16:09:34.000000,2020-02-25 14:31:53,879.0,,102.0,29.0,60.0,22.0,74.0,821.0,ML-Ensemble high performance ensemble learning.,7.0,22,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,368.0,364.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,4.0,3166.0,3166.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
639,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,4.0,23.0,812.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],420.0,407.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,13.0,188058.0,188058.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
640,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-02-05 16:21:42.000000,2023-11-24 10:43:28,313.0,6.0,129.0,20.0,74.0,5.0,64.0,794.0,An intuitive library to extract features from time series.,18.0,22,True,2023-08-23 07:53:53.000,0.1.6,11.0,tsfel,,,,,112.0,112.0,https://pypi.org/project/tsfel,2023-08-22 10:46:05.000,,22810.0,22810.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
641,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-02-08 13:27:55.000000,2024-01-24 09:35:21,1149.0,35.0,123.0,30.0,968.0,37.0,50.0,753.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,22,True,2023-12-26 02:42:15.000,2.0.210,15.0,neoml,,,,,,,https://pypi.org/project/neoml,2023-12-26 02:42:15.000,,436.0,436.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
642,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,2.0,78.0,26.0,162.0,51.0,62.0,753.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,22,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,,['jax'],51.0,47.0,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,564.0,564.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
643,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,25.0,21.0,734.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,22,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,,26.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,26.0,72441.0,72441.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,,
644,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-01-14 17:42:25.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,35.0,648.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,11.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,155.0,155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
645,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,81.0,21.0,12.0,,38.0,683.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,386.0,380.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,6.0,26408.0,26464.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1879.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
646,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,,118.0,19.0,78.0,23.0,33.0,661.0,Working with molecular structures in pandas DataFrames.,15.0,22,True,2023-08-28 15:31:05.000,0.5.1de,20.0,biopandas,conda-forge/biopandas,,,['pandas'],250.0,227.0,https://pypi.org/project/biopandas,2023-08-28 15:32:25.000,23.0,84079.0,85806.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,148604.0,,,,,3.0,,,BioPandas/biopandas,,,,,,,,,,,,,,,,,,
647,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2023-11-18 04:12:38.000000,2021-01-30 21:50:02,249.0,,130.0,23.0,19.0,8.0,29.0,578.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],141.0,136.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,22161.0,22161.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
648,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,90.0,26.0,32.0,28.0,6.0,573.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],367.0,360.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,7.0,15304.0,15304.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
649,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-02-03 15:37:34.000000,2023-12-07 19:31:40,331.0,2.0,133.0,20.0,44.0,5.0,81.0,536.0,Medical image processing in Python.,18.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,1751.0,1705.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,46.0,15899.0,16608.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,22714.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
650,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-01-21 21:20:26.000000,2023-12-29 21:08:41,477.0,31.0,56.0,26.0,9.0,13.0,33.0,514.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-12-29 21:23:01.000,1.3.3,20.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",26.0,26.0,https://pypi.org/project/small-text,2023-12-29 21:17:11.000,,365.0,642.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,5267.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
651,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-02-08 14:08:25.000000,2024-01-25 15:17:04,1697.0,68.0,65.0,6.0,202.0,44.0,78.0,463.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,22,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,23.0,22.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,514.0,520.0,,,,,,,,3.0,149.0,,,,,,,,,,,,,,,,,,,,
652,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-01-29 11:47:35.000000,2023-03-05 00:16:57,419.0,,97.0,36.0,276.0,69.0,173.0,459.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,76.0,74.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,1368.0,1371.0,,,,,,,,3.0,297.0,,,,,,,,,,,,,,,,,,,,
653,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,20.0,96.0,18.0,9.0,5.0,38.0,432.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,22,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,51.0,51.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,2005.0,2005.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
654,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:24:03.000000,2023-11-16 02:17:17,251.0,6.0,27.0,8.0,4.0,21.0,60.0,281.0,Multiple Imputation with LightGBM in Python.,6.0,22,False,2023-11-16 02:24:03.000,5.7.0,45.0,miceforest,conda-forge/miceforest,,,,121.0,116.0,https://pypi.org/project/miceforest,2023-11-16 02:24:03.000,5.0,26347.0,26727.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11804.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
655,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,13.0,9.0,4.0,12.0,229.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,1029.0,983.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,46.0,89755.0,91166.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,56455.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
656,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,4.0,9.0,154.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2253.0,2098.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,155.0,114271.0,114271.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
657,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-01-22 00:19:31.000000,2023-02-07 10:12:31,47.0,,2238.0,148.0,89.0,254.0,286.0,12459.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
658,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,,646.0,95.0,150.0,98.0,103.0,8341.0,The user analytics platform for LLMs.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,942.0,942.0,,,,,,,,3.0,,,nebuly-ai/nebuly,,,,,,,,,,,,,,,,,,
659,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-01-06 08:42:15.000000,2024-01-06 08:37:53,173.0,2.0,438.0,91.0,78.0,57.0,137.0,3339.0,Generate embeddings from large-scale graph-structured data.,31.0,21,False,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,,,286726.0,286728.0,,,,,,,,3.0,170.0,,,,,,,,,,,,,,,,,,,,
660,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/google-deepmind/trfl,https://github.com/google-deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,379.0,208.0,9.0,6.0,16.0,3142.0,TensorFlow Reinforcement Learning.,13.0,21,False,2021-08-16 12:19:16.000,1.2.0,5.0,trfl,,,,['tensorflow'],145.0,142.0,https://pypi.org/project/trfl,2021-08-16 12:19:16.000,3.0,1017.0,1017.0,,,,,,,,3.0,,,google-deepmind/trfl,,,,,,,,,,,,,,,,,,
661,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,439.0,166.0,120.0,14.0,112.0,2927.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,,,204.0,204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
662,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,74.0,2.0,18.0,7.0,2904.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],194.0,186.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,8.0,1175.0,1175.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
663,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-02-08 00:07:24.000000,2023-12-15 22:50:38,766.0,1.0,357.0,92.0,547.0,83.0,92.0,2739.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22.000,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,,,12200.0,12200.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
664,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,360.0,86.0,4.0,3.0,18.0,2140.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,49.0,48.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,310.0,310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
665,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2071.0,The friendly PIL fork.,385.0,21,False,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,,,45280.0,45280.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
666,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1646.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,89.0,89.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
667,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149.0,,305.0,98.0,45.0,181.0,216.0,1633.0,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,21,False,2017-09-12 03:01:00.000,2.7.0,12.0,auto_ml,,,,,2.0,2.0,https://pypi.org/project/auto_ml,,,895.0,895.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,,,
668,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-21 21:25:55.000000,2024-01-21 21:25:55,370.0,2.0,140.0,17.0,70.0,15.0,35.0,1609.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,16.0,21,True,2023-09-06 15:43:22.000,0.1.2,11.0,pythae,,,,['pytorch'],19.0,19.0,https://pypi.org/project/pythae,,,2594.0,2594.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
669,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,276.0,74.0,728.0,13.0,64.0,1569.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,7.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],,,https://pypi.org/project/classy_vision,,,716.0,1097.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18716.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
670,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1552.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,1.0,1110.0,1110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
671,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-01-29 06:34:18.000000,2024-01-29 06:20:56,908.0,2.0,208.0,57.0,52.0,74.0,149.0,1527.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,36.0,21,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,,,307.0,338.0,,,,,,,,3.0,2745.0,,,,,,,,,,,,,,,,,,,,
672,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,358.0,62.0,47.0,37.0,72.0,1475.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56.000,1.0.0,5.0,anago,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/anago,,,304.0,304.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
673,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,66.0,51.0,23.0,75.0,1463.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,325.0,325.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
674,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,219.0,64.0,48.0,36.0,90.0,1251.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,221.0,221.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
675,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-02-07 11:53:44.000000,2023-12-09 21:53:10,773.0,4.0,173.0,18.0,259.0,64.0,94.0,1234.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,21,True,2023-10-26 11:36:48.000,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,,,57433.0,57433.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
676,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,,327.0,51.0,791.0,5.0,300.0,1198.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:51:00.411,3.1.34,85.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2023-03-03 07:51:00.411,2.0,617.0,617.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,
677,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,2.0,108.0,37.0,25.0,17.0,114.0,1161.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18.000,2.1.6,79.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2023-12-06 05:33:15.000,8.0,5413.0,5413.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
678,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,60.0,1058.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,129.0,119.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,10.0,498.0,503.0,,,,,,,,3.0,594.0,,,,,,,,,,,,,,,,,,,,
679,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,48.0,46.0,26.0,127.0,1043.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
