,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
729,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,,51.0,60.0,8.0,20.0,24.0,500.0,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,69.0,68.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,461.0,461.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
730,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-09-06 11:08:57.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,12.0,20.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,83.0,75.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000,8.0,4794.0,4794.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,
731,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-05-21 22:48:24.000000,2023-05-21 22:12:32,319.0,,94.0,26.0,6.0,4.0,25.0,469.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,24.0,22.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1094.0,1094.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000000,2023-09-04 05:41:43,372.0,1.0,97.0,29.0,21.0,37.0,10.0,464.0,A python library for Bayesian time series modeling.,6.0,20,True,2023-05-07 06:30:08.000,0.1.1.12,14.0,pydlm,,,,,34.0,32.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,32949.0,32949.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-10-17 12:40:20.000000,2023-10-04 16:30:02,2724.0,85.0,57.0,12.0,244.0,9.0,104.0,402.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-10-17 14:20:30.000000,2023-10-16 01:42:42,4708.0,11.0,37.0,13.0,1.0,2.0,80.0,398.0,Deep Learning PyTorch.,1.0,20,True,2023-10-17 14:20:30.000,0.4.8,102.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,2023-10-17 14:20:30.000,,453.0,453.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
735,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,69.0,25.0,48.0,15.0,19.0,385.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],46.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,46.0,3679.0,4135.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,31526.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,2.0,52.0,24.0,231.0,57.0,195.0,376.0,Studio: Simplify and expedite model building process.,24.0,20,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,26.0,10.0,9.0,2.0,9.0,374.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],695.0,689.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,151501.0,151501.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-07-21 09:15:54.000000,2023-02-01 10:38:52,3728.0,,60.0,27.0,110.0,32.0,184.0,353.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,86.0,86.0,,,,,,,,3.0,,,,,,,,,yomguy/TimeSide,,,,,,,,,,,
739,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],226.0,219.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,6085.0,6085.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,41.0,8.0,10.0,286.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,236120.0,236120.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2023-10-13 13:24:59.000000,2023-10-13 13:24:59,602.0,24.0,10.0,22.0,283.0,39.0,69.0,270.0,Serverside scaling for Vega and Altair visualizations.,3.0,20,False,2023-09-28 13:24:51.000,1.4.1,57.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,2.0,,https://pypi.org/project/vegafusion-jupyter,2023-09-28 13:11:11.000,1.0,382.0,4947.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2023-09-29 14:18:22.081,76439.0,,,,,3.0,4775.0,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,315.0,,2023-09-28 13:18:16.441,1.0,hex-inc/vegafusion,,,,,,,,,,,
742,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-10-19 08:59:46.000000,2023-10-18 15:28:28,402.0,21.0,73.0,23.0,417.0,29.0,51.0,259.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,20,False,2022-06-03 15:53:33.000,0.2.0,20.0,pipeline-dp,,,,,1.0,1.0,https://pypi.org/project/pipeline-dp,2023-10-18 15:31:40.000,,172.0,172.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-10-18 17:31:48.000000,2023-10-18 17:31:39,634.0,50.0,21.0,4.0,245.0,4.0,,253.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,9.0,20,False,2023-10-17 06:25:01.000,1.1.211,502.0,upgini,,,,,2.0,2.0,https://pypi.org/project/upgini,2023-10-17 06:25:01.000,,4702.0,4702.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
744,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,228.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,378.0,364.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,14.0,2733.0,2737.0,,,,,,,,3.0,365.0,,,,,,,,,,,,,,,,,,,
745,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-10-05 07:27:18.000000,2023-07-02 18:02:16,1462.0,,44.0,14.0,146.0,17.0,62.0,227.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,36.0,34.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,266.0,266.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,5.0,9.0,209.0,A Python module to convert natural language numerics into ints and floats.,4.0,20,False,2023-05-01 07:55:52.405,0.2.3,11.0,numerizer,,,,,63.0,61.0,https://pypi.org/project/numerizer,2023-01-03 08:08:01.830,2.0,55502.0,55502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,31.0,12.0,197.0,21.0,73.0,183.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,20,False,2023-07-26 15:36:39.000,0.7.3,15.0,celer,,,,['sklearn'],28.0,27.0,https://pypi.org/project/celer,2023-07-26 15:36:39.000,1.0,1204.0,1204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-10-19 02:22:22.000000,2023-10-19 02:11:57,190.0,2.0,1089.0,99.0,47.0,358.0,276.0,5950.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,19,True,,,,pyslowfast,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyslowfast,,,11.0,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,773.0,224.0,25.0,7.0,122.0,5291.0,Build Graph Nets in Tensorflow.,11.0,19,True,,,,graph-nets,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/graph-nets,,,879.0,879.0,,,,,,,,3.0,,,,,,,,,google-deepmind/graph_nets,,,,,,,,,,,
750,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,65.0,54.0,6.0,44.0,3064.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,19,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,29.0,30.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,
751,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-10-18 20:39:04.000000,2023-10-18 18:30:18,627.0,51.0,346.0,36.0,749.0,149.0,104.0,2549.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,70.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,1.0,230.0,62.0,105.0,24.0,56.0,2083.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,19,True,2021-05-21 00:29:47.000,0.2,2.0,pycls,,,,['pytorch'],16.0,16.0,https://pypi.org/project/pycls,,,688.0,688.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,203.0,28.0,61.0,47.0,60.0,1051.0,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16.000,0.2.11,10.0,fastfm,,,,,113.0,113.0,https://pypi.org/project/fastfm,,,442.0,447.0,,,,,,,,3.0,583.0,,,,,,,,,,,,,,,,,,,
754,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-10-16 21:11:23.000000,2023-07-19 02:39:43,450.0,,111.0,19.0,154.0,13.0,105.0,1049.0,A standard framework for modelling Deep Learning Models for tabular data.,16.0,19,True,2023-06-01 06:16:39.000,1.0.2,11.0,pytorch_tabular,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,2.0,3860.0,3860.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,,
755,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,140.0,17.0,11.0,41.0,43.0,997.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],104.0,99.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,6487.0,6487.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-08-31 02:18:51.000000,2023-08-31 02:18:51,427.0,5.0,180.0,62.0,7.0,13.0,29.0,971.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,143.0,143.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,144.0,15.0,24.0,58.0,69.0,840.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,85.0,84.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,375.0,375.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,225.0,31.0,38.0,39.0,20.0,803.0,An open source python library for scalable Bayesian optimisation.,13.0,19,True,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,2.0,37590.0,37590.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,100.0,26.0,48.0,19.0,35.0,719.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,23.0,21.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,2.0,287.0,287.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-09-01 17:23:43.000000,2023-05-17 01:16:05,274.0,,105.0,19.0,20.0,1.0,82.0,619.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,19,True,2023-05-17 01:18:01.881,0.0.71,34.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-08-16 12:44:30.642,,3903.0,3903.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-09-22 14:57:35.000000,2023-09-22 14:57:01,815.0,6.0,38.0,15.0,17.0,,20.0,578.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,19,True,2023-09-22 14:58:06.000,3.1.3,27.0,opytimizer,,,,,15.0,15.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,255.0,255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,89.0,26.0,31.0,28.0,6.0,563.0,machine learning with logical rules in Python.,19.0,19,False,2020-12-11 09:37:02.000,1.0.1,1.0,skope-rules,,,,['sklearn'],320.0,320.0,https://pypi.org/project/skope-rules,,,59337.0,59337.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,70.0,40.0,17.0,13.0,22.0,553.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,32.0,28.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,350.0,350.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-08-12 16:28:59.000000,2023-08-12 16:28:59,266.0,1.0,104.0,19.0,56.0,27.0,20.0,458.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,19,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,60.0,52.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,8.0,2979.0,2979.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2023-07-14 19:31:30.000000,2023-06-18 21:56:30,277.0,,73.0,14.0,126.0,15.0,136.0,444.0,A Python library for dynamic classifier and ensemble selection.,16.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],46.0,44.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,852.0,852.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2023-10-13 05:08:46.000000,2023-10-13 05:07:33,152.0,62.0,20.0,6.0,41.0,,7.0,428.0,"Multi-Modal AI library for Multi-Lingual Text, Image, and Video Search, Recommendations, and other Vision-Language..",9.0,19,True,2023-10-13 05:08:46.000,0.4.8,24.0,uform,,,,['pytorch'],7.0,7.0,https://pypi.org/project/uform,2023-10-13 05:08:46.000,,897.0,897.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
767,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-10-01 09:55:27.000000,2023-10-01 09:55:27,362.0,1.0,95.0,18.0,3.0,5.0,27.0,415.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,48.0,48.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,420.0,420.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-08-05 05:40:16.000000,2019-03-27 03:17:24,122.0,,107.0,71.0,7.0,15.0,19.0,413.0,semantic similarity framework for knowledge graph.,5.0,19,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,47.0,44.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,3.0,399.0,399.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
769,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,1.0,79.0,20.0,247.0,10.0,23.0,388.0,A toolkit that streamlines and automates the generation of model cards.,22.0,19,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,22.0,21.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1398.0,1398.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
770,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2023-09-12 10:58:23.000000,2023-09-12 10:58:23,69.0,3.0,56.0,8.0,10.0,9.0,13.0,343.0,TextAugment: Text Augmentation Library.,8.0,19,True,2020-11-05 15:04:26.000,1.3.4,8.0,textaugment,,,,,68.0,64.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000,4.0,3548.0,3549.0,,,,,,,,3.0,61.0,,,,,,,,,,,,,,,,,,,
771,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2023-10-09 17:37:30.000000,2023-08-16 21:27:14,316.0,1.0,78.0,26.0,326.0,21.0,9.0,324.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-12-13 19:06:03.653,,4556.0,4556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
772,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-07-06 22:38:10.000000,2023-01-26 17:04:18,400.0,,98.0,18.0,386.0,65.0,86.0,239.0,An open-source toolkit for large-scale genomic analysis.,24.0,19,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,46244.0,46357.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3636.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2023-10-10 10:19:53.000000,2023-09-26 05:25:06,416.0,16.0,46.0,13.0,71.0,9.0,32.0,216.0,Represent trained machine learning models as Pyomo optimization formulations.,16.0,19,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,7819.0,7819.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
