,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
719,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-10-14 17:26:35.000000,2024-10-14 15:20:39,3847.0,,60.0,29.0,110.0,33.0,184.0,378.0,scalable audio processing framework and server written in Python.,23.0,21,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,20.0,20.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,,717.0,717.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
720,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,358.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,260.0,244.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,3476.0,3476.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-01-09 14:36:40.000000,2025-01-09 14:36:31,813.0,18.0,25.0,6.0,303.0,4.0,,323.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,21,True,2025-01-09 14:36:01.000,1.2.30,871.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,2025-01-09 14:36:01.000,,30964.0,30964.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-04-18 12:38:22.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,42.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",22.0,20.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,495787.0,495787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-12-29 00:12:24.000000,2024-11-07 18:17:34,501.0,7.0,108.0,20.0,569.0,58.0,130.0,274.0,An open-source toolkit for large-scale genomic analysis.,28.0,21,False,2024-10-20 03:22:37.000,2.0.3,17.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,27173.0,27296.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,5702.0,,,,,3.0,128.0,,,,,,,,,,,,,,,,,,,
724,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2025-01-06 05:41:37.000000,2023-07-02 18:02:16,1462.0,,50.0,15.0,226.0,22.0,64.0,252.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,52.0,46.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,622.0,622.0,,,,,,,,3.0,,predict-idlab/pyRDF2Vec,,,,,,,,,,,,,,,,,,
725,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1731.0,20.0,19.0,72.0,24.0,5158.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,20,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,1419.0,1419.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,102.0,16.0,53.0,17.0,3428.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,166.0,159.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,892.0,892.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,326.0,58.0,242.0,176.0,111.0,3237.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3667.0,3678.0,,,,,,,,3.0,701.0,,,,,,,,,,,,,,,,,,,
728,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,101.0,54.0,55.0,48.0,2948.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,917.0,917.0,,,,,,,,3.0,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,
729,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,263.0,2862.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,85.0,30.0,46.0,80.0,2701.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,76.0,76.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,543.0,543.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,182.0,55.0,895.0,129.0,586.0,1939.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,16.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1060.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,281.0,30.0,41.0,35.0,176.0,1914.0,A library for graph deep learning research.,50.0,20,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,459.0,459.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000000,2024-01-16 17:27:35,27.0,,106.0,40.0,31.0,30.0,79.0,1822.0,"A flexible, intuitive and fast forecasting library.",10.0,20,True,2024-01-18 18:33:20.000,1.0.0,11.0,greykite,,,,,36.0,36.0,https://pypi.org/project/greykite,2024-01-12 20:13:07.000,,7878.0,7878.0,,,,,,,,3.0,36.0,,,,,,,,,,,,,,,,,,,
734,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,38.0,11.0,39.0,51.0,1637.0,"A fast, efficient universal vector embedding utility package.",4.0,20,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,2408.0,2408.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-04-19 09:46:18.000000,2020-12-17 06:57:15,932.0,,292.0,67.0,202.0,5.0,74.0,1588.0,DELTA is a deep learning based natural language and speech processing platform. LF AI & DATA Projects:..,41.0,20,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],2.0,2.0,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,132.0,325.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13160.0,3.0,,,,,,,,,,,,,,,,,,,,
736,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,156.0,45.0,3.0,13.0,15.0,1534.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],32.0,32.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,1181.0,1181.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,101.0,36.0,13.0,24.0,1429.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,145.0,145.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,257.0,56.0,65.0,8.0,31.0,1389.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,20,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,5.0,5.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,168.0,168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,98.0,39.0,13.0,15.0,9.0,1273.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,176.0,174.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,2353.0,2353.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,142.0,17.0,11.0,43.0,43.0,1110.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],179.0,174.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,7098.0,7098.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2025-01-03 23:13:37.000000,2025-01-03 23:11:28,298.0,5.0,63.0,15.0,65.0,10.0,22.0,1079.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",19.0,20,True,2025-01-03 23:13:37.000,3.1.1,37.0,uform,,,,['pytorch'],8.0,6.0,https://pypi.org/project/uform,2025-01-03 23:13:37.000,2.0,1802.0,1824.0,,,,,,,,3.0,519.0,,,,,,,,,,,,,,,,,,,
742,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,57.0,14.0,30.0,19.0,1031.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,189.0,187.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,2.0,538.0,760.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,9794.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131.0,36.0,16.0,9.0,4.0,925.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3649.0,3644.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,5.0,618.0,618.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,125.0,30.0,29.0,21.0,34.0,772.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],48.0,48.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,,1018.0,1018.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,,126.0,30.0,1059.0,37.0,54.0,770.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,20,True,2023-12-26 02:42:15.000,2.0.210,15.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,2023-12-26 02:42:15.000,,1832.0,1832.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,146.0,36.0,33.0,26.0,39.0,767.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,117.0,117.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,,949.0,949.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2024-12-16 23:31:08.000000,2024-08-07 21:38:41,314.0,,104.0,5.0,3.0,1.0,,727.0,Data Analysis Baseline Library.,24.0,20,True,2024-12-16 23:31:08.000,0.3.2,20.0,dabl,,,,['sklearn'],3.0,,https://pypi.org/project/dabl,2024-12-16 23:31:08.000,3.0,6690.0,6690.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-07-30 21:34:45.000000,2021-09-16 17:56:31,171.0,,150.0,34.0,84.0,16.0,55.0,634.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,303.0,303.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,39.0,17.0,14.0,22.0,568.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,40.0,36.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,362.0,362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,60.0,9.0,25.0,25.0,555.0,Python library assists deep learning on graphs.,18.0,20,False,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,122.0,120.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,584.0,584.0,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,
751,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,112.0,19.0,57.0,30.0,21.0,504.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,90.0,82.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,2982.0,2982.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,9.0,10.0,13.0,21.0,499.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,171.0,163.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,5185.0,5185.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,
753,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-09-23 04:22:16.000000,2023-07-18 10:24:07,542.0,,36.0,14.0,226.0,15.0,40.0,498.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,False,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,,"['pandas', 'spark']",24.0,22.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,13889.0,13893.0,,,,,,,,3.0,252.0,,,,,,,,,,,,,,,,,,,
754,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,,98.0,28.0,34.0,41.0,15.0,482.0,A python library for Bayesian time series modeling.,7.0,20,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,pydlm,,,,,39.0,37.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,26455.0,26455.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,32.0,16.0,148.0,40.0,66.0,471.0,A High Level API for Deep Learning in JAX.,18.0,20,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",56.0,56.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,1621.0,1621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-12-30 06:30:24.000000,2024-09-24 15:52:47,3054.0,,64.0,12.0,272.0,11.0,112.0,447.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,25.0,20,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,432.0,432.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,78.0,24.0,12.0,48.0,49.0,418.0,optimization routines for hyperparameter tuning.,9.0,20,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,143.0,140.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,838.0,838.0,,,,,,,,3.0,108.0,,,,,,,,,,,,,,,,,,,
758,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2024-12-27 14:46:11.696000,2021-02-15 17:10:59,283.0,,73.0,25.0,48.0,18.0,19.0,415.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],28.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,28.0,3444.0,4112.0,https://anaconda.org/conda-forge/skrebate,2024-12-27 14:46:11.696,36081.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-09-06 09:28:23.000000,2024-09-06 09:27:10,824.0,,26.0,9.0,78.0,33.0,23.0,408.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,20.0,18.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,1623.0,2312.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,28946.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2025-01-07 00:51:13.258034,2025-01-06 19:07:43,406.0,7.0,137.0,34.0,333.0,89.0,139.0,345.0,Brain Imaging Analysis Kit.,35.0,20,True,2025-01-06 23:14:48.000,0.12,21.0,brainiak,,brainiak/brainiak,,,,,https://pypi.org/project/brainiak,2025-01-07 00:16:42.000,,3343.0,3360.0,,,,https://hub.docker.com/r/brainiak/brainiak,2025-01-07 00:51:13.258034,1.0,1904.0,3.0,,,,,,,,,,,,,,,,,,,,
761,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,25.0,19.0,15.0,17.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],269.0,269.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,,2297.0,2297.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,26.0,22.0,239.0,24.0,25.0,301.0,Textpipe: clean and extract metadata from text.,29.0,20,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,11.0,10.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,1028.0,1028.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2024-12-14 22:06:19.000000,2024-12-14 21:35:00,526.0,2.0,59.0,14.0,91.0,27.0,40.0,295.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,20,False,2024-12-14 22:06:19.000,1.2.1,9.0,omlt,,,,,26.0,22.0,https://pypi.org/project/omlt,2024-12-14 22:06:19.000,4.0,16971.0,16971.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
