,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
714,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,78.0,1.0,17.0,7.0,2884,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],135.0,128.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1294.0,1294.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
715,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2021-09-21 13:07:59.000000,2021-09-21 13:07:59,405.0,,380,98.0,53.0,56.0,48.0,2693,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,829.0,829.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-01-21 19:58:38.000000,2021-05-06 12:10:38,127.0,,117,45.0,22.0,2.0,23.0,2590,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,True,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,31.0,31.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,486.0,511.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,50.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-03-07 06:09:17.000000,2021-08-10 09:12:48,2360.0,,757,122.0,874.0,40.0,57.0,2550,a distributed deep learning platform.,76.0,20,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,1.0,1.0,,,,,9.0,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,415.0,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,4.0,279.0,3.0,,,,,,,,,,,,,,,,,,,,
718,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-01-27 10:39:10.000000,2021-12-18 23:12:51,250.0,5.0,452,87.0,56.0,47.0,238.0,2220,Backtest trading strategies in Python.,15.0,20,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,7014.0,7014.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269.0,8.0,75,53.0,23.0,22.0,8.0,1582,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,20,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,1518.0,1518.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
720,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,190,37.0,6.0,11.0,31.0,1502,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],19.0,17.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1428.0,1428.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18.0,3.0,65,35.0,12.0,7.0,52.0,1467,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12.000,0.1.1,7.0,greykite,,,,,8.0,8.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,14449.0,14449.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-03-10 15:10:45.000000,2022-03-09 08:33:26,409.0,160.0,73,17.0,234.0,32.0,86.0,1213,Qdrant - vector similarity search engine with extended filtering support.,22.0,20,True,2022-03-04 11:34:19.000,0.6.0,13.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000,2022-02-02 16:58:53.000000,2019-12-18 13:31:50,699.0,,153,35.0,20.0,42.0,29.0,1123,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,20,False,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,,,['sklearn'],1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,858.0,858.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
724,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2022-03-05 20:10:47.000000,2022-03-05 20:10:14,854.0,9.0,137,25.0,8.0,8.0,73.0,1045,A library for graph deep learning research.,30.0,20,False,2021-10-13 00:38:18.000,0.1.2,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,591.0,591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-01-21 20:32:45.000000,2021-08-03 15:45:16,943.0,,210,42.0,47.0,71.0,163.0,954,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,473.0,473.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,100,29.0,66.0,7.0,38.0,939,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],11.0,11.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,1358.0,1968.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,8551.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,mrq,pricingassistant/mrq,data-pipelines,,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000,2021-12-13 19:45:34.000000,2020-12-13 18:58:15,709.0,,113,64.0,64.0,59.0,119.0,862,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,38.0,20,False,2018-08-31 16:03:04.000,0.9.10,70.0,mrq,,,,,41.0,29.0,https://pypi.org/project/mrq,2018-08-31 16:03:04.000,12.0,757.0,757.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-01-16 16:46:43.000000,2021-12-06 07:44:27,388.0,,108,97.0,107.0,27.0,34.0,796,PFRL: a PyTorch-based deep reinforcement learning library.,15.0,20,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,34.0,33.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,716.0,716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
729,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,1.0,108,15.0,11.0,31.0,41.0,789,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],43.0,39.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,4112.0,4112.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-01-19 15:07:44.000000,2021-07-28 22:22:27,79.0,,161,28.0,52.0,14.0,26.0,773,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,20,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,,,['tensorflow'],24.0,21.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,988.0,988.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642.0,,64,21.0,36.0,25.0,21.0,710,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,17918.0,17918.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
732,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198.0,,94,24.0,46.0,19.0,34.0,673,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1698.0,1698.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-03-03 23:04:57.000000,2022-03-03 15:05:48,579.0,94.0,105,29.0,525.0,28.0,44.0,668,Machine learning framework for both deep learning and traditional algorithms.,29.0,20,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,5.0,neoml,,,,,,,https://pypi.org/project/neoml,2021-06-21 21:43:53.000,,296.0,296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2021-11-11 17:50:26.000000,2021-11-11 17:50:26,553.0,,141,37.0,45.0,35.0,48.0,615,Public facing deeplift repo.,11.0,20,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,59.0,55.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,768.0,768.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,Baal,ElementAI/baal,probabilistics,,https://github.com/ElementAI/baal,https://github.com/ElementAI/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-03-04 18:50:40.000000,2022-03-04 18:50:36,159.0,12.0,51,20.0,113.0,19.0,49.0,551,Library to enable Bayesian active learning in your research or labeling work.,11.0,20,True,2021-12-17 20:29:34.000,1.5.1,13.0,baal,conda-forge/baal,,,,1.0,,https://pypi.org/project/baal,2021-12-17 20:28:12.000,1.0,2137.0,2214.0,https://anaconda.org/conda-forge/baal,2021-08-06 17:07:19.714,1082.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-02-11 02:59:32.000000,2021-09-16 17:56:31,171.0,,124,31.0,69.0,7.0,53.0,509,Code for the TCAV ML interpretability project.,19.0,20,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,235.0,235.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2021-12-22 15:04:00.863000,2021-12-21 16:13:08,262.0,8.0,84,9.0,10.0,4.0,12.0,474,Make Waffle Charts in Python.,6.0,20,True,2021-12-21 16:10:13.000,0.6.4,25.0,pywaffle,conda-forge/pywaffle,,,,115.0,114.0,https://pypi.org/project/pywaffle,2021-12-21 16:10:13.000,1.0,3346.0,3453.0,https://anaconda.org/conda-forge/pywaffle,2021-12-22 15:04:00.863,4207.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-03-10 14:18:46.000000,2022-01-04 15:52:45,167.0,1.0,93,15.0,51.0,16.0,24.0,417,Working with molecular structures in pandas DataFrames.,8.0,20,True,2021-08-30 11:52:40.000,0.2.9,14.0,biopandas,conda-forge/biopandas,,,['pandas'],102.0,93.0,https://pypi.org/project/biopandas,2021-09-24 00:14:13.000,9.0,5076.0,6635.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536,98276.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,88,28.0,11.0,35.0,8.0,410,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,23942.0,23942.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2021-12-06 01:40:00.000000,2021-12-06 01:38:51,293.0,,70,23.0,5.0,4.0,14.0,334,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2021-12-06 01:40:00.000,0.1.684,133.0,autoviml,,,,,17.0,15.0,https://pypi.org/project/autoviml,2021-12-06 01:40:00.000,2.0,3695.0,3695.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-03-08 03:30:36.000000,2022-02-23 01:47:48,331.0,12.0,22,11.0,139.0,24.0,63.0,330,A High Level API for Deep Learning in JAX.,15.0,20,True,2022-02-23 01:51:01.000,0.8.5,29.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2022-02-23 01:51:01.000,,1411.0,1411.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-03-10 13:29:52.000000,2022-01-20 17:03:09,1770.0,44.0,40,9.0,178.0,10.0,70.0,324,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,16.0,20,True,2021-10-13 22:01:16.000,0.1.0rc4,8.0,pykale,,,,['pytorch'],,,https://pypi.org/project/pykale,2021-10-13 22:02:19.000,,314.0,314.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-01-06 18:50:48.000000,2021-10-02 14:00:01,144.0,,40,15.0,1.0,6.0,2.0,314,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,414.0,414.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,32422.0,32422.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,43,8.0,37.0,27.0,37.0,310,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,129.0,126.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,1987.0,1987.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-02-16 06:16:17.000000,2022-02-16 06:16:17,350.0,23.0,80,14.0,2.0,3.0,15.0,302,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",5.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,21.0,21.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,990.0,990.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-03-09 20:49:40.000000,2022-03-09 20:48:51,246.0,44.0,19,18.0,2.0,,18.0,262,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,14.0,20,False,2022-01-06 12:29:48.000,0.4.1,7.0,dm-launchpad,,,,['tensorflow'],9.0,9.0,https://pypi.org/project/dm-launchpad,2022-01-06 12:29:48.000,,3499.0,3499.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-03-10 14:58:27.000000,2022-03-10 14:38:17,614.0,3.0,32,12.0,60.0,3.0,50.0,256,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,20,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,,,['tensorflow'],21.0,20.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,1325.0,1325.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,61,26.0,29.0,26.0,107.0,233,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,20,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,3353.0,4424.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,57938.0,,,,,3.0,1584.0,,,,,,,,,,,,,,,,,,,
749,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,223.0,210.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,4097.0,4103.0,,,,,,,,3.0,346.0,,,,,,,,,,,,,,,,,,,
750,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-02-14 13:45:27.000000,2022-02-14 13:45:24,139.0,10.0,24,10.0,8.0,1.0,10.0,228,scikit-learn wrappers for Python fastText.,9.0,20,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,,,['sklearn'],11.0,11.0,https://pypi.org/project/skift,2022-02-14 13:44:18.000,,1420.0,1420.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-03-07 15:36:00.000000,2022-03-06 17:58:27,564.0,4.0,16,16.0,448.0,83.0,73.0,191,Functional tensors for probabilistic programming.,10.0,20,False,2021-12-13 22:52:43.000,0.4.2,8.0,funsor,,,,['pytorch'],28.0,26.0,https://pypi.org/project/funsor,2021-12-13 22:27:14.000,2.0,1571.0,1571.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-03-06 01:53:57.000000,2022-01-13 09:09:43,363.0,11.0,34,5.0,128.0,5.0,33.0,179,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,20,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,2022-01-09 08:49:42.000,,1250.0,1313.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,127.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,75,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5279.0,5146.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,723896.0,723896.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-01-05 14:39:38.000000,2022-01-05 13:45:51,493.0,4.0,1323,477.0,18.0,52.0,160.0,6633,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250.0,,716,329.0,58.0,2.0,,6185,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,19,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,409.0,416.0,,,,,,,,3.0,163.0,,,,,,,,,,,,,,,,,,,
756,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-03-07 07:43:55.000000,2022-03-07 07:43:44,169.0,1.0,343,89.0,3.0,3.0,18.0,1975,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,40.0,39.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,840.0,840.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2021-09-26 02:36:04.000000,2021-08-19 02:08:33,136.0,,456,151.0,140.0,76.0,27.0,1910,Deep Learning Pipelines for Apache Spark.,16.0,19,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,,,['spark'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-02-10 00:08:21.000000,2019-10-02 23:26:11,132.0,,454,84.0,31.0,82.0,67.0,1598,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,19,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,238.0,238.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
