,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
720,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-01-30 11:58:46.000000,2024-01-30 11:58:43,345.0,9.0,335.0,41.0,68.0,157.0,95.0,1845.0,Super easy library for BERT based NLP models.,36.0,20,True,2020-07-09 12:05:40.000,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,,,947.0,947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
721,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,277.0,72.0,728.0,13.0,64.0,1577.0,An end-to-end PyTorch framework for image and video classification.,77.0,20,False,2023-03-21 05:24:19.000,0.7.0,7.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],,,https://pypi.org/project/classy_vision,,,689.0,1057.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18802.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
722,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1551.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,1.0,631.0,631.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
723,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1533.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],25.0,25.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,1701.0,1701.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
724,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,102.0,36.0,13.0,24.0,1420.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,113.0,113.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
725,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,40.0,13.0,14.0,9.0,1266.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,133.0,132.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,1.0,2087.0,2087.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
726,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,30.0,19.0,1014.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,186.0,174.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,833.0,1068.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,8242.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
727,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,4.0,921.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3628.0,3616.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,12.0,695.0,695.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
728,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000000,2024-02-01 21:38:56,330.0,1.0,162.0,29.0,111.0,67.0,56.0,881.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36.000,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,2.0,2.0,https://pypi.org/project/witwidget,,,4190.0,52187.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2149312.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,,,1273.0,,,,,,,,,,,,
729,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-03-28 20:44:13.000000,2024-03-28 20:43:29,214.0,38.0,44.0,11.0,54.0,3.0,15.0,836.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",13.0,20,True,2024-03-28 20:44:13.000,2.0.2,30.0,uform,,,,['pytorch'],24.0,23.0,https://pypi.org/project/uform,2024-03-28 20:44:13.000,1.0,774.0,786.0,,,,,,,,3.0,177.0,,,,,,,,,,,,,,,,,,
730,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,130.0,18.0,24.0,27.0,39.0,814.0,python partial dependence plot toolbox.,7.0,20,True,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,21403.0,21754.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,20019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
731,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,78.0,98.0,51.0,43.0,751.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,11007.0,11007.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
732,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-03-27 02:12:17.000000,2024-01-15 01:52:35,490.0,1.0,110.0,33.0,557.0,206.0,245.0,680.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,2716.0,2716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
733,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,25.0,43.0,61.0,608.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],163.0,161.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,1500.0,1607.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3663.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
734,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,570.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,346.0,342.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,4.0,5533.0,5713.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11550.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
735,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,13.0,15.0,555.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,51.0,51.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,18876.0,18876.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,
736,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,165.0,56.0,20.0,39.0,60.0,541.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,34.0,29.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,85.0,85.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
737,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,56.0,59.0,9.0,23.0,25.0,523.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,94.0,93.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,368.0,368.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,
738,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2024-03-30 13:25:33.000000,2024-03-30 13:25:33,69.0,5.0,51.0,18.0,9.0,12.0,10.0,489.0,Topological Data Analysis for Python.,6.0,20,True,2024-03-17 19:09:40.000,1.1.0,5.0,scikit-tda,,,,['sklearn'],55.0,55.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,2485.0,2485.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
739,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,,98.0,17.0,9.0,5.0,40.0,438.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,53.0,53.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,2925.0,2925.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
740,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-03-18 12:01:04.000000,2024-03-18 12:01:00,5152.0,36.0,38.0,12.0,1.0,2.0,80.0,401.0,Deep Learning PyTorch.,1.0,20,True,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,,['pytorch'],5.0,5.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,258.0,258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
741,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,82.0,20.0,247.0,10.0,23.0,399.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,24.0,23.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1979.0,1979.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,
742,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,68.0,24.0,48.0,15.0,19.0,395.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],47.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,47.0,4418.0,4849.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,32332.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
743,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,59.0,8.0,12.0,11.0,18.0,369.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,90.0,86.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,4348.0,4349.0,,,,,,,,3.0,64.0,,,,,,,,,,,,,,,,,,
744,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,33.0,184.0,363.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,6.0,TimeSide,,,,,17.0,17.0,https://pypi.org/project/TimeSide,,,83.0,83.0,,,,,,,,3.0,,yomguy/TimeSide,,,,,,,,,,,,,,,,,
745,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-04-04 10:23:01.000000,2024-04-04 10:12:47,814.0,4.0,25.0,7.0,70.0,30.0,21.0,358.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-04-04 10:31:07.000,0.4.0,37.0,tsflex,conda-forge/tsflex,,,,13.0,12.0,https://pypi.org/project/tsflex,2024-04-04 10:23:01.000,1.0,292.0,908.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,20358.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
746,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,25.0,19.0,15.0,16.0,326.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],244.0,238.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,6.0,1837.0,1837.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
747,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-04-03 17:03:35.000000,2024-04-03 17:03:25,719.0,55.0,24.0,4.0,274.0,5.0,,285.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,20,False,2023-09-08 15:06:42.000,1.1.186,81.0,upgini,,,,,6.0,6.0,https://pypi.org/project/upgini,,,7418.0,7418.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
748,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2024-03-27 12:25:36.647000,2024-03-27 08:46:27,190.0,11.0,41.0,19.0,3.0,10.0,7.0,280.0,Analyze Data with Pandas-based Networks. Documentation:.,3.0,20,False,2024-03-27 10:16:33.000,0.2.4,14.0,deepgraph,conda-forge/deepgraph,,,['pandas'],9.0,9.0,https://pypi.org/project/deepgraph,2024-03-27 10:16:33.000,,1576.0,5739.0,https://anaconda.org/conda-forge/deepgraph,2024-03-27 12:25:36.647,174853.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
749,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-04-04 13:54:13.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,177.0,19.0,64.0,239.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,42.0,40.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,372.0,372.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
750,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-03-21 11:20:10.000000,2024-03-21 11:20:09,585.0,4.0,33.0,24.0,638.0,21.0,128.0,238.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-08-10 10:30:37.000,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2023-08-10 10:30:37.000,,1542.0,1562.0,,,,,,,,3.0,1006.0,,,,,,,,,,,,,,,,,,
751,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54.000,0.4.6,12.0,pyfasttext,,,,,413.0,413.0,https://pypi.org/project/pyfasttext,,,1435.0,1439.0,,,,,,,,3.0,372.0,,,,,,,,,,,,,,,,,,
752,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-03-05 09:02:43.000000,2024-03-05 08:55:36,860.0,19.0,17.0,8.0,182.0,11.0,23.0,151.0,Toolkit for developing and maintaining ML models.,14.0,20,False,2024-02-02 14:57:28.000,0.1.2,35.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2024-02-02 14:55:53.000,,8766.0,8766.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
753,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-03-30 11:33:43.000000,2020-04-18 19:15:25,24.0,,1059.0,140.0,43.0,34.0,10.0,8044.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,19,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],42.0,40.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,1158.0,1158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
754,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,65.0,54.0,6.0,44.0,3079.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,19,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,101.0,101.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,
755,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,317.0,59.0,242.0,173.0,110.0,3070.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,19,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,971.0,983.0,,,,,,,,3.0,673.0,,,,,,,,,,,,,,,,,,
756,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-21 21:25:55.000000,2024-01-21 21:25:55,370.0,1.0,146.0,17.0,70.0,17.0,38.0,1660.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,16.0,19,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1146.0,1146.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
757,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,138.0,17.0,11.0,41.0,43.0,1050.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],125.0,120.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,2591.0,2591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
758,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,142.0,25.0,76.0,49.0,36.0,1018.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,2.0,258212.0,258371.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7818.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
759,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:44:13.000000,2024-03-20 19:28:51,85.0,2.0,180.0,24.0,58.0,10.0,27.0,927.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,19,True,,,,saliency,,,,['tensorflow'],78.0,78.0,https://pypi.org/project/saliency,,,4904.0,4904.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
760,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,143.0,14.0,24.0,58.0,69.0,848.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,98.0,97.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,405.0,405.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
761,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:19:50.000000,2024-01-16 09:12:58,32.0,3.0,81.0,14.0,35.0,3.0,23.0,792.0,Leave One Feature Out Importance.,6.0,19,True,2024-01-16 09:19:50.000,0.3.4,14.0,lofo-importance,,,,,31.0,27.0,https://pypi.org/project/lofo-importance,2024-01-16 09:19:50.000,4.0,2912.0,2912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
762,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,68.0,22.0,47.0,11.0,17.0,773.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,2023-08-29 06:52:02.000,0.2.16,22.0,evojax,conda-forge/evojax,,,['jax'],20.0,18.0,https://pypi.org/project/evojax,2023-08-29 06:52:02.000,2.0,488.0,1365.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,22813.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
763,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,103.0,26.0,48.0,19.0,35.0,729.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,28.0,26.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,2.0,214.0,214.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
