,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
646,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2022-12-15 18:41:26.000000,2020-10-23 14:31:57,247.0,,81,25.0,31.0,27.0,6.0,501,machine learning with logical rules in Python.,18.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,['sklearn'],,82390.0,169.0,164.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,82390.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
647,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2022-11-29 07:53:00.000000,2021-12-19 09:41:43,133.0,,48,12.0,20.0,11.0,37.0,457,Joyplots in Python with matplotlib & pandas.,6.0,22,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,17379.0,227.0,222.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,16986.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,17699.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
648,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-11-17 11:12:46.000000,2022-11-17 11:12:46,327.0,1.0,122,18.0,31.0,13.0,70.0,448,Medical image processing in Python.,16.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,12396.0,946.0,907.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,39.0,11812.0,https://anaconda.org/conda-forge/medpy,2022-10-31 22:33:53.320,10514.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
649,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-11-26 16:28:35.000000,2022-11-26 16:25:49,2140.0,17.0,37,11.0,8.0,8.0,42.0,421,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,6.0,22,True,2022-11-18 15:50:37.475,4.3.0,67.0,hyperactive,,,107.0,457.0,21.0,17.0,https://pypi.org/project/hyperactive,2022-05-04 16:40:08.000,4.0,455.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
650,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2020-05-11 14:32:39.000000,2020-05-11 14:32:38,782.0,,77,25.0,9.0,49.0,48.0,398,optimization routines for hyperparameter tuning.,9.0,22,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,67.0,12049.0,101.0,87.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,12049.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
651,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2022-12-08 01:03:44.000000,2021-09-14 22:26:21,2409.0,,52,25.0,230.0,57.0,195.0,377,Studio: Simplify and expedite model building process.,21.0,22,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,402.0,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,402.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
652,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-11-23 02:23:52.000000,2022-11-23 02:23:24,256.0,7.0,64,5.0,6.0,1.0,53.0,334,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,6.0,22,True,2022-11-23 02:25:35.340,0.2.3,134.0,featurewiz,,,,13399.0,28.0,27.0,https://pypi.org/project/featurewiz,2022-07-05 17:11:45.000,1.0,13399.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
653,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-10-29 15:10:50.926000,2022-04-14 09:41:50,86.0,,33,13.0,9.0,1.0,12.0,213,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,95697.0,627.0,587.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,94593.0,https://anaconda.org/conda-forge/py3nvml,2022-10-29 15:10:50.926,38652.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
654,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176.0,,1638,17.0,16.0,65.0,24.0,4487,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,699.0,22.0,22.0,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,699.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
655,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-12-08 10:53:19.000000,2022-07-20 20:54:36,1904.0,,323,103.0,995.0,84.0,260.0,2746,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
656,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-12-15 02:05:46.000000,2022-06-01 08:52:55,2472.0,,878,130.0,943.0,38.0,65.0,2715,a distributed deep learning platform.,79.0,21,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,,,36.0,2.0,2.0,,,,,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,553.0,3.0,,,,,,,,,,,,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,2680.0,,,,,,,,,
657,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,350,86.0,4.0,3.0,18.0,2025,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,398.0,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,398.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-09-16 23:58:37.000000,2021-09-30 21:51:09,8208.0,,169,54.0,895.0,129.0,586.0,1787,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,24.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,953.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
659,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2022-06-23 20:25:11.000000,2020-04-24 06:58:09,58.0,,240,43.0,12.0,52.0,35.0,1661,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,"['pytorch', 'tensorflow', 'jupyter']",,1746.0,155.0,146.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,9.0,1746.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
660,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-11-21 20:42:58.000000,2020-12-17 06:57:15,932.0,,298,67.0,192.0,5.0,74.0,1527,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,['tensorflow'],,329.0,,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,25.0,,,,3.0,,,,,,,,,,,,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13097.0,,,,,,,,,
661,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2022-12-21 15:43:53.000000,2022-11-13 04:54:45,1941.0,1.0,184,29.0,423.0,11.0,162.0,1519,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,27.0,21,True,2022-01-20 18:07:32.000,0.5.5,11.0,graph4nlp,,['pytorch'],,128.0,,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,128.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
662,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2022-09-27 11:19:21.000000,2022-09-27 11:17:00,419.0,1.0,268,77.0,721.0,51.0,63.0,1512,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2021-07-19 20:08:51.000,0.6.0,17.0,classy_vision,conda-forge/classy_vision,['pytorch'],,2067.0,4.0,,https://pypi.org/project/classy_vision,2021-07-09 22:58:06.000,4.0,1617.0,https://anaconda.org/conda-forge/classy_vision,2022-03-22 13:12:30.498,15757.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
663,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2022-08-24 16:16:11.000000,2018-01-09 07:46:55,69.0,,210,66.0,28.0,31.0,12.0,1067,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,36077.0,83.0,68.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,36077.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
664,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106.0,,172,55.0,149.0,69.0,97.0,1045,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,14018.0,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,13182.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,55220.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
665,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,198,30.0,61.0,47.0,60.0,1013,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,458.0,450.0,109.0,101.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,446.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
666,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,51.0,12.0,16.0,42.0,1010,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,['tensorflow'],,221.0,59.0,55.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,221.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
667,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,165,55.0,14.0,30.0,19.0,976,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,1138.0,165.0,153.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1023.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,2198.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
668,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-12-21 20:56:11.000000,2022-12-12 10:34:15,590.0,18.0,139,17.0,205.0,52.0,88.0,974,Generate Diverse Counterfactual Explanations for any machine learning model.,16.0,21,True,2022-10-19 11:30:46.000,0.9,10.0,dice-ml,,"['tensorflow', 'pytorch']",,35699.0,4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,35699.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
669,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,106,50.0,98.0,41.0,51.0,957,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,['tensorflow'],,2292.0,154.0,147.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,2292.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
670,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,247,46.0,45.0,24.0,127.0,932,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,['tensorflow'],,331.0,20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,331.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
671,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131,35.0,16.0,7.0,3.0,879,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,5845.0,3017.0,3007.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,5845.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
672,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2022-10-09 13:39:00.000000,2022-10-09 13:38:49,282.0,1.0,75,19.0,66.0,12.0,41.0,766,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,2249.0,73.0,72.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,2249.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
673,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-11-21 21:49:41.000000,2019-11-15 21:43:53,221.0,,158,76.0,97.0,51.0,43.0,756,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,"['tensorflow', 'spark']",,37761.0,1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,37761.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
674,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,38.0,49.0,697,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,520.0,68.0,64.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,520.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-12-13 18:31:16.000000,2022-11-29 21:29:33,191.0,10.0,65,18.0,135.0,23.0,69.0,684,Library to enable Bayesian active learning in your research or labeling work.,18.0,21,True,2022-10-28 21:55:27.000,1.7.0,16.0,baal,conda-forge/baal,,,944.0,25.0,24.0,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,760.0,https://anaconda.org/conda-forge/baal,2022-10-31 01:52:41.875,4236.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189.0,,79,21.0,12.0,,38.0,672,Python package for stacking (machine learning technique).,1.0,21,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,7542.0,255.0,248.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,7.0,7484.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1104.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
677,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,632,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,282.0,71.0,67.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,282.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
678,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,,100,29.0,1.0,11.0,3.0,606,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,"['sklearn', 'xgboost']",,49046.0,515.0,511.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,49046.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
679,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-12-10 18:58:38.000000,2022-02-09 16:35:40,142.0,,101,23.0,24.0,39.0,61.0,576,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,['pytorch'],,3448.0,118.0,116.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,3339.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,1971.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
680,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-08-16 18:12:08.000000,2022-08-16 17:43:49,1877.0,,56,18.0,215.0,62.0,261.0,553,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,7.0,21,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,302.0,39.0,38.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,302.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
681,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,62,30.0,31.0,6.0,23.0,535,Python module for machine learning time series:.,14.0,21,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,2977.0,18.0,17.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,2977.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-12-10 21:56:53.000000,2022-12-02 22:39:51,750.0,15.0,61,18.0,106.0,8.0,45.0,534,A simplified framework and utilities for PyTorch.,19.0,21,False,2022-12-02 22:43:43.000,1.14,33.0,poutyne,,['pytorch'],,3450.0,103.0,98.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3450.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
683,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,163,56.0,20.0,39.0,60.0,527,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,55.0,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
684,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2022-12-15 10:05:41.000000,2022-12-12 16:42:53,858.0,1.0,90,42.0,59.0,41.0,21.0,512,Bias and Fairness Audit Toolkit.,17.0,21,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,1347.0,125.0,119.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,1347.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
685,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-12-22 12:48:50.000000,2022-12-22 12:48:50,1301.0,215.0,76,11.0,279.0,3.0,31.0,445,TextBox 2.0 is a text generation library with pre-trained language models.,17.0,21,True,2021-04-15 13:39:28.000,0.2.1,10.0,textbox,,,,47.0,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,47.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
686,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-12-20 21:38:55.000000,2022-12-15 13:45:47,415.0,2.0,87,34.0,272.0,63.0,170.0,410,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",17.0,21,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,231.0,1110.0,68.0,67.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1107.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
687,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-12-12 14:13:46.000000,2022-12-12 14:13:39,4146.0,142.0,36,11.0,1.0,,80.0,382,Deep Learning PyTorch.,1.0,21,True,2022-10-11 01:10:44.774,0.3.3,56.0,carefree-learn,,['pytorch'],,1047.0,3.0,3.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,1047.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
688,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-08-22 17:10:41.000000,2021-02-09 04:48:07,110.0,,52,23.0,20.0,17.0,11.0,378,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,['spark'],,519067.0,40.0,36.0,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,519067.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
689,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2022-12-15 03:00:15.000000,2022-10-31 15:00:35,982.0,6.0,47,7.0,199.0,19.0,93.0,364,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,21,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,['huggingface'],,4547.0,105.0,103.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,2.0,4547.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
690,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-12-22 12:56:52.000000,2022-07-22 15:13:31,3655.0,,59,26.0,97.0,64.0,152.0,338,Scalable audio processing framework written in Python with a RESTful API.,22.0,21,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,97.0,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,97.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
