,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
793,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,50.0,18.0,7.0,16.0,4.0,476.0,Topological Data Analysis for Python.,4.0,18,False,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],51.0,51.0,https://pypi.org/project/scikit-tda,2663.0,2663.0,,,,,,,,3.0,,2021-08-03 00:23:20.000,,,,,,,,,,,,,,,,,,,
794,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,,105.0,71.0,7.0,15.0,19.0,420.0,semantic similarity framework for knowledge graph.,10.0,18,True,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,49.0,46.0,https://pypi.org/project/sematch,254.0,254.0,,,,,,,,3.0,,2017-04-17 10:56:52.000,3.0,,,,,,,,,,,,,,,,,,
795,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39.0,11.0,29.0,17.0,17.0,406.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,61.0,58.0,https://pypi.org/project/animatplot,399.0,613.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12895.0,,,,,3.0,,2020-10-05 06:20:52.000,3.0,,,,,,,,,,,,,,,,,,
796,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2023-03-07 22:10:10.175000,2021-08-18 06:06:51,1404.0,,17.0,6.0,217.0,4.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,8.0,18,False,2023-03-07 22:10:10.175,0.8.9,49.0,camphr,,,,['spacy'],15.0,13.0,https://pypi.org/project/camphr,278.0,278.0,,,,,,,,3.0,,2023-03-07 22:10:10.175,2.0,,,,,,,,,,,,,,,,,,
797,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-01-16 18:36:21.000000,2024-01-16 18:36:16,318.0,2.0,78.0,26.0,328.0,21.0,9.0,329.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,34.0,18,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2154.0,2154.0,,,,,,,,3.0,,2022-12-13 19:06:03.653,,,,,,,,,,,,,,,,,,,
798,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,326.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,38.0,34.0,https://pypi.org/project/parameter-sherpa,288.0,288.0,,,,,,,,3.0,,2019-11-23 21:32:27.000,4.0,,,,,,,,,,,,,,,,,,
799,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-12-12 01:10:32.000000,2023-11-27 22:11:53,398.0,1.0,128.0,34.0,323.0,81.0,129.0,323.0,Brain Imaging Analysis Kit.,35.0,18,True,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,1.0,,https://pypi.org/project/brainiak,143.0,161.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,1808.0,3.0,,2020-10-15 20:45:08.000,1.0,,,,,,,,,,,,,,,,,,
800,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-11-09 23:19:49.000000,2023-11-09 23:18:48,634.0,,42.0,13.0,63.0,3.0,56.0,314.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,True,2023-01-11 12:30:05.335,2.0.9,35.0,ivis,,,,['tensorflow'],33.0,31.0,https://pypi.org/project/ivis,335.0,335.0,,,,,,,,3.0,,2022-03-10 14:57:02.000,2.0,,,,,,,,,,,,,,,,,,
801,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,72.0,19.0,93.0,25.0,18.0,309.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2074.0,2074.0,,,,,,,,3.0,8.0,2019-03-05 01:35:23.000,11.0,,,,,,,,,,,,,,,,,,
802,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,20.0,39.0,261.0,Streaming over lightweight data transformations.,5.0,18,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,54.0,51.0,https://pypi.org/project/solt,491.0,491.0,,,,,,,,3.0,,2020-03-10 14:09:31.000,3.0,,,,,,,,,,,,,,,,,,
803,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,31.0,12.0,197.0,21.0,74.0,187.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,18,False,2023-07-26 15:36:39.000,0.7.3,15.0,celer,,,,['sklearn'],33.0,32.0,https://pypi.org/project/celer,638.0,638.0,,,,,,,,3.0,,2023-07-26 15:36:39.000,1.0,,,,,,,,,,,,,,,,,,
804,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,4.0,11.0,8.0,2.0,,5.0,184.0,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",3.0,18,False,2023-12-15 03:21:06.000,0.1.29,25.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,214.0,214.0,,,,,,,,3.0,,2023-12-15 03:21:06.000,2.0,,,,,,,,,,,,,,,,,,
805,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2023-07-28 07:11:13.000000,2019-03-06 20:41:09,5.0,,57.0,5.0,2.0,2.0,1.0,127.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,18,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,8863.0,8677.0,https://pypi.org/project/nvidia-ml-py3,316800.0,316834.0,https://anaconda.org/anaconda/nvidia-ml,2023-06-16 19:26:58.970,1072.0,,,,,3.0,,2017-06-03 07:43:46.000,186.0,,,,,,,,,,,,,,,,,,
806,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1343.0,471.0,21.0,56.0,167.0,6980.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,3.0,,,,,google-deepmind/lab,,,,,,,,,,,,,,,,
807,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2024-01-10 11:51:05.000000,2024-01-10 11:51:05,143.0,29.0,982.0,103.0,28.0,27.0,355.0,3647.0,An Open-Source Package for Knowledge Embedding (KE).,14.0,17,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
808,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,462.0,80.0,36.0,83.0,68.0,1672.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,17,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,140.0,140.0,,,,,,,,3.0,,2019-10-02 23:30:15.000,,,,,,,,,,,,,,,,,,,
809,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,256.0,52.0,13.0,20.0,13.0,1538.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,73.0,94.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1686.0,3.0,,2018-10-18 02:54:09.000,,,,,,,,,,,,,,,,,,,
810,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144.0,,143.0,18.0,11.0,25.0,18.0,1157.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,17,False,2022-09-20 02:28:33.973,0.7.2,26.0,tez,,,,['pytorch'],51.0,49.0,https://pypi.org/project/tez,214.0,214.0,,,,,,,,3.0,,2022-09-20 02:28:33.973,2.0,,,,,,,,,,,,,,,,,,
811,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,88.0,35.0,72.0,25.0,30.0,1096.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,3103.0,3103.0,,,,,,,,3.0,,2021-02-14 02:43:46.000,,,,,,,,,,,,,,,,,,,
812,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,148.0,44.0,5.0,3.0,7.0,1020.0,XAI - An eXplainability toolbox for machine learning.,3.0,17,False,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,,29.0,23.0,https://pypi.org/project/xai,243.0,243.0,,,,,,,,3.0,,2021-10-30 06:33:26.000,6.0,,,,,,,,,,,,,,,,,,
813,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,37.0,13.0,13.0,8.0,16.0,747.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],31.0,31.0,https://pypi.org/project/tensor-sensor,2631.0,2732.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2838.0,,,,,3.0,,2021-12-11 21:24:35.000,,,,,,,,,,,,,,,,,,,
814,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,57.0,15.0,10.0,26.0,17.0,740.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,,46.0,46.0,https://pypi.org/project/parallelformers,434.0,434.0,,,,,,,,3.0,,2022-07-27 19:52:00.185,,,,,,,,,,,,,,,,,,,
815,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,98.0,19.0,58.0,2.0,13.0,736.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,2021-10-06 07:29:20.000,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,3104.0,3104.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,,,,,,,,
816,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65.0,18.0,21.0,29.0,50.0,673.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,128.0,128.0,,,,,,,,3.0,,2020-06-12 20:05:15.000,,,,,,,,,,,,,,,,,,,
817,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,121.0,19.0,17.0,67.0,24.0,521.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,26.0,26.0,https://pypi.org/project/deepmatcher,3464.0,3464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
818,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-10-25 00:20:13.000000,2022-08-24 08:31:37,29.0,,66.0,6.0,5.0,2.0,27.0,519.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,17,False,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,3110.0,3110.0,,,,,,,,3.0,,2022-08-24 08:33:00.976,1.0,,,,,,,,,,,,,,,,,,
819,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2023-07-14 19:31:30.000000,2023-06-18 21:56:30,277.0,,79.0,14.0,126.0,17.0,136.0,462.0,A Python library for dynamic classifier and ensemble selection.,16.0,17,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],2.0,,https://pypi.org/project/deslib,1199.0,1199.0,,,,,,,,3.0,,2021-02-08 06:29:25.000,2.0,,,,,,,,,,,,,,,,,,
820,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-02-13 08:58:18.000000,2024-02-11 10:10:08,681.0,3.0,63.0,30.0,79.0,15.0,25.0,358.0,A Python implementation of active inference for Markov Decision Processes.,14.0,17,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,9.0,9.0,https://pypi.org/project/inferactively-pymdp,138.0,138.0,,,,,,,,3.0,,2022-12-08 15:25:01.498,,,,,,,,,,,,,,,,,,,
821,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,30.0,11.0,121.0,31.0,150.0,346.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,136.0,136.0,,,,,,,,3.0,,2018-12-07 06:16:42.000,,,,,,,,,,,,,,,,,,,
822,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,,69.0,28.0,57.0,30.0,32.0,292.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,17,False,2021-05-15 01:39:45.000,0.3.0,10.0,bluefog,,,,['pytorch'],3.0,3.0,https://pypi.org/project/bluefog,55.0,58.0,,,,,,,,3.0,165.0,2021-05-15 01:39:45.000,,,,,,,,,,,,,,,,,,,
823,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703.0,,43.0,11.0,59.0,31.0,47.0,233.0,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,,,['sklearn'],16.0,13.0,https://pypi.org/project/skggm,52.0,52.0,,,,,,,,3.0,,2018-09-12 01:12:49.000,3.0,,,,,,,,,,,,,,,,,,
824,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,33.0,14.0,36.0,8.0,44.0,224.0,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,24.0,22.0,https://pypi.org/project/muda,77.0,77.0,,,,,,,,3.0,,2019-11-15 15:46:21.000,2.0,,,,,,,,,,,,,,,,,,
825,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2024-02-13 04:16:38.000000,2020-04-04 19:26:37,127.0,,30.0,5.0,5.0,6.0,5.0,199.0,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",4.0,17,False,,,23.0,parfit,,,,['sklearn'],27.0,27.0,https://pypi.org/project/parfit,3857.0,3857.0,,,,,,,,3.0,,2018-10-11 22:03:16.000,,,,,,,,,,,,,,,,,,,
826,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2022-12-04 04:02:21.000000,2019-12-13 19:03:25,138.0,,539.0,177.0,110.0,54.0,149.0,3901.0,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
827,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30.0,,1022.0,63.0,12.0,43.0,25.0,3527.0,Implementation and experiments of graph embedding algorithms.,9.0,16,False,,,,,,,,['sklearn'],31.0,31.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
828,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102.0,,167.0,61.0,10.0,26.0,6.0,1839.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,31.0,31.0,,,,,,,,3.0,41.0,2019-04-05 06:47:54.000,,,,,,,,,,,,,,,,,,,
829,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109.0,57.0,34.0,22.0,13.0,1266.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,117.0,117.0,,,,,,,,3.0,,2017-08-21 00:49:41.000,1.0,,,,,,,,,,,,,,,,,,
830,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2024-02-05 15:11:36.000000,2024-02-05 15:11:35,743.0,3.0,116.0,28.0,110.0,12.0,24.0,1054.0,An autoML framework & toolkit for machine learning on graphs.,15.0,16,True,2022-12-30 06:11:04.000,0.4.0,4.0,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,,,,,,,,,,3.0,,2020-12-23 08:05:25.000,,,,,,,,,,,,,,,,,,,
831,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2023-04-11 19:24:43.000000,2023-04-11 19:24:38,24.0,,56.0,18.0,7.0,1.0,10.0,795.0,MADGRAD Optimization Method.,2.0,16,True,,,4.0,madgrad,,,,['pytorch'],73.0,72.0,https://pypi.org/project/madgrad,3076.0,3076.0,,,,,,,,3.0,,2022-03-08 18:23:32.000,1.0,,,,,,,,,,,,,,,,,,
832,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,,111.0,27.0,10.0,24.0,51.0,781.0,Code for High-Precision Model-Agnostic Explanations paper.,10.0,16,False,,,10.0,anchor_exp,,,,,2.0,,https://pypi.org/project/anchor_exp,2211.0,2211.0,,,,,,,,3.0,,2020-09-10 22:52:00.000,2.0,,,,,,,,,,,,,,,,,,
833,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2023-09-21 07:22:50.000000,2023-09-21 07:22:50,127.0,,88.0,17.0,15.0,10.0,22.0,719.0,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,True,2020-05-29 14:39:38.000,0.1.3,12.0,flashtorch,,,,['pytorch'],15.0,15.0,https://pypi.org/project/flashtorch,729.0,729.0,,,,,,,,3.0,,2020-05-29 14:38:32.000,,,,,,,,,,,,,,,,,,,
834,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,100.0,25.0,101.0,37.0,84.0,703.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2021-02-16 11:34:12.211,3.0.0,16.0,hyperparameter-hunter,,,,,1.0,,https://pypi.org/project/hyperparameter-hunter,111.0,117.0,,,,,,,,3.0,412.0,2018-06-14 02:21:57.000,1.0,,,,,,,,,,,,,,,,,,
835,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2023-09-21 18:53:21.000000,2023-09-21 18:53:18,1296.0,,122.0,43.0,435.0,25.0,130.0,702.0,GPU accelerated signal processing.,46.0,16,True,2023-08-09 16:45:21.000,23.08.00,21.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
836,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2024-01-29 12:26:32.000000,2024-01-29 12:26:25,611.0,1.0,81.0,25.0,4.0,37.0,42.0,684.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,12.0,16,True,2019-05-07 08:47:56.000,0.3.2,3.0,thundergbm,,,,,2.0,2.0,https://pypi.org/project/thundergbm,80.0,80.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
837,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,93.0,18.0,19.0,3.0,29.0,626.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,,12.0,12.0,https://pypi.org/project/textflint,97.0,97.0,,,,,,,,3.0,,2022-03-15 07:18:47.000,,,,,,,,,,,,,,,,,,,
838,caliban,google/caliban,ml-experiments,,https://github.com/google/caliban,https://github.com/google/caliban,Apache-2.0,2020-06-02 18:12:50.000,2024-01-25 16:57:26.000000,2024-01-25 16:57:26,261.0,4.0,66.0,22.0,94.0,19.0,15.0,492.0,"Research workflows made easy, locally and in the Cloud.",10.0,16,True,2023-06-16 17:26:21.434,0.4.2,11.0,caliban,,,,,1.0,1.0,https://pypi.org/project/caliban,87.0,87.0,,,,,,,,3.0,,2020-09-12 19:41:23.000,,,,,,,,,,,,,,,,,,,
