,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
776,avalanche,ContinualAI/avalanche,,others,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000000,2021-07-29 14:47:20.000000,2021-07-28 15:23:32.000000,74,61.0,319.0,549.0,1983.0,Avalanche: an End-to-End Library for Continual Learning.,34.0,17,True,2021-03-11 11:51:35.000000,0.0.1,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
777,Auto Tune Models,HDI-Project/ATM,,hyperopt,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58.000000,127,17.0,71.0,507.0,775.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,17,False,2019-07-30 09:28:26.000000,0.2.2,14.0,atm,,,,,6.0,6.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000000,,168.0,168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
778,Sematch,gsi-upm/sematch,,graph,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24.000000,100,14.0,19.0,359.0,122.0,semantic similarity framework for knowledge graph.,5.0,17,False,2017-04-17 10:56:52.000000,1.0.4,5.0,sematch,,,,,32.0,29.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000000,3.0,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
779,carefree-learn,carefree0910/carefree-learn,,tabular,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000000,2021-07-29 12:09:02.000000,2021-04-12 01:09:21.000000,28,4.0,76.0,338.0,194.0,Tabular Datasets PyTorch.,1.0,17,True,2021-04-09 01:12:31.000000,0.1.16,17.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,2021-03-18 01:39:58.000000,,203.0,203.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
780,scikit-tda,scikit-tda/scikit-tda,,sklearn-utils,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000000,2021-01-09 19:51:04.000000,2021-01-09 19:50:05.000000,33,11.0,4.0,295.0,56.0,Topological Data Analysis for Python.,2.0,17,False,2021-01-09 19:51:04.000000,0.1.0,3.0,scikit-tda,,,,['sklearn'],20.0,20.0,https://pypi.org/project/scikit-tda,2021-01-09 19:51:04.000000,,3849.0,3849.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
781,bodywork-core,bodywork-ml/bodywork-core,,data-pipelines,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000000,2021-07-29 15:01:02.000000,2021-07-05 08:09:48.000000,12,6.0,27.0,261.0,467.0,MLOps tool for deploying machine learning projects to Kubernetes.,4.0,17,False,2021-07-05 08:15:59.000000,2.1.7,45.0,bodywork,,,,,6.0,6.0,https://pypi.org/project/bodywork,2021-07-05 08:15:59.000000,,538.0,538.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
782,solt,MIPT-Oulu/solt,,image,https://github.com/MIPT-Oulu/solt,https://github.com/MIPT-Oulu/solt,MIT,2018-08-02 15:09:05.000000,2020-12-05 11:06:18.000000,2020-04-09 06:44:39.000000,19,16.0,30.0,252.0,336.0,Streaming over lightweight data transformations.,4.0,17,False,2020-03-10 14:09:31.000000,0.1.9,18.0,solt,,,,,25.0,22.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000000,3.0,259.0,259.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
783,DeepGraph,deepgraph/deepgraph,,graph,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000000,2021-07-26 14:36:30.155000,2021-06-14 10:58:10.000000,35,8.0,5.0,241.0,162.0,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],1.0,1.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000000,,456.0,2666.0,https://anaconda.org/conda-forge/deepgraph,2021-07-26 14:36:30.155000,103888.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
784,elegy,poets-ai/elegy,,ml-frameworks,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,Apache-2.0,2020-06-30 14:00:37.000000,2021-07-26 16:58:48.000000,2021-07-16 14:35:48.000000,12,24.0,38.0,240.0,305.0,Elegy is a framework-agnostic Trainer interface for the Jax ecosystem.,13.0,17,False,2021-06-01 15:54:50.000000,0.7.4,23.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2021-06-01 15:45:43.000000,,333.0,333.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
785,ExplainX.ai,explainX/explainx,,interpretability,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000000,2021-02-07 11:06:21.000000,2021-02-02 09:03:57.000000,36,10.0,17.0,214.0,184.0,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,17,False,2021-02-07 11:06:21.000000,2.407,56.0,explainx,,,,,,,https://pypi.org/project/explainx,2021-02-04 16:44:24.000000,,1407.0,1407.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
786,Julius,adefossez/julius,,audio,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000000,2021-07-28 09:20:01.000000,2021-07-28 09:18:16.000000,9,,7.0,203.0,,Fast PyTorch based DSP for audio and 1D signals.,2.0,17,False,2021-07-28 09:19:47.000000,0.2.5,9.0,julius,,,,['pytorch'],23.0,23.0,https://pypi.org/project/julius,2021-07-28 09:19:47.000000,0.0,5945.0,5945.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
787,lkpy,lenskit/lkpy,,recommender-systems,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000000,2021-07-28 17:12:40.000000,2021-07-28 17:12:40.000000,49,26.0,60.0,177.0,,Python recommendation toolkit.,13.0,17,False,2021-06-22 17:06:47.000000,0.13.1,20.0,lenskit,conda-forge/lenskit,,,,0.0,,https://pypi.org/project/lenskit,2021-06-22 17:07:09.000000,0.0,1321.0,1993.0,https://anaconda.org/conda-forge/lenskit,2021-06-22 22:08:21.249000,5378.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
788,Larq Compute Engine,larq/compute-engine,,model-serialisation,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000000,2021-07-29 14:40:57.000000,2021-07-26 07:51:53.000000,23,21.0,101.0,158.0,,Highly optimized inference engine for Binarized Neural Networks.,16.0,17,False,2021-07-09 20:05:04.000000,0.6.1,14.0,larq-compute-engine,,,,,3.0,3.0,https://pypi.org/project/larq-compute-engine,2021-07-09 20:05:04.000000,,789.0,804.0,,,,,,,,3.0,264.0,,,,,,,,,,,,,,,,,,,,
789,steppy,minerva-ml/steppy,,ml-experiments,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34.000000,31,16.0,50.0,128.0,69.0,"Lightweight, Python library for fast and reproducible experimentation.",5.0,17,False,2018-11-23 09:49:59.000000,0.1.16,16.0,steppy,,,,,44.0,39.0,https://pypi.org/project/steppy,2018-11-23 09:49:59.000000,5.0,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
790,celer,mathurinm/celer,,sklearn-utils,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000000,2021-07-27 15:03:30.000000,2021-07-20 14:09:21.000000,21,16.0,52.0,118.0,219.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",9.0,17,False,2020-10-12 12:26:09.000000,0.5.1,10.0,celer,,,,['sklearn'],5.0,5.0,https://pypi.org/project/celer,2020-12-09 13:19:10.000000,,219.0,219.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
791,DE⫶TR,facebookresearch/detr,,image,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000000,2021-07-09 14:23:04.000000,2021-06-30 10:31:23.000000,1198,100.0,257.0,7287.0,42.0,End-to-End Object Detection with Transformers.,21.0,16,True,2020-06-29 16:41:01.000000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
792,DeepMind Lab,deepmind/lab,,reinforcement-learning,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000000,2021-07-22 13:08:08.000000,2021-07-21 17:50:32.000000,1323,43.0,159.0,6505.0,488.0,A customisable 3D platform for agent-based AI research.,7.0,16,False,2020-12-07 11:26:33.000000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
793,tinygrad,geohot/tinygrad,,pytorch-utils,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000000,2021-07-02 15:19:09.000000,2021-06-29 14:20:54.000000,542,21.0,64.0,4883.0,561.0,You like pytorch? You like micrograd? You love tinygrad!.,49.0,16,True,,,,,,,,['pytorch'],1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
794,GraphEmbedding,shenweichen/GraphEmbedding,,graph,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000000,2021-07-11 08:20:02.000000,2020-10-18 09:32:47.000000,653,35.0,14.0,2156.0,28.0,Implementation and experiments of graph embedding algorithms.,8.0,16,True,,,,,,,,['sklearn'],12.0,12.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
795,automl-gs,minimaxir/automl-gs,,hyperopt,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14.000000,164,26.0,6.0,1746.0,102.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000000,,50.0,50.0,,,,,,,,3.0,22.0,,,,,,,,,,,,,,,,,,,,
796,Antialiased CNNs,adobe/antialiased-cnns,,pytorch-utils,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000000,2021-03-01 18:01:57.000000,2020-10-22 19:40:07.000000,184,10.0,31.0,1405.0,238.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,16,False,2020-10-23 22:45:52.000000,0.3,6.0,antialiased-cnns,,,,['pytorch'],2.0,2.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000000,,945.0,945.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
797,Xcessiv,reiinakano/xcessiv,,hyperopt,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15.000000,109,22.0,13.0,1258.0,316.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000000,1.0,140.0,140.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
798,Botflow,kkyon/botflow,,data-pipelines,https://github.com/kkyon/botflow,https://github.com/kkyon/botflow,BSD-3-Clause,2018-08-20 03:13:31.000000,2020-12-31 09:03:22.000000,2019-05-23 14:40:50.000000,99,2.0,2.0,1177.0,192.0,"Python Fast Dataflow programming framework for Data pipeline work( Web Crawler,Machine Learning,Quantitative..",11.0,16,False,2018-09-14 14:38:32.000000,0.2.0,5.0,botflow,,,,,1.0,1.0,https://pypi.org/project/botflow,2018-09-14 14:38:32.000000,,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
799,ecco,jalammar/ecco,,interpretability,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000000,2021-07-11 12:04:10.000000,2021-02-25 11:02:31.000000,50,10.0,9.0,829.0,,Visualize and explore NLP language models. Ecco creates interactive visualizations directly in Jupyter notebooks..,2.0,16,True,2021-02-25 09:54:16.000000,0.0.14,14.0,ecco,,,,['pytorch'],3.0,3.0,https://pypi.org/project/ecco,2021-02-08 05:55:57.000000,,202.0,202.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
800,torchsde,google-research/torchsde,,pytorch-utils,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38.000000,80,7.0,32.0,782.0,157.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,16,True,2021-01-05 18:31:38.000000,0.2.4,4.0,,,,,['pytorch'],5.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
801,cuGraph,rapidsai/cugraph,,gpu-utilities,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000000,2021-07-29 13:10:28.000000,2021-07-29 13:09:02.000000,151,111.0,587.0,770.0,,cuGraph - RAPIDS Graph Analytics Library.,65.0,16,True,2021-06-09 21:07:01.000000,21.06.00,9.0,cugraph,,,,,0.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000000,0.0,71.0,71.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
802,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,,hyperopt,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40.000000,83,37.0,84.0,657.0,1096.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,True,2019-08-06 09:09:45.000000,3.0.0,16.0,hyperparameter-hunter,,,,,2.0,,https://pypi.org/project/hyperparameter-hunter,2019-08-06 08:52:20.000000,2.0,153.0,162.0,,,,,,,,3.0,327.0,,,,,,,,,,,,,,,,,,,,
803,NeoML,neoml-lib/neoml,,ml-frameworks,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000000,2021-07-29 10:42:17.000000,2021-07-28 17:03:58.000000,87,28.0,20.0,632.0,397.0,Machine learning framework for both deep learning and traditional algorithms.,21.0,16,True,2021-06-22 05:25:53.000000,NeoML-master_2.0.5.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
804,FlashTorch,MisaOgura/flashtorch,,interpretability,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000000,2021-06-30 12:46:02.000000,2021-04-27 11:10:20.000000,71,10.0,22.0,606.0,127.0,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,True,2020-05-29 14:39:38.000000,0.1.3,12.0,flashtorch,,,,['pytorch'],6.0,6.0,https://pypi.org/project/flashtorch,2020-05-29 14:38:32.000000,,235.0,235.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
805,ThunderGBM,Xtra-Computing/thundergbm,,ml-frameworks,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000000,2021-04-01 02:08:51.000000,2021-01-05 04:22:15.000000,79,22.0,28.0,604.0,606.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,True,2020-05-01 23:16:25.000000,0.3.16,24.0,thundergbm,,,,,,,https://pypi.org/project/thundergbm,2020-05-01 23:16:25.000000,,167.0,167.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
806,kglib,vaticle/kglib,,graph,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000000,2021-05-31 07:19:24.000000,2021-01-15 11:17:51.000000,84,12.0,49.0,446.0,487.0,Grakn Knowledge Graph Library (ML R&D).,7.0,16,True,2020-08-19 15:39:10.000000,0.2.2,7.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000000,,140.0,147.0,,,,,,,,3.0,211.0,,,,,,,,,,,,,,,,,,,,
807,OpenRec,ylongqi/openrec,,recommender-systems,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000000,2021-05-21 14:50:17.000000,2020-02-19 07:57:17.000000,84,5.0,12.0,377.0,213.0,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,16,False,2020-02-18 06:52:11.000000,0.3.0,12.0,openrec,,,,,2.0,1.0,https://pypi.org/project/openrec,2020-02-18 06:52:11.000000,1.0,69.0,69.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
808,atspy,firmai/atspy,,time-series-data,https://github.com/firmai/atspy,https://github.com/firmai/atspy,MIT,2020-01-28 05:00:10.000000,2021-05-21 16:09:11.000000,2020-11-12 16:15:26.000000,69,18.0,2.0,367.0,97.0,AtsPy: Automated Time Series Models in Python (by @firmai).,5.0,16,True,2020-11-12 16:10:48.000000,zen,39.0,atspy,,,,,3.0,3.0,https://pypi.org/project/atspy,2020-04-24 18:16:15.000000,,806.0,806.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
809,VizSeq,facebookresearch/vizseq,,nlp,https://github.com/facebookresearch/vizseq,https://github.com/facebookresearch/vizseq,MIT,2019-08-26 13:19:38.000000,2021-06-16 13:39:30.000000,2021-06-16 13:39:22.000000,41,7.0,8.0,345.0,50.0,"An Analysis Toolkit for Natural Language Generation (Translation, Captioning, Summarization, etc.).",3.0,16,True,2020-08-07 01:13:52.000000,0.1.15,16.0,vizseq,,,,,2.0,2.0,https://pypi.org/project/vizseq,2020-08-07 01:13:52.000000,,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
810,pdvega,altair-viz/pdvega,,data-viz,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13.000000,29,16.0,10.0,338.0,177.0,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,1.0,pdvega,,,,,58.0,51.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000000,7.0,127.0,127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
811,LOFO,aerdem4/lofo-importance,,interpretability,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000000,2021-01-27 13:57:42.000000,2020-07-02 11:49:52.000000,41,3.0,10.0,334.0,24.0,Leave One Feature Out Importance.,3.0,16,True,2020-07-02 11:44:57.000000,0.2.6,9.0,lofo-importance,,,,,5.0,5.0,https://pypi.org/project/lofo-importance,2020-07-02 11:44:57.000000,,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
812,Pywick,achaiah/pywick,,pytorch-utils,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000000,2021-07-20 13:45:23.000000,2021-05-17 15:46:51.000000,36,3.0,10.0,328.0,124.0,High-level batteries-included neural network training library for Pytorch.,4.0,16,True,2020-01-20 22:14:21.000000,0.5.6,6.0,pywick,,,,['pytorch'],4.0,4.0,https://pypi.org/project/pywick,2020-01-20 22:14:21.000000,,71.0,71.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
813,TextBox,RUCAIBox/TextBox,,nlp,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000000,2021-06-09 10:30:04.000000,2021-06-09 10:30:04.000000,45,2.0,5.0,282.0,,TextBox is an open-source library for building text generation system.,10.0,16,False,2021-04-15 13:39:28.000000,0.2.1,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000000,,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
814,Headliner,as-ideas/headliner,,nlp,https://github.com/as-ideas/headliner,https://github.com/as-ideas/headliner,MIT,2019-09-30 11:33:28.000000,2021-03-26 07:19:57.000000,2020-02-14 09:03:27.000000,39,1.0,13.0,230.0,276.0,Easy training and deployment of seq2seq models.,2.0,16,False,2020-01-24 09:06:29.000000,1.0.2,30.0,headliner,,,,,4.0,3.0,https://pypi.org/project/headliner,2020-01-24 09:06:29.000000,1.0,315.0,315.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
815,skift,shaypal5/skift,,nlp,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000000,2021-03-31 10:11:28.000000,2021-03-31 10:11:20.000000,22,2.0,8.0,218.0,129.0,scikit-learn wrappers for Python fastText.,7.0,16,False,2020-08-27 15:01:05.000000,0.0.19,15.0,skift,,,,['sklearn'],8.0,8.0,https://pypi.org/project/skift,2020-08-27 15:01:05.000000,,598.0,598.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
816,Parfit,jmcarpenter2/parfit,,hyperopt,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37.000000,25,6.0,5.0,197.0,127.0,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",2.0,16,False,,,23.0,parfit,,,,['sklearn'],8.0,8.0,https://pypi.org/project/parfit,2018-10-11 22:03:16.000000,,10715.0,10715.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
817,dstack,dstackai/dstack,,others,https://github.com/peterschmidt85/dstack,https://github.com/peterschmidt85/dstack,Apache-2.0,2020-06-22 09:03:03.000000,2021-03-23 15:50:23.000000,2021-03-23 15:50:02.000000,11,21.0,122.0,186.0,639.0,An open-source tool to rapidly develop data applications with Python.,4.0,16,False,2021-03-04 19:20:57.000000,0.6.4,22.0,dstack,,,,,,,https://pypi.org/project/dstack,2021-03-23 15:46:40.000000,,229.0,229.0,,,,,,,,3.0,,,,,,,,,,,,,peterschmidt85/dstack,,,,,,,,
818,skggm,skggm/skggm,,sklearn-utils,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000000,2020-12-24 08:36:00.000000,2020-12-24 05:43:15.000000,31,28.0,47.0,183.0,691.0,Scikit-learn compatible estimation of general graphical models.,5.0,16,False,2018-09-12 01:12:49.000000,0.2.8,6.0,skggm,,,,['sklearn'],8.0,6.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000000,2.0,122.0,122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
819,nx-altair,Zsailer/nx_altair,,data-viz,https://github.com/Zsailer/nx_altair,https://github.com/Zsailer/nx_altair,MIT,2018-05-13 00:10:12.000000,2020-09-30 12:01:08.000000,2020-06-02 21:10:26.000000,21,6.0,4.0,167.0,51.0,Draw interactive NetworkX graphs with Altair.,3.0,16,False,2020-06-02 21:11:12.000000,0.1.6,8.0,nx-altair,,,,['jupyter'],4.0,,https://pypi.org/project/nx-altair,2020-06-02 21:11:12.000000,4.0,309.0,309.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
820,ipyexperiments,stas00/ipyexperiments,,gpu-utilities,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000000,2021-03-28 18:24:12.000000,2021-03-28 18:23:45.000000,9,,4.0,135.0,196.0,jupyter/ipython experiment containers for GPU and general RAM re-use.,3.0,16,False,2021-03-28 03:39:09.000000,0.1.26,23.0,ipyexperiments,,,,['jupyter'],7.0,5.0,https://pypi.org/project/ipyexperiments,2021-03-28 03:39:09.000000,2.0,385.0,385.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
821,dabl,amueller/dabl,,sklearn-utils,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000000,2021-07-09 20:34:09.000000,2021-07-09 18:47:52.000000,8,1.0,,90.0,,Data Analysis Baseline Library.,21.0,16,False,2021-07-09 19:20:43.000000,0.2.2,12.0,dabl,,,,['sklearn'],,,https://pypi.org/project/dabl,2021-07-09 19:20:43.000000,,1716.0,1716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
822,OpenNRE,thunlp/OpenNRE,,nlp,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000000,2021-06-21 10:38:53.000000,2021-05-31 02:53:22.000000,864,21.0,314.0,3223.0,158.0,An Open-Source Package for Neural Relation Extraction (NRE).,9.0,15,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
823,Euler,alibaba/euler,,graph,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000000,2021-04-19 11:30:28.000000,2020-07-29 05:53:01.000000,522,211.0,102.0,2621.0,8.0,A distributed graph deep learning framework.,5.0,15,True,2020-07-07 02:24:18.000000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000000,,24.0,24.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
824,Torch-Struct,harvardnlp/pytorch-struct,,pytorch-utils,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000000,2021-05-09 17:27:03.000000,2021-05-09 17:25:02.000000,72,18.0,25.0,966.0,262.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",13.0,15,True,2021-02-15 20:20:59.000000,0.5,2.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
