,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
644,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2022-10-12 08:27:09.000000,2022-10-12 08:27:06,272,44.0,62,21.0,271.0,19.0,44.0,234,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,30.0,22,False,2022-06-03 15:51:13.000,0.2.0,10.0,pipeline-dp,,,,,,,https://pypi.org/project/pipeline-dp,2022-06-03 15:53:33.000,,234.0,234.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
645,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2022-09-30 12:41:56.000000,2022-09-30 12:41:01,240,28.0,18,6.0,4.0,12.0,47.0,189,Multiple Imputation with LightGBM in Python.,6.0,22,False,2022-08-13 21:52:04.340,5.6.2,43.0,miceforest,conda-forge/miceforest,,,,34.0,33.0,https://pypi.org/project/miceforest,2022-04-15 14:53:33.000,1.0,16740.0,17066.0,https://anaconda.org/conda-forge/miceforest,2022-08-13 22:30:51.710,4890.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
646,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-10-11 23:59:00.000000,2022-10-10 23:13:34,1153,186.0,706,133.0,274.0,13.0,101.0,6926,You like pytorch? You like micrograd? You love tinygrad!.,67.0,21,True,,,,,,,,['pytorch'],3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
647,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-09-27 22:27:36.000000,2022-09-27 22:25:00,182,8.0,1034,96.0,42.0,316.0,263.0,5168,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,29.0,21,True,,,1.0,pyslowfast,,,,['pytorch'],10.0,10.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
648,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-08-26 09:28:10.000000,2022-03-27 23:39:16,252,,583,86.0,68.0,77.0,273.0,2877,Backtest trading strategies in Python.,15.0,21,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,,,,https://pypi.org/project/backtesting,2021-12-13 01:36:44.000,,5932.0,5932.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
649,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-09-30 20:10:25.000000,2022-06-29 05:46:04,955,,454,167.0,120.0,22.0,112.0,2871,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,37.0,21,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,8.0,8.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,123.0,123.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-05-14 16:58:36.000000,2021-09-21 13:07:59,405,,398,100.0,54.0,64.0,48.0,2807,Quickly search over billions of images.,19.0,21,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,1139.0,1139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-09-23 21:56:19.000000,2022-07-20 20:54:36,1904,4.0,323,102.0,993.0,84.0,259.0,2728,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
652,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-10-04 23:42:00.000000,2022-06-01 08:52:55,2472,,783,131.0,919.0,40.0,63.0,2662,a distributed deep learning platform.,79.0,21,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,1.0,1.0,,,,,23.0,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,530.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,1526.0,3.0,,,,,,,,,,,,,,,,,,,,
653,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2022-06-28 14:03:23.000000,2020-04-02 01:05:35,46,,808,88.0,27.0,37.0,80.0,2487,DeepWalk - Deep Learning for Graphs.,10.0,21,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,63.0,56.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,7.0,3260.0,3260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
654,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521,,432,131.0,225.0,87.0,183.0,2191,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,222.0,222.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
655,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171,,347,86.0,4.0,3.0,18.0,2008,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,522.0,522.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
656,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-07-12 01:15:33.000000,2022-07-12 01:13:05,104,,228,59.0,105.0,25.0,56.0,2001,"Codebase for Image Classification Research, written in PyTorch.",17.0,21,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],6.0,6.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,344131.0,344131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2022-06-23 20:25:11.000000,2020-04-24 06:58:09,58,,235,43.0,12.0,50.0,35.0,1642,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",145.0,136.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,9.0,1736.0,1736.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-09-27 19:41:48.000000,2022-09-27 19:41:48,274,1.0,128,102.0,150.0,26.0,19.0,1540,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,27.0,21,True,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,,21.0,20.0,https://pypi.org/project/lore,2022-02-02 23:30:10.000,1.0,1922.0,1922.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-08-10 01:35:09.000000,2020-12-17 06:57:15,932,,295,66.0,191.0,5.0,74.0,1525,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,16.0,335.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13091.0,3.0,,,,,,,,,,,,,,,,,,,,
660,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-10-13 12:35:40.000000,2022-10-10 11:28:18,410,88.0,185,30.0,466.0,34.0,44.0,1424,Scenic: A Jax Library for Computer Vision Research and Beyond.,49.0,21,True,,,,,,,,['jax'],28.0,28.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379,,393,102.0,34.0,11.0,24.0,1330,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,158.0,158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334,,222,65.0,46.0,36.0,90.0,1208,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,817.0,817.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157,,117,30.0,66.0,8.0,44.0,1063,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,21,False,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,16744.0,17342.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,12576.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106,,169,55.0,149.0,69.0,97.0,1044,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,2054.0,2871.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,52323.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284,,184,51.0,12.0,16.0,42.0,1011,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],56.0,52.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,191.0,191.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297,,197,30.0,61.0,47.0,60.0,1001,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,106.0,98.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,371.0,375.0,,,,,,,,3.0,,453.0,,,,,,,,,,,,,,,,,,
667,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159,,161,55.0,14.0,30.0,19.0,974,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,162.0,150.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1057.0,1165.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1843.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208,,104,50.0,98.0,41.0,51.0,950,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],140.0,133.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,2465.0,2465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
669,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-10-10 04:46:08.000000,2022-10-10 04:46:04,583,22.0,128,16.0,194.0,61.0,72.0,935,Generate Diverse Counterfactual Explanations for any machine learning model.,15.0,21,True,2022-06-02 13:39:31.000,0.8,9.0,dice-ml,,,,"['tensorflow', 'pytorch']",4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,38573.0,38573.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205,,245,48.0,45.0,23.0,127.0,926,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,220.0,220.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-06-14 18:11:08.000000,2022-05-13 18:48:12,83,,175,27.0,56.0,1.0,26.0,828,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,21,True,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,,['tensorflow'],47.0,44.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,3.0,959.0,959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300,,100,23.0,28.0,32.0,67.0,807,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,,,['pandas'],11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,18359.0,18359.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2022-10-09 13:39:00.000000,2022-10-09 13:38:49,282,1.0,69,18.0,66.0,12.0,40.0,735,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,63.0,62.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,4627.0,4627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-08-30 22:15:17.000000,2022-08-30 21:25:19,439,7.0,60,26.0,150.0,45.0,60.0,720,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,24.0,21,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,,,['jax'],27.0,25.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,2.0,517.0,517.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159,,144,39.0,32.0,24.0,38.0,716,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,88.0,72.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1500.0,1500.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,metricflow,transform-data/metricflow,others,,https://github.com/transform-data/metricflow,https://github.com/transform-data/metricflow,AGPL-3.0,2022-04-04 18:33:06.000,2022-10-13 12:55:06.000000,2022-10-11 22:25:40,570,244.0,47,15.0,223.0,37.0,24.0,672,"MetricFlow allows you to define, build, and maintain metrics in code.",27.0,21,False,2022-08-30 21:54:57.000,0.111.1,24.0,metricflow,,,,,,,https://pypi.org/project/metricflow,2022-08-11 19:58:07.028,,624.0,624.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553,,150,38.0,46.0,37.0,48.0,671,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,67.0,63.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,465.0,465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
678,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-09-09 15:56:25.000000,2022-06-16 10:06:33,1489,,71,34.0,588.0,22.0,117.0,661,Scikit-learn style model finetuning for NLP.,19.0,21,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,172.0,172.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430,,66,28.0,422.0,10.0,237.0,630,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],69.0,65.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,308.0,308.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
680,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208,,100,29.0,1.0,11.0,3.0,595,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",488.0,484.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,43427.0,43427.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-07-09 08:22:48.000000,2022-02-09 16:35:40,142,,97,23.0,23.0,37.0,61.0,563,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],110.0,108.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,19839.0,19939.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,1614.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-09-06 19:56:37.000000,2022-08-31 20:01:55,721,7.0,62,17.0,106.0,8.0,45.0,533,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-08-31 20:05:35.000,1.12.1,31.0,poutyne,,,,['pytorch'],98.0,93.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3537.0,3537.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305,,96,10.0,14.0,4.0,14.0,513,Make Waffle Charts in Python.,6.0,21,True,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,160.0,158.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,2.0,7981.0,8135.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,7106.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2022-07-24 13:44:59.000000,2020-10-23 14:31:57,247,,80,26.0,30.0,25.0,6.0,485,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],144.0,139.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,120697.0,120697.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133,,47,11.0,19.0,11.0,37.0,445,Joyplots in Python with matplotlib & pandas.,6.0,21,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,204.0,199.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,11433.0,11813.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,16346.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-09-19 12:42:53.000000,2022-09-19 12:42:52,326,2.0,121,18.0,30.0,13.0,70.0,434,Medical image processing in Python.,15.0,21,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,843.0,804.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,39.0,12137.0,12568.0,https://anaconda.org/conda-forge/medpy,2022-09-12 11:40:23.906,6906.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-09-18 18:31:41.000000,2022-09-18 18:31:06,2107,6.0,35,10.0,7.0,6.0,42.0,414,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,5.0,21,True,2022-05-04 16:40:08.000,4.2.0,66.0,hyperactive,,,,,20.0,16.0,https://pypi.org/project/hyperactive,2022-05-04 16:40:08.000,4.0,730.0,732.0,,,,,,,,3.0,,101.0,,,,,,,,,,,,,,,,,,
688,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409,,52,25.0,229.0,57.0,195.0,377,Studio: Simplify and expedite model building process.,21.0,21,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,556.0,556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-08-22 17:10:41.000000,2021-02-09 04:48:07,110,,47,23.0,20.0,17.0,10.0,359,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,590522.0,590522.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
