,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
636,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-08-25 09:58:24.000000,2022-08-21 23:04:50,2084.0,239.0,49,11.0,203.0,6.0,87.0,353,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,17.0,22,True,2022-08-21 21:20:01.713,0.1.1,11.0,pykale,,['pytorch'],,324.0,,,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
637,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-08-23 18:19:12.000000,2022-07-22 15:13:31,3655.0,17.0,56,25.0,86.0,64.0,152.0,328,Scalable audio processing framework written in Python with a RESTful API.,22.0,22,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,31.0,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,31.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
638,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-08-17 13:26:26.000000,2022-08-17 13:25:38,309.0,25.0,22,17.0,2.0,5.0,19.0,274,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,21.0,22,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,['tensorflow'],,5712.0,22.0,22.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,5712.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
639,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-08-21 13:42:07.000000,2022-08-21 13:41:34,237.0,30.0,57,3.0,2.0,2.0,44.0,272,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,4.0,22,False,2022-08-21 16:16:52.356,0.1.99,125.0,featurewiz,,,,6706.0,15.0,14.0,https://pypi.org/project/featurewiz,2022-07-05 17:11:45.000,1.0,6706.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
640,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-06-20 06:00:11.237000,2022-04-14 09:41:50,86.0,,34,13.0,9.0,1.0,12.0,213,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,106577.0,545.0,505.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,105578.0,https://anaconda.org/conda-forge/py3nvml,2022-06-20 06:00:11.237,30981.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-07-29 19:25:23.000000,2022-05-09 15:19:36,394.0,,78,17.0,380.0,60.0,80.0,211,An open-source toolkit for large-scale genomic analysis.,21.0,22,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,142886.0,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,142773.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,2037.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
642,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,140,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,548942.0,1733.0,1587.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,548942.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
643,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-08-25 04:50:31.000000,2022-08-23 00:13:08,1050.0,372.0,655,127.0,254.0,25.0,92.0,6530,You like pytorch? You like micrograd? You love tinygrad!.,62.0,21,True,,,,,,['pytorch'],,,3.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-08-25 02:23:36.000000,2022-08-25 02:22:15,180.0,13.0,959,95.0,40.0,286.0,261.0,5035,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,28.0,21,True,,,1.0,pyslowfast,,['pytorch'],,16.0,10.0,10.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
645,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176.0,,1589,16.0,16.0,62.0,24.0,4341,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,1056.0,21.0,21.0,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,1056.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Crypto Signals,CryptoSignal/crypto-signal,financial-data,,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000,2022-08-09 13:26:32.000000,2022-08-09 13:26:32,565.0,1.0,1057,305.0,199.0,54.0,205.0,4122,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 3,100+ stars, 900+ forks.",28.0,21,True,,,,,,,,2410.0,,,,,,,,,,3.0,,,,,,,,,,shadowreaver/crypto-signal,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,7.0,142243.0,,,,,,,,,,,,
647,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,357,104.0,14.0,53.0,15.0,3239,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,21,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,5321.0,93.0,86.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,5321.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
648,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-08-24 18:50:16.000000,2022-08-24 18:46:58,1484.0,38.0,473,145.0,574.0,69.0,75.0,3237,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",139.0,21,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,['pytorch'],,14.0,,,https://pypi.org/project/reagent,2020-05-27 20:58:01.000,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
649,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-06-29 05:50:24.000000,2022-06-29 05:46:04,955.0,1.0,454,167.0,118.0,22.0,112.0,2858,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,37.0,21,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,167.0,8.0,8.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,167.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-08-17 21:12:58.000000,2022-03-27 23:39:16,252.0,,551,86.0,67.0,69.0,270.0,2750,Backtest trading strategies in Python.,15.0,21,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,7440.0,,,https://pypi.org/project/backtesting,2021-12-13 01:36:44.000,,7440.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
651,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-08-03 09:39:58.000000,2022-07-20 20:54:36,1904.0,4.0,322,103.0,992.0,84.0,259.0,2713,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
652,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,1.0,347,88.0,4.0,3.0,18.0,1999,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,670.0,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,670.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-03-08 21:17:32.000000,2021-09-30 21:51:09,8208.0,,169,52.0,894.0,129.0,586.0,1766,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,True,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,27.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,953.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
654,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-08-10 01:35:09.000000,2020-12-17 06:57:15,932.0,,293,66.0,191.0,5.0,74.0,1525,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,['tensorflow'],,349.0,,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,14.0,,,,3.0,,,,,,,,,,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13091.0,,,,,,,,,,,,
655,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-08-02 22:20:41.000000,2022-06-23 21:16:34,1925.0,1.0,271,47.0,796.0,65.0,485.0,1434,jiant is an nlp toolkit.,58.0,21,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,90.0,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,90.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
656,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2022-05-28 03:54:57.000000,2022-05-28 03:54:57,1940.0,2.0,175,28.0,415.0,11.0,152.0,1415,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,27.0,21,True,2022-01-20 18:07:32.000,0.5.5,11.0,graph4nlp,,['pytorch'],,156.0,,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,156.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
657,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,391,102.0,34.0,11.0,24.0,1321,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,['tensorflow'],,95.0,23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,95.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-08-25 15:17:28.000000,2022-08-24 04:23:59,376.0,106.0,167,30.0,417.0,34.0,36.0,1282,Scenic: A Jax Library for Computer Vision Research and Beyond.,46.0,21,True,,,,,,['jax'],,,26.0,26.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
659,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,223,65.0,46.0,36.0,90.0,1200,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,['tensorflow'],,440.0,30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,440.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
660,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-05-19 13:11:19.000000,2022-05-19 13:10:12,200.0,,279,41.0,39.0,69.0,108.0,1075,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,15.0,21,True,2022-05-19 13:11:05.000,0.9.1,31.0,keras-ocr,anaconda/keras-ocr,['tensorflow'],295867.0,18696.0,2.0,,https://pypi.org/project/keras-ocr,2022-05-19 13:11:05.000,2.0,5829.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,90.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106.0,,168,55.0,149.0,69.0,97.0,1030,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,3971.0,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,3153.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,50736.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,51.0,12.0,16.0,42.0,1009,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,['tensorflow'],,178.0,56.0,52.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,178.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,159,55.0,14.0,30.0,19.0,972,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,983.0,158.0,146.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,881.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1534.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,1.0,101,49.0,98.0,41.0,51.0,941,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,['tensorflow'],,1123.0,137.0,130.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1123.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-08-15 23:17:34.000000,2022-08-15 23:13:15,147.0,6.0,94,35.0,21.0,15.0,89.0,930,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2022-06-03 01:55:11.000,1.14.6,56.0,ngt,,,,16420.0,8.0,,https://pypi.org/project/ngt,2022-06-20 04:38:58.000,8.0,16420.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-06-20 14:44:53.000000,2022-03-14 08:29:44,406.0,,116,101.0,111.0,27.0,39.0,893,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,21,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,453.0,55.0,54.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,453.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
667,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-07-11 11:27:10.000000,2022-07-06 16:45:45,561.0,5.0,126,16.0,186.0,61.0,70.0,888,Generate Diverse Counterfactual Explanations for any machine learning model.,14.0,21,True,2022-06-02 13:39:31.000,0.8,9.0,dice-ml,,"['tensorflow', 'pytorch']",,142244.0,4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,142244.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,121,15.0,11.0,35.0,43.0,855,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,['pytorch'],,75057.0,53.0,49.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,75057.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
669,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,MIT,2021-04-26 00:15:19.000,2022-08-03 03:05:41.000000,2022-06-23 02:04:39,748.0,19.0,78,18.0,171.0,43.0,50.0,854,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,21,True,2022-06-02 23:19:38.000,0.1.0,8.0,neuralforecast,conda-forge/neuralforecast,,,4468.0,,,https://pypi.org/project/neuralforecast,2022-06-02 23:19:38.000,,4106.0,https://anaconda.org/conda-forge/neuralforecast,2022-06-03 04:57:10.210,1812.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,100,23.0,28.0,31.0,67.0,795,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,['pandas'],,14116.0,11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,14116.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53,879.0,,95,29.0,56.0,13.0,74.0,755,ML-Ensemble high performance ensemble learning.,7.0,21,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,1067.0,215.0,212.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,3.0,1067.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281.0,,67,18.0,66.0,12.0,38.0,714,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,10365.0,62.0,61.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,10365.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
673,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,143,39.0,32.0,24.0,38.0,713,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,1354.0,86.0,70.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1354.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
674,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-08-24 16:29:18.000000,2022-08-24 16:29:17,778.0,128.0,110,30.0,688.0,29.0,48.0,691,Machine learning framework for both deep learning and traditional algorithms.,32.0,21,True,2022-05-31 17:55:38.000,2.0.67,7.0,neoml,,,,110.0,,,https://pypi.org/project/neoml,2022-05-31 17:55:38.000,,110.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
675,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,37.0,48.0,654,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,542.0,66.0,62.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,542.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2022-08-17 15:01:59.000000,2022-08-17 15:01:00,240.0,20.0,218,41.0,17.0,3.0,85.0,644,Data compression in TensorFlow.,16.0,21,True,2022-08-13 06:18:43.000,2.9.2,17.0,tensorflow-compression,,['tensorflow'],,1020.0,1.0,,https://pypi.org/project/tensorflow-compression,2022-05-30 18:42:45.000,1.0,1020.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,631,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,696.0,68.0,64.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,696.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
678,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-07-11 06:08:40.000000,2022-03-16 14:38:31,280.0,,82,18.0,66.0,11.0,43.0,541,An intuitive library to extract features from time series.,14.0,21,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,9227.0,38.0,38.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,9227.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
679,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,62,20.0,7.0,17.0,41.0,470,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,21,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,['jupyter'],,14025.0,279.0,257.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,14005.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1588.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,47,11.0,19.0,11.0,37.0,437,Joyplots in Python with matplotlib & pandas.,6.0,21,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,14305.0,191.0,186.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,13929.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,15434.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
