,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
638,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-07-29 23:16:04.000000,2022-07-06 06:40:18,3654.0,16.0,56,25.0,84.0,64.0,152.0,324,Scalable audio processing framework written in Python with a RESTful API.,22.0,22,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,60.0,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,60.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
639,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-06-20 06:00:11.237000,2022-04-14 09:41:50,86.0,,34,13.0,9.0,1.0,12.0,210,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,99996.0,535.0,495.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,99032.0,https://anaconda.org/conda-forge/py3nvml,2022-06-20 06:00:11.237,29912.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
640,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-07-20 11:52:11.000000,2022-07-20 11:42:51,253.0,14.0,25,9.0,187.0,32.0,66.0,157,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,22,False,2022-07-20 11:16:35.529,0.7.2,14.0,celer,,['sklearn'],,1154.0,13.0,13.0,https://pypi.org/project/celer,2022-06-14 13:41:05.000,,1154.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
641,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-07-22 01:10:28.000000,2022-07-20 16:07:09,1013.0,337.0,655,128.0,247.0,25.0,89.0,6453,You like pytorch? You like micrograd? You love tinygrad!.,61.0,21,True,,,,,,['pytorch'],,,3.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
642,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2022-04-23 22:56:37.000000,2021-02-12 10:36:31,2184.0,,945,161.0,210.0,8.0,528.0,6121,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,21,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,2475.0,130.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
643,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176.0,,1578,15.0,16.0,62.0,23.0,4309,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,1009.0,20.0,20.0,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,1009.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
644,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-08-04 03:55:20.000000,2022-08-04 03:52:38,1466.0,29.0,473,145.0,559.0,69.0,75.0,3232,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",136.0,21,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,['pytorch'],,16.0,,,https://pypi.org/project/reagent,2020-05-27 20:58:01.000,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
645,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,345,104.0,14.0,52.0,15.0,3230,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,21,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,5347.0,92.0,86.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,6.0,5347.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
646,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-06-29 05:50:24.000000,2022-06-29 05:46:04,955.0,1.0,454,167.0,118.0,22.0,112.0,2851,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,37.0,21,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,268.0,8.0,8.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,268.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
647,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-08-03 09:39:58.000000,2022-07-20 20:54:36,1904.0,4.0,322,103.0,992.0,84.0,259.0,2708,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
648,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-07-27 01:45:43.000000,2022-03-27 23:39:16,252.0,,531,85.0,65.0,54.0,268.0,2693,Backtest trading strategies in Python.,15.0,21,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,6814.0,,,https://pypi.org/project/backtesting,2021-12-13 01:36:44.000,,6814.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
649,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2022-08-04 09:44:55.000000,2022-08-02 03:56:30,207.0,10.0,237,48.0,149.0,108.0,92.0,2246,LightSeq: A High Performance Library for Sequence Processing and Generation.,11.0,21,True,2021-11-30 07:39:10.000,2.2.1,19.0,lightseq,,,629.0,833.0,,,https://pypi.org/project/lightseq,2022-01-26 08:26:27.000,,814.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
650,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521.0,,427,131.0,225.0,87.0,183.0,2168,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,193.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,193.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
651,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,1.0,346,88.0,4.0,3.0,18.0,1996,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,640.0,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,640.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
652,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-07-12 01:15:33.000000,2022-07-12 01:13:05,104.0,4.0,227,59.0,105.0,25.0,56.0,1973,"Codebase for Image Classification Research, written in PyTorch.",17.0,21,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,['pytorch'],,27474.0,6.0,6.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,27474.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
653,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-03-08 21:17:32.000000,2021-09-30 21:51:09,8208.0,,169,52.0,894.0,129.0,586.0,1764,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,True,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,27.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,953.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
654,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,391,102.0,34.0,11.0,24.0,1321,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,['tensorflow'],,117.0,23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
655,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,223,65.0,46.0,36.0,90.0,1198,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,['tensorflow'],,482.0,30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,482.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
656,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55,69.0,,204,66.0,27.0,31.0,12.0,1041,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,33309.0,80.0,65.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,33309.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
657,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,51.0,12.0,16.0,42.0,1008,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,['tensorflow'],,194.0,56.0,52.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,194.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,1.0,101,49.0,98.0,41.0,51.0,937,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,['tensorflow'],,1185.0,135.0,128.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1185.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
659,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-07-29 06:27:07.000000,2022-07-14 22:10:03,144.0,4.0,94,35.0,21.0,15.0,88.0,927,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2022-06-03 01:55:11.000,1.14.6,56.0,ngt,,,,15972.0,8.0,,https://pypi.org/project/ngt,2022-06-20 04:38:58.000,8.0,15972.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
660,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-06-20 14:44:53.000000,2022-03-14 08:29:44,406.0,,116,103.0,111.0,27.0,39.0,876,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,21,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,428.0,54.0,53.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,428.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
661,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,130,35.0,16.0,7.0,3.0,857,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,7030.0,2558.0,2548.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,7030.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
662,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,MIT,2021-04-26 00:15:19.000,2022-08-03 03:05:41.000000,2022-06-23 02:04:39,748.0,27.0,78,17.0,171.0,42.0,50.0,826,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,21,True,2022-06-02 23:19:38.000,0.1.0,8.0,neuralforecast,conda-forge/neuralforecast,,,4394.0,,,https://pypi.org/project/neuralforecast,2022-06-02 23:19:38.000,,4078.0,https://anaconda.org/conda-forge/neuralforecast,2022-06-03 04:57:10.210,1584.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
663,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,101,23.0,28.0,31.0,66.0,790,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,['pandas'],,12494.0,11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,12494.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
664,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-08-03 10:34:52.000000,2022-07-08 21:29:11,743.0,4.0,151,21.0,668.0,23.0,130.0,737,"Toolkit for creating, sharing and using natural language prompts.",58.0,21,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,908.0,,,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,908.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
665,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,142,41.0,32.0,24.0,38.0,712,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,1599.0,86.0,70.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1599.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
666,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281.0,,67,18.0,66.0,12.0,37.0,708,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,31911.0,62.0,61.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,31911.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
667,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,37.0,48.0,652,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,696.0,65.0,61.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,696.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
668,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,631,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,436.0,68.0,64.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,436.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
669,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-07-11 06:08:40.000000,2022-03-16 14:38:31,280.0,,79,18.0,66.0,10.0,43.0,530,An intuitive library to extract features from time series.,14.0,21,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,8481.0,36.0,36.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,8481.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
670,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857.0,,89,42.0,56.0,38.0,21.0,486,Bias and Fairness Audit Toolkit.,16.0,21,False,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,2987.0,112.0,106.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,2987.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
671,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,63,20.0,7.0,17.0,41.0,470,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,21,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,['jupyter'],,13056.0,273.0,251.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,13037.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1526.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
672,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-07-26 18:54:37.000000,2022-05-21 12:45:15,2101.0,3.0,33,10.0,6.0,5.0,42.0,410,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,4.0,21,True,2022-05-04 16:40:08.000,4.2.0,66.0,hyperactive,,,101.0,892.0,18.0,15.0,https://pypi.org/project/hyperactive,2022-05-04 16:40:08.000,3.0,890.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
673,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409.0,,52,25.0,229.0,57.0,195.0,374,Studio: Simplify and expedite model building process.,21.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,249.0,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,249.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
674,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-08-02 06:52:04.000000,2022-08-02 06:39:34,3471.0,261.0,33,10.0,1.0,,80.0,364,Deep Learning PyTorch.,1.0,21,True,2022-06-20 12:21:05.000,0.3.0,24.0,carefree-learn,,['pytorch'],,151.0,2.0,2.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,151.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2022-07-22 09:10:01.000000,2022-05-27 22:23:23,972.0,8.0,40,6.0,196.0,11.0,89.0,309,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,21,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,['huggingface'],,3559.0,79.0,78.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,1.0,3559.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-07-25 17:47:39.000000,2021-05-28 01:21:58,393.0,,124,34.0,318.0,74.0,124.0,281,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,,,212.0,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,203.0,,,,3.0,,,,,,,,,,brainiak/brainiak,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,760.0,,,,,,,,,,,
677,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-07-28 16:06:53.000000,2022-07-28 16:06:01,304.0,23.0,21,17.0,2.0,4.0,19.0,273,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,19.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,['tensorflow'],,6223.0,22.0,22.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,6223.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
678,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-07-29 19:25:23.000000,2022-05-09 15:19:36,394.0,1.0,77,17.0,380.0,60.0,80.0,209,An open-source toolkit for large-scale genomic analysis.,21.0,21,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,103336.0,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,103229.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1927.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
679,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-07-29 00:07:09.000000,2022-07-27 15:29:35,2433.0,20.0,55,8.0,217.0,28.0,70.0,209,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,2167.0,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,1616.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,11589.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
680,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,140,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,312348.0,1726.0,1580.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,312348.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
681,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-08-03 05:25:33.000000,2022-03-07 12:59:53,46.0,,1666,149.0,77.0,177.0,272.0,9497,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,['pytorch'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,768,222.0,24.0,7.0,120.0,5150,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,['tensorflow'],,1092.0,7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,1092.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
683,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-08-04 02:38:35.000000,2022-08-04 02:36:22,175.0,10.0,951,96.0,39.0,275.0,261.0,4983,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,27.0,20,True,,,1.0,pyslowfast,,['pytorch'],,17.0,9.0,9.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
