,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
649,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,111.0,27.0,23.0,57.0,35.0,593.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,416.0,394.0,https://pypi.org/project/hpbandster,21839.0,22335.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,17877.0,,,,,3.0,,2018-11-06 12:56:55.000,22.0,,,,,,,,,,,,,,,,
650,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-12-15 17:58:01.000000,2023-12-07 19:31:40,331.0,2.0,130.0,19.0,38.0,13.0,79.0,527.0,Medical image processing in Python.,18.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,,1660.0,1616.0,https://pypi.org/project/MedPy,22465.0,23190.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,21757.0,,,,,3.0,,2019-02-14 17:12:59.000,44.0,,,,,,,,,,,,,,,,
651,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2023-12-27 18:31:51.000000,2023-12-27 18:30:38,463.0,17.0,55.0,25.0,9.0,11.0,32.0,507.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-08-19 18:16:36.000,1.3.2,12.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",25.0,25.0,https://pypi.org/project/small-text,604.0,897.0,https://anaconda.org/conda-forge/small-text,2023-08-19 18:38:17.816,4985.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
652,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58.000,0.6.1,2.0,apricot-select,,,,,85.0,85.0,https://pypi.org/project/apricot-select,4296.0,4296.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,
653,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2023-12-23 19:14:33.000000,2023-12-05 11:38:02,1689.0,116.0,61.0,6.0,198.0,43.0,77.0,443.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,22,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,22.0,21.0,https://pypi.org/project/quantus,783.0,789.0,,,,,,,,3.0,148.0,2023-12-05 11:42:47.000,1.0,,,,,,,,,,,,,,,,
654,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,22.0,97.0,18.0,9.0,5.0,37.0,428.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",7.0,22,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,51.0,51.0,https://pypi.org/project/chefboost,1529.0,1529.0,,,,,,,,3.0,,2022-02-16 06:14:54.000,,,,,,,,,,,,,,,,,
655,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,412.0,optimization routines for hyperparameter tuning.,9.0,22,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,123.0,109.0,https://pypi.org/project/optunity,4763.0,4763.0,,,,,,,,3.0,90.0,2015-09-30 05:02:00.000,14.0,,,,,,,,,,,,,,,,
656,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-12-25 13:03:54.000000,2023-12-25 11:40:29,5585.0,22.0,88.0,15.0,737.0,27.0,425.0,388.0,Lightwood is Legos for Machine Learning.,43.0,22,False,2023-08-07 15:55:40.000,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,10629.0,10629.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
657,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-12-01 01:38:15.000000,2023-12-01 01:29:10,652.0,9.0,60.0,29.0,428.0,11.0,91.0,365.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18.000,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],3.0,3.0,https://pypi.org/project/vega,7504.0,13862.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,572294.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
658,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,13.0,9.0,4.0,12.0,227.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,986.0,940.0,https://pypi.org/project/py3nvml,82265.0,83721.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,55338.0,,,,,3.0,,2021-11-22 14:30:25.000,46.0,,,,,,,,,,,,,,,,
659,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,153.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,2070.0,2070.0,https://pypi.org/project/stop-words,108122.0,108122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
660,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,542.0,168.0,45.0,37.0,28.0,4155.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,575.0,575.0,,,,,,,,3.0,,2022-08-19 12:40:54.257,2.0,,,,,,,,,,,,,,,,
661,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,2.0,436.0,91.0,78.0,57.0,137.0,3323.0,Generate embeddings from large-scale graph-structured data.,31.0,21,False,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,274953.0,274955.0,,,,,,,,3.0,167.0,,,,,,,,,,,,,,,,,,
662,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,441.0,166.0,120.0,14.0,112.0,2925.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,160.0,160.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
663,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,74.0,2.0,18.0,7.0,2903.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],193.0,185.0,https://pypi.org/project/adabound,1180.0,1180.0,,,,,,,,3.0,,2019-02-26 04:23:45.000,8.0,,,,,,,,,,,,,,,,
664,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,320.0,101.0,1000.0,87.0,260.0,2817.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
665,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2049.0,The friendly PIL fork.,385.0,21,False,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,44423.0,44423.0,,,,,,,,3.0,,,,,-4.0,,,,,,,,,,,,,,
666,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,236.0,44.0,33.0,51.0,90.0,1889.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,21,False,,,,torchmeta,,,,['pytorch'],155.0,155.0,https://pypi.org/project/torchmeta,5111.0,5111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
667,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-12-26 03:01:15.000000,2023-09-26 02:48:50,872.0,,128.0,33.0,408.0,57.0,334.0,1766.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,False,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,42.0,42.0,https://pypi.org/project/orbit-ml,29531.0,29736.0,https://anaconda.org/conda-forge/orbit-ml,2023-12-19 05:59:30.209,4721.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
668,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1644.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,38.0,38.0,,,,,,,,3.0,,2022-01-20 15:18:44.000,,,,,,,,,,,,,,,,,
669,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,14.0,33.0,1631.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],52.0,46.0,https://pypi.org/project/antialiased-cnns,1848.0,1848.0,,,,,,,,3.0,,2020-10-23 22:42:49.000,6.0,,,,,,,,,,,,,,,,
670,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,294.0,67.0,201.0,1.0,74.0,1571.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,27.0,265.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,,,,,,,
671,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,281.0,74.0,728.0,53.0,64.0,1565.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],4.0,,https://pypi.org/project/classy_vision,578.0,974.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18633.0,,,,,3.0,,2023-03-21 05:15:00.935,4.0,,,,,,,,,,,,,,,,
672,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,203.0,45.0,12.0,4.0,51.0,1553.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,21,False,,,,geffnet,,,,['pytorch'],202.0,202.0,https://pypi.org/project/geffnet,7060.0,7060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
673,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-09-15 04:35:29.000000,2023-09-15 04:35:29,906.0,,207.0,57.0,52.0,73.0,149.0,1519.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,21,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,505.0,537.0,,,,,,,,3.0,2733.0,,,,,,,,,,,,,,,,,,
674,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,359.0,62.0,47.0,37.0,72.0,1476.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56.000,1.0.0,5.0,anago,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/anago,210.0,210.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
675,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,67.0,51.0,23.0,75.0,1464.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,264.0,264.0,,,,,,,,3.0,,2020-08-25 09:32:37.000,,,,,,,,,,,,,,,,,
676,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-11-03 15:04:58.000000,2023-11-03 16:06:14,1169.0,2.0,118.0,28.0,68.0,1.0,29.0,1453.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,21,True,2023-08-19 14:26:10.000,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,7163.0,7163.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,
677,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,220.0,64.0,48.0,36.0,90.0,1251.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,34.0,https://pypi.org/project/tensorrec,221.0,221.0,,,,,,,,3.0,,2019-04-02 00:53:47.000,3.0,,,,,,,,,,,,,,,,
678,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,2.0,305.0,51.0,791.0,4.0,300.0,1194.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13.000,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,712.0,712.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,
679,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,66.0,29.0,31.0,12.0,1133.0,Anomaly Detection and Correlation library.,9.0,21,True,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,91.0,76.0,https://pypi.org/project/luminol,7559.0,7559.0,,,,,,,,3.0,,2017-12-11 06:04:15.000,15.0,,,,,,,,,,,,,,,,
680,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,60.0,1058.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,129.0,119.0,https://pypi.org/project/fastfm,649.0,654.0,,,,,,,,3.0,593.0,2017-11-23 06:59:56.000,10.0,,,,,,,,,,,,,,,,
681,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,246.0,48.0,46.0,26.0,127.0,1036.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,204.0,204.0,,,,,,,,3.0,,2019-04-19 05:28:27.000,,,,,,,,,,,,,,,,,
682,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,3.0,922.0,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3589.0,3577.0,https://pypi.org/project/nudepy,1395.0,1395.0,,,,,,,,3.0,,2020-11-23 13:49:17.000,12.0,,,,,,,,,,,,,,,,
683,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,181.0,24.0,58.0,10.0,27.0,914.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,21,False,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,,['tensorflow'],81.0,75.0,https://pypi.org/project/saliency,3088.0,3088.0,,,,,,,,3.0,,2022-06-14 18:11:08.000,6.0,,,,,,,,,,,,,,,,
684,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-12-12 19:09:25.594000,2023-11-09 15:26:22,727.0,2.0,139.0,16.0,100.0,27.0,230.0,904.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,21,True,2023-10-06 08:51:23.000,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,26877.0,32632.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-12-12 19:09:25.594,241723.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
685,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,4.0,23.0,805.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],404.0,392.0,https://pypi.org/project/iterative-stratification,43724.0,43724.0,,,,,,,,3.0,,2021-10-03 18:49:49.000,12.0,,,,,,,,,,,,,,,,
686,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-12-28 13:47:44.000000,2023-12-27 20:10:54,1135.0,48.0,123.0,30.0,951.0,15.0,50.0,748.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,21,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,519.0,519.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
687,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,60.0,23.0,47.0,10.0,17.0,725.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,21,True,2023-08-29 06:52:02.000,0.2.16,22.0,evojax,conda-forge/evojax,,,['jax'],20.0,18.0,https://pypi.org/project/evojax,499.0,1505.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,22150.0,,,,,3.0,,2023-08-29 06:52:02.000,2.0,,,,,,,,,,,,,,,,
688,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-12-21 14:57:46.000000,2023-10-17 14:50:08,1502.0,1.0,78.0,36.0,645.0,22.0,118.0,695.0,Scikit-learn style model finetuning for NLP.,22.0,21,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,11.0,https://pypi.org/project/finetune,39.0,39.0,,,,,,,,3.0,,2023-09-29 10:19:51.000,2.0,,,,,,,,,,,,,,,,
689,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-12-17 01:04:25.000000,2023-12-16 08:40:11,489.0,4.0,98.0,31.0,556.0,197.0,244.0,640.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2023-12-16 12:29:07.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,4367.0,4367.0,,,,,,,,3.0,,2023-08-29 16:27:32.000,1.0,,,,,,,,,,,,,,,,
690,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,105.0,30.0,1.0,13.0,3.0,632.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",604.0,596.0,https://pypi.org/project/combo,23435.0,23435.0,,,,,,,,3.0,,2022-04-02 16:20:07.000,8.0,,,,,,,,,,,,,,,,
691,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,301.0,591.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,59.0,58.0,https://pypi.org/project/neuraxle,206.0,206.0,,,,,,,,3.0,,2022-08-16 19:50:37.507,1.0,,,,,,,,,,,,,,,,
692,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,88.0,26.0,31.0,28.0,6.0,569.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],358.0,351.0,https://pypi.org/project/skope-rules,47335.0,47335.0,,,,,,,,3.0,,2020-01-25 12:01:37.000,7.0,,,,,,,,,,,,,,,,
693,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,29.0,31.0,5.0,24.0,556.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,48.0,46.0,https://pypi.org/project/seglearn,1273.0,1273.0,,,,,,,,3.0,,2021-03-13 16:18:30.000,2.0,,,,,,,,,,,,,,,,
