,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
732,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27,,327,78.0,1.0,17.0,7.0,2895,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],148.0,141.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1023.0,1023.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000000,2020-02-09 21:03:48,299,,398,110.0,80.0,67.0,48.0,2756,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,120.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,7347.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247,2.0,240,53.0,33.0,13.0,104.0,1771,"Reformer, the efficient Transformer, in Pytorch.",11.0,19,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,770.0,770.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-07-09 09:41:06.000000,2022-07-09 09:41:02,142,25.0,135,14.0,9.0,18.0,17.0,1085,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,19,True,2022-06-05 17:32:26.000,0.6.7,24.0,tez,,,,['pytorch'],35.0,33.0,https://pypi.org/project/tez,2022-06-05 17:32:26.000,2.0,2254.0,2254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271,,82,32.0,72.0,24.0,30.0,1036,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,65264.0,65264.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-07-03 19:08:30.000000,2022-06-21 09:55:30,89,9.0,59,34.0,12.0,12.0,17.0,980,A Graph Neural Network Library in Jax.,16.0,19,True,2022-06-06 13:32:58.000,0.0.5.de0,4.0,jraph,conda-forge/jraph,,,['jax'],30.0,28.0,https://pypi.org/project/jraph,2022-06-06 13:33:22.000,2.0,2244.0,2325.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,731.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79,,107,26.0,73.0,32.0,36.0,839,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,1.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,1.0,277868.0,278035.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,4676.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104,,114,30.0,25.0,21.0,34.0,701,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],37.0,35.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,643.0,643.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-07-14 06:00:29.000000,2022-07-14 06:00:28,399,2.0,204,29.0,37.0,36.0,20.0,659,An open source python library for scalable Bayesian optimisation.,13.0,19,True,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,41056.0,41056.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-07-22 14:51:24.000000,2022-06-02 15:52:39,1208,11.0,95,41.0,357.0,17.0,119.0,608,GPU accelerated signal processing.,38.0,19,True,2022-06-07 15:35:58.000,22.06.00,13.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-06-21 23:29:45.000000,2021-09-16 17:56:31,171,,129,31.0,73.0,7.0,54.0,533,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],16.0,13.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264,,64,40.0,16.0,17.0,22.0,522,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,1000.0,1000.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406,,47,61.0,6.0,16.0,24.0,427,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,25.0,24.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,443.0,443.0,,,,,,,,3.0,,8.0,,,,,,,,,,,,,,,,,,
745,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253,,83,20.0,52.0,22.0,17.0,391,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,19,False,2020-06-10 01:53:55.000,0.4.3,7.0,rrcf,,,,,40.0,38.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,2.0,8837.0,8837.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283,,65,23.0,47.0,13.0,19.0,361,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2233.0,2705.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,25494.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051,,28,10.0,121.0,42.0,150.0,341,Open source production model management tool for data scientists.,6.0,19,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-05-21 23:15:46.000000,2022-05-21 23:15:32,354,2.0,91,15.0,3.0,5.0,25.0,339,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,26.0,26.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,735.0,735.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-07-07 13:45:09.000000,2022-07-07 13:45:02,146,1.0,41,15.0,1.0,6.0,3.0,331,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,430.0,430.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,27001.0,27001.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42,,46,25.0,19.0,16.0,15.0,329,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],160.0,153.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,7857.0,7857.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38,,35,10.0,9.0,12.0,37.0,320,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,19,True,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,20.0,20.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,1733.0,1733.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371,,23,23.0,239.0,24.0,25.0,297,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,694.0,694.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-07-26 20:55:33.000000,2022-07-26 20:55:28,300,11.0,72,20.0,301.0,16.0,8.0,266,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,False,2022-07-20 07:10:02.266,0.40.0,26.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-05-27 17:07:20.000,,774.0,774.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2022-07-12 07:44:45.000000,2022-07-12 07:44:31,366,30.0,19,7.0,30.0,20.0,38.0,256,Streaming over lightweight data transformations.,4.0,19,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,35.0,32.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,190.0,190.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619,,62,27.0,29.0,26.0,108.0,239,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,622.0,1696.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,62413.0,,,,,3.0,,1604.0,,,,,,,,,,,,,,,,,,
756,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2022-07-28 14:20:54.000000,2022-07-28 14:19:09,231,22.0,60,20.0,228.0,20.0,43.0,227,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,29.0,19,False,2022-06-03 15:51:13.000,0.2.0,10.0,pipeline-dp,,,,,,,https://pypi.org/project/pipeline-dp,2022-06-03 15:53:33.000,,138.0,138.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-07-02 05:53:36.000000,2022-05-06 06:37:14,1184,10.0,32,13.0,47.0,7.0,52.0,161,Python Implementation and Extension of RDF2Vec.,6.0,19,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,,,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,,177.0,177.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2022-07-18 14:02:02.000000,2022-07-18 14:02:02,367,22.0,33,13.0,53.0,9.0,21.0,147,Represent trained machine learning models as Pyomo optimization formulations.,13.0,19,False,2022-01-21 16:05:52.000,0.3.1,6.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,15903.0,15903.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,Collie,ShopRunner/collie,recommender-systems,,https://github.com/ShopRunner/collie,https://github.com/ShopRunner/collie,BSD-3-Clause,2021-04-12 20:54:06.000,2022-07-16 23:47:33.000000,2022-07-16 23:47:33,177,15.0,20,22.0,37.0,7.0,5.0,90,"A library for preparing, training, and evaluating scalable deep learning hybrid recommender systems using PyTorch.",14.0,19,False,2022-07-16 23:55:27.773,1.2.2,8.0,collie,,,,['pytorch'],14.0,14.0,https://pypi.org/project/collie,2022-01-18 23:07:16.000,,182.0,182.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250,,736,334.0,58.0,2.0,,6301,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,55.0,62.0,,,,,,,,3.0,,184.0,,,,,,,,,,,,,,,,,,
761,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2022-02-06 17:34:49.000000,2022-02-06 17:34:49,427,,153,63.0,53.0,6.0,44.0,2986,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",19.0,18,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,,,https://pypi.org/project/igel,2021-11-19 16:44:23.000,,135.0,136.0,,,,,,,,3.0,,33.0,,,,,,,,,,,,,,,,,,
762,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22,,230,30.0,18.0,22.0,36.0,2316,A small package to create visualizations of PyTorch execution graphs.,6.0,18,False,,,,,,,,,729.0,729.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-06-21 21:47:21.000000,2019-10-02 23:26:11,132,,456,83.0,34.0,82.0,67.0,1621,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,70.0,70.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304,,96,18.0,25.0,15.0,23.0,1453,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,18,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],9.0,8.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,349.0,533.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,1290.0,,,,,3.0,,19.0,,,,,,,,,,,,,,,,,,
765,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-07-28 13:59:27.000000,2022-07-28 13:59:27,100,40.0,57,17.0,37.0,26.0,23.0,1279,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,11.0,18,True,2022-07-19 11:03:14.611,0.3.2,10.0,nebullvm,,,,,1.0,1.0,https://pypi.org/project/nebullvm,2022-06-28 23:21:00.000,,564.0,564.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-06-21 21:26:28.000000,2022-05-15 02:19:26,376,1.0,245,56.0,58.0,8.0,30.0,1247,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,27.0,27.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
767,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2022-07-26 10:32:13.000000,2022-07-22 08:46:15,319,16.0,66,10.0,24.0,4.0,11.0,808,Unifying Generative Autoencoder implementations in Python.,4.0,18,True,2022-07-22 09:08:02.360,0.0.6,6.0,pythae,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pythae,2022-07-05 08:11:05.000,,597.0,597.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2021-04-05 00:03:18.000000,2020-05-03 16:12:29,469,,112,33.0,42.0,16.0,11.0,791,"A program for financial portfolio management, analysis and optimisation.",9.0,18,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,,28.0,28.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,229.0,229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
769,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2022-06-14 09:21:13.000000,2022-06-07 10:14:23,277,8.0,69,8.0,14.0,20.0,46.0,674,A standard framework for modelling Deep Learning Models for tabular data.,10.0,18,True,2021-09-01 11:51:30.000,0.7.0,8.0,pytorch_tabular,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,1.0,1967.0,1967.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
770,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2022-07-06 20:29:24.000000,2021-04-11 07:50:00,405,,29,19.0,39.0,6.0,14.0,596,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,12.0,baikal,conda-forge/cython-blis,,,,4.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,395.0,40757.0,https://anaconda.org/conda-forge/cython-blis,2022-06-27 08:19:21.216,1614511.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
771,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2022-05-27 18:56:38.000000,2022-05-27 18:56:33,797,11.0,31,15.0,13.0,,17.0,525,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2022-05-04 20:51:15.000,3.1.1,25.0,opytimizer,,,,,7.0,7.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,143.0,143.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
772,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775,,131,59.0,72.0,18.0,71.0,520,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,12.0,12.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,81.0,81.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-07-28 16:33:16.000000,2022-07-28 16:33:16,499,11.0,89,33.0,102.0,12.0,50.0,518,TypeDB-ML is the Machine Learning integrations library for TypeDB.,8.0,18,True,2020-08-19 15:39:10.000,0.2.2,7.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,17.0,22.0,,,,,,,,3.0,,211.0,,,,,,,,,,,vaticle/typedb-ml,,,,,,,
774,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2022-07-27 19:55:38.000000,2022-07-27 19:55:38,93,11.0,35,10.0,8.0,9.0,16.0,488,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,18,True,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,,7.0,7.0,https://pypi.org/project/parallelformers,2021-12-29 21:47:16.000,,331.0,331.0,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,
775,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-07-13 13:04:26.000000,2022-07-13 13:03:52,255,5.0,85,15.0,13.0,10.0,65.0,456,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,18,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,3187.0,3187.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
776,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204,,79,23.0,18.0,7.0,20.0,415,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,247.0,247.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
777,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-26 18:03:18.000000,2022-04-17 14:49:12,264,,85,13.0,28.0,9.0,12.0,411,A library of metrics for evaluating recommender systems.,16.0,18,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,26.0,26.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,823.0,823.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
