,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,dnf_id,yay_id
667,Backtesting.py,kernc/backtesting.py,backtesting,,,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000000,2020-12-24 19:57:36.000000,2020-12-24 19:57:35.000000,217.0,20.0,161.0,857.0,214.0,2017-07-22 02:00:06.000000,0.0.1,1.0,Backtest trading strategies in Python.,,,8.0,17,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000000,,3121.0,3121.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
668,CrypTen,facebookresearch/CrypTen,crypten,,,privacy-ml,['pytorch'],https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000000,2020-12-23 00:12:22.000000,2020-12-23 00:12:14.000000,87.0,15.0,31.0,678.0,227.0,2020-04-21 13:59:37.000000,0.1,1.0,A framework for Privacy Preserving Machine Learning.,5.0,5.0,23.0,17,https://pypi.org/project/crypten,2020-02-05 18:53:03.000000,,187.0,187.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Hivemind,learning-at-home/hivemind,hivemind,,,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000000,2020-12-27 00:24:35.000000,2020-12-26 23:23:23.000000,28.0,14.0,17.0,630.0,286.0,2020-08-28 05:52:35.000000,0.8.2,5.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,2.0,1.0,8.0,17,https://pypi.org/project/hivemind,2020-08-28 16:00:22.000000,1.0,38.0,38.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
670,FairScale,facebookresearch/fairscale,fairscale,,,distributed-ml,['pytorch'],https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2020-12-24 00:41:13.000000,2020-12-24 00:24:56.000000,39.0,24.0,49.0,589.0,175.0,2020-12-02 04:51:42.000000,0.1.1,6.0,PyTorch extensions for high performance and large scale training.,1.0,1.0,16.0,17,https://pypi.org/project/fairscale,2020-12-02 04:49:42.000000,,495.0,495.0,,,,True,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
671,Norfair,tryolabs/norfair,norfair,,,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000000,2020-12-22 05:04:27.000000,2020-12-22 05:04:25.000000,37.0,5.0,11.0,583.0,242.0,2020-12-07 18:34:32.000000,0.1.8,9.0,Lightweight Python library for adding real-time 2D object tracking to any detector.,,,7.0,17,https://pypi.org/project/norfair,2020-12-07 18:34:32.000000,,246.0,246.0,,,,True,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
672,ADTK,arundo/adtk,adtk,,,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000000,2020-04-29 19:54:40.000000,2020-04-17 02:27:44.000000,70.0,20.0,30.0,576.0,78.0,2020-04-17 02:18:00.000000,0.6.2,13.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,,,11.0,17,https://pypi.org/project/adtk,2020-04-17 02:18:00.000000,,34087.0,34087.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
673,ThunderGBM,Xtra-Computing/thundergbm,thundergbm,,,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000000,2020-12-21 09:34:40.000000,2020-12-21 09:34:27.000000,71.0,17.0,26.0,571.0,605.0,2020-05-01 23:16:25.000000,0.3.16,24.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,,,10.0,17,https://pypi.org/project/thundergbm,2020-05-01 23:16:25.000000,,150.0,150.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
674,SKLL,EducationalTestingService/skll,skll,,,ml-experiments,['sklearn'],https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000000,2020-12-22 03:22:59.000000,2020-12-04 04:12:24.000000,62.0,43.0,325.0,517.0,,2020-03-13 17:22:26.000000,2.1,63.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,45.0,28.0,34.0,17,https://pypi.org/project/skll,2020-03-13 16:23:35.000000,17.0,440.0,440.0,,,,False,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,Performer Pytorch,lucidrains/performer-pytorch,performer-pytorch,,,pytorch-utils,['pytorch'],https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000000,2020-12-18 23:09:14.000000,2020-12-14 17:09:48.000000,58.0,15.0,29.0,420.0,,2020-12-14 17:10:37.000000,0.14.9,60.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,6.0,4.0,17,https://pypi.org/project/performer-pytorch,2020-12-13 20:20:46.000000,,1683.0,1683.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
676,DiCE,interpretml/DiCE,dice-ml,,,interpretability,"['tensorflow', 'pytorch']",https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000000,2020-12-15 13:12:57.000000,2020-12-15 13:12:50.000000,63.0,12.0,18.0,414.0,288.0,2020-09-22 06:31:10.000000,0.4,2.0,Generate Diverse Counterfactual Explanations for any machine learning model.,,,8.0,17,https://pypi.org/project/dice-ml,2020-09-22 06:57:33.000000,,167.0,167.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
677,kglib,graknlabs/kglib,grakn-kglib,,,graph,,https://github.com/graknlabs/kglib,https://github.com/graknlabs/kglib,Apache-2.0,2018-09-16 16:46:48.000000,2020-11-10 15:19:42.000000,2020-11-10 15:19:41.000000,68.0,10.0,49.0,379.0,486.0,2020-08-19 15:32:49.000000,0.2.2,7.0,Grakn Knowledge Graph Library (ML R&D).,,,7.0,17,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000000,,84.0,92.0,,,,True,3,206.0,,,,,,,,,,,,,,True,,,,,,,,,,,
678,Sematch,gsi-upm/sematch,sematch,,,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24.000000,99.0,14.0,19.0,336.0,122.0,2017-04-17 10:56:52.000000,1.0.4,5.0,semantic similarity framework for knowledge graph.,29.0,26.0,5.0,17,https://pypi.org/project/sematch,2017-04-17 10:56:52.000000,3.0,58.0,58.0,,,,False,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
679,datmo,datmo/datmo,datmo,,,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000000,2019-11-29 00:48:45.000000,2019-11-29 00:48:44.000000,27.0,42.0,149.0,331.0,1051.0,2018-12-07 06:01:12.000000,0.0.40,41.0,Open source production model management tool for data scientists.,5.0,5.0,6.0,17,https://pypi.org/project/datmo,2018-12-07 06:16:42.000000,,177.0,177.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Camphr,PKSHATechnology-Research/camphr,camphr,,,nlp,['spacy'],https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000000,2020-12-26 00:30:58.000000,2020-12-26 00:30:55.000000,15.0,13.0,14.0,320.0,1077.0,2020-12-25 08:53:36.000000,0.7.2,37.0,"spaCy plugin for Transformers , Udify, ELmo, etc.",,,7.0,17,https://pypi.org/project/camphr,2020-12-25 08:53:36.000000,,569.0,569.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
681,tick,X-DataInitiative/tick,tick,,,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000000,2020-08-11 12:36:43.000000,2020-06-15 12:01:36.000000,73.0,55.0,159.0,319.0,413.0,2019-09-11 11:25:15.000000,0.6,23.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",29.0,28.0,16.0,17,https://pypi.org/project/tick,2020-05-24 22:01:17.000000,1.0,728.0,731.0,,,,True,3,155.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,Case Recommender,caserec/CaseRecommender,caserecommender,,,recommender-systems,['sklearn'],https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000000,2020-05-26 22:44:05.000000,2020-05-26 22:44:05.000000,66.0,6.0,16.0,305.0,201.0,2019-08-20 13:38:02.000000,1.1.0,40.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,5.0,5.0,10.0,17,https://pypi.org/project/caserecommender,2019-08-20 13:42:28.000000,,187.0,187.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
683,apricot,jmschrei/apricot,apricot-select,,,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000000,2020-09-30 20:53:48.000000,2020-09-30 20:53:44.000000,28.0,3.0,10.0,299.0,151.0,2020-09-28 07:19:15.000000,0.6.0,13.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,9.0,9.0,2.0,17,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000000,,596.0,596.0,,,,True,3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
684,Orbit,uber/orbit,orbit-ml,,,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000000,2020-12-23 20:54:13.000000,2020-11-25 22:33:07.000000,12.0,22.0,140.0,291.0,571.0,2020-11-15 23:46:41.000000,1.0.9,9.0,Bayesian forecasting with object-oriented design and probabilistic models under the hood.,2.0,2.0,5.0,17,https://pypi.org/project/orbit-ml,2020-11-15 23:46:41.000000,,172.0,172.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
685,LOFO,aerdem4/lofo-importance,lofo-importance,,,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000000,2020-07-02 11:49:54.000000,2020-07-02 11:49:52.000000,40.0,1.0,10.0,287.0,24.0,2020-07-02 11:44:57.000000,0.2.6,9.0,Leave One Feature Out Importance.,3.0,3.0,3.0,17,https://pypi.org/project/lofo-importance,2020-07-02 11:44:57.000000,,216.0,216.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
686,ExplainX.ai,explainX/explainx,explainx,,,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000000,2020-12-23 22:59:24.000000,2020-12-23 18:51:51.000000,27.0,7.0,12.0,150.0,181.0,2020-10-23 17:30:47.000000,2.403,53.0,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,,,4.0,17,https://pypi.org/project/explainx,2020-12-07 22:26:30.000000,,833.0,833.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
687,ipyexperiments,stas00/ipyexperiments,ipyexperiments,,,gpu-utilities,['jupyter'],https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000000,2020-11-17 04:11:19.000000,2020-11-17 04:11:16.000000,9.0,,4.0,122.0,177.0,2020-11-16 07:08:34.000000,0.1.22,21.0,jupyter/ipython experiment containers for GPU and general RAM re-use.,4.0,2.0,3.0,17,https://pypi.org/project/ipyexperiments,2020-11-17 04:10:43.000000,2.0,274.0,274.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
688,nvidia-ml-py3,nicolargo/nvidia-ml-py3,nvidia-ml-py3,,,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000000,2019-03-06 20:41:10.000000,2019-03-06 20:41:09.000000,13.0,2.0,,59.0,5.0,,,1.0,Python 3 Bindings for the NVIDIA Management Library.,2380.0,2368.0,2.0,17,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000000,12.0,271864.0,271864.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
689,ReAgent,facebookresearch/ReAgent,,,,reinforcement-learning,['pytorch'],https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000000,2020-12-25 22:57:37.000000,2020-12-25 22:56:57.000000,372.0,20.0,73.0,2726.0,1046.0,,,,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",,,82.0,16,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
690,LIT,PAIR-code/lit,lit-nlp,,,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000000,2020-12-23 17:27:23.000000,2020-11-17 00:43:10.000000,219.0,25.0,27.0,2293.0,,2020-11-17 00:53:31.000000,0.2,4.0,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,,,10.0,16,https://pypi.org/project/lit-nlp,2020-11-17 00:52:37.000000,,259.0,259.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
691,automl-gs,minimaxir/automl-gs,automl_gs,,,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14.000000,157.0,26.0,6.0,1707.0,102.0,2019-04-05 06:51:04.000000,0.2.1,2.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",,,7.0,16,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000000,,41.0,41.0,,,,False,3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
692,Xcessiv,reiinakano/xcessiv,xcessiv,,,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15.000000,103.0,21.0,13.0,1256.0,316.0,2017-08-21 00:53:25.000000,0.5.1,34.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",2.0,1.0,6.0,16,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000000,1.0,72.0,72.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Lambda Networks,lucidrains/lambda-networks,lambda-networks,,,pytorch-utils,['pytorch'],https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30.000000,126.0,8.0,15.0,1225.0,,2020-11-18 08:18:54.000000,0.4.0,11.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",,,3.0,16,https://pypi.org/project/lambda-networks,2020-10-20 21:49:22.000000,,480.0,480.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
694,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperparameter-hunter,,,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000000,2020-10-21 17:39:45.000000,2020-10-21 17:39:43.000000,77.0,36.0,84.0,632.0,1095.0,2019-08-06 09:09:45.000000,3.0.0,16.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,1.0,,3.0,16,https://pypi.org/project/hyperparameter-hunter,2019-08-06 06:01:58.000000,1.0,95.0,103.0,,,,True,3,235.0,,,,,,,,,,,,,,,,,,,,,,,,,
695,lazydata,rstojnic/lazydata,lazydata,,,db-clients,,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000000,2019-02-13 18:15:09.000000,2018-10-12 11:40:26.000000,24.0,7.0,6.0,624.0,216.0,2018-09-18 21:24:41.000000,1.0.19,19.0,Lazydata: Scalable data dependencies for Python projects.,8.0,8.0,6.0,16,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000000,,58.0,58.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
696,cuGraph,rapidsai/cugraph,cugraph,,,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000000,2020-12-23 16:25:13.000000,2020-12-17 22:52:29.000000,129.0,92.0,445.0,598.0,,2020-12-10 21:54:44.000000,0.17.0,4.0,cuGraph - RAPIDS Graph Analytics Library.,,,52.0,16,https://pypi.org/project/cugraph,2019-04-04 15:31:02.000000,,62.0,62.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
697,SpeedTorch,Santosh-Gupta/SpeedTorch,SpeedTorch,,,gpu-utilities,['pytorch'],https://github.com/Santosh-Gupta/SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,MIT,2019-09-07 18:57:52.000000,2020-02-21 23:13:29.000000,2020-02-21 23:13:28.000000,35.0,3.0,2.0,590.0,170.0,2020-01-06 05:27:17.000000,0.1.6,14.0,Library for faster pinned CPU - GPU transfer in Pytorch.,5.0,3.0,3.0,16,https://pypi.org/project/SpeedTorch,2020-01-06 05:27:17.000000,2.0,139.0,139.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
698,XAI,EthicalML/xai,xai,,,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000000,2019-10-05 10:34:58.000000,2019-10-05 10:34:50.000000,79.0,4.0,2.0,545.0,83.0,2019-01-13 21:24:01.000000,0.0.4,4.0,XAI - An eXplainability toolbox for machine learning.,15.0,9.0,2.0,16,https://pypi.org/project/xai,2019-01-13 21:24:01.000000,6.0,164.0,164.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
699,AlphaPy,ScottfreeLLC/AlphaPy,alphapy,,,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000000,2020-09-06 12:58:26.000000,2020-09-06 12:58:25.000000,110.0,10.0,29.0,532.0,407.0,2020-08-29 18:48:20.000000,2.5.0,24.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",2.0,2.0,3.0,16,https://pypi.org/project/alphapy,2020-08-25 23:33:42.000000,,114.0,114.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
700,FlashTorch,MisaOgura/flashtorch,flashtorch,,,interpretability,['pytorch'],https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000000,2020-12-14 23:09:26.000000,2020-05-29 14:37:29.000000,65.0,6.0,21.0,519.0,126.0,2020-05-29 14:39:38.000000,0.1.3,12.0,Visualization toolkit for neural networks in PyTorch! Demo --.,6.0,6.0,2.0,16,https://pypi.org/project/flashtorch,2020-05-29 14:38:32.000000,,210.0,210.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
701,RLax,deepmind/rlax,rlax,,,reinforcement-learning,['jax'],https://github.com/deepmind/rlax,https://github.com/deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000000,2020-12-04 16:29:56.000000,2020-12-04 16:29:20.000000,36.0,3.0,3.0,519.0,100.0,2020-02-19 23:01:30.000000,0.1.0,3.0,A library of reinforcement learning building blocks in JAX.,9.0,9.0,10.0,16,https://pypi.org/project/rlax,2020-02-19 23:01:30.000000,,129.0,129.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Auto Tune Models,HDI-Project/ATM,atm,,,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58.000000,122.0,17.0,71.0,501.0,775.0,2019-07-30 09:28:26.000000,0.2.2,13.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",6.0,6.0,16.0,16,https://pypi.org/project/atm,2019-06-24 13:31:28.000000,,105.0,105.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
703,lightly,lightly-ai/lightly,lightly,,,image,['pytorch'],https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000000,2020-12-27 11:16:13.000000,2020-12-23 17:41:13.000000,18.0,15.0,17.0,380.0,251.0,2020-12-17 17:29:23.000000,1.0.7,10.0,A python library for self-supervised learning.,,,3.0,16,https://pypi.org/project/lightly,2020-12-17 17:31:29.000000,,373.0,373.0,,,,True,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
704,OpenRec,ylongqi/openrec,openrec,,,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000000,2020-11-13 17:47:17.000000,2020-02-19 07:57:17.000000,79.0,4.0,12.0,349.0,213.0,2018-11-13 17:55:55.000000,0.2.5,11.0,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,2.0,1.0,10.0,16,https://pypi.org/project/openrec,2019-09-11 20:21:21.000000,1.0,63.0,63.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
705,pdvega,altair-viz/pdvega,pdvega,,,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13.000000,28.0,16.0,10.0,339.0,177.0,,,1.0,Interactive plotting for Pandas using Vega-Lite.,48.0,46.0,9.0,16,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000000,2.0,120.0,120.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Pywick,achaiah/pywick,pywick,,,pytorch-utils,['pytorch'],https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000000,2020-11-17 16:44:11.000000,2020-09-24 19:20:06.000000,35.0,2.0,9.0,310.0,109.0,2020-01-20 22:14:21.000000,0.5.6,6.0,High-level batteries-included neural network training library for Pytorch.,2.0,2.0,4.0,16,https://pypi.org/project/pywick,2020-01-20 22:14:21.000000,,213.0,213.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
707,VizSeq,facebookresearch/vizseq,vizseq,,,nlp,,https://github.com/facebookresearch/vizseq,https://github.com/facebookresearch/vizseq,MIT,2019-08-26 13:19:38.000000,2020-12-13 18:55:58.000000,2020-12-13 18:55:54.000000,39.0,7.0,8.0,297.0,43.0,2020-08-07 01:13:52.000000,0.1.15,16.0,"An Analysis Toolkit for Natural Language Generation (Translation, Captioning, Summarization, etc.).",1.0,1.0,3.0,16,https://pypi.org/project/vizseq,2020-08-07 01:13:52.000000,,86.0,86.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Headliner,as-ideas/headliner,headliner,,,nlp,,https://github.com/as-ideas/headliner,https://github.com/as-ideas/headliner,MIT,2019-09-30 11:33:28.000000,2020-02-14 09:07:46.000000,2020-02-14 09:03:27.000000,37.0,1.0,13.0,218.0,276.0,2020-01-24 09:06:29.000000,1.0.2,30.0,Easy training and deployment of seq2seq models.,4.0,3.0,2.0,16,https://pypi.org/project/headliner,2020-01-24 09:06:29.000000,1.0,390.0,390.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Transistor,bomquote/transistor,transistor,,,web-scraping,,https://github.com/bomquote/transistor,https://github.com/bomquote/transistor,MIT,2018-11-12 15:25:51.000000,2020-12-12 22:37:59.000000,2020-08-16 21:52:05.000000,17.0,60.0,3.0,206.0,198.0,2020-08-03 20:20:32.000000,0.2.4,7.0,"Transistor, a Python web scraping framework for intelligent use cases.",,,3.0,16,https://pypi.org/project/transistor,2020-08-03 20:12:39.000000,,101.0,103.0,,,,True,3,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
710,Muda,bmcfee/muda,muda,,,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000000,2020-09-01 19:21:10.000000,2020-07-20 20:00:17.000000,30.0,5.0,44.0,172.0,291.0,2019-11-15 15:46:21.000000,0.4.1,11.0,A library for augmenting annotated audio data.,8.0,7.0,6.0,16,https://pypi.org/project/muda,2019-11-15 15:46:21.000000,1.0,117.0,117.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
711,elegy,poets-ai/elegy,elegy,,,ml-frameworks,"['keras', 'jax']",https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,Apache-2.0,2020-06-30 14:00:37.000000,2020-12-27 09:21:41.000000,2020-12-25 14:22:01.000000,10.0,15.0,34.0,140.0,252.0,2020-12-17 15:44:27.000000,0.3.0,15.0,Elegy is a Neural Networks framework based on Jax and inspired by Keras.,,,11.0,16,https://pypi.org/project/elegy,2020-12-17 15:41:58.000000,,225.0,225.0,,,,False,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
712,Larq Compute Engine,larq/compute-engine,larq-compute-engine,,,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000000,2020-12-17 15:03:12.000000,2020-12-17 15:03:10.000000,18.0,21.0,86.0,119.0,438.0,2020-09-21 13:31:57.000000,0.4.3,11.0,Highly optimized inference engine for Binarized Neural Networks.,1.0,1.0,13.0,16,https://pypi.org/project/larq-compute-engine,2020-09-21 17:41:53.000000,,659.0,671.0,,,,False,3,123.0,,,,,,,,,,,,,,,,,,,,,,,,,
713,dabl,amueller/dabl,dabl,,,others,['sklearn'],https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000000,2020-12-24 02:46:52.000000,2020-07-08 16:14:41.000000,7.0,1.0,,61.0,252.0,2020-02-04 18:25:16.000000,0.1.9,10.0,Data Analysis Baseline Library.,,,18.0,16,https://pypi.org/project/dabl,2020-09-25 18:14:54.000000,,1966.0,1966.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
714,tinygrad,geohot/tinygrad,,,,pytorch-utils,['pytorch'],https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000000,2020-12-27 14:58:52.000000,2020-12-27 14:58:51.000000,401.0,9.0,50.0,3742.0,445.0,,,,You like pytorch? You like micrograd? You love tinygrad!.,,,41.0,15,,,,,,,,,True,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
