,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id
608,scikit-rebate,EpistasisLab/scikit-rebate,,others,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000000,2020-08-21 15:39:02.000000,2020-07-18 19:05:12.000000,55,15.0,17.0,302,281.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,True,2017-04-12 16:12:01.000000,0.3.4,11.0,skrebate,,,,['sklearn'],148.0,117.0,https://pypi.org/project/skrebate,2020-07-18 19:16:45.000000,31.0,1168.0,1168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
609,Submit it,facebookincubator/submitit,,distributed-ml,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000000,2021-01-15 15:08:42.000000,2021-01-15 15:08:17.000000,17,9.0,14.0,290,42.0,Python 3.6+ toolbox for submitting jobs to Slurm.,9.0,20,True,2020-11-19 12:53:49.000000,1.1.5,8.0,submitit,conda-forge/submitit,,,,75.0,75.0,https://pypi.org/project/submitit,2020-12-01 08:14:16.000000,0.0,2129.0,2286.0,https://anaconda.org/conda-forge/submitit,2020-11-19 14:06:58.416000,788.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
610,sklearn-evaluation,edublancas/sklearn-evaluation,,interpretability,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000000,2020-12-28 15:14:00.000000,2020-12-28 15:10:09.000000,25,8.0,27.0,286,504.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",5.0,20,True,2020-12-28 15:14:25.000000,0.5.4,16.0,sklearn-evaluation,,,,['sklearn'],28.0,26.0,https://pypi.org/project/sklearn-evaluation,2020-12-28 15:13:44.000000,2.0,207.0,207.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
611,rrcf,kLabUM/rrcf,,others,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39.000000,65,16.0,17.0,277,253.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,20,True,2020-06-10 01:53:55.000000,0.4.3,7.0,rrcf,,,,,15.0,15.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000000,,2074.0,2074.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
612,impyute,eltonlaw/impyute,,others,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000000,2020-06-12 21:08:40.000000,2019-10-05 20:39:08.000000,41,26.0,36.0,265,289.0,Data imputations library to preprocess datasets with missing data.,9.0,20,False,2019-04-29 02:31:32.000000,0.0.8,8.0,impyute,,,,,76.0,75.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000000,1.0,1767.0,1767.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
613,fletcher,xhochy/fletcher,,data-containers,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2021-01-10 14:41:21.000000,2020-12-29 11:55:14.000000,32,33.0,39.0,207,509.0,Pandas ExtensionDType/Array backed by Apache Arrow.,23.0,20,True,2020-12-29 11:55:52.000000,0.7.1,14.0,fletcher,conda-forge/fletcher,,,['pandas'],3.0,3.0,https://pypi.org/project/fletcher,2020-12-07 20:33:59.000000,0.0,273.0,884.0,https://anaconda.org/conda-forge/fletcher,2020-12-29 14:05:18.481000,18317.0,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,,,
614,StaticFrame,InvestmentSystems/static-frame,,data-containers,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000000,2021-01-16 19:01:40.000000,2021-01-16 19:01:17.000000,20,33.0,236.0,206,2230.0,"The StaticFrame library defines the Series and Frame, immutable data structures for one- and two-dimensional..",14.0,20,True,2021-01-12 19:32:36.000000,0.7.13,96.0,static-frame,conda-forge/static-frame,,,,5.0,5.0,https://pypi.org/project/static-frame,2021-01-12 19:31:15.000000,,1075.0,3693.0,https://anaconda.org/conda-forge/static-frame,2021-01-12 21:46:54.764000,60218.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
615,Auto ViML,AutoViML/Auto_ViML,,hyperopt,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000000,2021-01-15 14:52:54.000000,2021-01-15 14:48:07.000000,52,3.0,13.0,197,284.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2021-01-04 21:54:14.000000,0.1.677,126.0,autoviml,,,,,13.0,13.0,https://pypi.org/project/autoviml,2021-01-15 14:52:54.000000,,515.0,515.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
616,scikit-posthocs,maximtrp/scikit-posthocs,,probabilistics,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000000,2020-10-19 08:16:22.000000,2020-10-19 08:16:21.000000,18,4.0,31.0,169,430.0,Pairwise Multiple Comparisons (Post Hoc) Tests in Python.,7.0,20,True,2020-10-12 19:15:07.000000,0.6.6,20.0,scikit-posthocs,,,,['sklearn'],103.0,100.0,https://pypi.org/project/scikit-posthocs,2020-10-12 19:06:51.000000,3.0,7845.0,7845.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,
617,stop-words,Alir3z4/python-stop-words,,nlp,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000000,2019-10-16 15:01:43.000000,2018-07-23 21:04:09.000000,20,3.0,9.0,121,90.0,Get list of common stop words in various languages in Python.,8.0,20,False,2018-07-23 20:58:34.000000,2018.7.23,8.0,stop-words,,,,,1266.0,1062.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000000,204.0,39419.0,39419.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
618,graph-nets,deepmind/graph_nets,,graph,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47.000000,716,9.0,102.0,4746,47.0,Build Graph Nets in Tensorflow.,10.0,19,True,2020-01-29 16:00:25.000000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000000,7.0,716.0,716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
619,Qlib,microsoft/qlib,,financial-data,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000000,2021-01-17 12:11:35.000000,2021-01-14 10:42:33.000000,563,54.0,47.0,3680,,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",27.0,19,True,2020-12-12 09:59:16.000000,0.6.1,15.0,pyqlib,,,,['pytorch'],,,https://pypi.org/project/pyqlib,2020-12-12 09:59:16.000000,,1882.0,1930.0,,,,,,,,3.0,192.0,,,,,,,,,,,,,,,,,,,,
620,AdaBound,Luolc/AdaBound,,pytorch-utils,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45.000000,317,16.0,7.0,2826,27.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000000,0.0.5,4.0,adabound,,,,['pytorch'],100.0,94.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000000,6.0,852.0,852.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
621,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-01-16 06:11:54.000000,2021-01-10 09:04:27.000000,363,70.0,139.0,2655,410.0,A high performance and generic framework for distributed DNN training.,16.0,19,True,2020-08-27 15:42:13.000000,0.2.4,7.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2020-11-04 00:05:46.000000,,52.0,102.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,958.0,3.0,,,,,,,,,,,,,,,,,,,,,
622,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,,graph,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000000,2021-01-15 20:57:46.000000,2020-12-18 18:07:13.000000,358,31.0,99.0,2644,141.0,Generate embeddings from large-scale graph-structured data.,19.0,19,True,2019-10-14 16:45:11.000000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],4.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000000,4.0,230.0,234.0,,,,,,,,3.0,101.0,,,,,,,,,,,,,,,,,,,,
623,vit-pytorch,lucidrains/vit-pytorch,,image,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000000,2021-01-12 14:55:45.000000,2021-01-12 14:55:45.000000,194,22.0,37.0,2241,,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",4.0,19,True,2021-01-11 18:49:51.000000,0.6.6,24.0,vit-pytorch,,,,['pytorch'],4.0,4.0,https://pypi.org/project/vit-pytorch,2021-01-11 18:49:51.000000,,1239.0,1239.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
624,Apache Singa,apache/singa,,distributed-ml,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000000,2021-01-15 17:57:15.862000,2021-01-15 13:09:22.000000,571,49.0,32.0,2166,2265.0,a distributed deep learning platform.,70.0,19,True,2020-04-21 08:01:08.000000,3.0.0,14.0,,nusdbsystem/singa,apache/singa,,,,,,,,,7.0,https://anaconda.org/nusdbsystem/singa,2021-01-15 17:57:15.862000,249.0,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,2.0,165.0,3.0,,,,,,,,,,,,,,,,,,,,,
625,DeepWalk,phanein/deepwalk,,graph,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000000,2020-04-02 01:05:36.000000,2020-04-02 01:05:35.000000,755,29.0,78.0,2158,46.0,DeepWalk - Deep Learning for Graphs.,10.0,19,False,2018-04-29 21:05:18.000000,1.0.3,4.0,deepwalk,,,,,42.0,35.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000000,7.0,1189.0,1189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
626,Kashgari,BrikerMan/Kashgari,,nlp,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2020-12-09 02:13:33.000000,2020-10-29 08:08:00.000000,377,32.0,300.0,2002,,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,19.0,19,True,2020-10-30 12:37:01.000000,2.0.1,23.0,kashgari-tf,,,,['tensorflow'],20.0,19.0,https://pypi.org/project/kashgari-tf,2019-06-26 12:27:50.000000,1.0,124.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
627,Coach,IntelLabs/coach,,reinforcement-learning,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000000,2020-12-21 12:46:30.000000,2020-12-15 08:02:16.000000,374,80.0,181.0,1893,512.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,34.0,19,True,2019-10-10 14:17:10.000000,1.0.1,13.0,rl_coach,,,,,1.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000000,1.0,120.0,120.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
628,HiPlot,facebookresearch/hiplot,,data-viz,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000000,2021-01-11 09:04:54.000000,2021-01-11 08:56:16.000000,89,6.0,41.0,1888,110.0,HiPlot makes understanding high dimensional data easy.,6.0,19,True,2020-11-30 11:40:56.000000,0.1.22,33.0,hiplot,conda-forge/hiplot,,,,2.0,2.0,https://pypi.org/project/hiplot,2020-12-23 15:11:20.000000,0.0,1878.0,5589.0,https://anaconda.org/conda-forge/hiplot,2020-12-23 17:16:15.884000,40826.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
629,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2021-01-17 02:19:44.000000,2021-01-16 01:37:30.000000,300,629.0,880.0,1885,,cuML - RAPIDS Machine Learning Library.,121.0,19,True,2020-12-10 21:50:49.000000,0.17.0,5.0,cuml,,,,,,,https://pypi.org/project/cuml,2019-04-11 16:57:48.000000,,283.0,283.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
630,tf-quant-finance,google/tf-quant-finance,,financial-data,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000000,2021-01-15 14:00:09.000000,2021-01-15 14:00:00.000000,248,9.0,10.0,1418,612.0,High-performance TensorFlow library for quantitative finance.,29.0,19,True,,,20.0,tf-quant-finance,,,,['tensorflow'],4.0,4.0,https://pypi.org/project/tf-quant-finance,2020-09-18 21:02:09.000000,,105.0,105.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
631,DLTK,DLTK/DLTK,,medical-data,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000000,2021-01-15 01:31:30.000000,2019-01-21 14:01:28.000000,380,7.0,24.0,1233,379.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,19,False,,,5.0,dltk,,,,['tensorflow'],17.0,17.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000000,,47.0,47.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
632,doc2text,jlsutherland/doc2text,,ocr,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26.000000,92,12.0,9.0,1226,62.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,True,2016-09-06 21:59:21.000000,0.2.4,5.0,doc2text,,,,,32.0,32.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000000,,226.0,226.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
633,Sweetviz,fbdesignpro/sweetviz,,data-viz,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000000,2020-12-10 14:32:35.000000,2020-12-10 14:30:47.000000,134,21.0,43.0,1195,77.0,"Visualize and compare datasets, target values and associations, with one line of code.",6.0,19,True,2020-12-10 14:32:35.000000,2.0.4,22.0,sweetviz,,,,,,,https://pypi.org/project/sweetviz,2020-12-10 14:32:35.000000,,7221.0,7221.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
634,TaskTiger,closeio/tasktiger,,data-pipelines,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000000,2021-01-14 19:17:24.000000,2020-12-17 16:07:11.000000,58,30.0,31.0,1038,250.0,Python task queue using Redis.,19.0,19,True,2019-10-29 19:32:58.000000,0.10.1,22.0,tasktiger,,,,,28.0,19.0,https://pypi.org/project/tasktiger,2020-06-18 22:08:56.000000,9.0,329.0,329.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
635,Torch Points 3D,nicolas-chaulet/torch-points3d,,image,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000000,2021-01-16 15:27:28.000000,2021-01-15 17:51:56.000000,148,41.0,152.0,999,1569.0,Pytorch framework for doing deep learning on point clouds.,19.0,19,True,2020-12-18 10:33:50.000000,1.2.0,13.0,torch-points3d,,,,['pytorch'],2.0,2.0,https://pypi.org/project/torch-points3d,2020-12-18 10:34:16.000000,,269.0,269.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
636,gplearn,trevorstephens/gplearn,,others,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000000,2020-02-15 08:12:38.000000,2020-02-15 08:12:17.000000,151,28.0,114.0,903,146.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,19,True,2019-06-01 02:04:52.000000,0.4.1,5.0,gplearn,,,,['sklearn'],130.0,123.0,https://pypi.org/project/gplearn,2019-06-01 02:04:52.000000,7.0,998.0,998.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
637,Databolt Flow,d6t/d6tflow,,data-pipelines,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000000,2021-01-01 18:15:45.000000,2020-12-19 21:46:11.000000,64,5.0,11.0,891,106.0,Python library for building highly effective data science workflows.,10.0,19,True,2020-10-19 04:14:45.000000,0.2.2,19.0,d6tflow,,,,,12.0,12.0,https://pypi.org/project/d6tflow,2020-12-19 22:37:20.000000,,164.0,164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
638,geoplotlib,andrea-cuttone/geoplotlib,,geospatial-data,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000000,2020-04-10 20:00:31.000000,2019-05-06 07:06:50.000000,144,23.0,18.0,887,159.0,python toolbox for visualizing geographical data and making maps.,8.0,19,False,2016-07-27 14:55:01.000000,0.3.2,4.0,geoplotlib,,,,,95.0,86.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000000,9.0,720.0,720.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
639,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,,pytorch-utils,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000000,2021-01-14 11:53:14.000000,2021-01-14 11:53:13.000000,71,3.0,14.0,875,610.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,5.0,19,True,2021-01-14 10:42:46.000000,0.4.1,19.0,pytorch_toolbelt,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_toolbelt,2021-01-14 10:42:46.000000,1.0,6415.0,6415.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
640,Paddle Graph Learning,PaddlePaddle/PGL,,graph,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000000,2020-12-29 02:54:01.000000,2020-12-14 07:02:53.000000,115,14.0,28.0,873,349.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,17.0,19,True,2020-12-18 16:59:53.000000,2.0.0a,6.0,pgl,,,,['paddle'],11.0,9.0,https://pypi.org/project/pgl,2020-11-20 06:23:47.000000,2.0,528.0,528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
641,TensorFrames,databricks/tensorframes,,distributed-ml,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2020-11-13 17:47:02.000000,2019-11-15 21:43:53.000000,159,51.0,43.0,768,221.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,19,False,2018-11-16 20:50:02.000000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,,4568.0,4568.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
642,tffm,geffy/tffm,,tensorflow-utils,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000000,2020-05-22 21:40:58.000000,2020-05-22 21:40:57.000000,173,17.0,20.0,754,106.0,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,19,True,2018-01-27 11:43:26.000000,1.0.1,2.0,tffm,,,,['tensorflow'],10.0,9.0,https://pypi.org/project/tffm,2018-01-27 11:43:26.000000,1.0,1221.0,1221.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
643,TabNet,dreamquark-ai/tabnet,,pytorch-utils,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000000,2021-01-12 20:42:57.000000,2021-01-12 18:17:44.000000,138,31.0,96.0,739,164.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,17.0,19,True,2021-01-12 18:18:02.000000,3.1.0,16.0,pytorch-tabnet,,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,2021-01-12 18:18:02.000000,,2346.0,2346.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
644,YouTokenToMe,vkcom/youtokentome,,nlp,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000000,2020-10-01 23:24:11.000000,2020-02-13 09:49:37.000000,42,21.0,20.0,707,76.0,Unsupervised text tokenizer focused on computational efficiency.,6.0,19,True,2020-02-13 09:57:47.000000,1.0.6,14.0,youtokentome,,,,,100.0,94.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000000,6.0,5422.0,5422.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
645,TF Recommenders,tensorflow/recommenders,,recommender-systems,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000000,2021-01-15 18:35:29.000000,2021-01-15 18:35:18.000000,71,36.0,43.0,690,,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,17.0,19,True,2020-12-22 19:24:59.000000,0.3.2,7.0,tensorflow-recommenders,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/tensorflow-recommenders,2020-12-22 19:24:59.000000,,3332.0,3332.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
646,mlens,flennerhag/mlens,,others,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53.000000,81,8.0,73.0,668,879.0,ML-Ensemble high performance ensemble learning.,7.0,19,True,2018-10-30 22:34:35.000000,0.2.3,14.0,mlens,,,,,99.0,99.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000000,,1038.0,1038.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
647,Test Tube,williamFalcon/test-tube,,hyperopt,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000000,2020-04-11 20:36:36.000000,2020-03-17 22:44:47.000000,59,23.0,21.0,647,642.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,True,2019-12-01 00:47:35.000000,0.7.4,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000000,5.0,8955.0,8955.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,
648,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-01-16 08:58:48.000000,2021-01-16 00:56:20.000000,43,30.0,56.0,637,202.0,PyTorch extensions for high performance and large scale training.,18.0,19,True,2021-01-07 18:59:10.000000,0.1.4,8.0,fairscale,,,,['pytorch'],2.0,2.0,https://pypi.org/project/fairscale,2021-01-07 18:16:47.000000,,1232.0,1232.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
649,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-01-16 14:06:24.000000,2021-01-13 10:51:34.000000,65,27.0,65.0,627,601.0,Time series forecasting with PyTorch.,11.0,19,True,2021-01-12 21:10:06.000000,0.8.2,23.0,pytorch-forecasting,,,,,,,https://pypi.org/project/pytorch-forecasting,2021-01-12 21:10:06.000000,,2895.0,2895.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
650,NGT,yahoojapan/NGT,,nn-search,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2021-01-16 05:48:57.000000,2021-01-16 05:45:04.000000,67,8.0,66.0,607,116.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,10.0,19,True,2021-01-12 23:33:02.000000,1.12.3,46.0,ngt,,,,,3.0,,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,3.0,2941.0,2941.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
651,matrixprofile-ts,target/matrixprofile-ts,,time-series-data,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42.000000,90,19.0,33.0,604,198.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,True,2019-08-08 01:24:38.000000,0.0.9,9.0,matrixprofile-ts,,,,,11.0,11.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000000,,2524.0,2524.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
652,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-01-07 23:27:00.000000,2020-11-15 13:39:20.000000,28,4.0,11.0,569,393.0,A graph-based functional API for building complex scikit-learn pipelines.,1.0,19,True,2020-05-17 12:40:17.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,,3.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,,31.0,17604.0,https://anaconda.org/conda-forge/cython-blis,2020-12-07 11:23:01.451000,386626.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
