,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
659,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,112.0,26.0,23.0,57.0,35.0,603.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,447.0,425.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,22.0,10064.0,10523.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,18820.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
660,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2023-11-18 04:12:38.000000,2021-01-30 21:50:02,249.0,,129.0,22.0,19.0,8.0,29.0,587.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],156.0,151.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,11164.0,11164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2024-05-02 14:24:25.000000,2024-05-02 14:23:46,346.0,4.0,85.0,7.0,20.0,,89.0,544.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code...,18.0,22,True,2024-02-10 13:12:00.000,0.5.7,162.0,featurewiz,,,,,69.0,67.0,https://pypi.org/project/featurewiz,2024-02-10 13:12:00.000,2.0,7169.0,7169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2024-03-21 11:25:40.000000,2021-12-19 09:41:43,133.0,,57.0,10.0,21.0,14.0,37.0,539.0,Joyplots in Python with matplotlib & pandas.,8.0,22,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,385.0,376.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,13504.0,13912.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,25349.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-04-28 13:30:54.000000,2024-03-25 11:54:23,1755.0,52.0,66.0,7.0,216.0,47.0,81.0,501.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,20.0,22,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,27.0,26.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,1008.0,1013.0,,,,,,,,3.0,152.0,,,,,,,,,,,,,,,,,,,
664,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-03-19 15:52:10.000000,2024-03-19 15:52:03,1216.0,2.0,64.0,7.0,208.0,18.0,109.0,500.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],254.0,249.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,3049.0,3049.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-04-15 06:19:14.000000,2024-04-15 06:19:14,282.0,5.0,105.0,13.0,130.0,18.0,138.0,472.0,A Python library for dynamic classifier and ensemble selection.,17.0,22,True,2024-04-12 03:07:31.000,0.3.7,6.0,deslib,,,,['sklearn'],50.0,47.0,https://pypi.org/project/deslib,2024-04-12 03:07:31.000,3.0,1720.0,1720.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-04-14 12:59:12.000000,2023-03-05 00:16:57,419.0,,99.0,36.0,276.0,71.0,173.0,468.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,77.0,75.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,1497.0,1500.0,,,,,,,,3.0,307.0,,,,,,,,,,,,,,,,,,,
667,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-05-01 02:15:11.000000,2024-05-01 02:14:09,660.0,2.0,62.0,30.0,457.0,13.0,91.0,370.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18.000,4.0.0,40.0,vega,conda-forge/vega,,,['jupyter'],87.0,4.0,https://pypi.org/project/vega,2023-04-12 02:09:01.110,83.0,14552.0,20702.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,584333.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-04-27 16:26:42.000000,2024-04-27 16:26:42,258.0,7.0,27.0,9.0,5.0,21.0,60.0,313.0,Multiple Imputation with LightGBM in Python.,8.0,22,True,2023-11-16 02:24:03.000,5.7.0,45.0,miceforest,conda-forge/miceforest,,,,132.0,127.0,https://pypi.org/project/miceforest,2023-11-16 02:24:03.000,5.0,25563.0,25925.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,12308.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
669,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,12.0,9.0,4.0,12.0,230.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,1107.0,1061.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,46.0,102616.0,103999.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,59469.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,,646.0,94.0,150.0,98.0,103.0,8363.0,The user analytics platform for LLMs.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,819.0,819.0,,,,,,,,3.0,,,nebuly-ai/nebuly,,,,,,,,,,,,,,,,,
671,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-04-24 23:28:34.000000,2020-04-18 19:15:25,24.0,,1107.0,141.0,44.0,34.0,10.0,8327.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,21,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],48.0,46.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,1005.0,1005.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,,1170.0,96.0,48.0,391.0,284.0,6280.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,21,True,,,1.0,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,46.0,46.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2024-03-12 17:57:31.000000,2023-08-15 07:38:22,956.0,,542.0,166.0,46.0,37.0,28.0,4291.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,2.0,718.0,718.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,454.0,165.0,120.0,22.0,112.0,2929.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,236.0,236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,73.0,2.0,18.0,7.0,2909.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],204.0,196.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,8.0,1555.0,1555.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,61.0,106.0,27.0,56.0,2110.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,21,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1245.0,1245.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,251.0,54.0,35.0,15.0,105.0,2056.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,8171.0,8171.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
678,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-30 02:43:49.000000,2023-08-10 17:09:47,309.0,,158.0,23.0,33.0,31.0,31.0,1906.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],29.0,28.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,376.0,532.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4489.0,,,,,3.0,92.0,,,,,,,,,,,,,,,,,,,
679,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,197.0,30.0,423.0,11.0,163.0,1653.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
680,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-04-19 09:46:18.000000,2020-12-17 06:57:15,932.0,,293.0,66.0,202.0,5.0,74.0,1585.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,29.0,247.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13117.0,3.0,,,,,,,,,,,,,,,,,,,,
681,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,278.0,71.0,728.0,51.0,64.0,1582.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,False,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],4.0,,https://pypi.org/project/classy_vision,2023-03-21 05:15:00.935,4.0,591.0,963.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,19392.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1551.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,1.0,1842.0,1842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,272.0,65.0,51.0,23.0,75.0,1477.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,372.0,372.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-04-17 19:59:55.000000,2024-04-17 19:59:46,779.0,6.0,182.0,18.0,262.0,77.0,94.0,1273.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,21,True,2023-10-26 11:36:48.000,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",6.0,,https://pypi.org/project/dice-ml,2023-10-27 03:54:06.000,6.0,59090.0,59090.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,220.0,63.0,48.0,36.0,90.0,1258.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,323.0,323.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,61.0,1066.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,123.0,121.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,2.0,528.0,533.0,,,,,,,,3.0,602.0,,,,,,,,,,,,,,,,,,,
687,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,251.0,48.0,46.0,26.0,127.0,1056.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,309.0,309.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,53.0,86.0,64.0,206.0,1019.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:50:18.000,1.0.6,41.0,calamari_ocr,,,,,5.0,,https://pypi.org/project/calamari_ocr,2023-08-18 11:50:18.000,5.0,1973.0,1973.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1005.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],83.0,79.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,170.0,170.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:58:29.000000,2024-02-13 05:55:37,305.0,2.0,90.0,18.0,73.0,18.0,44.0,955.0,Audio processing by using pytorch 1D convolution network.,15.0,21,True,2024-02-13 05:58:29.000,0.3.3,40.0,nnAudio,,,,,178.0,174.0,https://pypi.org/project/nnAudio,2024-02-13 05:58:29.000,4.0,11928.0,11928.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-03-29 10:21:35.000000,2023-03-29 07:39:45,85.0,,84.0,26.0,55.0,36.0,28.0,943.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,21,False,2020-02-13 09:57:47.000,1.0.6,14.0,youtokentome,conda-forge/youtokentome,,,,23.0,,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000,23.0,43963.0,45328.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,43680.0,,,,,3.0,,,,,,,,,,,,,-2.0,,,,,,,
692,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-05-01 04:05:18.000000,2024-04-25 03:40:02,286.0,110.0,51.0,11.0,59.0,4.0,19.0,890.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",14.0,21,True,2024-04-25 03:41:41.000,3.0.2,34.0,uform,,,,['pytorch'],7.0,6.0,https://pypi.org/project/uform,2024-04-25 03:41:41.000,1.0,1349.0,1364.0,,,,,,,,3.0,233.0,,,,,,,,,,,,,,,,,,,
693,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,76.0,6.0,5.0,4.0,23.0,827.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],441.0,428.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,13.0,27115.0,27115.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,38.0,46.0,43.0,49.0,797.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,100.0,91.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,553.0,553.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,78.0,26.0,162.0,51.0,62.0,761.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,21,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,,['jax'],55.0,51.0,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,551.0,551.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,144.0,25.0,19.0,26.0,5.0,737.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],632.0,618.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,14.0,47881.0,48048.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,7200.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-04-20 08:47:50.000000,2024-03-27 18:40:09,1505.0,2.0,79.0,34.0,656.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,21,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,11.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,244.0,244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
698,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,106.0,30.0,1.0,13.0,3.0,632.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",628.0,620.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,8.0,27005.0,27005.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,53.0,29.0,12.0,11.0,15.0,631.0,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,243.0,189.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,54.0,13419.0,13419.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,313.0,597.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,61.0,60.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,290.0,290.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
701,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,94.0,26.0,32.0,35.0,6.0,590.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],388.0,380.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,23713.0,23713.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
