,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
656,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,79.0,137.0,760.0,Google maps for Jupyter notebooks.,16.0,22,False,2019-07-21 08:49:48.715,0.9.0,96.0,gmaps,conda-forge/gmaps,,['jupyter'],,10885.0,18.0,,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,13.0,6395.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,337796.0,3.0,,,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,5.0,652.0,,,,,,,,,,,,
657,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-08-25 07:39:58.000000,2024-07-23 12:43:38,1508.0,3.0,80.0,34.0,674.0,22.0,118.0,700.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,"['tensorflow', 'sklearn']",,873.0,14.0,12.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,873.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
658,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2024-03-15 12:50:01.000000,2018-12-04 14:43:25,32.0,,88.0,21.0,9.0,25.0,41.0,684.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,22,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,,['jupyter'],,29618.0,476.0,466.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,10.0,29589.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2987.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
659,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2023-11-18 04:12:38.000000,2021-01-30 21:50:02,249.0,,131.0,22.0,20.0,9.0,30.0,598.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,['sklearn'],,11899.0,171.0,166.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,11899.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
660,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-07-08 19:15:42.000000,2024-07-08 19:11:02,771.0,4.0,63.0,17.0,114.0,8.0,48.0,570.0,A simplified framework and utilities for PyTorch.,23.0,22,False,2024-07-08 19:12:54.000,1.17.2,38.0,poutyne,,,['pytorch'],,4055.0,147.0,142.0,https://pypi.org/project/poutyne,2024-07-08 19:15:42.000,5.0,4055.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
661,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2024-07-09 19:44:12.000000,2024-05-11 10:43:02,331.0,,100.0,26.0,8.0,1.0,33.0,520.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,9.0,22,True,2024-05-11 10:46:51.000,0.1.800,146.0,autoviml,,,,,5004.0,29.0,26.0,https://pypi.org/project/autoviml,2024-05-11 10:46:51.000,3.0,5004.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
662,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-08-18 17:30:50.000000,2023-03-05 00:16:57,419.0,,102.0,36.0,276.0,72.0,173.0,486.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,22,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,377.0,1606.0,83.0,81.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,1602.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
663,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,15.0,98.0,28.0,34.0,41.0,15.0,475.0,A python library for Bayesian time series modeling.,7.0,22,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,pydlm,,,,,23947.0,38.0,36.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,23947.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
664,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2024-08-12 09:24:26.000000,2024-08-12 09:24:26,399.0,5.0,102.0,18.0,9.0,7.0,49.0,453.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,22,True,2024-06-08 21:33:50.000,0.0.18,18.0,chefboost,,,,,4284.0,59.0,59.0,https://pypi.org/project/chefboost,2024-06-08 21:33:50.000,,4284.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
665,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-08-19 11:40:22.000000,2023-02-01 10:38:52,3728.0,,60.0,28.0,110.0,33.0,184.0,369.0,scalable audio processing framework and server written in Python.,22.0,22,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,416.0,18.0,18.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,,416.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
666,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,,49.0,14.0,712.0,217.0,204.0,283.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,22,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,741.0,116.0,108.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,741.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
667,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,12.0,9.0,4.0,12.0,237.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,88701.0,1251.0,1194.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,57.0,87014.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,79316.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
668,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,7.0,20.0,5.0,9.0,155.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,107743.0,2398.0,2354.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,107743.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
669,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-08-13 19:13:05.000000,2024-08-13 19:09:33,193.0,2.0,1190.0,95.0,50.0,395.0,287.0,6525.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,33.0,21,True,,,1.0,pyslowfast,,,['pytorch'],,57.0,17.0,17.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
670,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,820.0,229.0,111.0,57.0,622.0,4921.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,1531.0,20.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
671,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000000,2021-06-02 09:45:13,150.0,,742.0,102.0,35.0,107.0,113.0,4615.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,21,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,,['tensorflow'],,4830.0,5.0,,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4827.0,,,,3.0,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,240.0,,,,,,,,,,,,,,,,,,,
672,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2024-05-20 22:36:46.000000,2023-08-15 07:38:22,956.0,,567.0,168.0,47.0,35.0,28.0,4491.0,High-performance TensorFlow library for quantitative finance.,47.0,21,False,,,30.0,tf-quant-finance,,,['tensorflow'],,763.0,3.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,3.0,763.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
673,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,85.0,180.0,108.0,161.0,3620.0,A high performance and generic framework for distributed DNN training.,21.0,21,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,,153.0,2.0,2.0,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,132.0,,,,3.0,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1347.0,,,,,,,,,,,,,,,,,,,
674,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,330.0,72.0,2.0,20.0,7.0,2904.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,['pytorch'],,2432.0,210.0,207.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,2432.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
675,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,126.0,225.0,90.0,183.0,2324.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,169.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,169.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
676,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,370.0,84.0,4.0,5.0,18.0,2208.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,276.0,50.0,50.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,276.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
677,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,249.0,54.0,35.0,16.0,105.0,2100.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,['pytorch'],,11881.0,,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,11881.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
678,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-08-15 19:08:06.000000,2024-08-15 19:08:06,312.0,1.0,163.0,24.0,34.0,33.0,31.0,1970.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",12.0,21,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,['pytorch'],115.0,608.0,30.0,29.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,444.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,5375.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
679,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,281.0,30.0,41.0,34.0,176.0,1851.0,A library for graph deep learning research.,50.0,21,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,421.0,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,421.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
680,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,2.0,159.0,18.0,74.0,24.0,41.0,1777.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,21,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,['pytorch'],,2401.0,31.0,31.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,2401.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
681,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000000,2022-11-13 04:54:45,1941.0,,197.0,29.0,424.0,11.0,163.0,1665.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,['pytorch'],,117.0,,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
682,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,200.0,38.0,7.0,15.0,33.0,1655.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,['pytorch'],,6611.0,66.0,60.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,6611.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
683,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-04-01 08:11:14.000000,2024-04-01 08:11:13,912.0,,211.0,56.0,52.0,80.0,149.0,1562.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,37.0,21,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,2865.0,855.0,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,825.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
684,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,101.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,3096.0,23.0,23.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,3096.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
685,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,65.0,51.0,23.0,75.0,1492.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,534.0,36.0,36.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
686,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,352.0,60.0,47.0,37.0,71.0,1480.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,['tensorflow'],,302.0,39.0,33.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,302.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
687,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,101.0,36.0,13.0,24.0,1426.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,['tensorflow'],,168.0,32.0,32.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,168.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
688,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,222.0,64.0,48.0,40.0,90.0,1275.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,['tensorflow'],,372.0,36.0,36.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,372.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
689,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000000,2020-04-17 02:27:44,79.0,,144.0,25.0,77.0,51.0,36.0,1082.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,21,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,230303.0,5.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,5.0,230141.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8795.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
690,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,205.0,27.0,61.0,52.0,61.0,1075.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,759.0,935.0,126.0,123.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,3.0,929.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
691,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,251.0,48.0,46.0,26.0,127.0,1069.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,['tensorflow'],,512.0,29.0,29.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,512.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
692,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1003.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,['tensorflow'],,276.0,87.0,83.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,276.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
693,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-09-24 19:35:07.000000,2024-09-24 19:34:39,295.0,2.0,248.0,46.0,18.0,11.0,91.0,853.0,Data compression in TensorFlow.,21.0,21,True,2024-08-07 20:25:13.000,2.17.0,26.0,tensorflow-compression,,,['tensorflow'],,2632.0,2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,2632.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
694,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,3.0,23.0,843.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,['sklearn'],,24178.0,493.0,478.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,15.0,24178.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
695,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,39.0,840.0,python partial dependence plot toolbox.,7.0,21,False,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,14845.0,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,14497.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,21587.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
696,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,37.0,46.0,43.0,49.0,819.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,680.0,107.0,98.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,680.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
697,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,78.0,26.0,162.0,51.0,62.0,768.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,21,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,['jax'],,569.0,59.0,55.0,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,569.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
698,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-07-28 01:04:48.000000,2024-07-22 10:16:42,493.0,1.0,112.0,34.0,561.0,211.0,246.0,756.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-06-14 12:19:07.000,24.06.00,16.0,merlin-core,,,,,9425.0,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,9425.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
