,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
750,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-05-26 20:26:46.000000,2021-09-16 17:56:31,171.0,,129,31.0,72.0,7.0,54.0,525,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,['tensorflow'],,90.0,15.0,12.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,90.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
751,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64,40.0,16.0,17.0,22.0,519,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,703.0,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,703.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
752,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-06-02 08:44:09.000000,2022-03-16 14:38:31,280.0,1.0,68,18.0,65.0,7.0,43.0,509,An intuitive library to extract features from time series.,14.0,19,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,4100.0,36.0,36.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,4100.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
753,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-05-02 19:33:52.000000,2022-02-13 22:22:57,250.0,,83,15.0,13.0,10.0,62.0,435,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,19,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,1438.0,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,1438.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
754,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,46,59.0,6.0,15.0,24.0,421,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,8.0,417.0,23.0,22.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,417.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
755,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253.0,,82,20.0,52.0,22.0,17.0,380,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,19,False,2020-06-10 01:53:55.000,0.4.3,7.0,rrcf,,,,10598.0,38.0,36.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,2.0,10598.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
756,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-06-07 15:31:52.000000,2022-06-07 15:26:07,3262.0,62.0,33,10.0,1.0,,80.0,361,Deep Learning PyTorch.,1.0,19,True,2022-04-29 10:38:40.000,0.2.3,21.0,carefree-learn,,['pytorch'],,106.0,2.0,2.0,https://pypi.org/project/carefree-learn,2022-04-29 10:38:40.000,,106.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
757,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,65,23.0,47.0,13.0,19.0,359,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,['sklearn'],,3094.0,40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2629.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24691.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
758,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-05-24 23:30:03.000000,2022-05-05 21:05:43,847.0,32.0,16,9.0,114.0,4.0,56.0,339,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,19,False,2022-05-05 21:11:21.000,3.0.5,54.0,bodywork,,,,580.0,10.0,10.0,https://pypi.org/project/bodywork,2022-05-05 21:11:21.000,,580.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
759,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,331,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,['mxnet'],,3203.0,153.0,146.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,3203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
760,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-04-11 14:23:30.000000,2022-04-11 14:23:27,145.0,1.0,41,14.0,1.0,6.0,3.0,323,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,33627.0,426.0,426.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,33627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
761,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,48,11.0,60.0,15.0,41.0,310,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,19,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,1688.0,23.0,21.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,2.0,1688.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
762,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,23.0,239.0,24.0,25.0,296,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,632.0,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,632.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
763,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,48,26.0,38.0,7.0,10.0,281,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,"['sklearn', 'spark']",,43211.0,12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,43211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
764,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-05-27 17:07:20.000000,2022-05-26 22:42:51,297.0,15.0,69,19.0,295.0,16.0,8.0,258,Tensorflows Fairness Evaluation and Visualization Toolkit.,31.0,19,False,2022-05-27 17:07:20.000,0.39.0,25.0,fairness-indicators,,"['tensorflow', 'jupyter']",,617.0,,,https://pypi.org/project/fairness-indicators,2022-05-27 17:07:20.000,,617.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
765,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,62,26.0,29.0,26.0,107.0,236,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,1602.0,2052.0,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,996.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,60212.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
766,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-06-09 07:32:56.000000,2022-05-06 06:37:14,1184.0,30.0,31,13.0,38.0,5.0,52.0,158,Python Implementation and Extension of RDF2Vec.,6.0,19,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,183.0,,,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,,183.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
767,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250.0,,736,332.0,58.0,2.0,,6264,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,172.0,97.0,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,91.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
768,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48,299.0,,395,110.0,79.0,67.0,48.0,2738,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,['pytorch'],,114.0,,,,,,,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,6885.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
769,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,227,30.0,18.0,21.0,36.0,2257,A small package to create visualizations of PyTorch execution graphs.,6.0,18,True,,,,,,,,,685.0,685.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
770,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,2.0,459,155.0,142.0,77.0,27.0,1931,Deep Learning Pipelines for Apache Spark.,17.0,18,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,['spark'],,,22.0,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
771,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-05-26 20:25:21.000000,2019-10-02 23:26:11,132.0,,454,83.0,33.0,82.0,67.0,1613,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,107.0,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,107.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
772,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269.0,,75,53.0,23.0,22.0,8.0,1589,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,18,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,282.0,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,282.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
773,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2022-06-08 23:04:32.000000,2022-05-24 23:48:09,791.0,3.0,64,10.0,774.0,125.0,65.0,1573,Version control for machine learning.,17.0,18,True,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,500.0,,,https://pypi.org/project/keepsake,2021-03-11 21:15:01.000,,500.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
774,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-05-26 20:20:37.000000,2022-05-15 02:19:26,376.0,1.0,242,57.0,57.0,8.0,30.0,1239,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,30.0,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
775,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-06-05 17:33:34.000000,2022-06-05 17:33:34,121.0,36.0,131,13.0,6.0,16.0,17.0,1036,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,18,True,2022-06-03 04:53:58.000,0.6.6,23.0,tez,,['pytorch'],,727.0,29.0,27.0,https://pypi.org/project/tez,2022-06-05 17:32:26.000,2.0,727.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
776,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:48.000000,2021-09-28 02:59:00,266.0,,71,22.0,18.0,10.0,13.0,940,Python library for building highly effective data science workflows.,12.0,18,True,2021-10-06 00:53:48.000,0.2.5,21.0,d6tflow,,,,266.0,20.0,20.0,https://pypi.org/project/d6tflow,2021-10-06 00:53:48.000,,266.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
777,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2021-04-05 00:03:18.000000,2020-05-03 16:12:29,469.0,,108,33.0,42.0,16.0,11.0,774,"A program for financial portfolio management, analysis and optimisation.",9.0,18,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,272.0,27.0,27.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,272.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
778,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2022-05-11 10:03:15.285000,2021-04-11 07:50:00,405.0,,29,19.0,38.0,6.0,14.0,594,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,11.0,baikal,conda-forge/cython-blis,,,39510.0,4.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,468.0,https://anaconda.org/conda-forge/cython-blis,2022-05-11 10:03:15.285,1522642.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
779,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,131,59.0,72.0,18.0,71.0,520,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,124.0,11.0,11.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
780,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,79,23.0,18.0,7.0,20.0,407,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,['sklearn'],,165.0,10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,165.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
781,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-06-07 04:47:17.000000,2022-06-07 04:47:12,275.0,2.0,73,14.0,124.0,16.0,129.0,403,A Python library for dynamic classifier and ensemble selection.,14.0,18,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,['sklearn'],,560.0,28.0,26.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,560.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
782,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-05-27 11:41:06.000000,2022-05-23 17:26:29,339.0,8.0,26,13.0,145.0,30.0,66.0,373,A High Level API for Deep Learning in JAX.,17.0,18,True,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,"['tensorflow', 'jax']",,754.0,,,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,754.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
783,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-06-01 09:00:03.000000,2022-05-18 11:53:38,1815.0,35.0,46,11.0,189.0,14.0,84.0,337,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,16.0,18,True,2022-04-12 08:55:43.000,0.1.0rc5,9.0,pykale,,['pytorch'],,44.0,,,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,44.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
784,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,66,20.0,93.0,25.0,18.0,291,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,"['sklearn', 'pandas']",5.0,6059.0,11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000,11.0,6059.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
785,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-05-14 23:27:44.000000,2022-05-14 23:27:29,615.0,1.0,33,12.0,60.0,3.0,52.0,269,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,['tensorflow'],,391.0,25.0,24.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,391.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
786,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-06-07 15:07:07.000000,2022-06-07 15:07:04,141.0,2.0,24,10.0,8.0,1.0,10.0,231,scikit-learn wrappers for Python fastText.,9.0,18,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,['sklearn'],,1472.0,12.0,12.0,https://pypi.org/project/skift,2022-02-14 13:44:18.000,,1472.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
787,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,34,12.0,36.0,7.0,44.0,209,A library for augmenting annotated audio data.,7.0,18,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,180.0,15.0,14.0,https://pypi.org/project/muda,2021-12-15 16:53:25.527,1.0,180.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
788,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2022-01-08 18:08:26.920000,2022-01-07 13:32:00,148.0,,359,73.0,29.0,34.0,20.0,8041,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",14.0,17,False,2021-10-19 13:33:43.000,0.1.3,4.0,prettymaps,conda-forge/prettymaps,,,231.0,5.0,5.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,195.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:26.920,182.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
789,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2022-04-27 04:22:32.000000,2022-01-28 07:38:03,142.0,,541,71.0,49.0,22.0,154.0,4190,Model parallel transformers in JAX and Haiku.,23.0,17,True,,,,,,['jax'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
790,Mara Pipelines,mara/mara-pipelines,data-pipelines,,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000,2022-06-06 18:54:15.000000,2022-04-30 18:07:06,142.0,1.0,94,56.0,54.0,24.0,14.0,1919,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",17.0,17,True,2021-01-23 22:34:03.000,3.1.2,7.0,mara-pipelines,,,,400.0,9.0,9.0,https://pypi.org/project/mara-pipelines,2022-05-29 20:09:09.000,,400.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
791,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,155,46.0,3.0,12.0,15.0,1503,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,17,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,['pytorch'],,101.0,6.0,6.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,101.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
792,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,260,51.0,13.0,20.0,13.0,1462,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,,,73.0,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,44.0,,,,3.0,,tobegit3hub/advisor,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1664.0,,,,,,,,,,,,,,,,,,
793,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-06-07 17:38:44.000000,2022-06-07 17:38:44,80.0,29.0,55,15.0,19.0,23.0,15.0,1183,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,7.0,17,True,2022-04-30 16:58:31.000,0.2.2,7.0,nebullvm,,,,595.0,1.0,1.0,https://pypi.org/project/nebullvm,2022-05-10 08:12:09.000,,595.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
794,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2022-06-09 05:30:28.000000,2022-04-19 03:40:55,617.0,50.0,92,28.0,86.0,6.0,14.0,802,An autoML framework & toolkit for machine learning on graphs.,13.0,17,True,2022-04-22 06:08:57.000,0.3.1,3.0,auto-graph-learning,,['pytorch'],,1.0,,,https://pypi.org/project/auto-graph-learning,2020-12-23 08:05:25.000,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
795,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,64,19.0,21.0,29.0,50.0,620,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,88.0,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,88.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
