,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
675,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,438.0,166.0,120.0,14.0,112.0,2926.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,,,229.0,229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
676,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,361.0,86.0,4.0,3.0,18.0,2145.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,49.0,48.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,382.0,382.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
677,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1646.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,84.0,84.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
678,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-21 21:25:55.000000,2024-01-21 21:25:55,370.0,2.0,140.0,18.0,70.0,17.0,35.0,1612.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,16.0,21,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],20.0,20.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1563.0,1563.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
679,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,281.0,74.0,728.0,53.0,64.0,1569.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],4.0,,https://pypi.org/project/classy_vision,2023-03-21 05:15:00.935,4.0,634.0,1016.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18754.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
680,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-01-29 06:34:18.000000,2024-01-29 06:20:56,908.0,2.0,208.0,57.0,52.0,74.0,149.0,1529.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,36.0,21,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,,,257.0,288.0,,,,,,,,3.0,2745.0,,,,,,,,,,,,,,,,,,
681,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,358.0,62.0,47.0,37.0,72.0,1474.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56.000,1.0.0,5.0,anago,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/anago,,,319.0,319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
682,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,66.0,51.0,23.0,75.0,1465.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,480.0,480.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
683,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,398.0,102.0,36.0,11.0,24.0,1416.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,284.0,284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
684,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2024-02-19 23:42:32.000000,2022-08-31 13:13:15,103.0,,83.0,41.0,15.0,8.0,27.0,1288.0,A Graph Neural Network Library in Jax.,17.0,21,False,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],154.0,141.0,https://pypi.org/project/jraph,2022-08-12 15:25:29.659,13.0,7540.0,7692.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4270.0,,,,,3.0,,,,google-deepmind/jraph,,,,,,,,,,,,,,,
685,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,219.0,64.0,48.0,36.0,90.0,1250.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,247.0,247.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
686,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,1.0,108.0,37.0,25.0,17.0,114.0,1161.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18.000,2.1.6,79.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2023-12-06 05:33:15.000,8.0,5681.0,5681.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
687,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,60.0,1059.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,129.0,119.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,10.0,570.0,575.0,,,,,,,,3.0,596.0,,,,,,,,,,,,,,,,,,
688,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,48.0,46.0,26.0,127.0,1045.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,178.0,178.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
689,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:58:29.000000,2024-02-13 05:55:37,305.0,2.0,89.0,18.0,73.0,18.0,44.0,933.0,Audio processing by using pytorch 1D convolution network.,15.0,21,True,2024-02-13 05:58:29.000,0.3.3,40.0,nnAudio,,,,,163.0,159.0,https://pypi.org/project/nnAudio,2024-02-13 05:58:29.000,4.0,6980.0,6980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
690,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-02-21 01:44:13.000000,2024-02-01 21:38:56,330.0,1.0,160.0,29.0,110.0,80.0,56.0,872.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,8.0,2.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,2471.0,52280.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2130891.0,,,,,3.0,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,2.0,1380.0,,,,,,,,,,
691,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,38.0,46.0,43.0,49.0,783.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,98.0,89.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,399.0,399.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
692,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,2.0,78.0,26.0,162.0,51.0,62.0,755.0,,26.0,21,False,2023-11-06 22:17:30.000,1.8.0,9.0,objax,,,,['jax'],49.0,49.0,https://pypi.org/project/objax,,,580.0,580.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
693,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,127.0,30.0,29.0,21.0,34.0,755.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,21,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],45.0,43.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,303.0,303.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
694,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,144.0,25.0,19.0,26.0,5.0,734.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],614.0,600.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,14.0,41335.0,41493.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,6343.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
695,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-02-21 00:34:45.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,35.0,651.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,21,True,2019-01-18 20:10:51.000,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,,,167.0,167.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
696,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-01-23 13:21:05.000000,2024-01-15 01:52:35,490.0,3.0,105.0,31.0,557.0,197.0,245.0,652.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,3705.0,3705.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
697,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,106.0,30.0,1.0,13.0,3.0,633.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",611.0,603.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,8.0,20002.0,20002.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
698,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,302.0,594.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,61.0,60.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,282.0,282.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
699,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,29.0,31.0,5.0,24.0,561.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,49.0,47.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1099.0,1099.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
700,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,13.0,15.0,549.0,A library of metrics for evaluating recommender systems.,20.0,21,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,49.0,49.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,9984.0,9984.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,
701,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,54.0,11.0,20.0,13.0,37.0,526.0,Joyplots in Python with matplotlib & pandas.,6.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,353.0,344.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,8918.0,9328.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,24216.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
702,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,484.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,102.0,94.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,4431.0,4431.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,
703,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-12-15 16:29:56.000000,2023-12-15 16:28:41,2274.0,1.0,41.0,12.0,11.0,9.0,52.0,483.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,21,True,2023-11-01 10:40:28.000,4.6.0,75.0,hyperactive,,,,,32.0,27.0,https://pypi.org/project/hyperactive,2023-10-24 14:03:36.000,5.0,2394.0,2396.0,,,,,,,,3.0,131.0,,,,,,,,,,,,,,,,,,
704,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-02-04 00:13:12.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,223.0,15.0,40.0,479.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,,"['pandas', 'spark']",22.0,20.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,18282.0,18285.0,,,,,,,,3.0,138.0,,,,,,,,,,,,,,,,,,
705,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-02-21 16:02:19.000000,2024-02-09 08:58:23,1699.0,42.0,67.0,6.0,205.0,47.0,79.0,471.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,23.0,22.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,749.0,755.0,,,,,,,,3.0,150.0,,,,,,,,,,,,,,,,,,
706,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,78.0,24.0,12.0,48.0,49.0,414.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,127.0,113.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,5108.0,5108.0,,,,,,,,3.0,90.0,,,,,,,,,,,,,,,,,,
707,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-01-23 19:59:46.000000,2024-01-23 19:52:41,5593.0,14.0,90.0,15.0,740.0,28.0,435.0,404.0,Lightwood is Legos for Machine Learning.,44.0,21,False,2024-01-10 21:22:19.000,23.12.4.0,202.0,lightwood,,,,['pytorch'],2.0,,https://pypi.org/project/lightwood,2023-12-25 13:15:52.000,2.0,4879.0,4879.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
708,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,10.0,9.0,2.0,9.0,395.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],1048.0,1042.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,174450.0,174450.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
709,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,52.0,24.0,231.0,57.0,195.0,378.0,Studio: Simplify and expedite model building process.,24.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,554.0,554.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
710,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,48.0,11.0,37.0,28.0,37.0,344.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,223.0,217.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,6.0,3789.0,3789.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
711,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,33.0,18.0,6.0,18.0,21.0,306.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],86.0,85.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,1.0,1180.0,1180.0,,,,,,,,3.0,,,,google-deepmind/launchpad,,,,,,,,,,,,,,,
712,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-02-20 23:39:45.000000,2024-02-20 23:25:36,644.0,29.0,10.0,22.0,332.0,41.0,78.0,280.0,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2024-02-15 15:41:38.000,1.6.4,70.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,3.0,,https://pypi.org/project/vegafusion-jupyter,2024-02-15 15:16:40.000,1.0,2227.0,7237.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-02-16 14:04:11.481,96052.0,,,,,3.0,5054.0,,,hex-inc/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-02-15 15:26:03.286,2.0,632.0,,,,,,,,,,
713,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-01-18 11:58:52.000000,2024-01-18 11:58:51,626.0,5.0,68.0,28.0,31.0,30.0,113.0,258.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,12.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,12.0,1483.0,3594.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,83793.0,,,,,3.0,1855.0,,,,,,,,,,,,,,,,,,
714,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,542.0,167.0,45.0,37.0,28.0,4201.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,2.0,764.0,764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
715,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,87.0,180.0,108.0,161.0,3543.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,101.0,124.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1325.0,3.0,,,,,,,,,,,,,,,,,,,
716,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,97.0,16.0,53.0,17.0,3359.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,145.0,138.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,577.0,577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
717,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,167.0,66.0,54.0,6.0,44.0,3078.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,187.0,187.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,
718,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,316.0,59.0,242.0,173.0,110.0,3047.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3074.0,3087.0,,,,,,,,3.0,672.0,,,,,,,,,,,,,,,,,,
