,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
737,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-10-12 15:09:33.000000,2024-10-12 15:08:21,367.0,13.0,98.0,20.0,151.0,36.0,99.0,649.0,pyspark methods to enhance developer productivity.,32.0,19,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],95.0,88.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,,0.0,,,,,,,,3.0,45.0,mrpowers-io/quinn,,,,,,,,,,-7.0,,,,,,,,,
738,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2024-10-23 06:29:06.515000,2021-04-11 07:50:00,405.0,,29.0,18.0,42.0,6.0,18.0,592.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,19,False,2020-11-15 13:40:18.000,0.4.2,16.0,baikal,conda-forge/cython-blis,,,,15.0,14.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,521.0,46519.0,https://anaconda.org/conda-forge/cython-blis,2024-10-23 06:29:06.515,2345929.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
739,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-11-09 11:50:38.000000,2024-11-09 11:50:38,1794.0,16.0,75.0,10.0,220.0,49.0,83.0,564.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,24.0,19,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,40.0,39.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,,7.0,,,,,,,,3.0,267.0,,,,,,,,,,,,,,,,,,,,
740,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,138.0,55.0,72.0,18.0,71.0,527.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,19,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,23.0,23.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,497.0,497.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
741,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000000,2024-03-19 15:52:03,1216.0,,67.0,7.0,211.0,20.0,109.0,522.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,19,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],299.0,294.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
742,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-11-27 12:27:25.000000,2023-03-05 00:16:57,419.0,,109.0,36.0,277.0,85.0,174.0,494.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,19,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,89.0,87.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,,4.0,,,,,,,,3.0,398.0,,,,,,,,,,,,,,,,,,,,
743,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,1.0,98.0,28.0,34.0,41.0,15.0,478.0,A python library for Bayesian time series modeling.,7.0,19,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,pydlm,,,,,39.0,37.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,40847.0,40847.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
744,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,32.0,16.0,148.0,40.0,66.0,470.0,A High Level API for Deep Learning in JAX.,18.0,19,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",56.0,56.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,1049.0,1049.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
745,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-11-29 19:00:19.000000,2024-09-24 15:52:47,3054.0,16.0,64.0,12.0,269.0,11.0,112.0,444.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,25.0,19,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
746,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-11-21 16:43:52.000000,2024-04-26 20:31:49,327.0,,79.0,25.0,347.0,26.0,10.0,343.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,36.0,19,True,2024-04-26 21:27:16.000,0.46.0,31.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2024-04-26 21:27:16.000,,2180.0,2180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
747,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000000,2024-09-29 23:43:33,584.0,453.0,43.0,13.0,64.0,3.0,57.0,332.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,True,2024-06-13 05:28:35.000,2.0.11,36.0,ivis,,,,['tensorflow'],38.0,36.0,https://pypi.org/project/ivis,2024-06-13 05:28:35.000,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
748,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,37.0,18.0,6.0,19.0,21.0,314.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,19,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],3.0,,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,1559.0,1559.0,,,,,,,,3.0,,google-deepmind/launchpad,,,,,,,,,,,,,,,,,,,
749,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,19,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,450.0,448.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,959.0,963.0,,,,,,,,3.0,429.0,,,,,,,,,,,,,,,,,,,,
750,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,891.0,112.0,51.0,46.0,160.0,6306.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
751,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-12-05 12:22:09.000000,2024-12-05 12:22:02,714.0,11.0,439.0,40.0,869.0,149.0,119.0,3348.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,89.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
752,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,419.0,106.0,83.0,67.0,48.0,2994.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,99.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8916.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
753,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,101.0,54.0,55.0,48.0,2946.0,Quickly search over billions of images.,19.0,18,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,,,,,,,,,,3.0,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,,
754,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,331.0,71.0,2.0,19.0,7.0,2908.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,18,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],215.0,212.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
755,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,281.0,31.0,41.0,35.0,176.0,1895.0,A library for graph deep learning research.,50.0,18,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
756,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,458.0,80.0,36.0,83.0,68.0,1700.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,229.0,229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
757,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,99.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,18,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,24.0,24.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
758,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,254.0,52.0,13.0,20.0,13.0,1548.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,18,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,358.0,377.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1697.0,3.0,,,,,,,,,,,,,,,,,,,,,
759,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109.0,55.0,34.0,22.0,13.0,1268.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,18,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,4.0,3.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,417.0,417.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
760,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-10-24 08:18:17.000000,2024-10-24 08:17:36,836.0,1.0,323.0,50.0,798.0,11.0,300.0,1212.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,18,True,2023-03-03 07:51:00.411,3.1.34,85.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,2023-03-03 07:51:00.411,,,0.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,,,
761,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,214.0,65.0,29.0,31.0,12.0,1191.0,Anomaly Detection and Correlation library.,9.0,18,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,83.0,81.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
762,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,93.0,33.0,72.0,31.0,30.0,1107.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,18,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],2.0,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,2.0,6394.0,6394.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
763,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000000,2020-04-17 02:27:44,79.0,,147.0,25.0,77.0,50.0,37.0,1105.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,18,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,5.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,5.0,,161.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,9215.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
764,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:51:28.000000,2024-03-20 19:28:51,85.0,,191.0,24.0,58.0,12.0,27.0,957.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,18,True,2024-03-20 19:51:28.000,0.2.1,12.0,saliency,,,,['tensorflow'],121.0,113.0,https://pypi.org/project/saliency,2024-03-20 19:51:28.000,8.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
765,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,40.0,845.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,,340.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,22162.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
766,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:19:50.000000,2024-01-16 09:12:58,32.0,,85.0,13.0,35.0,3.0,25.0,818.0,Leave One Feature Out Importance.,6.0,18,True,2024-01-16 09:19:50.000,0.3.4,14.0,lofo-importance,,,,,39.0,35.0,https://pypi.org/project/lofo-importance,2024-01-16 09:19:50.000,4.0,3098.0,3098.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
767,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,37.0,12.0,13.0,8.0,16.0,797.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,18,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],48.0,48.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,1336.0,1435.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,3765.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
768,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,102.0,20.0,58.0,2.0,13.0,777.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,18,False,2021-10-13 21:04:12.000,2.0.8,119.0,caer,,,https://caer.rtfd.io,,2.0,,https://pypi.org/project/caer,2021-10-13 21:04:12.000,2.0,10398.0,10398.0,,,,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,,
769,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-08-20 13:45:17.000000,2024-05-05 11:51:05,300.0,,115.0,20.0,26.0,2.0,87.0,737.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",13.0,18,True,2024-05-05 11:51:57.000,0.0.92,39.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2024-05-05 11:51:57.000,,11523.0,11523.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
770,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65.0,17.0,21.0,29.0,50.0,675.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,18,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,5.0,5.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,659.0,659.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
771,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-07-30 21:34:45.000000,2021-09-16 17:56:31,171.0,,150.0,34.0,84.0,16.0,55.0,633.0,Code for the TCAV ML interpretability project.,19.0,18,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
772,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,46.0,61.0,613.0,Build fully-functioning computer vision models with PyTorch.,12.0,18,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],186.0,184.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,,123.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,5205.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
773,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,26.0,31.0,5.0,24.0,573.0,Python module for machine learning time series:.,14.0,18,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,53.0,51.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
774,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,71.0,13.0,10.0,26.0,41.0,568.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,18,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,54.0,54.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,983.0,983.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
775,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2024-07-19 18:49:00.000000,2024-07-19 16:10:42,70.0,,55.0,18.0,10.0,4.0,18.0,527.0,Topological Data Analysis for Python.,6.0,18,True,2024-07-19 18:49:00.000,1.1.1,6.0,scikit-tda,,,,['sklearn'],65.0,65.0,https://pypi.org/project/scikit-tda,2024-07-19 18:49:00.000,,991.0,991.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
776,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,,107.0,71.0,7.0,15.0,19.0,431.0,semantic similarity framework for knowledge graph.,10.0,18,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,49.0,49.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,,288.0,288.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
777,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,73.0,25.0,48.0,18.0,19.0,411.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,18,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],28.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,28.0,,427.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,35505.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
778,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-03-18 12:01:04.000000,2024-03-18 12:01:00,5152.0,,38.0,12.0,1.0,2.0,80.0,407.0,Deep Learning PyTorch.,1.0,18,True,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,,['pytorch'],8.0,8.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,1775.0,1775.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
779,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,60.0,8.0,12.0,11.0,18.0,406.0,TextAugment: Text Augmentation Library.,8.0,18,False,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,141.0,137.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,5384.0,5385.0,,,,,,,,3.0,123.0,,,,,,,,,,,,,,,,,,,,
780,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,355.0,Data imputations library to preprocess datasets with missing data.,11.0,18,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,260.0,244.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
781,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,30.0,11.0,121.0,31.0,150.0,344.0,Open source production model management tool for data scientists.,6.0,18,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,7.0,7.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,1012.0,1012.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
