,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
670,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-09-16 23:58:37.000000,2021-09-30 21:51:09,8208.0,,170,54.0,895.0,129.0,586.0,1817,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,22.0,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,963.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-03-31 21:30:31.000000,2023-03-31 21:30:30,328.0,2.0,331,42.0,66.0,153.0,95.0,1789,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40.000,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,,,2531.0,2531.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-03-24 21:54:58.000000,2020-12-17 06:57:15,932.0,,297,67.0,198.0,1.0,74.0,1542,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,,,2.0,280.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13110.0,3.0,,,,,,,,,,,,,,,,,,,,
673,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,359,64.0,47.0,37.0,72.0,1472,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56.000,1.0.0,5.0,anago,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/anago,,,415.0,415.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,401,102.0,36.0,11.0,24.0,1373,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,114.0,114.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-04-14 14:53:34.000000,2023-04-14 14:53:34,352.0,14.0,113,17.0,50.0,7.0,28.0,1327,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,11.0,21,True,2023-02-23 16:06:52.000,0.1.1,10.0,pythae,,,,['pytorch'],4.0,4.0,https://pypi.org/project/pythae,,,570.0,570.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-04-22 07:16:21.000000,2022-08-31 13:13:15,103.0,,72,39.0,14.0,9.0,26.0,1144,A Graph Neural Network Library in Jax.,17.0,21,True,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],75.0,69.0,https://pypi.org/project/jraph,2022-08-12 15:25:29.659,6.0,5695.0,5808.0,https://anaconda.org/conda-forge/jraph,2023-03-31 14:57:46.777,2049.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2023-02-14 14:20:21.000000,2022-12-03 17:48:51,1188.0,,75,27.0,131.0,63.0,126.0,1137,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",21.0,21,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,6.0,6.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,95.0,104.0,,,,,,,,3.0,313.0,,,,,,,,,,,,,,,,,,,
678,Skater,oracle/Skater,interpretability,,https://github.com/oracle/skater,https://github.com/oracle/skater,UPL-1.0,2017-01-26 05:45:42.000,2023-03-21 12:52:00.000000,2023-03-21 12:52:00,1113.0,7.0,180,56.0,151.0,72.0,97.0,1066,Python Library for Model Interpretation/Explanations.,37.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,2387.0,3213.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,57843.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208,29.0,61.0,54.0,60.0,1033,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,116.0,106.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,10.0,299.0,303.0,,,,,,,,3.0,483.0,,,,,,,,,,,,,,,,,,,
680,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-04-18 16:27:58.000000,2022-09-21 12:53:05,410.0,,138,98.0,113.0,33.0,40.0,1028,PFRL: a PyTorch-based deep reinforcement learning library.,18.0,21,True,2021-07-07 02:48:20.000,0.3.0,5.0,pfrl,,,,,81.0,80.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,326.0,326.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,164,56.0,14.0,30.0,19.0,987,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,168.0,156.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1290.0,1418.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,2947.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,107,50.0,98.0,41.0,51.0,979,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],174.0,166.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,8.0,2856.0,2856.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,247,46.0,45.0,25.0,127.0,944,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],24.0,24.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131,36.0,16.0,8.0,3.0,899,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3369.0,3357.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,12.0,4688.0,4688.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,69,6.0,5.0,4.0,22.0,756,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,True,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],310.0,298.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,12.0,49810.0,49810.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158,76.0,98.0,51.0,43.0,754,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,32032.0,32032.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,144,38.0,33.0,24.0,39.0,738,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",19.0,21,True,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,95.0,79.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1096.0,1096.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-04-25 13:48:11.000000,2023-04-01 22:32:04,199.0,5.0,73,19.0,140.0,23.0,73.0,736,Library to enable Bayesian active learning in your research or labeling work.,19.0,21,True,2022-10-28 21:55:27.000,1.7.0,16.0,baal,conda-forge/baal,,,,49.0,48.0,https://pypi.org/project/baal,2022-10-28 21:54:04.326,1.0,1319.0,1514.0,https://anaconda.org/conda-forge/baal,2022-10-31 01:52:41.875,5286.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,152,38.0,46.0,38.0,49.0,720,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,81.0,73.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,8.0,312.0,312.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,67,28.0,422.0,10.0,237.0,629,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],80.0,76.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,595.0,595.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,100,30.0,1.0,11.0,3.0,616,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",545.0,540.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,5.0,41703.0,41703.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-08-16 19:50:37.507000,2022-08-16 17:43:49,1877.0,,57,18.0,215.0,49.0,275.0,564,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,45.0,44.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,325.0,325.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-03-16 14:09:45.996000,2018-12-04 14:43:25,32.0,,66,23.0,7.0,21.0,41.0,550,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,21,False,2018-01-15 18:11:51.000,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],318.0,318.0,https://pypi.org/project/pivottablejs,,,22940.0,22966.0,https://anaconda.org/anaconda/pivottablejs,2023-03-16 14:09:45.996,2256.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2023-03-24 15:34:45.000000,2023-03-24 15:34:45,859.0,1.0,94,43.0,60.0,48.0,22.0,540,Bias and Fairness Audit Toolkit.,17.0,21,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,137.0,131.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,1410.0,1410.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2022-11-29 07:53:00.000000,2021-12-19 09:41:43,133.0,,50,12.0,20.0,11.0,37.0,481,Joyplots in Python with matplotlib & pandas.,6.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,281.0,272.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,10912.0,11308.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,19433.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,4.0,49,59.0,8.0,18.0,24.0,465,Python library assists deep learning on graphs.,17.0,21,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,47.0,46.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,538.0,538.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
697,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-04-07 08:37:28.000000,2023-02-15 18:07:44,492.0,7.0,33,12.0,213.0,15.0,34.0,444,Monitor the stability of a Pandas or Spark dataframe.,16.0,21,True,2022-10-19 14:35:12.590,1.4.0,32.0,popmon,,,,"['pandas', 'spark']",21.0,19.0,https://pypi.org/project/popmon,2022-10-19 14:35:12.590,2.0,11555.0,11556.0,,,,,,,,3.0,53.0,,,,,,,,,,,,,,,,,,,
698,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,3.0,52,7.0,202.0,25.0,95.0,418,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,21,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],146.0,141.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,5.0,4867.0,4867.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-02-10 06:20:14.000000,2021-02-15 17:10:59,283.0,,67,24.0,48.0,14.0,19.0,380,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,21,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],44.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,44.0,3452.0,3917.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,29298.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-04-03 19:36:17.000000,2023-04-03 19:36:16,258.0,5.0,80,20.0,232.0,10.0,16.0,368,A toolkit that streamlines and automates the generation of model cards.,21.0,21,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,18.0,17.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1425.0,1425.0,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,
701,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-04-21 14:40:31.000000,2023-04-21 12:29:47,344.0,37.0,68,22.0,352.0,19.0,46.0,252,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,30.0,21,False,2022-06-03 15:51:13.000,0.2.0,14.0,pipeline-dp,,,,,,,https://pypi.org/project/pipeline-dp,,,1621.0,1621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
702,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-02-20 03:00:42.368000,2022-09-26 07:14:12,621.0,,64,28.0,29.0,28.0,112.0,247,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,9.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,9.0,1992.0,3098.0,https://anaconda.org/conda-forge/somoclu,2023-02-20 03:00:42.368,74089.0,,,,,3.0,1699.0,,,,,,,,,,,,,,,,,,,
703,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-10-29 15:10:50.926000,2022-04-14 09:41:50,86.0,,33,13.0,9.0,3.0,12.0,218,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,720.0,678.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,42.0,126493.0,127627.0,https://anaconda.org/conda-forge/py3nvml,2022-10-29 15:10:50.926,44228.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,147,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,1832.0,1832.0,https://pypi.org/project/stop-words,,,87053.0,87053.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-04-24 20:35:03.000000,2023-04-24 20:19:33,186.0,2.0,1125,96.0,44.0,342.0,271.0,5616,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,30.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],10.0,10.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,475,85.0,179.0,108.0,161.0,3406,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,61.0,89.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1293.0,3.0,,,,,,,,,,,,,,,,,,,,
707,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,76.0,1.0,18.0,7.0,2897,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],174.0,166.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,8.0,1533.0,1533.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
708,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398,100.0,54.0,64.0,48.0,2852,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,505.0,505.0,,,,,,,,3.0,,,,,,,,,,,,rhsimplex/image-match,,,,,,,,
709,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-04-26 21:02:00.000000,2023-04-13 21:08:27,762.0,2.0,352,94.0,541.0,83.0,91.0,2708,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,20,True,2019-05-09 10:06:22.000,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,,,4548.0,4548.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
710,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,440,130.0,225.0,87.0,183.0,2243,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,36.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,109.0,109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,251,53.0,33.0,13.0,104.0,1887,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,1674.0,1674.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
712,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,124,21.0,25.0,16.0,28.0,1674,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,False,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],24.0,23.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,578.0,775.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,3139.0,,,,,3.0,37.0,,,,,,,,,,,,,,,,,,,
713,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-09-27 19:41:48.000000,2022-09-27 19:41:48,274.0,,128,103.0,149.0,26.0,19.0,1551,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,True,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,,21.0,20.0,https://pypi.org/project/lore,2022-02-02 23:30:10.000,1.0,331.0,331.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
