,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
666,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,4.0,9.0,154.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,105214.0,2238.0,2083.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,155.0,105214.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
667,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-12-07 15:30:25.000000,2023-02-07 10:12:31,47.0,,2147.0,148.0,88.0,240.0,286.0,12375.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,['pytorch'],,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
668,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,5.0,645.0,96.0,150.0,98.0,103.0,8333.0,The user analytics platform for LLMs.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,701.0,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,701.0,,,,3.0,,,nebuly-ai/nebuly,,,,,,,,,,,,,,,,,,,,
669,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,,1142.0,99.0,48.0,363.0,280.0,6090.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,21,True,,,1.0,pyslowfast,,,['pytorch'],,10.0,15.0,15.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
670,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/google-deepmind/trfl,https://github.com/google-deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,379.0,208.0,9.0,6.0,16.0,3143.0,TensorFlow Reinforcement Learning.,13.0,21,False,2021-08-16 12:19:16.000,1.2.0,5.0,trfl,,,['tensorflow'],,766.0,143.0,140.0,https://pypi.org/project/trfl,2021-08-16 12:19:16.000,3.0,766.0,,,,3.0,,,google-deepmind/trfl,,,,,,,,,,,,,,,,,,,,
671,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:26.000000,2023-07-27 13:04:12,336.0,,337.0,42.0,68.0,159.0,95.0,1838.0,Super easy library for BERT based NLP models.,36.0,21,True,2023-07-27 13:04:26.000,2.0.17,66.0,fast-bert,,,,,1199.0,2.0,,https://pypi.org/project/fast-bert,2023-07-27 13:04:26.000,2.0,1199.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
672,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1645.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,['pytorch'],,61.0,,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,61.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
673,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,15.0,33.0,1633.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,['pytorch'],,1969.0,52.0,46.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,1969.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
674,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,281.0,74.0,728.0,53.0,64.0,1566.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,['pytorch'],,877.0,4.0,,https://pypi.org/project/classy_vision,2023-03-21 05:15:00.935,4.0,489.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18667.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
675,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-09-15 04:35:29.000000,2023-09-15 04:35:29,906.0,,208.0,57.0,52.0,73.0,149.0,1521.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,21,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,2741.0,393.0,,,https://pypi.org/project/thundersvm,,,362.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
676,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,359.0,62.0,47.0,37.0,72.0,1476.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,['tensorflow'],,190.0,38.0,32.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,190.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
677,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,66.0,51.0,23.0,75.0,1463.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,208.0,35.0,35.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,208.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
678,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,219.0,64.0,48.0,36.0,90.0,1252.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,['tensorflow'],,231.0,37.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,231.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
679,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,,327.0,51.0,791.0,4.0,300.0,1195.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:51:00.411,3.1.34,85.0,sockeye,,,['mxnet'],17.0,1063.0,2.0,,https://pypi.org/project/sockeye,2023-03-03 07:51:00.411,2.0,1063.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
680,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,66.0,29.0,31.0,12.0,1139.0,Anomaly Detection and Correlation library.,9.0,21,True,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,7015.0,91.0,76.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,7015.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
681,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:34:00.704000,2023-07-16 15:16:10,420.0,,147.0,93.0,117.0,33.0,45.0,1122.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:34:00.704,0.4.0,6.0,pfrl,,,,,891.0,100.0,99.0,https://pypi.org/project/pfrl,2023-07-16 15:34:00.704,1.0,891.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
682,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,60.0,1057.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,593.0,240.0,129.0,119.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,10.0,235.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
683,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,248.0,48.0,46.0,26.0,127.0,1042.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,['tensorflow'],,228.0,28.0,28.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,228.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
684,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,132.0,36.0,16.0,8.0,3.0,921.0,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,1099.0,3607.0,3595.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,12.0,1099.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
685,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,181.0,24.0,58.0,10.0,27.0,918.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,21,False,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,['tensorflow'],,4319.0,81.0,75.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,6.0,4319.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
686,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,146.0,23.0,46.0,14.0,82.0,901.0,kapre: Keras Audio Preprocessors.,13.0,21,False,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,kapre,,,['tensorflow'],26.0,908.0,2367.0,2352.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,15.0,908.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
687,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,4.0,23.0,809.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,['sklearn'],,56435.0,413.0,400.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,13.0,56435.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
688,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,155.0,38.0,46.0,40.0,49.0,781.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,483.0,96.0,88.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,8.0,483.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
689,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-01-15 14:56:07.000000,2023-12-29 01:45:38,174.0,22.0,34.0,8.0,47.0,1.0,12.0,735.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",9.0,21,True,2023-12-29 01:46:22.000,1.0.3,27.0,uform,,,['pytorch'],,1924.0,14.0,14.0,https://pypi.org/project/uform,2023-12-29 01:46:22.000,,1924.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
690,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,144.0,25.0,19.0,26.0,5.0,733.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,['sklearn'],,42751.0,605.0,591.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,14.0,42594.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,6154.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
691,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-01-14 17:42:25.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,36.0,648.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,21,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,"['tensorflow', 'sklearn']",,57.0,13.0,11.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
692,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-01-15 02:16:59.000000,2024-01-15 01:52:35,490.0,4.0,100.0,31.0,557.0,197.0,245.0,649.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,3591.0,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,3591.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
693,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,105.0,30.0,1.0,13.0,3.0,633.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,"['sklearn', 'xgboost']",,15089.0,607.0,599.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,8.0,15089.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
694,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-01-18 15:15:12.000000,2023-12-19 11:36:08,862.0,1.0,102.0,45.0,75.0,48.0,25.0,603.0,Bias and Fairness Audit Toolkit.,18.0,21,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,2452.0,154.0,147.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,7.0,2452.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
695,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,301.0,592.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,220.0,60.0,59.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,220.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
696,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,89.0,26.0,31.0,28.0,6.0,569.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,['sklearn'],,15599.0,364.0,357.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,7.0,15599.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
697,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,13.0,15.0,547.0,A library of metrics for evaluating recommender systems.,20.0,21,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,5.0,11067.0,48.0,48.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,11067.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
698,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,3.0,54.0,60.0,9.0,23.0,25.0,514.0,Python library assists deep learning on graphs.,18.0,21,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,10.0,444.0,81.0,80.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,444.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
699,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-01-15 10:30:51.000000,2023-12-11 07:05:24,4782.0,74.0,38.0,13.0,1.0,2.0,80.0,400.0,Deep Learning PyTorch.,1.0,21,True,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,['pytorch'],,465.0,5.0,5.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,465.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
700,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-01-10 21:22:19.000000,2023-12-25 11:40:29,5585.0,18.0,89.0,15.0,737.0,28.0,425.0,394.0,Lightwood is Legos for Machine Learning.,43.0,21,False,2024-01-10 21:22:19.000,23.12.4.0,202.0,lightwood,,,['pytorch'],,5174.0,2.0,,https://pypi.org/project/lightwood,2023-12-25 13:15:52.000,2.0,5174.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
701,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,10.0,9.0,2.0,9.0,387.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,['pytorch'],,157025.0,954.0,948.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,157025.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
702,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,52.0,24.0,231.0,57.0,195.0,378.0,Studio: Simplify and expedite model building process.,24.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,664.0,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,664.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
703,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,48.0,11.0,37.0,28.0,37.0,343.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,3206.0,219.0,213.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,6.0,3206.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
704,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-01-10 02:24:36.510000,2024-01-09 20:23:28,632.0,29.0,10.0,22.0,316.0,38.0,77.0,279.0,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2024-01-09 20:50:49.000,1.6.1,66.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,4986.0,6503.0,3.0,,https://pypi.org/project/vegafusion-jupyter,2024-01-09 20:25:24.000,1.0,1625.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-01-10 02:24:36.510,89084.0,3.0,,,hex-inc/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-01-09 20:30:13.843,2.0,622.0,,,,,,,,,,,,,,,
705,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-01-18 15:08:22.000000,2024-01-18 14:51:04,678.0,44.0,24.0,4.0,262.0,4.0,,267.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,12.0,21,False,2024-01-17 19:08:03.000,1.1.240,556.0,upgini,,,,,5975.0,5.0,5.0,https://pypi.org/project/upgini,2024-01-18 09:34:31.000,,5975.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
706,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,19.0,20.0,464.0,90.0,76.0,228.0,Functional tensors for probabilistic programming.,11.0,21,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,['pytorch'],,35129.0,73.0,66.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,7.0,35129.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
707,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,523.0,167.0,45.0,26.0,28.0,4164.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,['tensorflow'],,501.0,,,https://pypi.org/project/tf-quant-finance,,,501.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
708,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,87.0,180.0,108.0,161.0,3541.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,,69.0,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,45.0,,,,3.0,,,,,,,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1324.0,,,,,,,,,,
709,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,97.0,16.0,53.0,17.0,3352.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,665.0,142.0,135.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,665.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
710,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,317.0,60.0,242.0,173.0,109.0,3022.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,672.0,1398.0,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,1385.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
