,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
649,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,350,86.0,4.0,3.0,18.0,2027,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,320.0,320.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-07-12 01:15:33.000000,2022-07-12 01:13:05,104.0,,230,60.0,105.0,25.0,56.0,2024,"Codebase for Image Classification Research, written in PyTorch.",17.0,21,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],9.0,9.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,92516.0,92516.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2023-01-04 15:40:35.000000,2023-01-03 14:24:56,137.0,22.0,94,22.0,61.0,29.0,54.0,1812,Plug and play modules to boost the performances of AI systems.,13.0,21,True,2022-12-16 18:52:00.968,0.6.0,17.0,nebullvm,,,,,7.0,7.0,https://pypi.org/project/nebullvm,2022-06-28 23:21:00.000,,428.0,428.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
652,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-09-16 23:58:37.000000,2021-09-30 21:51:09,8208.0,,169,55.0,895.0,129.0,586.0,1791,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,24.0,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,962.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
653,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2022-06-23 20:25:11.000000,2020-04-24 06:58:09,58.0,,241,43.0,12.0,52.0,35.0,1664,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",156.0,147.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,9.0,1388.0,1388.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
654,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2022-08-31 15:55:03.000000,2022-08-31 15:54:57,22.0,,86,37.0,22.0,16.0,64.0,1660,"A flexible, intuitive and fast forecasting library.",8.0,21,True,2022-07-21 07:38:24.000,0.4.0,8.0,greykite,,,,,14.0,14.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,13069.0,13069.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
655,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-12-30 01:24:26.000000,2020-12-17 06:57:15,932.0,,298,67.0,193.0,5.0,74.0,1529,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,20.0,317.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13103.0,3.0,,,,,,,,,,,,,,,,,,,,
656,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-01-04 07:43:46.000000,2022-11-13 04:54:45,1941.0,1.0,186,29.0,423.0,11.0,162.0,1525,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,27.0,21,True,2022-01-20 18:07:32.000,0.5.5,11.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-10-17 19:34:58.000000,2022-10-17 19:34:56,1930.0,5.0,273,46.0,799.0,66.0,485.0,1457,jiant is an nlp toolkit.,59.0,21,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-11-21 21:10:23.000000,2019-01-21 14:01:28,379.0,,399,102.0,35.0,11.0,24.0,1347,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],26.0,26.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,75.0,75.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2022-08-24 16:16:11.000000,2018-01-09 07:46:55,69.0,,210,66.0,28.0,31.0,12.0,1068,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,83.0,68.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,30943.0,30943.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
660,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106.0,,172,55.0,149.0,69.0,97.0,1048,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,12633.0,13458.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,55311.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,198,30.0,61.0,47.0,60.0,1014,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,109.0,101.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,217.0,221.0,,,,,,,,3.0,459.0,,,,,,,,,,,,,,,,,,,
662,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,52.0,12.0,16.0,42.0,1010,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],60.0,56.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,165,55.0,14.0,30.0,19.0,977,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,165.0,153.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1125.0,1240.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,2313.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,106,50.0,98.0,41.0,51.0,959,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],156.0,149.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1991.0,1991.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131,35.0,16.0,7.0,3.0,880,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3060.0,3050.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,6785.0,6785.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2023-01-03 10:09:44.000000,2021-01-28 19:04:09,79.0,,69,22.0,50.0,36.0,24.0,847,Unsupervised text tokenizer focused on computational efficiency.,6.0,21,False,2020-02-13 09:57:47.000,1.0.6,14.0,youtokentome,conda-forge/youtokentome,,,,22.0,,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000,22.0,21455.0,22890.0,https://anaconda.org/conda-forge/youtokentome,2022-10-30 19:53:58.371,22972.0,,,,,3.0,,,,,,,,,,,,,-2.0,,,,,,,
667,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-12-28 03:53:10.000000,2022-12-28 03:53:10,1318.0,186.0,91,15.0,282.0,3.0,32.0,805,TextBox 2.0 is a text generation library with pre-trained language models.,18.0,21,True,2022-12-28 02:06:22.000,2.0.0,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,34.0,34.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-12-10 12:18:17.000000,2022-01-05 20:19:46,328.0,,143,28.0,104.0,63.0,56.0,771,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,3.0,,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,8105.0,57683.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1505354.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,1019.0,,,,,,,,,,,,,
669,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-11-21 21:49:41.000000,2019-11-15 21:43:53,221.0,,158,76.0,97.0,51.0,43.0,757,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,36111.0,36111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2022-11-27 15:38:07.000000,2021-03-14 16:01:01,227.0,,118,17.0,23.0,23.0,38.0,722,python partial dependence plot toolbox.,7.0,21,False,2021-03-14 16:21:17.000,0.2.1,3.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,20683.0,21038.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:51.465,14910.0,,,,,3.0,,,,,,,,,,,,,-2.0,,,,,,,
671,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2022-12-01 22:41:09.000000,2022-12-01 22:40:11,260.0,9.0,231,43.0,18.0,3.0,90.0,701,Data compression in TensorFlow.,19.0,21,True,2022-11-23 02:02:13.000,2.11.0,19.0,tensorflow-compression,,,,['tensorflow'],1.0,,https://pypi.org/project/tensorflow-compression,2022-05-30 18:42:45.000,1.0,4035.0,4035.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,38.0,49.0,699,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,69.0,65.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,379.0,379.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-12-28 17:03:26.000000,2022-12-28 17:03:24,194.0,10.0,65,18.0,135.0,22.0,70.0,688,Library to enable Bayesian active learning in your research or labeling work.,18.0,21,True,2022-10-28 21:55:27.000,1.7.0,16.0,baal,conda-forge/baal,,,,25.0,24.0,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,651.0,830.0,https://anaconda.org/conda-forge/baal,2022-10-31 01:52:41.875,4319.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189.0,,79,21.0,12.0,,38.0,671,Python package for stacking (machine learning technique).,1.0,21,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,256.0,249.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,7.0,6782.0,6838.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1123.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,631,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],71.0,67.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,268.0,268.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,51,29.0,12.0,11.0,15.0,623,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,24883.0,24883.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,,100,29.0,1.0,11.0,3.0,606,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",519.0,515.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,40601.0,40601.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
678,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-12-10 18:58:38.000000,2022-02-09 16:35:40,142.0,,102,23.0,24.0,39.0,61.0,576,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],118.0,116.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,2903.0,3009.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,2016.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-08-16 18:12:08.000000,2022-08-16 17:43:49,1877.0,,56,18.0,215.0,62.0,262.0,554,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,7.0,21,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,40.0,39.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,255.0,255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
680,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,62,30.0,31.0,6.0,23.0,536,Python module for machine learning time series:.,14.0,21,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,18.0,17.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,3629.0,3629.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-12-28 17:45:22.000000,2022-12-02 22:39:51,750.0,15.0,61,18.0,107.0,8.0,45.0,534,A simplified framework and utilities for PyTorch.,19.0,21,False,2022-12-02 22:43:43.000,1.14,33.0,poutyne,,,,['pytorch'],105.0,100.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3226.0,3226.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-08-22 17:10:41.000000,2021-02-09 04:48:07,110.0,,52,23.0,20.0,17.0,11.0,383,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],40.0,36.0,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,501627.0,501627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-01-04 14:22:04.000000,2023-01-04 14:21:42,4150.0,132.0,36,11.0,1.0,,80.0,383,Deep Learning PyTorch.,1.0,21,True,2022-10-11 01:10:44.774,0.3.3,58.0,carefree-learn,,,,['pytorch'],3.0,3.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,1013.0,1013.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
684,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-11-01 02:41:32.000000,2021-05-28 01:21:58,393.0,,127,34.0,318.0,75.0,125.0,288,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,19.0,18.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,207.0,216.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,799.0,3.0,,,,,,,,,,,,,,,,,,,,
685,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,LGPL-3.0,2021-03-18 15:04:58.000,2023-01-05 14:39:13.000000,2022-12-27 10:57:12,1247.0,379.0,42,4.0,134.0,30.0,50.0,273,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,17.0,21,False,2022-11-21 18:20:00.558,0.3.1,13.0,quantus,,,,,1.0,1.0,https://pypi.org/project/quantus,2022-04-20 14:21:12.000,,204.0,209.0,,,,,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,
686,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-10-29 15:10:50.926000,2022-04-14 09:41:50,86.0,,33,13.0,9.0,2.0,12.0,213,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,633.0,593.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,102163.0,103244.0,https://anaconda.org/conda-forge/py3nvml,2022-10-29 15:10:50.926,38919.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,142,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1853.0,1707.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,138530.0,138530.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,1.0,779,220.0,25.0,5.0,121.0,5202,Build Graph Nets in Tensorflow.,11.0,20,True,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],8.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,8.0,627.0,627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,464,83.0,179.0,100.0,161.0,3329,A high performance and generic framework for distributed DNN training.,21.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,36.0,66.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1291.0,3.0,,,,,,,,,,,,,,,,,,,,
690,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,357,103.0,14.0,53.0,16.0,3264,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,107.0,100.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,1068.0,1068.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-12-20 12:08:59.000000,2022-12-20 12:08:50,680.0,1.0,448,216.0,16.0,23.0,3.0,3026,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,20,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,151.0,151.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,,
692,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,76.0,1.0,18.0,7.0,2898,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],160.0,153.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1579.0,1579.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
