,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
664,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2025-03-25 16:22:16.248000,2018-12-04 14:43:25,32.0,,88.0,20.0,9.0,25.0,41.0,697.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,22,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],514.0,504.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,10.0,17638.0,17669.0,https://anaconda.org/anaconda/pivottablejs,2025-03-25 16:22:16.248,3398.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,MONAILabel,Project-MONAI/MONAILabel,others,,https://github.com/Project-MONAI/MONAILabel,https://github.com/Project-MONAI/MONAILabel,Apache-2.0,2021-03-26 15:25:10.000,2025-02-20 21:50:51.000000,2025-02-18 02:57:52,1016.0,2.0,210.0,21.0,889.0,135.0,405.0,678.0,MONAI Label is an intelligent open source image labeling and learning tool.,66.0,22,True,2024-10-17 22:32:00.000,0.8.4,114.0,monailabel-weekly,,,,,,,https://pypi.org/project/monailabel-weekly,2023-10-01 02:24:07.000,,2032.0,4585.0,,,,,,,,3.0,112333.0,,,,,,,,,,,,,,,,,,,
666,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,68.0,24.0,433.0,10.0,237.0,639.0,torchbearer: A model fitting library for PyTorch.,14.0,22,False,2023-12-01 18:48:07.000,0.5.5,26.0,torchbearer,,,,['pytorch'],99.0,95.0,https://pypi.org/project/torchbearer,2023-12-01 18:48:07.000,4.0,1574.0,1574.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
667,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,98.0,25.0,32.0,35.0,6.0,631.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],427.0,419.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,73990.0,73990.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2025-03-25 16:01:44.587000,2022-02-09 16:35:40,142.0,,101.0,22.0,26.0,45.0,62.0,617.0,Build fully-functioning computer vision models with PyTorch.,12.0,22,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],191.0,189.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,2011.0,2150.0,https://anaconda.org/conda-forge/detecto,2025-03-25 16:01:44.587,6295.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
669,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2025-03-24 16:48:44.000000,2025-03-24 16:48:44,253.0,2.0,132.0,21.0,21.0,8.0,31.0,609.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,16.0,22,True,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],182.0,177.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,12796.0,12796.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2025-03-25 16:02:11.008000,2025-01-25 19:51:54,714.0,11.0,68.0,21.0,10.0,17.0,48.0,609.0,Active Learning for Text Classification in Python.,9.0,22,True,2024-11-24 19:15:11.000,2.0.0.de1,23.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",33.0,33.0,https://pypi.org/project/small-text,2024-11-24 18:42:07.000,,889.0,1313.0,https://anaconda.org/conda-forge/small-text,2025-03-25 16:02:11.008,13581.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2025-03-25 16:00:42.430000,2024-06-16 04:23:17,307.0,,106.0,8.0,15.0,6.0,16.0,596.0,Make Waffle Charts in Python.,6.0,22,True,2024-06-16 04:18:08.000,1.1.1,28.0,pywaffle,conda-forge/pywaffle,,,,491.0,485.0,https://pypi.org/project/pywaffle,2024-06-16 04:18:08.000,6.0,12330.0,12620.0,https://anaconda.org/conda-forge/pywaffle,2025-03-25 16:00:42.430,15419.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2025-02-07 18:03:48.000000,2025-02-05 11:04:30,1822.0,5.0,76.0,10.0,222.0,51.0,84.0,594.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,24.0,22,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,48.0,47.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,1838.0,1845.0,,,,,,,,3.0,285.0,,,,,,,,,,,,,,,,,,,
673,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2025-03-25 16:00:47.541000,2021-12-19 09:41:43,133.0,,59.0,10.0,21.0,17.0,37.0,583.0,Joyplots in Python with matplotlib & pandas.,8.0,22,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,524.0,515.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,15570.0,16172.0,https://anaconda.org/conda-forge/joypy,2025-03-25 16:00:47.541,30747.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2025-01-30 01:17:41.000000,2025-01-30 01:07:03,335.0,4.0,102.0,25.0,8.0,,34.0,535.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,9.0,22,True,2025-01-30 01:17:41.000,0.2.2,148.0,autoviml,,,,,31.0,28.0,https://pypi.org/project/autoviml,2025-01-30 01:17:41.000,3.0,5300.0,5300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2025-03-22 19:06:38.000000,2025-03-22 19:05:46,1220.0,2.0,67.0,6.0,216.0,21.0,109.0,530.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],319.0,314.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,3143.0,3143.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,8.0,10.0,13.0,21.0,503.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,197.0,181.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,16.0,10372.0,10372.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,
677,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2025-01-24 15:56:18.000000,2025-01-24 15:48:14,549.0,7.0,36.0,13.0,230.0,16.0,41.0,499.0,Monitor the stability of a Pandas or Spark dataframe.,19.0,22,True,2025-01-24 15:56:18.000,1.4.7,37.0,popmon,,,,"['pandas', 'spark']",26.0,22.0,https://pypi.org/project/popmon,2025-01-24 15:56:18.000,4.0,12560.0,12564.0,,,,,,,,3.0,255.0,,,,,,,,,,,,,,,,,,,
678,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2025-03-24 21:18:50.000000,2025-03-24 21:11:36,170.0,2.0,49.0,16.0,2.0,12.0,3.0,385.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,22,True,2025-03-24 21:18:50.000,0.1.4,15.0,suod,,,,,556.0,547.0,https://pypi.org/project/suod,2025-03-24 21:18:50.000,9.0,10555.0,10555.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,52.0,22.0,232.0,57.0,195.0,381.0,Studio: Simplify and expedite model building process.,24.0,22,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,3060.0,3060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
680,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-03-27 09:40:44.000000,2025-03-27 09:40:22,854.0,43.0,25.0,5.0,317.0,4.0,,328.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,22,True,2025-03-27 09:40:44.000,1.2.63,950.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,2025-03-27 09:40:44.000,,15316.0,15316.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2025-01-30 14:12:03.000000,2023-11-17 21:43:05,4051.0,,49.0,13.0,716.0,217.0,203.0,292.0,Asynchronous Distributed Hyperparameter Optimization.,34.0,22,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,8.0,,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,1278.0,1278.0,,,,,,,,3.0,,,,,,,,-2.0,,,,,,,,,,,,
682,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,6.0,20.0,5.0,9.0,155.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2528.0,2484.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,113094.0,113094.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2456.0,149.0,89.0,255.0,286.0,14158.0,End-to-End Object Detection with Transformers.,27.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,634.0,91.0,152.0,100.0,102.0,8372.0,A collection of libraries to optimise AI model performances.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,662.0,662.0,,,,,,,,3.0,,nebuly-ai/optimate,,,,,,,,,,,,,,,,,,
685,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,,1210.0,94.0,51.0,414.0,292.0,6865.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,21,True,,,1.0,pyslowfast,,,,['pytorch'],23.0,23.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,70.0,70.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,782.0,224.0,25.0,8.0,122.0,5384.0,Build Graph Nets in Tensorflow.,11.0,21,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],22.0,20.0,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,2.0,930.0,930.0,,,,,,,,3.0,,google-deepmind/graph_nets,,,,,,,,,,,,,,,,,,
687,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,820.0,228.0,111.0,57.0,622.0,5005.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,19.0,,,,,,,,3.0,1543.0,,,,,,,,,,,,,,,,,,,
688,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,,752.0,103.0,35.0,107.0,113.0,4713.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,21,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],5.0,,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,7052.0,7055.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,273.0,3.0,,,,,,,,,,,,,,,,,,,,
689,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,101.0,16.0,53.0,17.0,3438.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,21,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,168.0,161.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,1363.0,1363.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,179.0,64.0,55.0,6.0,44.0,3110.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",22.0,21,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,6.0,6.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,666.0,666.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,,
691,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,100.0,54.0,55.0,48.0,2960.0,Quickly search over billions of images.,19.0,21,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,1875.0,1875.0,,,,,,,,3.0,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,
692,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,331.0,70.0,2.0,19.0,7.0,2911.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],225.0,222.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,1528.0,1528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,124.0,225.0,90.0,183.0,2344.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,166.0,166.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,372.0,83.0,4.0,5.0,18.0,2233.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,4.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,51.0,51.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,549.0,549.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,251.0,52.0,35.0,16.0,105.0,2157.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,20262.0,20262.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2025-03-25 16:26:10.601000,2021-09-30 21:51:09,8208.0,,184.0,56.0,895.0,146.0,586.0,1955.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",51.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,16.0,https://anaconda.org/blazingsql/blazingsql-protocol,2025-03-25 16:26:10.601,1094.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,40.0,68.0,163.0,95.0,1890.0,Super easy library for BERT based NLP models.,37.0,21,True,2024-08-19 09:45:05.000,2.0.26,72.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,2032.0,2032.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
698,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,171.0,17.0,74.0,26.0,45.0,1889.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,21,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],39.0,39.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1884.0,1884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2025-02-20 22:01:53.000000,2025-02-20 22:01:53,29.0,2.0,107.0,39.0,34.0,12.0,100.0,1833.0,"A flexible, intuitive and fast forecasting library.",10.0,21,True,2025-02-20 21:54:29.000,1.1.0,12.0,greykite,,,,,40.0,40.0,https://pypi.org/project/greykite,2025-02-20 21:54:29.000,,7290.0,7290.0,,,,,,,,3.0,36.0,,,,,,,,,,,,,,,,,,,
700,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,201.0,36.0,7.0,15.0,33.0,1668.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],83.0,77.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,4042.0,4042.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
701,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2025-03-12 22:11:18.000000,2020-12-17 06:57:15,932.0,,292.0,64.0,203.0,5.0,74.0,1588.0,DELTA is a deep learning based natural language and speech processing platform. LF AI & DATA Projects:..,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],2.0,2.0,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,100.0,288.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13160.0,3.0,,,,,,,,,,,,,,,,,,,,
702,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,99.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,25.0,25.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,3744.0,3744.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,272.0,64.0,51.0,23.0,75.0,1512.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,37.0,37.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,542.0,542.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,367.0,59.0,47.0,46.0,71.0,1481.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,,['tensorflow'],41.0,35.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,358.0,358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,221.0,62.0,48.0,40.0,90.0,1282.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],38.0,38.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,479.0,479.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,142.0,17.0,11.0,43.0,43.0,1119.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],192.0,187.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,5984.0,5984.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2025-01-03 23:13:37.000000,2025-01-03 23:11:28,298.0,2.0,63.0,14.0,65.0,10.0,22.0,1106.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",19.0,21,True,2025-01-03 23:13:37.000,3.1.1,37.0,uform,,,,['pytorch'],34.0,32.0,https://pypi.org/project/uform,2025-01-03 23:13:37.000,2.0,1189.0,1211.0,,,,,,,,3.0,574.0,,,,,,,,,,,,,,,,,,,
