,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
800,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,Apache-2.0,2020-05-04 17:58:14.000,2022-07-13 05:05:44.000000,2021-11-19 06:05:15,700.0,,18,14.0,252.0,70.0,175.0,295,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,17,False,,,5.0,data-describe,,,,2100.0,,,https://pypi.org/project/data-describe,2020-12-03 23:07:43.000,,2100.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
801,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-01-28 09:28:20.000000,2022-01-28 09:27:02,66.0,,17,8.0,8.0,2.0,9.0,276,Fast PyTorch based DSP for audio and 1D signals.,2.0,17,False,2021-10-20 08:30:11.000,0.2.6,10.0,julius,,['pytorch'],,45959.0,111.0,107.0,https://pypi.org/project/julius,2021-10-20 08:30:11.000,4.0,45959.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
802,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2022-05-09 05:59:34.000000,2022-05-09 05:59:34,1093.0,6.0,63,28.0,56.0,26.0,31.0,263,Distributed and decentralized training framework for PyTorch over graph.,8.0,17,False,2021-05-15 01:39:45.000,0.3.0,9.0,bluefog,,['pytorch'],109.0,87.0,,,https://pypi.org/project/bluefog,2021-05-15 01:39:45.000,,83.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
803,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2022-06-21 21:58:39.000000,2022-05-17 17:14:41,62.0,2.0,47,5.0,6.0,10.0,13.0,252,TextAugment: Text Augmentation Library.,6.0,17,False,2020-11-05 15:04:26.000,1.3.4,8.0,textaugment,,,53.0,5198.0,19.0,19.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000,,5197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
804,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,32,12.0,36.0,8.0,44.0,209,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,119.0,17.0,15.0,https://pypi.org/project/muda,2019-11-15 15:46:21.000,2.0,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
805,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2022-03-11 01:14:19.000000,2022-03-11 01:14:19,702.0,,36,10.0,58.0,28.0,47.0,204,Scikit-learn compatible estimation of general graphical models.,6.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,['sklearn'],,87.0,10.0,8.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,2.0,87.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
806,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2022-07-13 10:30:53.000000,2022-07-13 10:30:52,626.0,17.0,30,20.0,58.0,10.0,10.0,192,A Python implementation of active inference for Markov Decision Processes.,11.0,17,False,2022-04-25 21:04:08.000,0.0.5,5.0,inferactively-pymdp,,,,110.0,2.0,2.0,https://pypi.org/project/inferactively-pymdp,2022-04-25 20:52:24.000,,110.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
807,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2022-07-07 18:31:13.000000,2022-06-24 08:56:34,693.0,12.0,12,5.0,48.0,15.0,9.0,164,Flexible time series feature extraction & processing.,5.0,17,False,2021-11-16 21:32:40.000,0.2.3,34.0,tsflex,conda-forge/tsflex,,,1261.0,,,https://pypi.org/project/tsflex,2022-06-01 12:04:53.000,,791.0,https://anaconda.org/conda-forge/tsflex,2022-06-01 19:06:03.692,5647.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
808,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vegafusion/vegafusion,https://github.com/vegafusion/vegafusion,AGPL-3.0,2021-10-01 09:19:27.000,2022-07-21 09:52:39.000000,2022-07-20 21:11:47,389.0,37.0,6,6.0,88.0,18.0,33.0,90,Serverside acceleration for the Vega visualization grammar.,1.0,17,False,2022-07-17 14:41:54.000,0.7.0,18.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,509.0,2968.0,4.0,3.0,https://pypi.org/project/vegafusion-jupyter,2022-07-05 15:18:37.000,1.0,323.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2022-07-17 21:03:40.142,8969.0,3.0,,,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2022-07-17 14:36:36.905,,319.0,,,,,,,,,,,,,,,,
809,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2022-07-21 15:35:19.000000,2022-07-21 15:35:19,260.0,118.0,6,1.0,102.0,1.0,,68,Free automated data enrichment library for machine learning searches through thousands of ready-to-use features from..,8.0,17,False,2022-07-17 08:39:00.320,1.1.5,151.0,upgini,,,,1774.0,,,https://pypi.org/project/upgini,2022-06-30 22:13:17.000,,1774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
810,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,Apache-2.0,2022-01-04 10:29:46.000,2022-07-21 12:43:53.000000,2022-07-21 12:43:48,168.0,95.0,6,3.0,2.0,56.0,33.0,54,Run anything in the cloud from the CLI as you do locally. Store artifacts in central file storage.,2.0,17,False,2022-06-25 16:25:04.000,0.0.4,69.0,dstack,,,,684.0,,,https://pypi.org/project/dstack,2022-06-29 12:25:08.000,,684.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
811,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2022-04-27 04:22:32.000000,2022-01-28 07:38:03,142.0,,570,73.0,49.0,26.0,155.0,4335,Model parallel transformers in JAX and Haiku.,23.0,16,True,,,,,,['jax'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
812,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2021-11-03 16:23:46.000000,2019-12-13 19:03:25,138.0,,510,181.0,109.0,50.0,149.0,3774,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
813,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2022-04-06 12:13:02.000000,2022-04-06 12:13:01,162.0,,942,118.0,20.0,21.0,340.0,3730,An Open-Source Package for Neural Relation Extraction (NRE).,10.0,16,True,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
814,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30.0,2.0,856,54.0,12.0,45.0,23.0,2901,Implementation and experiments of graph embedding algorithms.,9.0,16,True,,,,,,['sklearn'],,,19.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
815,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2022-06-26 20:58:20.000000,2020-07-29 05:53:01,8.0,,550,138.0,25.0,214.0,102.0,2780,A distributed graph deep learning framework.,5.0,16,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,['tensorflow'],,13.0,,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
816,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2021-06-24 12:28:13.000000,2020-04-18 19:15:25,24.0,,173,51.0,8.0,2.0,3.0,2136,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,16,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,['pytorch'],,203.0,8.0,7.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,1.0,203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
817,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102.0,,164,58.0,10.0,26.0,6.0,1787,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000,0.2.1,2.0,automl_gs,,,29.0,26.0,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
818,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,122,43.0,5.0,2.0,7.0,833,XAI - An eXplainability toolbox for machine learning.,3.0,16,True,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,112.0,23.0,17.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000,6.0,112.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
819,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-04-01 08:52:48.000000,2021-04-16 18:50:54,57.0,,114,49.0,20.0,14.0,9.0,784,A medical imaging framework for Pytorch.,8.0,16,False,2018-11-24 00:33:11.000,0.2,2.0,medicaltorch,,['pytorch'],,233.0,12.0,12.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000,,233.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
820,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2022-06-10 23:07:53.000000,2022-06-10 23:04:56,813.0,3.0,176,44.0,667.0,66.0,27.0,756,Translate - a PyTorch Language Library.,87.0,16,True,,,1.0,pytorch-translate,,['pytorch'],,6.0,,,https://pypi.org/project/pytorch-translate,2018-05-01 19:59:40.000,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
821,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,2.0,96,26.0,10.0,19.0,51.0,709,Code for High-Precision Model-Agnostic Explanations paper.,10.0,16,True,,,10.0,anchor_exp,,,,1220.0,2.0,,https://pypi.org/project/anchor_exp,2020-09-10 22:52:00.000,2.0,1220.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
822,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,89,25.0,101.0,37.0,84.0,692,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45.000,3.0.0,16.0,hyperparameter-hunter,,,331.0,64.0,2.0,,https://pypi.org/project/hyperparameter-hunter,2019-08-06 08:52:20.000,2.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
823,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2022-06-20 04:19:57.000000,2021-04-27 11:10:20,127.0,,84,19.0,15.0,10.0,22.0,679,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38.000,0.1.3,12.0,flashtorch,,['pytorch'],,130.0,10.0,10.0,https://pypi.org/project/flashtorch,2020-05-29 14:38:32.000,,130.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
824,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235.0,,32,12.0,13.0,8.0,15.0,643,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,16,True,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,['pytorch'],,1821.0,7.0,7.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,1729.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,836.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
825,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-06-21 06:19:40.000000,2022-06-21 04:27:47,257.0,1.0,89,18.0,18.0,3.0,27.0,562,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,84.0,6.0,6.0,https://pypi.org/project/textflint,2022-03-15 07:18:47.000,,84.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
826,kglib,vaticle/kglib,graph,,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000,2022-07-21 14:34:03.000000,2022-07-19 11:03:22,491.0,3.0,89,34.0,102.0,12.0,49.0,517,KGLIB is a Knowledge Graph Machine Learning Library for TypeDB.,8.0,16,True,2020-08-19 15:39:10.000,0.2.2,7.0,grakn-kglib,,,211.0,18.0,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
827,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2022-04-27 12:56:30.000000,2022-04-27 12:35:27,27.0,1.0,55,15.0,29.0,4.0,16.0,478,Leave One Feature Out Importance.,3.0,16,True,2022-04-27 12:56:30.000,0.3.2,12.0,lofo-importance,,,,536.0,20.0,19.0,https://pypi.org/project/lofo-importance,2022-04-27 12:56:30.000,1.0,536.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
828,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24,122.0,,104,71.0,5.0,14.0,19.0,392,semantic similarity framework for knowledge graph.,5.0,16,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,145.0,37.0,34.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,3.0,145.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
829,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2022-05-03 06:19:33.000000,2022-03-23 16:08:01,26.0,,50,4.0,1.0,,11.0,342,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,1.0,16,True,2022-01-16 20:44:46.000,0.2.5,8.0,shap-hypetune,,,,4151.0,6.0,6.0,https://pypi.org/project/shap-hypetune,2022-01-16 20:44:46.000,,4151.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
830,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177.0,,31,22.0,21.0,16.0,10.0,341,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,1.0,pdvega,,,,44.0,74.0,67.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000,7.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
831,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-06-22 02:41:47.000000,2021-02-02 09:03:57,184.0,,43,8.0,13.0,10.0,17.0,317,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,16,False,2021-02-07 11:06:21.000,2.407,56.0,explainx,,,4.0,1827.0,,,https://pypi.org/project/explainx,2021-02-04 16:44:24.000,,1827.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
832,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2022-04-19 08:20:13.909000,2021-06-14 10:58:10,162.0,,38,18.0,1.0,9.0,5.0,255,Analyze Data with Pandas-based Networks. Documentation:.,2.0,16,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,['pandas'],,2483.0,5.0,5.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000,,297.0,https://anaconda.org/conda-forge/deepgraph,2022-04-19 08:20:13.909,129022.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
833,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127.0,,25,4.0,4.0,6.0,5.0,200,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",4.0,16,False,,,23.0,parfit,,['sklearn'],,5801.0,12.0,12.0,https://pypi.org/project/parfit,2018-10-11 22:03:16.000,,5801.0,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
834,nx-altair,Zsailer/nx_altair,data-viz,,https://github.com/Zsailer/nx_altair,https://github.com/Zsailer/nx_altair,MIT,2018-05-13 00:10:12.000,2022-01-08 12:10:11.000000,2020-06-02 21:10:26,51.0,,22,11.0,14.0,6.0,4.0,197,Draw interactive NetworkX graphs with Altair.,3.0,16,False,2020-06-02 21:11:12.000,0.1.6,8.0,nx-altair,,['jupyter'],,2481.0,3.0,,https://pypi.org/project/nx-altair,2020-06-02 21:11:12.000,3.0,2481.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
835,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-06-27 17:42:50.000000,2022-06-27 17:42:49,367.0,2.0,36,4.0,130.0,5.0,34.0,194,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,16,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,328.0,,,https://pypi.org/project/chitra,2022-01-09 08:49:42.000,,190.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,828.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
836,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2022-06-02 03:50:07.000000,2022-06-02 03:34:29,20.0,2.0,17,5.0,8.0,1.0,6.0,167,A Python module to convert natural language numerics into ints and floats.,3.0,16,False,2022-06-02 03:50:07.000,0.2.1,9.0,numerizer,,,,4786.0,21.0,21.0,https://pypi.org/project/numerizer,2022-06-02 03:50:07.000,,4786.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
837,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34,69.0,,33,14.0,54.0,16.0,50.0,134,"Lightweight, Python library for fast and reproducible experimentation.",5.0,16,False,2018-11-23 09:49:59.000,0.1.16,16.0,steppy,,,,35.0,51.0,46.0,https://pypi.org/project/steppy,2018-11-23 09:49:59.000,5.0,35.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
838,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2022-06-29 16:02:28.000000,2022-06-29 15:39:30,751.0,14.0,15,7.0,142.0,10.0,15.0,125,Toolkit for developing and maintaining ML models.,13.0,16,False,2022-06-29 15:44:15.000,0.0.24,24.0,modelkit,,,,467.0,,,https://pypi.org/project/modelkit,2022-06-29 15:41:43.000,,467.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
839,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2022-07-17 21:10:00.000000,2021-07-09 18:47:52,275.0,,10,4.0,3.0,1.0,,117,Data Analysis Baseline Library.,21.0,16,False,2021-07-09 19:20:43.000,0.2.2,12.0,dabl,,['sklearn'],,1999.0,,,https://pypi.org/project/dabl,2021-07-09 19:20:43.000,,1999.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
840,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2021-09-29 09:46:39.000000,2021-04-06 08:24:50,113.0,,900,98.0,25.0,2.0,347.0,3111,An Open-Source Package for Knowledge Embedding (KE).,10.0,15,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
841,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-07-06 20:09:56.000000,2018-09-19 19:27:00,59.0,,776,76.0,32.0,104.0,59.0,2787,Representation learning on large graphs using stochastic graph convolutions.,9.0,15,False,,,,,,['tensorflow'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
842,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2020-01-09 14:51:27.000000,2019-08-05 10:00:04,439.0,,404,143.0,70.0,8.0,53.0,2134,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,['tensorflow'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
843,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2022-06-21 21:24:15.000000,2019-08-12 10:56:27,98.0,,481,66.0,25.0,5.0,96.0,1589,An Open-Source Package for Network Embedding (NE).,10.0,15,False,,,,,,['tensorflow'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
844,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109,54.0,34.0,22.0,13.0,1262,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,15,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,7.0,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
845,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2022-06-22 00:01:41.000000,2022-04-04 08:29:54,41.0,,291,51.0,15.0,42.0,85.0,1140,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,15,True,,,,,,['pytorch'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
846,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,MIT,2020-10-14 05:01:35.000,2022-03-25 19:14:18.000000,2022-03-25 19:14:18,70.0,,122,20.0,13.0,7.0,25.0,1089,Platform for designing and evaluating Graph Neural Networks (GNN).,5.0,15,True,2022-03-24 23:28:17.000,0.4.0,3.0,graphgym,,,14.0,52.0,2.0,2.0,https://pypi.org/project/graphgym,2022-03-24 23:19:13.000,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
847,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2022-07-19 22:06:41.000000,2021-04-02 03:03:34,211.0,,173,37.0,37.0,51.0,33.0,910,Entity Linker solution.,16.0,15,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
848,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2022-07-20 11:59:42.000000,2022-04-19 03:40:55,617.0,,95,28.0,88.0,6.0,15.0,834,An autoML framework & toolkit for machine learning on graphs.,13.0,15,True,2022-04-22 06:08:57.000,0.3.1,3.0,auto-graph-learning,,['pytorch'],,1.0,,,https://pypi.org/project/auto-graph-learning,2020-12-23 08:05:25.000,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
