,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
734,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-17 14:51:35.000000,2022-04-17 14:49:12,264.0,26.0,86,12.0,28.0,9.0,11.0,377,A library of metrics for evaluating recommender systems.,16.0,20,True,2022-04-17 14:51:35.000,0.1.4,19.0,recmetrics,,,,,24.0,24.0,https://pypi.org/project/recmetrics,2022-04-17 14:51:35.000,,933.0,933.0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,
735,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2021-12-06 01:40:00.000000,2021-12-06 01:38:51,293.0,,74,24.0,5.0,4.0,14.0,338,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2021-12-06 01:40:00.000,0.1.684,133.0,autoviml,,,,,17.0,15.0,https://pypi.org/project/autoviml,2021-12-06 01:40:00.000,2.0,1973.0,1973.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2021-03-27 14:31:44.000000,2021-02-09 04:48:07,110.0,,45,21.0,18.0,17.0,9.0,328,pyspark methods to enhance developer productivity.,6.0,20,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,569018.0,569018.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,44,8.0,37.0,27.0,37.0,313,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,136.0,133.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,3255.0,3255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38.0,6.0,34,8.0,9.0,14.0,28.0,290,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,20,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,13.0,13.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,1609.0,1609.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,228.0,215.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,4020.0,4026.0,,,,,,,,3.0,347.0,,,,,,,,,,,,,,,,,,,
740,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-04-12 01:37:13.000000,2022-04-08 17:51:44,568.0,7.0,17,16.0,453.0,84.0,74.0,193,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15.000,0.4.3,9.0,funsor,,,,['pytorch'],33.0,30.0,https://pypi.org/project/funsor,2022-03-21 15:16:11.000,3.0,1444.0,1444.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-04-21 14:33:28.000000,2022-04-20 09:12:05,527.0,14.0,30,21.0,580.0,21.0,119.0,187,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2021-09-08 21:44:17.000,0.6.2,15.0,larq-compute-engine,,,,,5.0,5.0,https://pypi.org/project/larq-compute-engine,2021-09-08 21:44:17.000,,502.0,523.0,,,,,,,,3.0,568.0,,,,,,,,,,,,,,,,,,,
742,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,77,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5577.0,5444.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,760915.0,760915.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-03-16 12:22:35.000000,2022-01-05 13:45:51,493.0,,1323,476.0,18.0,53.0,161.0,6660,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-04-01 03:19:29.000000,2022-02-10 07:36:23,432.0,1.0,443,83.0,177.0,100.0,159.0,3150,A high performance and generic framework for distributed DNN training.,19.0,19,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,62.0,98.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1252.0,3.0,,,,,,,,,,,,,,,,,,,,
745,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,1.0,448,217.0,16.0,23.0,3.0,2893,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,132.0,132.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,
746,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-04-20 04:17:48.000000,2022-03-27 23:39:16,252.0,2.0,478,88.0,58.0,47.0,250.0,2351,Backtest trading strategies in Python.,15.0,19,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,6289.0,6289.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-03-07 07:43:55.000000,2022-03-07 07:43:44,169.0,1.0,345,89.0,3.0,3.0,18.0,1976,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,40.0,39.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,779.0,779.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,2.0,459,151.0,142.0,77.0,27.0,1920,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,,,['spark'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-04-14 17:42:14.000000,2022-04-14 17:40:30,100.0,9.0,223,59.0,103.0,25.0,56.0,1886,"Codebase for Image Classification Research, written in PyTorch.",16.0,19,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,460.0,460.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101,40.0,13.0,14.0,9.0,1251,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,53.0,53.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,474.0,474.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-03-11 23:28:41.000000,2021-05-03 22:51:52,375.0,,244,57.0,52.0,8.0,30.0,1226,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,51.0,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,3.0,81,32.0,72.0,24.0,30.0,1026,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,28670.0,28670.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-04-15 19:44:37.000000,2022-04-15 19:43:58,117.0,32.0,129,13.0,6.0,16.0,16.0,994,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,19,True,2022-04-15 19:44:37.000,0.6.5,21.0,tez,,,,['pytorch'],24.0,22.0,https://pypi.org/project/tez,2022-04-15 19:44:37.000,2.0,1451.0,1451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,98,26.0,73.0,29.0,36.0,802,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,,184475.0,184630.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,3883.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-03-07 13:17:47.000000,2021-08-06 08:18:46,282.0,,132,15.0,22.0,53.0,68.0,788,PyTorch to Keras model convertor.,13.0,19,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,42.0,41.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,749.0,749.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2021-12-22 00:07:44.000000,2021-10-23 07:17:16,413.0,,157,57.0,3.0,12.0,29.0,757,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,270.0,270.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104.0,,114,29.0,25.0,21.0,34.0,689,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,850.0,850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198.0,,96,24.0,46.0,19.0,34.0,674,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1026.0,1026.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-04-20 22:08:48.000000,2022-04-20 22:08:47,624.0,83.0,106,30.0,555.0,28.0,44.0,667,Machine learning framework for both deep learning and traditional algorithms.,30.0,19,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,5.0,neoml,,,,,,,https://pypi.org/project/neoml,2021-06-21 21:43:53.000,,66.0,66.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-04-19 16:27:22.000000,2022-03-16 15:02:53,1484.0,1.0,71,34.0,558.0,22.0,117.0,662,Scikit-learn style model finetuning for NLP.,19.0,19,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,130.0,130.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2021-07-31 04:54:26.000000,2020-07-03 18:01:17,397.0,,205,29.0,35.0,36.0,19.0,638,An open source python library for scalable Bayesian optimisation.,12.0,19,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,30703.0,30703.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-04-21 13:19:53.000000,2022-04-20 12:12:22,1195.0,16.0,91,41.0,347.0,15.0,118.0,588,GPU accelerated signal processing.,38.0,19,True,2022-04-06 14:58:42.000,22.04.00,12.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2022-04-01 07:58:53.000000,2022-03-30 07:41:15,266.0,25.0,61,7.0,13.0,19.0,37.0,575,A standard framework for modelling Deep Learning Models for tabular data.,9.0,19,True,2021-09-01 11:51:30.000,0.7.0,8.0,pytorch_tabular,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,1.0,1982.0,1982.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
764,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-03-11 23:47:08.000000,2021-09-16 17:56:31,171.0,,127,31.0,70.0,7.0,54.0,515,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-02-13 22:23:38.000000,2022-02-13 22:22:57,250.0,5.0,76,15.0,12.0,6.0,61.0,423,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,19,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,1751.0,1751.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,44,59.0,6.0,15.0,24.0,407,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,18.0,17.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,406.0,406.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
767,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,78,23.0,18.0,7.0,20.0,397,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,19,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,322.0,322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-04-03 18:07:40.000000,2021-10-10 00:13:26,273.0,,73,16.0,122.0,14.0,129.0,393,A Python library for dynamic classifier and ensemble selection.,13.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],26.0,24.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,778.0,778.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
769,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,64,23.0,47.0,13.0,19.0,354,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,6284.0,6757.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24145.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
770,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-04-14 13:22:26.000000,2022-03-23 21:47:08,338.0,14.0,23,12.0,143.0,30.0,66.0,353,A High Level API for Deep Learning in JAX.,17.0,19,True,2022-03-23 21:51:07.000,0.8.6,31.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2022-04-13 15:13:41.000,,802.0,802.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
771,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,332,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],146.0,139.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,2654.0,2654.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
772,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-04-21 15:00:21.000000,2022-03-06 18:15:53,815.0,26.0,15,9.0,105.0,6.0,52.0,330,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,19,False,2022-03-06 18:21:19.000,3.0.0,49.0,bodywork,,,,,10.0,10.0,https://pypi.org/project/bodywork,2022-03-06 18:21:19.000,,907.0,907.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-03-23 06:28:35.000000,2022-03-23 06:28:35,352.0,9.0,82,14.0,3.0,5.0,17.0,314,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,23.0,23.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,980.0,980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
774,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,23.0,239.0,24.0,25.0,295,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,395.0,395.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
775,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,48,25.0,38.0,7.0,10.0,277,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,54829.0,54829.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
776,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-04-18 15:56:01.000000,2022-04-18 15:55:57,216.0,24.0,45,12.0,201.0,18.0,2.0,269,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,13.0,19,False,2022-03-22 05:45:44.000,1.3.1,9.0,model-card-toolkit,,,,,7.0,7.0,https://pypi.org/project/model-card-toolkit,2022-03-22 05:45:44.000,,1126.0,1126.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
777,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-03-10 14:58:27.000000,2022-03-10 14:38:17,614.0,3.0,33,12.0,60.0,3.0,51.0,258,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,,,['tensorflow'],21.0,20.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,387.0,387.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
778,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-04-16 00:09:37.000000,2022-04-16 00:09:33,289.0,10.0,67,19.0,281.0,12.0,9.0,248,Tensorflows Fairness Evaluation and Visualization Toolkit.,29.0,19,False,2022-03-07 20:10:18.000,0.38.0,24.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-03-07 20:10:18.000,,907.0,907.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
