,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
695,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-05-08 01:10:39.000000,2023-05-08 01:10:39,371,9.0,97,29.0,19.0,37.0,8.0,454,A python library for Bayesian time series modeling.,6.0,21,True,2023-05-07 06:30:08.000,0.1.1.12,14.0,pydlm,,,,,33.0,31.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,43596.0,43596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
696,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-05-21 22:48:24.000000,2023-05-21 22:12:32,319,2.0,89,26.0,6.0,3.0,24.0,448,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,21,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,24.0,22.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1738.0,1738.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
697,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-07-24 04:32:01.000000,2023-04-06 01:56:24,986,,56,8.0,202.0,28.0,96.0,445,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,21,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],186.0,181.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,5.0,4369.0,4369.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
698,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-06-04 11:48:19.000000,2023-03-05 00:16:57,419,,96,35.0,276.0,68.0,172.0,428,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",18.0,21,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,71.0,70.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,908.0,911.0,,,,,,,,3.0,280.0,,,,,,,,,,,,,,,,,,
699,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-02-13 14:39:22.000000,2020-05-11 14:32:38,782,,79,24.0,11.0,48.0,49.0,410,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,115.0,101.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,6092.0,6092.0,,,,,,,,3.0,76.0,,,,,,,,,,,,,,,,,,
700,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-07-21 07:33:16.000000,2023-07-21 07:25:45,4697,91.0,37,13.0,1.0,2.0,80.0,396,Deep Learning PyTorch.,1.0,21,True,2023-07-19 04:27:42.000,0.4.6,100.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,2023-07-19 04:27:42.000,,1078.0,1078.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
701,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2023-07-26 12:07:52.000000,2023-07-07 11:04:16,1533,107.0,53,7.0,177.0,34.0,71.0,394,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,18.0,21,False,2023-06-27 11:09:57.000,0.4.1,17.0,quantus,,,,,16.0,16.0,https://pypi.org/project/quantus,,,347.0,354.0,,,,,,,,3.0,123.0,,,,,,,,,,,,,,,,,,
702,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283,,68,25.0,48.0,15.0,19.0,385,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,21,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],45.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,45.0,3598.0,4063.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,30698.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
703,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2023-07-16 11:29:31.000000,2023-07-16 11:29:26,153,7.0,45,16.0,2.0,7.0,3.0,352,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,21,True,,,,suod,,,,,485.0,485.0,https://pypi.org/project/suod,,,77832.0,77832.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
704,TimeSide,Parisson/TimeSide,audio,,https://github.com/Ircam-WAM/TimeSide,https://github.com/Ircam-WAM/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-07-21 09:15:54.000000,2023-02-01 10:38:52,3728,,60,26.0,110.0,32.0,184.0,351,scalable audio processing framework and server written in Python.,22.0,21,False,2023-01-03 17:34:09.000,1.1.3,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,127.0,127.0,,,,,,,,3.0,,,,,,,,,Ircam-WAM/TimeSide,,,,,,,,,,
705,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292,,47,10.0,37.0,28.0,37.0,336,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,198.0,194.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,4.0,6747.0,6747.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
706,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-06-26 23:55:08.000000,2021-05-28 01:21:58,393,,127,34.0,320.0,78.0,125.0,309,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,23.0,22.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,245.0,254.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,864.0,3.0,,,,,,,,,,,,,,,,,,,
707,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-06-16 19:23:09.531000,2023-06-02 19:34:41,510,2.0,36,5.0,11.0,4.0,45.0,294,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,21,False,2022-05-07 07:58:05.000,0.7.0,22.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],24.0,,https://pypi.org/project/scikit-posthocs,2022-05-07 07:58:05.000,24.0,39055.0,60623.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-06-16 19:23:09.531,711760.0,,,,,3.0,37.0,,,,,,,,,,,,,,,,,,
708,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-07-06 22:38:10.000000,2023-01-26 17:04:18,400,,96,18.0,386.0,61.0,86.0,236,An open-source toolkit for large-scale genomic analysis.,24.0,21,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,146192.0,146309.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3415.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
709,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-07-10 14:33:05.000000,2023-07-02 18:02:16,1462,29.0,44,14.0,131.0,17.0,61.0,212,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:55:19.000,0.2.3,6.0,pyrdf2vec,,,,,30.0,30.0,https://pypi.org/project/pyrdf2vec,,,267.0,267.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
710,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-06-08 18:28:14.000000,2023-06-08 18:28:12,954,1.0,527,168.0,44.0,35.0,28.0,3960,High-performance TensorFlow library for quantitative finance.,46.0,20,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,2.0,702.0,702.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
711,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432,,475,88.0,179.0,108.0,161.0,3456,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,73.0,99.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1313.0,3.0,,,,,,,,,,,,,,,,,,,
712,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-06-12 18:21:59.000000,2023-06-12 18:21:59,114,2.0,357,101.0,16.0,53.0,17.0,3327,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",14.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,127.0,120.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,1034.0,1034.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
713,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429,,165,65.0,54.0,6.0,44.0,3056,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-06-18 21:06:54.000,,207.0,208.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,
714,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957,,443,168.0,120.0,14.0,112.0,2915,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,20,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,,,121.0,121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
715,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406,,398,101.0,54.0,64.0,48.0,2869,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,824.0,824.0,,,,,,,,3.0,,,,,,,,,rhsimplex/image-match,,,,,,,,,,
716,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-03-20 10:13:27.000000,2022-07-20 20:54:36,1904,,322,102.0,999.0,86.0,260.0,2807,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
717,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524,,446,130.0,225.0,81.0,183.0,2255,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,36.0,20,True,2019-07-24 13:14:28.000,1.0.0,9.0,rl_coach,,,,,,,https://pypi.org/project/rl_coach,,,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
718,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249,2.0,254,54.0,35.0,13.0,104.0,1934,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,3668.0,3668.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
719,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-06-14 15:33:56.000000,2023-05-13 08:12:05,905,1.0,204,56.0,52.0,67.0,148.0,1490,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,20,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,,,331.0,364.0,,,,,,,,3.0,2648.0,,,,,,,,,,,,,,,,,,
720,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-07-19 18:58:40.000000,2023-07-19 18:58:36,357,5.0,121,17.0,56.0,13.0,29.0,1420,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,13.0,20,True,2023-02-23 16:10:05.727,0.1.1,11.0,pythae,,,,['pytorch'],9.0,9.0,https://pypi.org/project/pythae,2022-09-07 17:05:43.199,,429.0,429.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
721,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62,,101,41.0,13.0,14.0,9.0,1261,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,96.0,95.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,1.0,2724.0,2724.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
722,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2023-07-10 18:27:54.000000,2023-05-28 08:34:18,1190,2.0,85,28.0,134.0,64.0,127.0,1215,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",22.0,20,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,7.0,7.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,81.0,93.0,,,,,,,,3.0,448.0,,,,,,,,,,,,,,,,,,
723,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284,,184,52.0,12.0,16.0,42.0,1011,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],65.0,65.0,https://pypi.org/project/tensornets,,,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
724,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-06-16 19:18:16.533000,2020-04-17 02:27:44,79,,130,27.0,73.0,39.0,36.0,955,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,2.0,227125.0,227305.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7215.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
725,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83,,173,24.0,58.0,7.0,27.0,894,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,20,False,,,,saliency,,,,['tensorflow'],61.0,61.0,https://pypi.org/project/saliency,,,4232.0,4232.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
726,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-03-28 16:16:19.000000,2023-03-28 16:16:19,301,,84,18.0,70.0,17.0,42.0,870,Audio processing by using pytorch 1D convolution network.,14.0,20,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,122.0,119.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,3.0,4787.0,4787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
727,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221,,158,78.0,98.0,51.0,43.0,753,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,33778.0,33778.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
728,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-06-12 22:12:53.000000,2023-06-12 22:12:53,449,3.0,70,25.0,157.0,41.0,60.0,744,,26.0,20,False,2022-02-01 00:17:20.000,1.6.0,7.0,objax,,,,['jax'],38.0,38.0,https://pypi.org/project/objax,,,462.0,462.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
729,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104,,126,30.0,28.0,21.0,34.0,734,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],42.0,40.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,338.0,338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
730,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210,,100,30.0,1.0,12.0,3.0,616,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,20,True,2020-02-19 02:11:55.000,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",566.0,566.0,https://pypi.org/project/combo,,,94332.0,94332.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
731,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283,,64,30.0,31.0,5.0,24.0,553,Python module for machine learning time series:.,14.0,20,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,46.0,44.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1087.0,1087.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
732,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410,,51,59.0,8.0,20.0,24.0,489,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21.000,0.2.1,3.0,deepsnap,,,,,57.0,57.0,https://pypi.org/project/deepsnap,,,455.0,455.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,
733,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172,,45,10.0,8.0,10.0,19.0,480,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,73.0,65.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000,8.0,15047.0,15047.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,,,,,,
734,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69,,24,10.0,9.0,2.0,9.0,346,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,True,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],491.0,485.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,155842.0,155842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
735,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42,,46,26.0,19.0,16.0,15.0,326,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],217.0,210.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,5985.0,5985.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
736,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60,,51,26.0,41.0,8.0,10.0,284,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,215790.0,215790.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
737,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2023-07-18 08:23:00.000000,2023-06-23 13:37:52,676,15.0,48,25.0,76.0,12.0,23.0,280,A Python implementation of active inference for Markov Decision Processes.,14.0,20,False,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,6.0,6.0,https://pypi.org/project/inferactively-pymdp,2022-12-08 15:25:01.498,,169.0,169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
738,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-06-16 13:14:39.735000,2023-06-05 21:59:57,217,1.0,50,14.0,194.0,9.0,184.0,270,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,20,False,,,12.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,,,1687643.0,1721069.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2540416.0,,,,,3.0,,,-6.0,,,,,,,,,,,,,,,,
739,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-07-12 13:17:17.000000,2023-07-12 13:16:10,566,4.0,32,25.0,619.0,21.0,125.0,229,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-07-12 13:17:17.000,0.11.1,19.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,718.0,740.0,,,,,,,,3.0,927.0,,,,,,,,,,,,,,,,,,
740,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153,,31,9.0,4.0,20.0,29.0,228,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54.000,0.4.6,12.0,pyfasttext,,,,,347.0,347.0,https://pypi.org/project/pyfasttext,,,4237.0,4242.0,,,,,,,,3.0,364.0,,,,,,,,,,,,,,,,,,
