,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
669,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1647.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,103.0,103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,15.0,33.0,1634.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],55.0,49.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,4574.0,4574.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
671,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2023-11-21 03:54:52.000000,2022-09-18 16:01:20,637.0,,268.0,28.0,183.0,9.0,389.0,1608.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,21,False,2022-05-28 10:07:13.000,1.3,17.0,talos,,,,['tensorflow'],8.0,,https://pypi.org/project/talos,2022-05-28 10:07:34.000,8.0,1058.0,1058.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,277.0,73.0,728.0,13.0,64.0,1571.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,7.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],,,https://pypi.org/project/classy_vision,,,749.0,1124.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18755.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1551.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,1.0,1764.0,1764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-01-29 06:34:18.000000,2024-01-29 06:20:56,908.0,2.0,208.0,57.0,52.0,74.0,149.0,1531.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,36.0,21,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,311.0,342.0,,,,,,,,3.0,2755.0,,,,,,,,,,,,,,,,,,,
675,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,358.0,62.0,47.0,37.0,72.0,1474.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56.000,1.0.0,5.0,anago,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/anago,,,397.0,397.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,399.0,102.0,36.0,11.0,24.0,1419.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,236.0,236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,220.0,64.0,48.0,36.0,90.0,1249.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,485.0,485.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
678,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,170.0,32.0,86.0,15.0,32.0,1224.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,88.0,88.0,https://pypi.org/project/FinQuant,,,511.0,511.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-03-02 07:18:49.000000,2024-02-04 11:57:04,536.0,41.0,125.0,20.0,250.0,13.0,123.0,1172.0,A standard framework for modelling Deep Learning Models for tabular data.,19.0,21,True,2024-01-15 12:17:19.000,1.1.0,12.0,pytorch_tabular,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_tabular,2024-01-15 02:46:25.000,2.0,3974.0,3974.0,,,,,,,,3.0,24.0,,,,,,,,,,,,,,,,,,,
680,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,,108.0,37.0,25.0,17.0,114.0,1167.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18.000,2.1.6,79.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2023-12-06 05:33:15.000,8.0,6085.0,6085.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,208.0,28.0,61.0,54.0,60.0,1059.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,129.0,119.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,10.0,664.0,669.0,,,,,,,,3.0,597.0,,,,,,,,,,,,,,,,,,,
682,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,251.0,47.0,46.0,26.0,127.0,1046.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40.000,0.7.6,2.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,,,212.0,212.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,54.0,86.0,63.0,206.0,1015.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:26:46.000,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,,,1713.0,1713.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-02-21 01:44:13.000000,2024-02-01 21:38:56,330.0,1.0,161.0,29.0,110.0,80.0,56.0,874.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,8.0,2.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,3360.0,52286.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2135355.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,2.0,1474.0,,,,,,,,,,,,
685,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,38.0,46.0,43.0,49.0,787.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,99.0,90.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,405.0,405.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,29.0,21.0,34.0,756.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,21,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],45.0,43.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,577.0,577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,2.0,73.0,26.0,162.0,40.0,62.0,755.0,,26.0,21,False,2023-11-06 22:17:30.000,1.8.0,9.0,objax,,,,['jax'],49.0,49.0,https://pypi.org/project/objax,,,616.0,616.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,81.0,21.0,12.0,,38.0,683.0,Python package for stacking (machine learning technique).,,21,False,2019-08-12 16:09:01.000,0.4.0,5.0,vecstack,conda-forge/vecstack,,,,396.0,396.0,https://pypi.org/project/vecstack,,,16567.0,16622.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1886.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-02-28 10:45:58.000000,2024-01-15 01:52:35,490.0,3.0,106.0,32.0,557.0,197.0,245.0,661.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,2965.0,2965.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,13.0,3.0,634.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",615.0,607.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,8.0,19380.0,19380.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,302.0,595.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,61.0,60.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,256.0,256.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,29.0,31.0,5.0,24.0,561.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,49.0,47.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1800.0,1800.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,13.0,15.0,551.0,A library of metrics for evaluating recommender systems.,20.0,21,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,49.0,49.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,14100.0,14100.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,
694,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,55.0,11.0,20.0,13.0,37.0,527.0,Joyplots in Python with matplotlib & pandas.,6.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,358.0,349.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,10710.0,11115.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,24354.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,485.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,105.0,97.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,4602.0,4602.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,
696,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-02-04 00:13:12.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,223.0,15.0,40.0,481.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,,"['pandas', 'spark']",22.0,20.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,11696.0,11699.0,,,,,,,,3.0,138.0,,,,,,,,,,,,,,,,,,,
697,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-03-04 15:27:16.000000,2024-03-01 10:56:06,1714.0,25.0,68.0,7.0,208.0,46.0,80.0,478.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,23.0,22.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,935.0,941.0,,,,,,,,3.0,150.0,,,,,,,,,,,,,,,,,,,
698,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,106.0,20.0,57.0,26.0,21.0,474.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,21,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,68.0,60.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,2295.0,2295.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,19.0,96.0,18.0,9.0,5.0,40.0,435.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,21,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,52.0,52.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,2436.0,2436.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,78.0,24.0,12.0,48.0,49.0,415.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,127.0,113.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,4590.0,4590.0,,,,,,,,3.0,90.0,,,,,,,,,,,,,,,,,,,
701,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-03-05 20:15:03.000000,2024-03-05 20:07:54,5600.0,21.0,92.0,15.0,742.0,28.0,436.0,409.0,Lightwood is Legos for Machine Learning.,45.0,21,False,2024-01-10 21:22:19.000,23.12.4.0,202.0,lightwood,,,,['pytorch'],2.0,,https://pypi.org/project/lightwood,2023-12-25 13:15:52.000,2.0,4653.0,4653.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
702,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-01-15 10:30:51.000000,2024-01-15 10:30:46,5151.0,152.0,38.0,13.0,1.0,2.0,80.0,401.0,Deep Learning PyTorch.,1.0,21,True,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,,['pytorch'],5.0,5.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,339.0,339.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,10.0,9.0,2.0,9.0,398.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],1102.0,1096.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,234681.0,234681.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-03-01 01:43:30.000000,2024-02-01 02:10:41,658.0,6.0,60.0,30.0,447.0,11.0,91.0,369.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18.000,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,,,27952.0,34149.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,576393.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,48.0,11.0,37.0,28.0,37.0,345.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,223.0,217.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,6.0,2597.0,2597.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,33.0,18.0,6.0,18.0,21.0,307.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],89.0,88.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,1.0,1637.0,1637.0,,,,,,,,3.0,,google-deepmind/launchpad,,,,,,,,,,,,,,,,,,
707,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-03-06 21:45:57.000000,2024-02-26 17:45:29,646.0,30.0,10.0,22.0,334.0,43.0,78.0,280.0,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2024-02-26 13:16:08.000,1.6.5,71.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,3.0,,https://pypi.org/project/vegafusion-jupyter,2024-02-26 12:44:45.000,1.0,2218.0,6929.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-02-26 18:04:51.566,97248.0,,,,,3.0,5055.0,hex-inc/vegafusion,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-02-26 12:50:57.225,2.0,465.0,,,,,,,,,,,,
708,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-01-18 11:58:52.000000,2024-01-18 11:58:51,626.0,5.0,68.0,28.0,31.0,30.0,113.0,259.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,12.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,12.0,1599.0,3659.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,83821.0,,,,,3.0,1856.0,,,,,,,,,,,,,,,,,,,
709,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,87.0,180.0,108.0,161.0,3547.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,82.0,105.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1325.0,3.0,,,,,,,,,,,,,,,,,,,,
710,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,97.0,16.0,53.0,17.0,3360.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,147.0,140.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,578.0,578.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,65.0,54.0,6.0,44.0,3079.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,275.0,275.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,
712,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,316.0,59.0,242.0,173.0,110.0,3051.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,6980.0,6993.0,,,,,,,,3.0,672.0,,,,,,,,,,,,,,,,,,,
713,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2024-02-27 15:19:24.000000,2021-06-15 18:41:51,22.0,,264.0,33.0,21.0,27.0,37.0,2971.0,A small package to create visualizations of PyTorch execution graphs.,6.0,20,False,,,,,,,,,1659.0,1659.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
