,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,brew_id,apt_id,yum_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,dnf_id,yay_id,snap_id,new_addition
729,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-06-26 18:23:33.000000,2023-02-20 06:04:49,289.0,,56,23.0,45.0,9.0,16.0,667,EvoJAX: Hardware-accelerated Neuroevolution.,13.0,20,True,2022-10-05 05:02:01.602,0.2.15,21.0,evojax,conda-forge/evojax,,,['jax'],10.0,9.0,https://pypi.org/project/evojax,759.0,1891.0,https://anaconda.org/conda-forge/evojax,2023-06-18 08:40:51.674,18125.0,,,,,3.0,,2022-06-15 05:15:21.000,1.0,,,,,,,,,,,,,,,,,,,
730,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52,30.0,12.0,11.0,15.0,625,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,170.0,119.0,https://pypi.org/project/tensorboard_logger,9291.0,9291.0,,,,,,,,3.0,,2018-02-08 07:28:51.000,51.0,,,,,,,,,,,,,,,,,,,
731,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,100,30.0,1.0,12.0,3.0,617,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,20,True,2020-02-19 02:11:55.000,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",557.0,557.0,https://pypi.org/project/combo,67879.0,67879.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
732,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64,30.0,31.0,5.0,24.0,552,Python module for machine learning time series:.,14.0,20,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,42.0,40.0,https://pypi.org/project/seglearn,2230.0,2230.0,,,,,,,,3.0,,2021-03-13 16:18:30.000,2.0,,,,,,,,,,,,,,,,,,,
733,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,100,9.0,14.0,5.0,16.0,550,Make Waffle Charts in Python.,6.0,20,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,244.0,244.0,https://pypi.org/project/pywaffle,3587.0,3771.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,9941.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
734,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-05-21 13:13:28.000000,2023-05-21 13:00:38,764.0,5.0,63,18.0,111.0,8.0,46.0,546,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-05-21 13:13:28.000,1.17,36.0,poutyne,,,,['pytorch'],115.0,115.0,https://pypi.org/project/poutyne,6325.0,6325.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
735,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,164,56.0,20.0,39.0,60.0,533,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,86.0,86.0,,,,,,,,3.0,,2017-05-10 17:14:37.000,5.0,,,,,,,,,,,,,,,,,,,
736,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,,51,59.0,8.0,19.0,24.0,480,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21.000,0.2.1,3.0,deepsnap,,,,,51.0,51.0,https://pypi.org/project/deepsnap,688.0,688.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,,
737,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172.0,,45,10.0,8.0,10.0,19.0,479,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,72.0,64.0,https://pypi.org/project/apricot-select,12624.0,12624.0,,,,,,,,3.0,25.0,2020-09-28 07:19:15.000,8.0,,,,,,,,,,,,,,,,,,,
738,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,2.0,55,8.0,202.0,28.0,95.0,433,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,20,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],179.0,174.0,https://pypi.org/project/happytransformer,4405.0,4405.0,,,,,,,,3.0,,2022-02-06 06:54:52.000,5.0,,,,,,,,,,,,,,,,,,,
739,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-06-29 12:54:57.000000,2023-06-15 07:12:53,2311.0,127.0,56,11.0,228.0,7.0,97.0,390,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,20.0,20,True,2023-02-03 22:02:17.573,0.1.0,11.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,87.0,87.0,,,,,,,,3.0,,2022-04-12 08:56:50.000,,,,,,,,,,,,,,,,,,,,
740,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2023-04-07 01:12:52.000000,2022-07-07 13:45:02,146.0,,44,16.0,2.0,7.0,3.0,351,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,486.0,484.0,https://pypi.org/project/suod,58042.0,58042.0,,,,,,,,3.0,,2021-10-01 18:05:35.000,2.0,,,,,,,,,,,,,,,,,,,
741,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,24,10.0,9.0,2.0,9.0,344,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,True,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],454.0,448.0,https://pypi.org/project/julius,210970.0,210970.0,,,,,,,,3.0,,2022-09-20 06:43:57.063,6.0,,,,,,,,,,,,,,,,,,,
742,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,26.0,19.0,16.0,15.0,326,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],213.0,206.0,https://pypi.org/project/mxboard,7749.0,7749.0,,,,,,,,3.0,,2018-05-22 20:25:51.000,7.0,,,,,,,,,,,,,,,,,,,
743,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,51,26.0,41.0,8.0,10.0,285,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,224796.0,224796.0,,,,,,,,3.0,,2020-05-14 22:20:14.000,2.0,,,,,,,,,,,,,,,,,,,
744,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2023-06-26 14:15:03.000000,2023-06-23 13:37:52,676.0,15.0,48,24.0,76.0,12.0,22.0,268,A Python implementation of active inference for Markov Decision Processes.,14.0,20,False,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,6.0,6.0,https://pypi.org/project/inferactively-pymdp,214.0,214.0,,,,,,,,3.0,,2022-12-08 15:25:01.498,,,,,,,,,,,,,,,,,,,,
745,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-06-29 14:03:13.000000,2023-06-29 14:03:11,373.0,37.0,69,23.0,384.0,31.0,50.0,257,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,30.0,20,False,2022-06-03 15:53:33.000,0.2.0,14.0,pipeline-dp,,,,,1.0,1.0,https://pypi.org/project/pipeline-dp,172.0,172.0,,,,,,,,3.0,,2023-01-30 14:45:00.398,,,,,,,,,,,,,,,,,,,,
746,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31,9.0,4.0,20.0,29.0,228,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54.000,0.4.6,12.0,pyfasttext,,,,,343.0,343.0,https://pypi.org/project/pyfasttext,4170.0,4175.0,,,,,,,,3.0,364.0,,,,,,,,,,,,,,,,,,,,,
747,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-02-16 21:22:03.000000,2023-02-06 22:03:09,575.0,,19,19.0,463.0,90.0,75.0,219,Functional tensors for probabilistic programming.,11.0,20,False,2023-01-23 08:32:39.757,0.4.5,11.0,funsor,,,,['pytorch'],55.0,51.0,https://pypi.org/project/funsor,1694.0,1694.0,,,,,,,,3.0,,2022-03-21 15:16:11.000,4.0,,,,,,,,,,,,,,,,,,,
748,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-06-01 07:36:32.000000,2023-02-07 10:12:31,47.0,,1975,146.0,85.0,210.0,283.0,11257,End-to-End Object Detection with Transformers.,26.0,19,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
749,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,406,110.0,83.0,62.0,48.0,2873,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,116.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8401.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
750,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,252,33.0,18.0,27.0,36.0,2698,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1182.0,1182.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
751,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-06-27 22:20:44.000000,2023-06-27 22:20:37,573.0,50.0,326,37.0,672.0,149.0,71.0,2280,Scenic: A Jax Library for Computer Vision Research and Beyond.,65.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
752,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157,47.0,3.0,13.0,15.0,1522,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,19,False,2020-11-18 08:18:54.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],7.0,7.0,https://pypi.org/project/lambda-networks,2451.0,2451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
753,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,139,16.0,11.0,41.0,43.0,961,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],90.0,90.0,https://pypi.org/project/performer-pytorch,7681.0,7681.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
754,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-04-17 18:56:30.000000,2023-04-17 18:56:30,421.0,2.0,177,60.0,6.0,13.0,29.0,941,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",4.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,191.0,191.0,,,,,,,,3.0,,2020-08-29 18:44:15.000,,,,,,,,,,,,,,,,,,,,
755,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,143,15.0,24.0,58.0,69.0,842,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,82.0,81.0,https://pypi.org/project/pytorch2keras,505.0,505.0,,,,,,,,3.0,,2020-05-14 10:03:56.000,1.0,,,,,,,,,,,,,,,,,,,
756,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2023-06-16 19:21:11.893000,2022-02-14 20:43:06,145.0,,154,19.0,41.0,21.0,57.0,804,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,19,False,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,142.0,139.0,https://pypi.org/project/robustness,213.0,413.0,https://anaconda.org/conda-forge/robustness,2023-06-16 19:21:11.893,6819.0,,,,,3.0,,2020-12-01 06:21:33.000,3.0,,,,,,,,,,,,,,,,,,,
757,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,1.0,124,18.0,24.0,26.0,39.0,752,python partial dependence plot toolbox.,7.0,19,True,2023-06-05 02:44:20.000,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,30478.0,30855.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,17732.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
758,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,73,26.0,37.0,23.0,21.0,737,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43.000,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,65413.0,65413.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,,
759,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2022-12-29 13:21:52.000000,2021-07-30 15:06:27,104.0,,125,30.0,27.0,21.0,34.0,727,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,19,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],42.0,40.0,https://pypi.org/project/sklearn-deap,548.0,548.0,,,,,,,,3.0,,2021-07-30 15:13:54.000,2.0,,,,,,,,,,,,,,,,,,,
760,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2023-06-07 20:29:23.000000,2023-06-07 20:29:20,1288.0,16.0,117,43.0,428.0,24.0,130.0,680,GPU accelerated signal processing.,46.0,19,True,2023-06-07 15:00:54.000,23.06.00,20.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
761,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-05-17 01:16:27.000000,2023-05-17 01:16:05,274.0,3.0,100,19.0,19.0,,82.0,596,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,19,True,2023-05-17 01:18:01.881,0.0.71,34.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2437.0,2437.0,,,,,,,,3.0,,2022-08-16 12:44:30.642,,,,,,,,,,,,,,,,,,,,
762,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-03-25 01:07:25.000000,2021-09-16 17:56:31,171.0,,143,35.0,78.0,14.0,55.0,575,Code for the TCAV ML interpretability project.,19.0,19,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],20.0,17.0,https://pypi.org/project/tcav,235.0,235.0,,,,,,,,3.0,,2021-02-23 16:17:42.000,3.0,,,,,,,,,,,,,,,,,,,
763,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,2.0,70,40.0,17.0,13.0,22.0,548,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,31.0,27.0,https://pypi.org/project/n2,675.0,675.0,,,,,,,,3.0,,2020-10-16 03:10:01.000,4.0,,,,,,,,,,,,,,,,,,,
764,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,87,26.0,31.0,28.0,6.0,541,machine learning with logical rules in Python.,19.0,19,False,2020-12-11 09:37:02.000,1.0.1,1.0,skope-rules,,,,['sklearn'],265.0,265.0,https://pypi.org/project/skope-rules,59071.0,59071.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
765,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-06-16 17:13:14.000000,2023-06-16 17:02:11,291.0,4.0,94,15.0,37.0,8.0,14.0,518,A library of metrics for evaluating recommender systems.,19.0,19,True,2022-04-26 18:03:18.000,0.1.5,1.0,recmetrics,,,,,41.0,41.0,https://pypi.org/project/recmetrics,8444.0,8444.0,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
766,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,57,11.0,10.0,20.0,40.0,476,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,19,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,36.0,36.0,https://pypi.org/project/fastt5,1362.0,1362.0,,,,,,,,3.0,,2022-04-05 03:23:12.000,,,,,,,,,,,,,,,,,,,,
767,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39,11.0,29.0,17.0,17.0,401,A python package for animating plots build on matplotlib.,7.0,19,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,50.0,48.0,https://pypi.org/project/animatplot,241.0,466.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,11709.0,,,,,3.0,,2020-10-05 06:20:52.000,2.0,,,,,,,,,,,,,,,,,,,
768,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17,6.0,217.0,4.0,26.0,340,Camphr - NLP libary for creating pipeline components.,8.0,19,False,2023-03-07 22:10:10.175,0.8.9,49.0,camphr,,,,['spacy'],15.0,13.0,https://pypi.org/project/camphr,334.0,334.0,,,,,,,,3.0,,2020-02-17 07:50:16.000,2.0,,,,,,,,,,,,,,,,,,,
769,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2023-06-05 22:26:52.000000,2023-05-03 22:38:20,315.0,3.0,78,25.0,322.0,21.0,9.0,311,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,992.0,992.0,,,,,,,,3.0,,2022-12-13 19:06:03.653,,,,,,,,,,,,,,,,,,,,
770,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-01-11 12:25:50.000000,2023-01-11 12:11:20,623.0,,37,12.0,60.0,3.0,56.0,299,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2023-01-11 12:30:05.335,2.0.9,35.0,ivis,,,,['tensorflow'],30.0,28.0,https://pypi.org/project/ivis,358.0,358.0,,,,,,,,3.0,,2022-03-10 14:57:02.000,2.0,,,,,,,,,,,,,,,,,,,
771,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2023-06-22 12:16:42.000000,2023-06-22 12:15:32,791.0,13.0,18,6.0,62.0,26.0,16.0,295,Flexible time series feature extraction & processing.,5.0,19,False,2023-02-23 13:56:43.000,0.3.0,15.0,tsflex,conda-forge/tsflex,,,,7.0,7.0,https://pypi.org/project/tsflex,1576.0,2300.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,16673.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
772,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-06-29 06:01:27.000000,2023-06-29 06:01:25,563.0,2.0,33,25.0,616.0,21.0,125.0,229,Highly optimized inference engine for Binarized Neural Networks.,18.0,19,False,2023-01-20 22:15:03.430,0.11.0,18.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,595.0,617.0,,,,,,,,3.0,919.0,2022-04-25 13:14:34.000,,,,,,,,,,,,,,,,,,,,
773,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-06-21 07:12:15.000000,2023-06-21 07:12:06,579.0,100.0,18,4.0,225.0,,,227,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,8.0,19,False,2022-08-26 07:24:03.000,1.1.16,80.0,upgini,,,,,1.0,1.0,https://pypi.org/project/upgini,8569.0,8569.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
774,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,2.0,23,7.0,11.0,2.0,9.0,203,A Python module to convert natural language numerics into ints and floats.,4.0,19,False,2023-05-01 07:55:52.405,0.2.3,11.0,numerizer,,,,,56.0,54.0,https://pypi.org/project/numerizer,4362.0,4362.0,,,,,,,,3.0,,2023-01-03 08:08:01.830,2.0,,,,,,,,,,,,,,,,,,,
775,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-04-19 15:32:40.000000,2023-04-19 15:21:42,259.0,3.0,29,11.0,194.0,19.0,72.0,174,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,19,False,2020-10-12 12:26:09.000,0.5.1,3.0,celer,,,,['sklearn'],26.0,26.0,https://pypi.org/project/celer,651.0,651.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
