,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
578,reformer-pytorch,lucidrains/reformer-pytorch,,pytorch-utils,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000000,2020-12-11 17:49:44.000000,2020-12-11 17:49:36.000000,165,1.0,92.0,1339,236.0,"Reformer, the efficient Transformer, in Pytorch.",9.0,20,True,2020-12-06 23:07:32.000000,1.2.4,132.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2020-12-06 23:08:09.000000,,808.0,808.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
579,ThunderSVM,Xtra-Computing/thundersvm,,ml-frameworks,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000000,2021-01-27 13:53:10.000000,2021-01-27 13:53:03.000000,165,43.0,144.0,1264,898.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,33.0,20,True,2020-03-13 12:36:30.000000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000000,,320.0,362.0,,,,,,,,3.0,2124.0,,,,,,,,,,,,,,,,,,,,,,
580,checklist,marcotcr/checklist,,interpretability,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000000,2020-12-30 23:14:48.000000,2020-12-16 19:26:13.000000,98,3.0,53.0,1206,209.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,7.0,20,True,2020-09-21 18:30:40.000000,0.0.10,9.0,checklist,,,,['jupyter'],7.0,5.0,https://pypi.org/project/checklist,2020-09-21 18:30:40.000000,2.0,288.0,288.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
581,tensorrec,jfkirk/tensorrec,,recommender-systems,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000000,2020-07-30 02:47:12.000000,2020-02-04 21:10:25.000000,205,33.0,90.0,1113,334.0,A TensorFlow recommendation algorithm and framework in Python.,8.0,20,True,2019-04-02 00:53:47.000000,0.26.2,30.0,tensorrec,,,,['tensorflow'],25.0,24.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000000,1.0,802.0,802.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
582,Classy Vision,facebookresearch/ClassyVision,,image,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000000,2021-01-28 07:20:21.000000,2021-01-28 03:02:28.000000,193,46.0,46.0,1060,324.0,An end-to-end PyTorch framework for image and video classification.,55.0,20,True,2020-11-20 16:42:56.000000,0.5.0,15.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],,,https://pypi.org/project/classy_vision,2020-11-20 21:02:29.000000,,113.0,580.0,https://anaconda.org/conda-forge/classy_vision,2020-12-11 20:08:25.437000,5611.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
583,Torch Points 3D,nicolas-chaulet/torch-points3d,,image,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000000,2021-01-24 17:32:05.000000,2021-01-19 10:18:25.000000,153,41.0,155.0,1028,1571.0,Pytorch framework for doing deep learning on point clouds.,20.0,20,True,2020-12-18 10:33:50.000000,1.2.0,13.0,torch-points3d,,,,['pytorch'],2.0,2.0,https://pypi.org/project/torch-points3d,2020-12-18 10:34:16.000000,,202.0,202.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
584,Sockeye,awslabs/sockeye,,nlp,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000000,2021-01-27 16:33:24.000000,2021-01-27 15:59:02.000000,290,21.0,220.0,986,733.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on Apache MXNet.,52.0,20,True,2021-01-08 08:11:37.000000,2.3.8,61.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2021-01-08 08:11:37.000000,2.0,452.0,452.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
585,TensorNets,taehoonlee/tensornets,,tensorflow-utils,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24.000000,184,14.0,42.0,975,284.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,True,2020-03-31 04:38:27.000000,0.4.6,12.0,tensornets,,,,['tensorflow'],32.0,30.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000000,2.0,214.0,214.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
586,Skater,oracle/Skater,,interpretability,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000000,2020-11-01 15:57:12.273000,2020-06-29 20:07:12.000000,161,68.0,97.0,968,1101.0,Python Library for Model Interpretation/Explanations.,34.0,20,False,2018-09-21 07:03:32.000000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000000,,6396.0,7151.0,https://anaconda.org/conda-forge/skater,2020-11-01 15:57:12.273000,32498.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
587,Haiku,deepmind/dm-haiku,,ml-frameworks,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000000,2021-01-27 13:36:59.000000,2021-01-27 13:36:05.000000,63,18.0,48.0,921,470.0,JAX-based neural network library.,35.0,20,True,2020-11-24 11:25:05.000000,0.0.3,5.0,,,,,,58.0,58.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
588,fastFM,ibayer/fastFM,,recommender-systems,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000000,2020-03-05 14:57:53.000000,2020-03-05 14:57:52.000000,187,44.0,59.0,893,291.0,fastFM: A Library for Factorization Machines.,19.0,20,True,2017-11-23 06:59:56.000000,0.2.11,10.0,fastfm,,,,,77.0,73.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000000,4.0,361.0,366.0,,,,,,,,3.0,374.0,,,,,,,,,,,,,,,,,,,,,,
589,pyts,johannfaouzi/pyts,,time-series-data,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000000,2020-09-12 14:41:49.000000,2020-04-30 12:28:12.000000,93,23.0,19.0,862,360.0,A Python package for time series classification.,7.0,20,True,2020-03-21 12:41:33.000000,0.11.0,17.0,pyts,conda-forge/pyts,,,,82.0,80.0,https://pypi.org/project/pyts,2020-03-21 12:36:40.000000,2.0,1903.0,2252.0,https://anaconda.org/conda-forge/pyts,2020-03-21 14:08:24.734000,5935.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
590,attention-ocr,emedvedev/attention-ocr,,ocr,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000000,2020-10-31 19:40:20.000000,2020-10-31 19:40:19.000000,228,16.0,125.0,827,196.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,True,2020-10-12 06:56:40.000000,0.7.6,21.0,aocr,,,,['tensorflow'],15.0,15.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000000,,139.0,139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
591,tf-explain,sicara/tf-explain,,interpretability,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000000,2021-01-05 16:15:09.000000,2021-01-05 16:15:08.000000,70,34.0,41.0,752,193.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,12.0,20,True,2020-02-14 09:00:00.000000,0.2.1,6.0,tf-explain,,,,['tensorflow'],61.0,60.0,https://pypi.org/project/tf-explain,2020-02-14 09:04:51.000000,1.0,888.0,888.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
592,mljar-supervised,mljar/mljar-supervised,,hyperopt,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000000,2021-01-27 13:47:40.000000,2021-01-27 13:47:03.000000,97,47.0,228.0,752,756.0,Automates Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,7.0,20,True,2021-01-27 13:47:40.000000,0.8.3,58.0,mljar-supervised,,,,,9.0,9.0,https://pypi.org/project/mljar-supervised,2021-01-27 13:47:40.000000,,3187.0,3187.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
593,keras-ocr,faustomorales/keras-ocr,,ocr,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000000,2020-12-11 02:31:17.000000,2020-11-26 17:18:25.000000,172,29.0,96.0,745,161.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,9.0,20,True,2020-11-26 17:19:39.000000,0.8.6,26.0,keras-ocr,,,,['tensorflow'],1.0,,https://pypi.org/project/keras-ocr,2020-11-26 17:19:39.000000,1.0,1350.0,5266.0,,,,,,,,3.0,15667.0,,,,,,,,,,,,,,,,,,,,,,
594,rows,turicas/rows,,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000000,2021-01-21 08:25:19.000000,2021-01-21 08:24:59.000000,130,138.0,149.0,734,738.0,"A common, beautiful interface to tabular data, no matter the format.",30.0,20,False,2019-02-14 21:20:15.000000,0.4.1,9.0,rows,,,,,137.0,116.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000000,21.0,707.0,707.0,,,,,,,,3.0,37.0,,,,,,,,,,,,,,,,,,,,,,
595,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-01-28 08:01:30.000000,2021-01-28 01:20:37.000000,48,30.0,59.0,728,223.0,PyTorch extensions for high performance and large scale training.,20.0,20,True,2021-01-07 18:59:10.000000,0.1.4,8.0,fairscale,,,,['pytorch'],3.0,3.0,https://pypi.org/project/fairscale,2021-01-07 18:16:47.000000,,1921.0,1921.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
596,RecBole,RUCAIBox/RecBole,,recommender-systems,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000000,2021-01-24 22:15:41.000000,2021-01-18 11:18:38.000000,100,24.0,55.0,722,2642.0,"A unified, comprehensive and efficient recommendation library.",27.0,20,True,2021-01-14 05:21:22.000000,0.2.0,4.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2021-01-14 05:21:22.000000,,98.0,193.0,https://anaconda.org/aibox/recbole,2021-01-14 06:11:03.469000,190.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
597,YouTokenToMe,vkcom/youtokentome,,nlp,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000000,2021-01-28 08:54:04.000000,2020-02-13 09:49:37.000000,42,21.0,20.0,708,76.0,Unsupervised text tokenizer focused on computational efficiency.,6.0,20,True,2020-02-13 09:57:47.000000,1.0.6,14.0,youtokentome,,,,,102.0,96.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000000,6.0,4231.0,4231.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
598,Madmom,CPJKU/madmom,,audio,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000000,2020-04-14 03:42:18.000000,2019-12-19 14:46:37.000000,120,54.0,177.0,708,1722.0,Python audio and music signal processing library.,19.0,20,False,2018-11-14 14:57:41.000000,0.16.1,11.0,madmom,,,,,150.0,116.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000000,34.0,958.0,958.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
599,mlens,flennerhag/mlens,,others,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53.000000,82,8.0,73.0,672,879.0,ML-Ensemble high performance ensemble learning.,7.0,20,True,2018-10-30 22:34:35.000000,0.2.3,14.0,mlens,,,,,103.0,103.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000000,,3128.0,3128.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
600,NeuPy,itdxer/neupy,,ml-frameworks,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000000,2020-01-15 08:04:33.000000,2019-09-02 19:02:38.000000,143,26.0,229.0,662,1145.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,6.0,20,False,2019-04-04 19:44:59.000000,0.8.2,34.0,neupy,,,,,111.0,101.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000000,10.0,615.0,615.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
601,NearPy,pixelogik/NearPy,,nn-search,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000000,2020-02-17 20:24:08.000000,2018-10-21 17:54:28.000000,135,22.0,38.0,658,159.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44.000000,1.0.0,8.0,NearPy,,,,,64.0,49.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000000,15.0,1239.0,1239.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
602,Test Tube,williamFalcon/test-tube,,hyperopt,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000000,2021-01-17 20:04:39.000000,2020-03-17 22:44:47.000000,59,23.0,21.0,652,642.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,True,2019-12-01 00:47:35.000000,0.7.4,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000000,5.0,10626.0,10626.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,
603,torch-scatter,rusty1s/pytorch_scatter,,pytorch-utils,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000000,2021-01-19 11:47:27.000000,2021-01-19 11:47:21.000000,73,57.0,110.0,585,810.0,PyTorch Extension Library of Optimized Scatter Operations.,14.0,20,True,2020-06-24 09:29:12.000000,2.0.5,24.0,torch-scatter,,,,['pytorch'],16.0,,https://pypi.org/project/torch-scatter,2020-02-22 16:51:10.000000,16.0,4020.0,4020.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
604,pdpipe,pdpipe/pdpipe,,data-pipelines,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000000,2021-01-19 11:34:24.000000,2021-01-19 11:34:15.000000,29,6.0,14.0,575,341.0,Easy pipelines for pandas DataFrames.,8.0,20,True,2020-11-09 09:32:37.000000,0.0.53,49.0,pdpipe,,,,['pandas'],23.0,23.0,https://pypi.org/project/pdpipe,2020-11-09 09:32:37.000000,,681.0,681.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
605,Mapbox GL,mapbox/mapboxgl-jupyter,,geospatial-data,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000000,2019-12-13 22:49:07.000000,2019-12-03 21:57:25.000000,119,34.0,67.0,553,220.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,20.0,20,False,2019-06-03 21:24:10.000000,0.10.2,20.0,mapboxgl,,,,['jupyter'],107.0,89.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000000,18.0,4107.0,4107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
606,alibi-detect,SeldonIO/alibi-detect,,others,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2021-01-22 18:56:36.000000,2021-01-22 18:56:35.000000,54,31.0,41.0,548,308.0,"Algorithms for outlier and adversarial instance detection, concept drift and metrics.",7.0,20,True,2020-12-23 10:49:47.000000,0.4.4,9.0,alibi-detect,,,,,19.0,18.0,https://pypi.org/project/alibi-detect,2020-10-08 09:57:19.000000,1.0,910.0,910.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
607,bambi,bambinos/bambi,,probabilistics,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000000,2021-01-26 15:25:04.000000,2021-01-26 15:25:03.000000,50,26.0,128.0,541,523.0,BAyesian Model-Building Interface (Bambi) in Python.,15.0,20,True,2020-12-17 01:23:21.000000,0.3.0,10.0,bambi,,,,,12.0,9.0,https://pypi.org/project/bambi,2020-12-17 01:23:21.000000,3.0,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
608,deeplift,kundajelab/deeplift,,interpretability,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000000,2020-11-11 19:56:24.000000,2020-11-11 19:56:23.000000,118,29.0,46.0,496,551.0,Public facing deeplift repo.,11.0,20,True,2018-07-13 21:11:52.000000,0.6.6,21.0,deeplift,,,,,45.0,43.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000000,2.0,487.0,487.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
609,Labml,lab-ml/labml,,ml-experiments,https://github.com/lab-ml/labml,https://github.com/lab-ml/labml,MIT,2018-11-16 09:34:48.000000,2021-01-28 02:30:37.000000,2021-01-28 02:30:02.000000,35,,6.0,372,903.0,Monitor PyTorch & TensorFlow model training from your mobile phone.,6.0,20,True,2021-01-25 12:02:21.000000,0.4.99,76.0,labml,,,,,20.0,20.0,https://pypi.org/project/labml,2021-01-28 02:30:37.000000,0.0,550.0,550.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
610,pydlm,wwrechard/pydlm,,time-series-data,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000000,2020-07-26 21:00:50.000000,2019-10-22 07:18:40.000000,80,33.0,7.0,352,362.0,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000000,0.1.1,13.0,pydlm,,,,,16.0,16.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000000,,13254.0,13254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
611,skope-rules,scikit-learn-contrib/skope-rules,,sklearn-utils,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000000,2020-12-11 14:42:41.000000,2020-10-23 14:31:57.000000,58,23.0,4.0,351,247.0,machine learning with logical rules in Python.,18.0,20,False,2020-12-11 09:37:02.000000,1.0.1,4.0,skope-rules,,,,['sklearn'],28.0,25.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000000,3.0,6233.0,6233.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
612,MedPy,loli/medpy,,medical-data,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000000,2020-05-01 15:25:39.000000,2020-05-01 15:25:38.000000,104,8.0,65.0,313,324.0,Medical image processing in Python.,13.0,20,False,2019-02-14 17:12:59.000000,0.4.0,6.0,MedPy,,,,,226.0,219.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000000,7.0,2156.0,2156.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
613,Submit it,facebookincubator/submitit,,distributed-ml,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000000,2021-01-28 14:21:31.000000,2021-01-27 16:07:41.000000,19,10.0,16.0,300,48.0,Python 3.6+ toolbox for submitting jobs to Slurm.,9.0,20,True,2020-11-19 12:53:49.000000,1.1.5,8.0,submitit,conda-forge/submitit,,,,77.0,77.0,https://pypi.org/project/submitit,2020-12-01 08:14:16.000000,0.0,1967.0,2136.0,https://anaconda.org/conda-forge/submitit,2020-11-19 14:06:58.416000,845.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
614,sklearn-evaluation,edublancas/sklearn-evaluation,,interpretability,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000000,2020-12-28 15:14:00.000000,2020-12-28 15:10:09.000000,25,8.0,27.0,286,504.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",5.0,20,True,2020-12-28 15:14:25.000000,0.5.4,16.0,sklearn-evaluation,,,,['sklearn'],28.0,26.0,https://pypi.org/project/sklearn-evaluation,2020-12-28 15:13:44.000000,2.0,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
615,rrcf,kLabUM/rrcf,,others,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39.000000,66,16.0,17.0,278,253.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,20,True,2020-06-10 01:53:55.000000,0.4.3,7.0,rrcf,,,,,18.0,18.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000000,,1983.0,1983.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
616,impyute,eltonlaw/impyute,,others,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000000,2020-06-12 21:08:40.000000,2019-10-05 20:39:08.000000,41,26.0,36.0,265,289.0,Data imputations library to preprocess datasets with missing data.,9.0,20,False,2019-04-29 02:31:32.000000,0.0.8,8.0,impyute,,,,,76.0,75.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000000,1.0,1514.0,1514.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
617,StaticFrame,InvestmentSystems/static-frame,,data-containers,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000000,2021-01-28 06:39:57.000000,2021-01-28 06:37:43.000000,20,33.0,243.0,208,2283.0,"The StaticFrame library defines the Series and Frame, immutable data structures for one- and two-dimensional..",15.0,20,True,2021-01-25 19:10:27.000000,0.7.14,97.0,static-frame,conda-forge/static-frame,,,,6.0,6.0,https://pypi.org/project/static-frame,2021-01-25 19:04:52.000000,,920.0,3574.0,https://anaconda.org/conda-forge/static-frame,2021-01-26 03:55:42.344000,61056.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
618,fletcher,xhochy/fletcher,,data-containers,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2021-01-26 12:15:07.000000,2021-01-26 12:15:05.000000,32,33.0,40.0,207,518.0,Pandas ExtensionDType/Array backed by Apache Arrow.,23.0,20,True,2021-01-17 20:04:41.000000,0.7.2,15.0,fletcher,conda-forge/fletcher,,,['pandas'],3.0,3.0,https://pypi.org/project/fletcher,2020-12-29 12:02:47.000000,0.0,240.0,859.0,https://anaconda.org/conda-forge/fletcher,2021-01-17 21:23:17.140000,18565.0,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,
619,Auto ViML,AutoViML/Auto_ViML,,hyperopt,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000000,2021-01-15 14:52:54.000000,2021-01-15 14:48:07.000000,52,3.0,13.0,200,284.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2021-01-04 21:54:14.000000,0.1.677,126.0,autoviml,,,,,13.0,13.0,https://pypi.org/project/autoviml,2021-01-15 14:52:54.000000,,204.0,204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
620,stop-words,Alir3z4/python-stop-words,,nlp,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000000,2019-10-16 15:01:43.000000,2018-07-23 21:04:09.000000,20,3.0,9.0,121,90.0,Get list of common stop words in various languages in Python.,8.0,20,False,2018-07-23 20:58:34.000000,2018.7.23,8.0,stop-words,,,,,1281.0,1077.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000000,204.0,35148.0,35148.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
621,graph-nets,deepmind/graph_nets,,graph,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47.000000,716,9.0,103.0,4767,47.0,Build Graph Nets in Tensorflow.,10.0,19,True,2020-01-29 16:00:25.000000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000000,7.0,603.0,603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
622,Qlib,microsoft/qlib,,financial-data,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000000,2021-01-28 14:30:31.000000,2021-01-27 11:52:33.000000,581,64.0,55.0,3804,,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",27.0,19,True,2020-12-12 09:59:16.000000,0.6.1,15.0,pyqlib,,,,['pytorch'],,,https://pypi.org/project/pyqlib,2020-12-12 09:59:16.000000,,1781.0,1831.0,,,,,,,,3.0,201.0,,,,,,,,,,,,,,,,,,,,,,
623,AdaBound,Luolc/AdaBound,,pytorch-utils,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45.000000,317,16.0,7.0,2826,27.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000000,0.0.5,4.0,adabound,,,,['pytorch'],104.0,98.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000000,6.0,803.0,803.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
