,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
797,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2022-02-16 10:06:50.025000,2021-04-11 07:50:00,405.0,,29,20.0,38.0,6.0,14.0,592,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,True,2020-11-15 13:40:18.000,0.4.2,9.0,baikal,conda-forge/cython-blis,,,,4.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,457.0,34549.0,https://anaconda.org/conda-forge/cython-blis,2022-02-16 10:06:50.025,1193252.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
798,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,128,60.0,72.0,17.0,71.0,515,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,10.0,10.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,73.0,73.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
799,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,61,38.0,16.0,17.0,20.0,508,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,18,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,25.0,22.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,705.0,705.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
800,kale,kubeflow-kale/kale,data-pipelines,,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000,2022-02-10 02:26:14.000000,2021-10-20 12:44:09,644.0,,94,16.0,255.0,83.0,72.0,493,Kubeflows superfood for Data Scientists.,10.0,18,True,2021-05-19 12:56:53.000,0.7.0,15.0,kubeflow-kale,,,,['jupyter'],,,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000,,1123.0,1123.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
801,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2021-12-29 21:48:48.000000,2021-12-29 21:46:44,80.0,18.0,23,10.0,6.0,3.0,9.0,437,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,3.0,18,True,2021-12-29 21:48:48.000,1.2.4,16.0,parallelformers,,,,,3.0,3.0,https://pypi.org/project/parallelformers,2021-12-29 21:47:16.000,,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
802,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-01-04 15:52:57.000000,2022-01-04 15:52:45,167.0,1.0,91,14.0,50.0,15.0,24.0,408,Working with molecular structures in pandas DataFrames.,8.0,18,True,2021-08-30 11:52:40.000,0.2.9,14.0,biopandas,conda-forge/biopandas,,,['pandas'],9.0,,https://pypi.org/project/biopandas,2021-09-24 00:14:13.000,9.0,2725.0,4276.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536,96196.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
803,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-01-06 22:27:34.000000,2019-11-29 00:48:44,1051.0,,27,10.0,120.0,42.0,149.0,339,Open source production model management tool for data scientists.,6.0,18,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,147.0,147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
804,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-02-16 13:44:58.000000,2022-02-08 13:15:36,730.0,61.0,59,10.0,160.0,3.0,15.0,337,TextBox is an open-source library for building text generation system.,13.0,18,True,2021-04-15 13:39:28.000,0.2.1,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
805,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2021-12-14 13:57:24.000000,2021-12-14 13:55:52,324.0,5.0,21,11.0,134.0,22.0,63.0,320,A High Level API for Deep Learning in JAX.,14.0,18,True,2021-12-14 13:57:24.000,0.8.4,28.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2021-12-14 13:56:14.000,,150.0,150.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
806,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,48,11.0,60.0,15.0,41.0,307,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,19.0,17.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,2.0,299.0,299.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
807,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,62,20.0,93.0,23.0,18.0,282,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000,11.0,4276.0,4276.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,
808,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-02-14 13:06:02.000000,2022-02-09 23:13:58,147.0,62.0,16,11.0,20.0,5.0,7.0,277,Callable PyTrees and filtered JIT/grad transformations = neural networks in JAX.,4.0,18,False,2022-02-09 22:07:23.000,0.1.6,10.0,equinox,,,,['jax'],7.0,6.0,https://pypi.org/project/equinox,2022-02-09 22:07:23.000,1.0,474.0,474.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
809,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2021-11-08 17:08:45.000000,2021-11-08 17:08:42,611.0,,27,12.0,57.0,3.0,50.0,256,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,False,2021-10-17 09:48:21.000,2.06,32.0,ivis,,,,['tensorflow'],21.0,20.0,https://pypi.org/project/ivis,2021-10-17 09:46:36.000,1.0,632.0,632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
810,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-02-16 23:01:27.000000,2022-02-16 23:01:22,199.0,41.0,42,11.0,184.0,13.0,2.0,256,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,12.0,18,False,2022-01-06 17:29:20.000,1.2.0,7.0,model-card-toolkit,,,,,6.0,6.0,https://pypi.org/project/model-card-toolkit,2022-01-04 18:19:01.000,,291.0,291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
811,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-01-28 09:28:20.000000,2022-01-28 09:27:02,66.0,1.0,13,8.0,8.0,2.0,9.0,251,Fast PyTorch based DSP for audio and 1D signals.,2.0,18,False,2021-10-20 08:30:11.000,0.2.6,10.0,julius,,,,['pytorch'],66.0,62.0,https://pypi.org/project/julius,2021-10-20 08:30:11.000,4.0,11475.0,11475.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
812,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-02-02 23:21:42.000000,2022-02-02 19:52:59,281.0,3.0,66,19.0,272.0,12.0,8.0,240,Tensorflows Fairness Evaluation and Visualization Toolkit.,25.0,18,False,2022-02-02 23:21:42.000,0.37.0,23.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-02-02 23:21:42.000,,834.0,834.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
813,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-02-15 00:32:38.000000,2022-02-15 00:31:55,160.0,42.0,35,1.0,1.0,,16.0,147,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,3.0,18,False,2022-02-15 00:32:38.000,0.1.0,73.0,featurewiz,,,,,6.0,5.0,https://pypi.org/project/featurewiz,2022-02-15 00:32:38.000,1.0,3732.0,3732.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
814,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2021-12-10 09:56:59.000000,2021-12-10 09:44:45,228.0,2.0,23,8.0,146.0,14.0,55.0,129,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",9.0,18,False,2021-10-28 09:58:28.000,0.6.1,11.0,celer,,,,['sklearn'],10.0,10.0,https://pypi.org/project/celer,2021-10-28 09:58:28.000,,301.0,301.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
815,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2022-01-04 17:54:20.182000,2021-08-06 12:03:40,126.0,,5,1.0,1.0,,,13,Feature engineering package with sklearn like functionality.,24.0,18,False,2022-01-04 14:15:17.000,1.2.0,29.0,feature_engine,conda-forge/feature_engine,,,,34.0,,https://pypi.org/project/feature_engine,2022-01-04 14:15:17.000,34.0,89643.0,90052.0,https://anaconda.org/conda-forge/feature_engine,2022-01-04 17:54:20.182,7379.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
816,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2021-12-09 19:53:22.000000,2021-12-09 19:53:22,161.0,3.0,917,122.0,20.0,21.0,321.0,3493,An Open-Source Package for Neural Relation Extraction (NRE).,10.0,17,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
817,Mara Pipelines,mara/mara-pipelines,data-pipelines,,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000,2021-10-27 08:01:17.000000,2021-09-18 06:45:18,141.0,,86,58.0,46.0,11.0,13.0,1865,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",16.0,17,True,2021-01-23 22:34:03.000,3.1.2,7.0,mara-pipelines,,,,,8.0,8.0,https://pypi.org/project/mara-pipelines,2021-01-23 22:34:03.000,,248.0,248.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
818,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,256,51.0,13.0,20.0,13.0,1435,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,57.0,88.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1650.0,3.0,,,,,,,,,,,,,,,,,,,,,
819,Bounter,RaRe-Technologies/bounter,data-containers,,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000,2021-09-19 00:43:46.000000,2021-05-24 07:29:54,156.0,,48,21.0,27.0,15.0,9.0,931,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,17,True,2020-08-17 06:37:51.000,1.1.1,7.0,bounter,,,,,33.0,25.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000,8.0,123.0,123.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
820,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-01-12 16:54:01.000000,2021-12-28 11:56:11,85.0,1.0,112,11.0,5.0,18.0,10.0,786,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,17,True,2021-12-28 11:56:53.000,0.2.0,14.0,tez,,,,['pytorch'],21.0,19.0,https://pypi.org/project/tez,2021-12-28 11:56:53.000,2.0,2878.0,2878.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
821,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-02-17 13:38:14.000000,2022-02-17 13:38:09,182.0,89.0,74,24.0,191.0,4.0,15.0,726,Scenic: A Jax Library for Computer Vision Research and Beyond.,24.0,17,True,,,,,,,,['jax'],9.0,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
822,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,64,19.0,21.0,29.0,50.0,610,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
823,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172.0,,40,8.0,8.0,6.0,18.0,405,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,17,True,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,25.0,22.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000,3.0,294.0,294.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,
824,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2021-04-07 10:46:25.000000,2020-10-05 06:14:18,178.0,,35,10.0,29.0,17.0,17.0,386,A python package for animating plots build on matplotlib.,7.0,17,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,32.0,30.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000,2.0,297.0,504.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460,7466.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
825,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,1.0,77,23.0,18.0,7.0,20.0,385,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,17,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],9.0,9.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,338.0,338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
826,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24,122.0,,103,71.0,5.0,14.0,19.0,377,semantic similarity framework for knowledge graph.,5.0,17,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,35.0,32.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,3.0,269.0,269.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
827,Pywick,achaiah/pywick,pytorch-utils,,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000,2022-02-04 15:57:11.000000,2021-10-22 03:09:17,149.0,,38,15.0,39.0,2.0,12.0,366,High-level batteries-included neural network training library for Pytorch.,4.0,17,True,2021-10-22 03:19:11.000,0.6.5,8.0,pywick,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pywick,2021-10-22 03:19:11.000,,56.0,56.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
828,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2021-10-01 15:05:45.000000,2021-08-03 00:21:54,60.0,,40,14.0,5.0,13.0,4.0,332,Topological Data Analysis for Python.,3.0,17,True,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],25.0,25.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,6173.0,6173.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
829,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-01-18 03:27:32.000000,2022-01-18 02:57:09,789.0,32.0,16,9.0,102.0,7.0,48.0,319,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,17,False,2021-07-05 08:15:59.000,2.1.7,46.0,bodywork,,,,,9.0,9.0,https://pypi.org/project/bodywork,2021-12-24 12:53:14.000,,279.0,279.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
830,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2021-09-15 07:35:53.000000,2021-09-15 07:35:53,60.0,,38,5.0,4.0,10.0,13.0,214,TextAugment: Text Augmentation Library.,5.0,17,False,2020-11-05 15:04:26.000,1.3.4,8.0,textaugment,,,,,12.0,12.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000,,2782.0,2783.0,,,,,,,,3.0,53.0,,,,,,,,,,,,,,,,,,,,
831,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2021-10-01 04:11:05.000000,2020-12-24 05:43:15,701.0,,34,9.0,58.0,28.0,47.0,192,Scikit-learn compatible estimation of general graphical models.,5.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,,,['sklearn'],10.0,8.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,2.0,54.0,54.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
832,nx-altair,Zsailer/nx_altair,data-viz,,https://github.com/Zsailer/nx_altair,https://github.com/Zsailer/nx_altair,MIT,2018-05-13 00:10:12.000,2022-01-08 12:10:11.000000,2020-06-02 21:10:26,51.0,,23,11.0,14.0,6.0,4.0,188,Draw interactive NetworkX graphs with Altair.,3.0,17,False,2020-06-02 21:11:12.000,0.1.6,8.0,nx-altair,,,,['jupyter'],3.0,,https://pypi.org/project/nx-altair,2020-06-02 21:11:12.000,3.0,2740.0,2740.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
833,flupy,olirice/flupy,data-pipelines,,https://github.com/olirice/flupy,https://github.com/olirice/flupy,MIT,2018-01-06 16:46:04.000,2021-11-05 17:01:59.000000,2021-11-05 17:01:56,195.0,,12,8.0,13.0,3.0,9.0,170,Fluent data pipelines for python and your shell.,6.0,17,False,2021-10-15 12:35:59.000,1.1.9,37.0,flupy,,,,,1.0,,https://pypi.org/project/flupy,2021-10-15 12:35:59.000,1.0,56379.0,56379.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
834,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-02-04 19:54:24.000000,2022-02-04 19:53:46,1152.0,9.0,27,14.0,13.0,4.0,45.0,140,Python Implementation and Extension of RDF2Vec.,5.0,17,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,,,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,,151.0,151.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
835,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2022-01-28 07:38:06.000000,2022-01-28 07:38:03,142.0,7.0,473,66.0,48.0,14.0,135.0,3842,Model parallel transformers in JAX and Haiku.,23.0,16,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
836,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2021-12-30 02:31:11.000000,2020-07-29 05:53:01,8.0,,546,138.0,25.0,214.0,102.0,2726,A distributed graph deep learning framework.,5.0,16,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000,,11.0,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
837,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-01-06 09:34:21.000000,2020-10-18 09:32:47,28.0,,767,51.0,10.0,39.0,14.0,2571,Implementation and experiments of graph embedding algorithms.,8.0,16,False,,,,,,,,['sklearn'],15.0,15.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
838,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102.0,,164,58.0,10.0,26.0,6.0,1769,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000,,22.0,22.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,,
839,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109,54.0,34.0,22.0,13.0,1263,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
840,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2021-12-04 23:52:48.000000,2021-04-16 18:50:54,57.0,,113,49.0,19.0,14.0,9.0,761,A medical imaging framework for Pytorch.,8.0,16,True,2018-11-24 00:33:11.000,0.2,2.0,medicaltorch,,,,['pytorch'],11.0,11.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000,,137.0,137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
841,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,87,25.0,101.0,37.0,84.0,682,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45.000,3.0.0,16.0,hyperparameter-hunter,,,,,2.0,,https://pypi.org/project/hyperparameter-hunter,2019-08-06 08:52:20.000,2.0,51.0,59.0,,,,,,,,3.0,329.0,,,,,,,,,,,,,,,,,,,,
842,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2021-11-23 01:55:15.000000,2021-01-05 04:22:15,606.0,,81,25.0,4.0,36.0,36.0,619,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,False,2020-05-01 23:16:25.000,0.3.16,24.0,thundergbm,,,,,,,https://pypi.org/project/thundergbm,2020-05-01 23:16:25.000,,121.0,121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
