,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
681,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,3.0,59.0,24.0,47.0,10.0,17.0,700.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,21,True,2023-08-29 06:52:02.000,0.2.16,22.0,evojax,conda-forge/evojax,,,['jax'],14.0,12.0,https://pypi.org/project/evojax,2023-08-29 06:52:02.000,2.0,732.0,1768.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,20730.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
682,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,81.0,21.0,12.0,,38.0,677.0,Python package for stacking (machine learning technique).,,21,False,2019-08-12 16:09:01.000,0.4.0,5.0,vecstack,conda-forge/vecstack,,,,341.0,341.0,https://pypi.org/project/vecstack,,,17592.0,17652.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1743.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,68.0,28.0,422.0,10.0,237.0,628.0,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],88.0,84.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,158.0,158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,104.0,30.0,1.0,13.0,3.0,627.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",580.0,575.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,5.0,27539.0,27539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,287.0,580.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,53.0,52.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,436.0,436.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2023-09-21 15:53:59.000000,2023-08-20 23:36:18,861.0,1.0,97.0,44.0,68.0,48.0,23.0,572.0,Bias and Fairness Audit Toolkit.,18.0,21,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,148.0,142.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,1493.0,1493.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-10-04 12:32:02.000000,2023-10-04 12:31:54,297.0,5.0,97.0,15.0,48.0,13.0,15.0,532.0,A library of metrics for evaluating recommender systems.,20.0,21,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,45.0,45.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,10853.0,10853.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,
688,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,51.0,11.0,20.0,11.0,37.0,502.0,Joyplots in Python with matplotlib & pandas.,6.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,318.0,309.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,15580.0,15986.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,22360.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2023-10-05 15:44:29.000000,2023-08-29 07:01:44,1555.0,17.0,56.0,6.0,184.0,37.0,75.0,417.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,18.0,21,False,2023-08-10 10:58:42.000,0.4.3,21.0,quantus,,,,,18.0,17.0,https://pypi.org/project/quantus,2023-08-10 10:58:42.000,1.0,403.0,409.0,,,,,,,,3.0,134.0,,,,,,,,,,,,,,,,,,,
690,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-02-13 14:39:22.000000,2020-05-11 14:32:38,782.0,,78.0,24.0,11.0,48.0,49.0,412.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,120.0,106.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,4937.0,4937.0,,,,,,,,3.0,77.0,,,,,,,,,,,,,,,,,,,
691,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,47.0,10.0,37.0,28.0,37.0,341.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,204.0,200.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,4.0,4394.0,4394.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-08-30 14:32:48.000000,2023-08-27 21:31:43,511.0,1.0,37.0,5.0,12.0,5.0,45.0,298.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,21,False,2022-05-07 07:58:05.000,0.7.0,22.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],24.0,,https://pypi.org/project/scikit-posthocs,2022-05-07 07:58:05.000,24.0,72536.0,97199.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-06-16 19:23:09.531,887898.0,,,,,3.0,37.0,,,,,,,,,,,,,,,,,,,
693,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2023-09-29 14:18:22.081000,2023-09-28 13:22:00,601.0,28.0,10.0,22.0,282.0,40.0,68.0,268.0,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2023-09-28 13:24:51.000,1.4.1,57.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,8.0,6.0,https://pypi.org/project/vegafusion-jupyter,2023-09-28 13:11:11.000,1.0,424.0,4975.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2023-09-29 14:18:22.081,74301.0,,,,,3.0,4650.0,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2023-09-28 13:18:16.441,1.0,420.0,,hex-inc/vegafusion,,,,,,,,,,,
694,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-06-16 19:26:58.237000,2022-12-12 14:53:36,244.0,,25.0,8.0,4.0,22.0,54.0,261.0,Multiple Imputation with LightGBM in Python.,6.0,21,False,2022-12-12 15:14:00.508,5.6.3,44.0,miceforest,conda-forge/miceforest,,,,94.0,92.0,https://pypi.org/project/miceforest,2022-04-15 14:53:33.000,2.0,23588.0,23992.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,10915.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
695,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2023-09-25 19:33:53.000000,2023-09-21 08:33:56,2454.0,1.0,55.0,9.0,226.0,28.0,72.0,245.0,Python recommendation toolkit.,13.0,21,False,2022-08-16 20:26:42.000,0.14.2,21.0,lenskit,conda-forge/lenskit,,,,89.0,89.0,https://pypi.org/project/lenskit,,,977.0,1617.0,https://anaconda.org/conda-forge/lenskit,2023-06-16 19:23:42.362,22434.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-09-05 14:59:29.000000,2023-09-05 14:59:27,575.0,12.0,33.0,25.0,628.0,21.0,126.0,230.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2023-08-10 10:30:37.000,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2023-08-10 10:30:37.000,,1017.0,1038.0,,,,,,,,3.0,965.0,,,,,,,,,,,,,,,,,,,
697,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,2.0,19.0,19.0,464.0,90.0,76.0,224.0,Functional tensors for probabilistic programming.,11.0,21,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,,['pytorch'],57.0,54.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,3.0,15950.0,15950.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
698,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-09-12 23:51:27.000000,2023-08-26 20:55:56,189.0,1.0,1142.0,99.0,47.0,356.0,276.0,5925.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,11.0,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-08-15 07:38:25.000000,2023-08-15 07:38:22,956.0,2.0,532.0,167.0,45.0,36.0,28.0,4031.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,2.0,412.0,412.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,304.0,61.0,242.0,169.0,109.0,2931.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3654.0,3668.0,,,,,,,,3.0,669.0,,,,,,,,,,,,,,,,,,,
701,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,454.0,168.0,120.0,22.0,112.0,2916.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,20,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,71.0,71.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
702,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2023-10-03 22:46:32.000000,2021-05-06 12:10:38,127.0,,148.0,50.0,51.0,2.0,30.0,2887.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,46.0,46.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,40.0,101.0,https://anaconda.org/conda-forge/opyrator,2023-06-18 08:40:31.958,1299.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2884.0,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,757.0,757.0,,,,,,,,3.0,,,,,,,,,rhsimplex/image-match,,,,,,,,,,,
704,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-03-20 10:13:27.000000,2022-07-20 20:54:36,1904.0,,322.0,101.0,999.0,87.0,260.0,2812.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,827.0,87.0,30.0,45.0,80.0,2590.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,75.0,68.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,7.0,927.0,927.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,449.0,128.0,225.0,87.0,183.0,2270.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,68.0,68.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,253.0,54.0,35.0,14.0,105.0,1961.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:08:36.000,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,,,1789.0,1789.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
708,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,173.0,55.0,895.0,129.0,586.0,1852.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,20.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
709,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,188.0,39.0,111.0,49.0,42.0,1679.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13.000,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],136.0,136.0,https://pypi.org/project/sklearn-contrib-lightning,,,1858.0,4182.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,201057.0,,,,,3.0,386.0,,,,,,,,,,,,,,,,,,,
710,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,128.0,102.0,150.0,26.0,20.0,1548.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,False,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,,21.0,20.0,https://pypi.org/project/lore,2022-02-02 23:30:10.000,1.0,370.0,370.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1529.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:18:54.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],13.0,13.0,https://pypi.org/project/lambda-networks,,,2830.0,2830.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
712,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-09-15 04:35:29.000000,2023-09-15 04:35:29,906.0,1.0,205.0,56.0,52.0,70.0,148.0,1498.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,281.0,313.0,,,,,,,,3.0,2688.0,,,,,,,,,,,,,,,,,,,
713,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,402.0,102.0,36.0,11.0,24.0,1398.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,70.0,70.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
714,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,41.0,13.0,14.0,9.0,1262.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,104.0,103.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,1.0,2364.0,2364.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
715,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,77.0,39.0,14.0,12.0,26.0,1224.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],106.0,100.0,https://pypi.org/project/jraph,2022-08-12 15:25:29.659,6.0,6569.0,6719.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,3615.0,,,,,3.0,,,,,,,,,google-deepmind/jraph,,,,,,,,,,,
716,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1009.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],69.0,65.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,72.0,72.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,166.0,56.0,14.0,30.0,19.0,1006.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,174.0,162.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,808.0,1065.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,7454.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
718,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-09-12 16:10:40.000000,2020-04-17 02:27:44,79.0,,130.0,26.0,74.0,39.0,36.0,967.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,2.0,269949.0,270122.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7458.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,2.0,86.0,18.0,72.0,17.0,42.0,900.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,132.0,129.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,3.0,2068.0,2068.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
720,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,76.0,98.0,49.0,43.0,753.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,,,25315.0,25315.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,28.0,21.0,34.0,736.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],44.0,42.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,350.0,350.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52.0,30.0,12.0,11.0,15.0,625.0,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,201.0,149.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,52.0,4934.0,4934.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,24.0,25.0,42.0,61.0,600.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],150.0,148.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,3195.0,3308.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3168.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
