,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
627,RecBole,RUCAIBox/RecBole,,recommender-systems,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000000,2021-04-21 20:49:07.000000,2021-04-20 02:35:11.000000,138,28.0,86.0,899,2976.0,"A unified, comprehensive and efficient recommendation library.",37.0,20,True,2021-04-06 09:53:37.000000,0.2.1,5.0,recbole,aibox/recbole,['pytorch'],,703.0,,,https://pypi.org/project/recbole,2021-03-22 14:22:38.000000,,638.0,https://anaconda.org/aibox/recbole,2021-03-22 14:53:52.593000,329.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,mrq,pricingassistant/mrq,,data-pipelines,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000000,2021-03-31 18:42:38.000000,2020-12-13 18:58:15.000000,113,59.0,119.0,839,709.0,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,37.0,20,True,2018-08-31 16:03:04.000000,0.9.10,70.0,mrq,,,,974.0,35.0,23.0,https://pypi.org/project/mrq,2018-08-31 16:03:04.000000,12.0,974.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Darts,unit8co/darts,,time-series-data,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000000,2021-04-22 11:51:42.000000,2021-04-19 06:50:11.000000,109,19.0,65.0,823,339.0,A python library for easy manipulation and forecasting of time series.,25.0,20,True,2021-04-14 13:55:28.000000,0.7.0,11.0,u8darts,,,,4207.0,2.0,2.0,https://pypi.org/project/u8darts,2021-04-14 13:55:28.000000,0.0,4204.0,,,,3.0,,,unit8/darts,https://hub.docker.com/r/unit8/darts,2021-04-14 13:36:57.572146,,113.0,,,,,,,,,,,,,,,,,,,,
630,Explainability 360,Trusted-AI/AIX360,,interpretability,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000000,2020-12-04 16:51:14.000000,2020-12-04 16:49:39.000000,172,26.0,19.0,822,305.0,Interpretability and explainability of data and machine learning models.,27.0,20,True,2020-10-28 09:32:21.000000,0.2.1,4.0,aix360,,,,1078.0,17.0,16.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000000,1.0,1078.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,DALEX,ModelOriented/DALEX,,interpretability,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000000,2021-04-18 13:17:29.000000,2021-04-18 13:17:25.000000,114,12.0,263.0,812,551.0,moDel Agnostic Language for Exploration and eXplanation.,18.0,20,False,2021-02-19 15:24:01.000000,1.0.1,19.0,dalex,,,,6691.0,11.0,11.0,https://pypi.org/project/dalex,2021-02-19 15:24:01.000000,0.0,6691.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,calamari,Calamari-OCR/calamari,,ocr,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000000,2021-04-22 11:35:26.000000,2021-03-27 13:13:47.000000,171,29.0,154.0,804,341.0,Line based ATR Engine based on OCRopy.,17.0,20,True,2021-03-20 20:48:12.000000,2.0.2,25.0,calamari_ocr,,,,1432.0,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000000,2.0,1432.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,TF Recommenders,tensorflow/recommenders,,recommender-systems,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000000,2021-03-26 11:42:43.000000,2021-03-26 11:42:37.000000,93,57.0,65.0,796,,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,20.0,20,True,2021-01-21 00:51:17.000000,0.4.0,8.0,tensorflow-recommenders,,['tensorflow'],,20964.0,19.0,19.0,https://pypi.org/project/tensorflow-recommenders,2021-01-21 00:51:17.000000,,20964.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,AstroML,astroML/astroML,,others,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000000,2021-04-07 06:12:17.000000,2021-04-07 06:12:17.000000,254,48.0,84.0,740,,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,2019-10-02 06:32:58.000000,0.4.1,10.0,astroML,conda-forge/astroml,['sklearn'],,2090.0,29.0,,https://pypi.org/project/astroML,2020-03-23 23:20:49.000000,29.0,1569.0,https://anaconda.org/conda-forge/astroml,2020-02-16 04:18:54.678000,22966.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,YouTokenToMe,vkcom/youtokentome,,nlp,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000000,2021-01-28 23:05:01.000000,2021-01-28 19:04:09.000000,46,21.0,22.0,737,79.0,Unsupervised text tokenizer focused on computational efficiency.,6.0,20,True,2020-02-13 09:57:47.000000,1.0.6,14.0,youtokentome,,,,15845.0,121.0,109.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000000,12.0,15845.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,NGT,yahoojapan/NGT,,nn-search,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2021-04-14 00:29:39.000000,2021-04-14 00:27:17.000000,73,7.0,74.0,697,129.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,11.0,20,True,2021-03-12 02:52:55.000000,1.13.5,49.0,ngt,,,,11182.0,6.0,,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,6.0,11182.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,NearPy,pixelogik/NearPy,,nn-search,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000000,2020-02-17 20:24:08.000000,2018-10-21 17:54:28.000000,136,23.0,38.0,672,159.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44.000000,1.0.0,8.0,NearPy,,,,2418.0,68.0,52.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000000,16.0,2418.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Saliency,PAIR-code/saliency,,tensorflow-utils,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000000,2021-04-22 00:19:21.000000,2021-04-19 14:12:43.000000,152,14.0,10.0,656,70.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",13.0,20,True,2021-04-14 13:01:39.000000,0.1.2,9.0,saliency,,['tensorflow'],,521.0,17.0,15.0,https://pypi.org/project/saliency,2021-04-14 13:01:39.000000,2.0,521.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,finetune,IndicoDataSolutions/finetune,,nlp,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000000,2021-04-21 21:45:09.000000,2021-03-19 14:30:51.000000,68,20.0,115.0,637,1201.0,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000000,0.8.6,37.0,finetune,,"['tensorflow', 'sklearn']",,531.0,11.0,9.0,https://pypi.org/project/finetune,2020-01-10 22:42:24.000000,2.0,531.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,bambi,bambinos/bambi,,probabilistics,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000000,2021-04-22 13:29:55.000000,2021-04-20 13:42:45.000000,52,30.0,138.0,602,548.0,BAyesian Model-Building Interface (Bambi) in Python.,16.0,20,True,2021-04-06 13:34:03.000000,0.4.1,12.0,bambi,,,,576.0,16.0,13.0,https://pypi.org/project/bambi,2021-04-06 13:34:03.000000,3.0,576.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Objax,google/objax,,ml-frameworks,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000000,2021-04-21 22:04:17.000000,2021-04-21 22:04:16.000000,46,40.0,52.0,590,411.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,20.0,20,True,2021-04-01 00:14:18.000000,1.4.0,7.0,objax,,['jax'],,452.0,12.0,12.0,https://pypi.org/project/objax,2021-04-01 00:02:37.000000,0.0,452.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-04-18 08:09:10.000000,2021-04-11 07:50:00.000000,29,6.0,14.0,573,405.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,20,True,2020-11-15 13:40:18.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,24902.0,3.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,0.0,341.0,https://anaconda.org/conda-forge/cython-blis,2021-01-31 09:13:47.685000,614036.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,lets-plot,JetBrains/lets-plot,,data-viz,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000000,2021-04-20 16:09:51.000000,2021-04-20 16:09:45.000000,17,65.0,91.0,540,1921.0,An open-source plotting library for statistical data.,15.0,20,True,2021-04-14 12:58:52.000000,2.0.2,32.0,lets-plot,,,51.0,6161.0,7.0,7.0,https://pypi.org/project/lets-plot,2021-04-14 12:58:52.000000,,6158.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2021-04-22 08:52:02.000000,2021-04-21 10:29:09.000000,141,26.0,81.0,500,110.0,Feature engineering package with sklearn like functionality.,21.0,20,True,2021-01-23 12:03:16.000000,1.0.2,25.0,feature_engine,conda-forge/feature_engine,,,23184.0,2.0,,https://pypi.org/project/feature_engine,2021-01-23 12:03:16.000000,2.0,22862.0,https://anaconda.org/conda-forge/feature_engine,2021-01-25 12:36:37.909000,2580.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,What-If Tool,PAIR-code/what-if-tool,,interpretability,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000000,2021-03-31 09:17:26.000000,2021-03-17 12:46:20.000000,102,37.0,37.0,494,319.0,Source code/webpage/demos for the What-If Tool.,19.0,20,True,2021-01-19 14:40:37.214000,1.8.0,38.0,witwidget,,,,12793.0,0.0,,https://pypi.org/project/witwidget,2021-01-19 14:40:21.000000,0.0,9497.0,,,,3.0,,,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-01-19 14:40:37.214000,,3296.0,,,,,,,,,,,,,,
646,pyhsmm,mattjj/pyhsmm,,probabilistics,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000000,2020-09-29 20:58:26.000000,2020-08-24 17:03:59.000000,151,34.0,60.0,486,1426.0,Bayesian inference in HSMMs and HMMs.,13.0,20,True,2017-05-10 17:14:37.000000,0.1.7,8.0,pyhsmm,,,,230.0,26.0,18.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000000,8.0,230.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,scikit-lego,koaning/scikit-lego,,sklearn-utils,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000000,2021-04-21 17:33:01.000000,2021-04-21 17:33:01.000000,71,22.0,192.0,478,,Extra blocks for scikit-learn pipelines.,45.0,20,True,2021-04-21 17:32:03.000000,0.6.6,32.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,3728.0,21.0,21.0,https://pypi.org/project/scikit-lego,2021-04-02 07:44:02.000000,0.0,3160.0,https://anaconda.org/conda-forge/scikit-lego,2020-11-02 09:40:04.581000,10230.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Poutyne,GRAAL-Research/poutyne,,pytorch-utils,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2021-04-16 19:35:47.000000,2021-04-15 22:09:19.000000,50,7.0,37.0,465,547.0,A simplified framework and utilities for PyTorch.,16.0,20,False,2021-04-15 15:29:37.000000,1.4,21.0,poutyne,,['pytorch'],,1223.0,62.0,58.0,https://pypi.org/project/poutyne,2021-04-15 15:30:07.000000,4.0,1223.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,HpBandSter,automl/HpBandSter,,hyperopt,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000000,2021-01-31 10:05:37.000000,2019-03-26 09:26:28.000000,98,57.0,35.0,463,187.0,a distributed Hyperband implementation on Steroids.,11.0,20,False,2019-07-30 12:47:43.000000,1.0,8.0,hpbandster,,,,20360.0,150.0,134.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000000,16.0,20360.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,seglearn,dmbee/seglearn,,time-series-data,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000000,2021-03-13 16:18:30.000000,2021-03-12 17:12:50.000000,47,5.0,22.0,440,268.0,Python module for machine learning time series:.,13.0,20,True,2021-03-13 16:18:30.000000,1.2.3,22.0,seglearn,,,,2509.0,8.0,7.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000000,1.0,2509.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PyWaffle,gyli/PyWaffle,,data-viz,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000000,2020-07-26 23:22:17.000000,2020-07-26 23:22:13.000000,66,2.0,10.0,417,249.0,Make Waffle Charts in Python.,6.0,20,True,2020-07-26 19:16:45.000000,0.6.1,22.0,pywaffle,,,,1758.0,49.0,49.0,https://pypi.org/project/pywaffle,2020-07-26 19:16:45.000000,,1758.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,skope-rules,scikit-learn-contrib/skope-rules,,sklearn-utils,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000000,2020-12-11 14:42:41.000000,2020-10-23 14:31:57.000000,62,23.0,5.0,370,247.0,machine learning with logical rules in Python.,18.0,20,False,2020-12-11 09:37:02.000000,1.0.1,4.0,skope-rules,,['sklearn'],,22426.0,36.0,30.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000000,6.0,22426.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,MedPy,loli/medpy,,medical-data,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000000,2020-05-01 15:25:39.000000,2020-05-01 15:25:38.000000,107,10.0,66.0,336,324.0,Medical image processing in Python.,13.0,20,False,2019-02-14 17:12:59.000000,0.4.0,6.0,MedPy,,,,7638.0,287.0,257.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000000,30.0,7638.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,BioPandas,rasbt/biopandas,,others,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000000,2021-04-07 03:17:51.000000,2021-04-07 03:17:51.000000,77,15.0,21.0,336,,Working with molecular structures in pandas DataFrames.,7.0,20,True,2021-03-03 00:55:13.000000,0.2.8,12.0,biopandas,conda-forge/biopandas,['pandas'],,2375.0,59.0,53.0,https://pypi.org/project/biopandas,2021-03-03 00:55:13.000000,6.0,979.0,https://anaconda.org/conda-forge/biopandas,2020-08-08 06:33:59.197000,72601.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,DESlib,scikit-learn-contrib/DESlib,,sklearn-utils,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000000,2021-04-09 04:41:52.000000,2021-04-09 04:41:45.000000,73,14.0,127.0,326,272.0,A Python library for dynamic classifier and ensemble selection.,13.0,20,True,2021-02-08 06:29:25.000000,0.3.5,4.0,deslib,,['sklearn'],,798.0,17.0,17.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000000,0.0,798.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,sklearn-evaluation,edublancas/sklearn-evaluation,,interpretability,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000000,2021-03-28 18:20:55.000000,2021-03-28 18:13:37.000000,27,9.0,28.0,298,516.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",5.0,20,True,2021-03-28 18:21:46.000000,0.5.5,17.0,sklearn-evaluation,,['sklearn'],,615.0,29.0,27.0,https://pypi.org/project/sklearn-evaluation,2021-03-28 18:20:55.000000,2.0,615.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,textpipe,textpipe/textpipe,,nlp,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000000,2021-03-29 09:42:04.000000,2021-01-25 14:01:56.000000,20,21.0,25.0,288,370.0,Textpipe: clean and extract metadata from text.,27.0,20,True,2021-01-25 14:05:21.000000,0.12.2,39.0,textpipe,,,,2910.0,8.0,7.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000000,1.0,2910.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,impyute,eltonlaw/impyute,,others,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000000,2020-06-12 21:08:40.000000,2019-10-05 20:39:08.000000,41,26.0,36.0,277,289.0,Data imputations library to preprocess datasets with missing data.,9.0,20,False,2019-04-29 02:31:32.000000,0.0.8,8.0,impyute,,,,3649.0,92.0,88.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000000,4.0,3649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,FiftyOne,voxel51/fiftyone,,data-viz,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000000,2021-04-21 21:44:27.000000,2021-04-16 22:27:44.000000,24,133.0,252.0,255,5467.0,"Visualize, create, and debug image and video datasets and model predictions.",11.0,20,True,2021-04-05 21:31:34.000000,0.8.0,47.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,1748.0,,,https://pypi.org/project/fiftyone,2021-04-06 21:11:44.000000,,1748.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,EarthPy,earthlab/earthpy,,geospatial-data,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000000,2021-04-21 03:19:33.000000,2021-04-06 22:04:33.000000,108,19.0,201.0,251,,A package built to support working with spatial data using open source python.,39.0,20,True,2020-06-18 23:58:08.000000,0.9.2,22.0,earthpy,conda-forge/earthpy,,,4508.0,93.0,87.0,https://pypi.org/project/earthpy,2020-06-18 23:58:08.000000,6.0,3214.0,https://anaconda.org/conda-forge/earthpy,2020-06-19 15:23:44.425000,31064.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Brainiak,brainiak/brainiak,,medical-data,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000000,2021-04-21 14:33:53.000000,2021-02-19 18:46:29.000000,113,65.0,120.0,242,390.0,Brain Imaging Analysis Kit.,32.0,20,True,2019-08-27 23:52:29.000000,0.9.1,15.0,brainiak,,,,430.0,13.0,12.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000000,1.0,422.0,,,,3.0,,,brainiak/brainiak,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,530.0,,,,,,,,,,,,,,,,,,,,
662,ivis,beringresearch/ivis,,data-viz,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000000,2021-04-21 05:53:06.000000,2021-04-19 07:54:47.000000,23,2.0,42.0,226,530.0,Dimensionality reduction in very large datasets using Siamese Networks.,8.0,20,True,2021-04-15 19:29:20.000000,2.0.2,28.0,ivis,,['tensorflow'],,1084.0,15.0,15.0,https://pypi.org/project/ivis,2021-04-15 19:29:20.000000,0.0,1084.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,gokart,m3dev/gokart,,ml-experiments,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000000,2021-04-22 12:24:55.000000,2021-04-22 02:52:16.000000,30,9.0,32.0,170,332.0,A wrapper of the data pipeline library luigi.,24.0,20,True,2021-04-17 10:36:32.000000,0.3.29,52.0,gokart,,,,1352.0,2.0,,https://pypi.org/project/gokart,2020-02-25 06:01:19.000000,2.0,1352.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Glow,projectglow/glow,,medical-data,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000000,2021-04-21 20:31:53.000000,2021-04-21 20:31:53.000000,44,25.0,57.0,166,318.0,An open-source toolkit for large-scale genomic analysis.,11.0,20,True,2021-02-09 17:45:43.000000,1.0.0,10.0,glow.py,,,,17451.0,,,https://pypi.org/project/glow.py,2021-02-08 22:11:48.000000,,17451.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,graph-nets,deepmind/graph_nets,,graph,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47.000000,732,7.0,108.0,4853,47.0,Build Graph Nets in Tensorflow.,10.0,19,True,2020-01-29 16:00:25.000000,1.1.0,7.0,graph-nets,,['tensorflow'],,1223.0,7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000000,7.0,1223.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-04-21 01:41:01.000000,2021-04-21 01:41:01.000000,383,85.0,147.0,2783,417.0,A high performance and generic framework for distributed DNN training.,19.0,19,True,2020-08-27 15:42:13.000000,0.2.4,7.0,byteps,,,,274.0,,,https://pypi.org/project/byteps,2020-11-04 00:05:46.000000,,226.0,,,,3.0,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1073.0,,,,,,,,,,,,,,,,,,,,
667,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,,graph,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000000,2021-04-01 06:01:01.000000,2021-03-29 19:01:19.000000,370,41.0,104.0,2752,143.0,Generate embeddings from large-scale graph-structured data.,20.0,19,True,2019-10-14 16:45:11.000000,1.0.0,3.0,torchbiggraph,,['pytorch'],112.0,1088.0,4.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000000,4.0,1084.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,StreamAlert,airbnb/streamalert,,others,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000000,2021-04-15 18:32:34.000000,2021-02-10 05:03:05.000000,291,88.0,249.0,2509,1893.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",31.0,19,True,2020-10-05 21:50:56.000000,3.4.1,27.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Apache Singa,apache/singa,,distributed-ml,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000000,2021-04-10 07:05:37.000000,2021-01-15 13:09:22.000000,607,40.0,35.0,2205,2265.0,a distributed deep learning platform.,70.0,19,True,2020-04-21 08:01:08.000000,3.0.0,14.0,,nusdbsystem/singa,,,7.0,1.0,1.0,,,,,https://anaconda.org/nusdbsystem/singa,2021-01-20 03:00:28.355000,266.0,3.0,,,apache/singa,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,2.0,165.0,,,,,,,,,,,,,,,,,,,,
670,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2021-04-22 15:07:37.000000,2021-04-22 03:51:10.000000,326,629.0,1077.0,2113,,cuML - RAPIDS Machine Learning Library.,125.0,19,True,2021-04-21 19:48:21.000000,0.19.0,8.0,cuml,,,,1018.0,0.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000000,0.0,1018.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Kashgari,BrikerMan/Kashgari,,nlp,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2021-03-21 02:20:20.000000,2021-03-21 02:20:20.000000,393,34.0,314.0,2089,,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,19.0,19,True,2020-10-30 12:37:01.000000,2.0.1,23.0,kashgari-tf,,['tensorflow'],,309.0,30.0,28.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000000,2.0,309.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
