,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
627,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/google-deepmind/trfl,https://github.com/google-deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,386.0,205.0,9.0,4.0,16.0,3138.0,TensorFlow Reinforcement Learning.,13.0,22,False,2021-08-16 12:19:16.000,1.2.0,5.0,trfl,,,,['tensorflow'],166.0,164.0,https://pypi.org/project/trfl,2021-08-16 12:19:16.000,2.0,1306.0,1306.0,,,,,,,,3.0,,,google-deepmind/trfl,,,,,,,,,,,,,,,,,
628,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2025-01-08 23:49:34.989000,2021-05-06 12:10:38,127.0,,157.0,48.0,73.0,2.0,31.0,3116.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,22,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,55.0,55.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,330.0,384.0,https://anaconda.org/conda-forge/opyrator,2025-01-08 23:49:34.989,1978.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
629,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,454.0,164.0,120.0,22.0,112.0,2941.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,40.0,22,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,11.0,11.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,283.0,283.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
630,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,238.0,43.0,110.0,80.0,64.0,2893.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,False,2021-07-01 17:11:02.000,1.1.0,10.0,texthero,,,,,6.0,,https://pypi.org/project/texthero,2021-07-01 17:11:02.000,6.0,2988.0,2990.0,,,,,,,,3.0,162.0,,,,,,,,,,,,,,,,,,,
631,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,381.0,79.0,146.0,36.0,126.0,2386.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 04:11:18.000,0.2.4,6.0,texar,,,,['tensorflow'],31.0,29.0,https://pypi.org/project/texar,2019-11-19 04:11:18.000,2.0,94.0,94.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
632,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400.0,,296.0,64.0,78.0,65.0,68.0,2103.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,22,False,2021-05-18 16:13:10.000,2.6.0,32.0,sru,,,,['pytorch'],3.0,,https://pypi.org/project/sru,2021-06-17 23:33:37.000,3.0,2010.0,2010.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
633,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2024-12-10 06:15:26.000000,2024-12-10 06:15:26,1292.0,4.0,148.0,33.0,186.0,71.0,150.0,2055.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",31.0,22,True,2024-01-20 15:39:17.000,0.9.0,14.0,kp,,,,,,,https://pypi.org/project/kp,2024-01-20 15:33:09.000,,361.0,372.0,,,,,,,,3.0,614.0,,,,,,,,,,,,,,,,,,,
634,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,42.0,68.0,163.0,95.0,1876.0,Super easy library for BERT based NLP models.,37.0,22,True,2024-08-19 09:45:05.000,2.0.26,72.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,2133.0,2133.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
635,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2024-02-11 12:41:49.000000,2020-04-24 06:58:09,58.0,,255.0,44.0,14.0,57.0,35.0,1802.0,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,22,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",339.0,328.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,11.0,2176.0,2176.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
636,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000000,2022-11-13 04:54:45,1941.0,,197.0,30.0,424.0,11.0,163.0,1680.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,22,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,464.0,464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
637,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,200.0,38.0,7.0,15.0,33.0,1658.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,22,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],80.0,74.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,13046.0,13046.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
638,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2024-06-27 16:05:09.000000,2023-03-23 14:35:34,422.0,,278.0,70.0,730.0,51.0,64.0,1601.0,An end-to-end PyTorch framework for image and video classification.,77.0,22,False,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],4.0,,https://pypi.org/project/classy_vision,2023-03-21 05:15:00.935,4.0,928.0,1396.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,28082.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
639,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-11-17 19:39:54.000000,2023-11-17 19:39:45,658.0,,255.0,51.0,312.0,98.0,18.0,1598.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,22,False,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],3.0,,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,3.0,31052.0,31052.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
640,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-04-01 08:11:14.000000,2024-04-01 08:11:13,912.0,,217.0,57.0,52.0,82.0,149.0,1577.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,37.0,22,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,1085.0,1114.0,,,,,,,,3.0,2903.0,,,,,,,,,,,,,,,,,,,
641,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,194.0,33.0,86.0,16.0,33.0,1463.0,"A program for financial portfolio management, analysis and optimisation.",11.0,22,False,2023-09-04 06:57:56.000,0.7.0,15.0,FinQuant,,,,,96.0,95.0,https://pypi.org/project/FinQuant,2023-09-04 06:57:56.000,1.0,656.0,656.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
642,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2023-09-14 02:51:02.000000,2022-05-29 19:09:18,309.0,,197.0,27.0,57.0,27.0,36.0,1318.0,A Toolbox for Adversarial Robustness Research.,21.0,22,False,2020-06-15 01:20:07.000,0.2.3,10.0,advertorch,,,,['pytorch'],186.0,181.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000,5.0,514.0,514.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
643,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2024-08-04 22:39:35.000000,2024-08-04 17:00:39,437.0,,150.0,91.0,122.0,33.0,46.0,1214.0,PFRL: a PyTorch-based deep reinforcement learning library.,20.0,22,True,2023-07-16 15:34:00.704,0.4.0,6.0,pfrl,,,,,118.0,117.0,https://pypi.org/project/pfrl,2023-07-16 15:34:00.704,1.0,464.0,464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
644,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,215.0,65.0,29.0,31.0,12.0,1193.0,Anomaly Detection and Correlation library.,9.0,22,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,83.0,81.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,2.0,9622.0,9622.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
645,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000000,2020-04-17 02:27:44,79.0,,149.0,25.0,77.0,51.0,37.0,1109.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,22,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,5.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,5.0,240127.0,240289.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,9420.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
646,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:58:29.000000,2024-02-13 05:55:37,305.0,,90.0,20.0,73.0,18.0,45.0,1041.0,Audio processing by using pytorch 1D convolution network.,15.0,22,True,2024-02-13 05:58:29.000,0.3.3,40.0,nnAudio,,,,,264.0,260.0,https://pypi.org/project/nnAudio,2024-02-13 05:58:29.000,4.0,25342.0,25342.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
647,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2024-06-03 10:38:45.000000,2022-06-30 08:14:18,208.0,,111.0,50.0,99.0,44.0,51.0,1021.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],270.0,259.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,11.0,3448.0,3448.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
648,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-03-29 10:21:35.000000,2023-03-29 07:39:45,85.0,,88.0,26.0,55.0,36.0,28.0,965.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,False,2020-02-13 09:57:47.000,1.0.6,14.0,youtokentome,conda-forge/youtokentome,,,,807.0,784.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000,23.0,51653.0,53629.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,79058.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
649,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:51:28.000000,2024-03-20 19:28:51,85.0,,191.0,25.0,58.0,12.0,27.0,962.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,22,True,2024-03-20 19:51:28.000,0.2.1,12.0,saliency,,,,['tensorflow'],127.0,119.0,https://pypi.org/project/saliency,2024-03-20 19:51:28.000,8.0,12706.0,12706.0,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,
650,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-10-17 08:47:41.000000,2024-10-17 08:43:32,431.0,1.0,143.0,21.0,87.0,9.0,72.0,956.0,An intuitive library to extract features from time series.,20.0,22,True,2024-09-12 10:50:23.000,0.1.9,13.0,tsfel,,,,,171.0,164.0,https://pypi.org/project/tsfel,2024-09-12 10:43:35.000,7.0,10343.0,10343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-09-11 20:07:00.000000,2024-02-01 21:38:56,330.0,,172.0,30.0,113.0,91.0,56.0,929.0,Source code/webpage/demos for the What-If Tool.,20.0,22,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,11.0,2.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,6.0,6411.0,49224.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2339188.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,3.0,283.0,,,,,,,,,,,,
652,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,146.0,23.0,46.0,17.0,82.0,925.0,kapre: Keras Audio Preprocessors.,13.0,22,False,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,kapre,,,,['tensorflow'],2478.0,2469.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,9.0,1307.0,1307.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,
653,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2024-11-26 19:03:40.000000,2024-10-31 11:39:03,1235.0,1.0,134.0,24.0,594.0,63.0,511.0,854.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:55:46.374,0.12.0,41.0,icevision,,,,,6.0,,https://pypi.org/project/icevision,2022-02-10 15:55:46.374,6.0,2701.0,2701.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
654,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2023-11-13 16:09:34.000000,2020-02-25 14:31:53,879.0,,108.0,28.0,60.0,27.0,74.0,848.0,ML-Ensemble high performance ensemble learning.,7.0,22,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,506.0,505.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,1.0,2017.0,2017.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
655,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,79.0,137.0,760.0,Google maps for Jupyter notebooks.,16.0,22,False,2019-07-21 08:49:48.715,0.9.0,96.0,gmaps,conda-forge/gmaps,,,['jupyter'],18.0,,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,13.0,5022.0,9226.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,353770.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,5.0,359.0,,,,,,,,,,,,
656,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2024-08-14 09:00:03.000000,2019-10-30 09:27:48,189.0,,83.0,21.0,12.0,,39.0,689.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,545.0,540.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,5.0,11505.0,11560.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,2454.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,109.0,26.0,23.0,66.0,35.0,614.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,514.0,489.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,25.0,8421.0,8827.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,19914.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2024-09-29 18:55:40.000000,2024-09-29 18:55:40,251.0,,131.0,22.0,20.0,8.0,31.0,605.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,15.0,22,True,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],176.0,171.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,12291.0,12291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000000,2024-03-19 15:52:03,1216.0,,68.0,7.0,211.0,21.0,109.0,527.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],304.0,299.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,2212.0,2212.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
660,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,52.0,23.0,232.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,22,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,2960.0,2960.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,TorchUncertainty,ENSTA-U2IS-AI/torch-uncertainty,probabilistics,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,Apache-2.0,2023-02-01 16:21:14.000,2025-01-08 09:54:50.000000,2025-01-06 17:00:58,1471.0,111.0,23.0,9.0,87.0,11.0,29.0,332.0,Open-source framework for uncertainty and deep learning models in PyTorch.,10.0,22,True,2025-01-06 17:10:04.000,0.4.0,17.0,torch-uncertainty,,,,['pytorch'],3.0,,https://pypi.org/project/torch-uncertainty,2025-01-06 17:10:04.000,3.0,824.0,824.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,,50.0,14.0,712.0,217.0,203.0,289.0,Asynchronous Distributed Hyperparameter Optimization.,34.0,22,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,121.0,113.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,787.0,787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,12.0,9.0,5.0,12.0,242.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,1363.0,1306.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,57.0,73668.0,75450.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,90886.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,7.0,20.0,5.0,9.0,155.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2467.0,2423.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,116484.0,116484.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2441.0,150.0,89.0,255.0,286.0,13857.0,End-to-End Object Detection with Transformers.,27.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,634.0,93.0,152.0,100.0,102.0,8375.0,A collection of libraries to optimise AI model performances.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,724.0,724.0,,,,,,,,3.0,,,nebuly-ai/optimate,,,,,,,,,,,,,,,,,
667,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,1.0,1210.0,97.0,51.0,409.0,291.0,6732.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,21,True,,,1.0,pyslowfast,,,,['pytorch'],22.0,22.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,42.0,42.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,782.0,225.0,25.0,8.0,122.0,5367.0,Build Graph Nets in Tensorflow.,11.0,21,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],22.0,20.0,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,2.0,944.0,944.0,,,,,,,,3.0,,,google-deepmind/graph_nets,,,,,,,,,,,,,,,,,
669,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,820.0,229.0,111.0,57.0,622.0,4985.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,20.0,,,,,,,,3.0,1542.0,,,,,,,,,,,,,,,,,,,
