,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
636,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-05-14 16:58:36.000000,2021-09-21 13:07:59,405,,398,99.0,54.0,64.0,48.0,2755,Quickly search over billions of images.,19.0,21,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,541.0,541.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
637,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-05-25 00:33:48.000000,2021-11-04 18:52:02,1900,,322,104.0,990.0,85.0,257.0,2693,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
638,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-06-01 09:02:30.000000,2022-06-01 08:52:55,2472,27.0,789,131.0,896.0,40.0,57.0,2626,a distributed deep learning platform.,79.0,21,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,1.0,1.0,,,,,10.0,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,468.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,320.0,3.0,,,,,,,,,,,,,,,,,,,
639,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2021-09-16 12:01:08.000000,2020-04-02 01:05:35,46,,805,87.0,26.0,37.0,80.0,2441,DeepWalk - Deep Learning for Graphs.,10.0,21,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,58.0,51.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,7.0,2650.0,2650.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
640,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521,,422,131.0,225.0,87.0,183.0,2159,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,21,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,164.0,164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
641,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2022-03-08 21:17:32.000000,2021-09-30 21:51:09,8208,,169,52.0,894.0,129.0,586.0,1759,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,21,True,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,28.0,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621,941.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
642,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-22 01:09:46.000000,2021-11-06 23:08:22,245,,236,53.0,33.0,13.0,104.0,1755,"Reformer, the efficient Transformer, in Pytorch.",10.0,21,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,1945.0,1945.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
643,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2021-10-16 05:29:37.000000,2020-04-24 06:58:09,58,,230,46.0,11.0,51.0,34.0,1607,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",123.0,114.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,9.0,2475.0,2475.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
644,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-05-26 20:08:07.000000,2020-12-17 06:57:15,932,,293,66.0,191.0,5.0,74.0,1519,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,17.0,370.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13085.0,3.0,,,,,,,,,,,,,,,,,,,
645,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-06-21 22:36:54.000000,2022-03-31 22:22:07,1924,1.0,266,47.0,793.0,64.0,485.0,1420,jiant is an nlp toolkit.,58.0,21,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
646,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379,,391,102.0,34.0,11.0,24.0,1313,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
647,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334,,222,65.0,46.0,36.0,90.0,1190,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,403.0,403.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
648,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55,69,,203,66.0,27.0,31.0,12.0,1031,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,77.0,62.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,33297.0,33297.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
649,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284,,184,51.0,12.0,16.0,42.0,1006,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],53.0,49.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,171.0,171.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
650,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-06-23 14:36:19.000000,2022-06-23 14:11:06,1062,15.0,218,42.0,50.0,71.0,166.0,989,A toolbox to iNNvestigate neural networks predictions!.,19.0,21,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,382.0,382.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
651,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2021-12-06 14:42:35.000000,2021-03-24 12:22:31,297,,196,30.0,60.0,47.0,60.0,988,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,105.0,97.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,666.0,671.0,,,,,,,,3.0,442.0,,,,,,,,,,,,,,,,,,
652,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-05-15 13:45:59.000000,2022-04-22 12:28:39,207,1.0,98,49.0,96.0,40.0,51.0,933,Interpretability Methods for tf.keras models with Tensorflow 2.x.,17.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],126.0,119.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1609.0,1609.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
653,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-06-10 10:38:26.000000,2022-06-10 10:36:12,439,5.0,192,56.0,75.0,50.0,200.0,924,Line based ATR Engine based on OCRopy.,19.0,21,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,634.0,634.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
654,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-06-20 04:38:58.000000,2022-06-03 01:49:03,142,3.0,92,35.0,20.0,15.0,87.0,915,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,13.0,21,True,2022-06-03 01:55:11.000,1.14.6,56.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2022-06-20 04:38:58.000,8.0,16634.0,16634.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
655,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-06-21 18:06:38.000000,2022-06-01 16:16:38,557,36.0,124,17.0,184.0,61.0,65.0,860,Generate Diverse Counterfactual Explanations for any machine learning model.,12.0,21,True,2022-06-02 13:39:31.000,0.8,9.0,dice-ml,,,,"['tensorflow', 'pytorch']",4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,46504.0,46504.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
656,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-06-20 14:44:53.000000,2022-03-14 08:29:44,406,,116,99.0,111.0,27.0,39.0,860,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,21,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,51.0,50.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,628.0,628.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
657,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79,,131,34.0,16.0,7.0,3.0,856,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,2447.0,2437.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,5635.0,5635.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
658,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124,,114,15.0,11.0,33.0,43.0,837,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],50.0,46.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,27290.0,27290.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
659,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-06-14 18:11:08.000000,2022-05-13 18:48:12,83,4.0,175,28.0,56.0,1.0,26.0,792,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,21,True,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,,,['tensorflow'],34.0,31.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,3.0,637.0,637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
660,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300,,100,23.0,28.0,31.0,66.0,784,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,,,['pandas'],11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,13712.0,13712.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
661,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107,,188,34.0,15.0,18.0,22.0,784,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,21,True,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],12.0,11.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,1694.0,1694.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
662,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,MIT,2021-04-26 00:15:19.000,2022-06-23 02:04:42.000000,2022-06-23 02:04:39,748,86.0,68,17.0,170.0,38.0,47.0,764,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,21,True,2022-06-02 23:19:38.000,0.1.0,8.0,neuralforecast,conda-forge/neuralforecast,,,,,,https://pypi.org/project/neuralforecast,2022-06-02 23:19:38.000,,547.0,740.0,https://anaconda.org/conda-forge/neuralforecast,2022-06-03 04:57:10.210,579.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
663,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-05-26 20:14:58.000000,2019-11-15 21:43:53,221,,157,75.0,96.0,51.0,43.0,761,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,33792.0,33792.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
664,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642,,66,23.0,36.0,25.0,21.0,717,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,,12.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,12.0,16178.0,16178.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,
665,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159,,141,41.0,32.0,24.0,38.0,711,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,86.0,70.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1636.0,1636.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
666,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-03-18 16:32:35.000000,2022-03-18 16:32:35,431,,59,26.0,142.0,45.0,60.0,695,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,22.0,21,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,,,['jax'],26.0,24.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,2.0,550.0,550.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
667,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-06-03 01:25:04.000000,2022-01-05 20:19:46,328,,133,26.0,101.0,57.0,49.0,690,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,3.0,,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,9560.0,57649.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1043896.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,4594.0,,,,,,,,,,,
668,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281,,66,18.0,66.0,12.0,37.0,687,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,,56.0,55.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,13716.0,13716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
669,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-06-19 19:28:56.000000,2022-06-16 10:06:33,1489,5.0,71,35.0,574.0,22.0,117.0,659,Scikit-learn style model finetuning for NLP.,19.0,21,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
670,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430,,67,28.0,422.0,9.0,237.0,630,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],66.0,62.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,682.0,682.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
671,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-02-09 16:35:40.000000,2022-02-09 16:35:40,142,,89,21.0,22.0,33.0,61.0,555,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],99.0,97.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,6635.0,6703.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,817.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
672,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06,3575,,65,46.0,318.0,32.0,365.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,21,False,2021-12-21 20:12:29.000,3.0,65.0,skll,conda-forge/skll,,,['sklearn'],56.0,38.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,234.0,344.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,772.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,
673,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-06-14 17:09:49.000000,2022-04-28 20:45:39,709,10.0,62,16.0,105.0,8.0,44.0,526,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-04-28 20:55:06.000,1.11,29.0,poutyne,,,,['pytorch'],94.0,89.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3147.0,3147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
674,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426,,160,56.0,19.0,39.0,60.0,514,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,129.0,129.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
675,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857,,89,42.0,56.0,38.0,21.0,481,Bias and Fairness Audit Toolkit.,16.0,21,False,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,109.0,103.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,4199.0,4199.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
676,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57,247,,75,24.0,29.0,25.0,6.0,466,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],110.0,105.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,115699.0,115699.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
677,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413,,83,36.0,264.0,58.0,165.0,385,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,21,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,65.0,64.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1270.0,1273.0,,,,,,,,3.0,198.0,,,,,,,,,,,,,,,,,,
678,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409,,52,25.0,229.0,57.0,195.0,374,Studio: Simplify and expedite model building process.,21.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,324.0,324.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
679,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218,1.0,64,8.0,306.0,30.0,34.0,363,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,21,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],305.0,305.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,5630.0,5680.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,504.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
680,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110,,45,22.0,19.0,17.0,9.0,339,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,724538.0,724538.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
