,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
792,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137,59.0,72.0,18.0,71.0,522,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,15.0,15.0,https://pypi.org/project/atm,58.0,58.0,,,,,,,,3.0,,2019-07-30 09:25:11.000,,,,,,,,,,,,,,,,,,,,
793,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,63,11.0,10.0,21.0,41.0,499,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,18,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,38.0,38.0,https://pypi.org/project/fastt5,1442.0,1442.0,,,,,,,,3.0,,2022-04-05 03:23:12.000,,,,,,,,,,,,,,,,,,,,
794,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-08-22 03:48:05.000000,2022-08-24 08:31:37,29.0,,59,6.0,3.0,2.0,25.0,478,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,18,True,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,2461.0,2461.0,,,,,,,,3.0,,2022-08-24 08:33:00.976,1.0,,,,,,,,,,,,,,,,,,,
795,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30,16.0,148.0,39.0,66.0,451,A High Level API for Deep Learning in JAX.,18.0,18,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",40.0,40.0,https://pypi.org/project/elegy,176.0,176.0,,,,,,,,3.0,,2022-04-22 15:42:03.000,,,,,,,,,,,,,,,,,,,,
796,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,87,24.0,18.0,7.0,20.0,446,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,190.0,190.0,,,,,,,,3.0,,2021-11-25 23:19:05.000,,,,,,,,,,,,,,,,,,,,
797,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,48,18.0,7.0,16.0,4.0,440,Topological Data Analysis for Python.,4.0,18,False,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],46.0,46.0,https://pypi.org/project/scikit-tda,3442.0,3442.0,,,,,,,,3.0,,2021-08-03 00:23:20.000,,,,,,,,,,,,,,,,,,,,
798,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2023-08-25 16:58:48.000000,2023-08-25 16:58:43,128.0,23.0,40,19.0,157.0,3.0,63.0,379,A collection of tools for neural compression enthusiasts.,9.0,18,True,2023-08-25 15:41:43.000,0.3.0,5.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,204.0,204.0,,,,,,,,3.0,,2023-08-25 15:41:43.000,,,,,,,,,,,,,,,,,,,,
799,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2023-01-15 21:18:52.000,2023-01-15 22:50:39.000000,2023-01-13 21:57:34,832.0,,41,,,,,357,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",19.0,18,True,2023-03-23 17:16:00.413,0.12.0,48.0,sklearn-evaluation,,,,['sklearn'],5.0,,https://pypi.org/project/sklearn-evaluation,4850.0,4850.0,,,,,,,,3.0,,2020-12-28 15:13:44.000,5.0,,,,,,,,,,,,,,,,,,,
800,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51,11.0,60.0,16.0,41.0,324,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,35.0,31.0,https://pypi.org/project/parameter-sherpa,175.0,175.0,,,,,,,,3.0,,2019-11-23 21:32:27.000,4.0,,,,,,,,,,,,,,,,,,,
801,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2023-08-31 07:17:43.000000,2023-08-31 07:17:39,809.0,21.0,21,7.0,67.0,26.0,18.0,314,Flexible time series feature extraction & processing.,6.0,18,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,8.0,8.0,https://pypi.org/project/tsflex,217.0,946.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,18238.0,,,,,3.0,,2022-10-11 21:38:11.312,,,,,,,,,,,,,,,,,,,,
802,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,72,19.0,93.0,25.0,18.0,309,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2329.0,2329.0,,,,,,,,3.0,8.0,2019-03-05 01:35:23.000,11.0,,,,,,,,,,,,,,,,,,,
803,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-01-11 12:25:50.000000,2023-01-11 12:11:20,623.0,,37,12.0,60.0,3.0,56.0,302,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,True,2023-01-11 12:30:05.335,2.0.9,35.0,ivis,,,,['tensorflow'],31.0,29.0,https://pypi.org/project/ivis,417.0,417.0,,,,,,,,3.0,,2022-03-10 14:57:02.000,2.0,,,,,,,,,,,,,,,,,,,
804,Collie,ShopRunner/collie,recommender-systems,,https://github.com/ShopRunner/collie,https://github.com/ShopRunner/collie,BSD-3-Clause,2021-04-12 20:54:06.000,2023-07-25 21:26:27.000000,2023-03-31 15:44:32,231.0,,21,28.0,52.0,7.0,7.0,100,"A library for preparing, training, and evaluating scalable deep learning hybrid recommender systems using PyTorch.",15.0,18,False,2023-03-31 16:09:03.477,1.3.1,10.0,collie,,,,['pytorch'],34.0,34.0,https://pypi.org/project/collie,66.0,66.0,,,,,,,,3.0,,2022-01-18 23:07:16.000,,,,,,,,,,,,,,,,,,,,
805,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1383,471.0,21.0,59.0,166.0,6902,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
806,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2023-07-06 21:55:15.000000,2023-01-03 11:24:22,166.0,,1028,119.0,24.0,9.0,352.0,4073,An Open-Source Package for Neural Relation Extraction (NRE).,12.0,17,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
807,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,464,81.0,36.0,83.0,68.0,1661,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,17,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,84.0,84.0,,,,,,,,3.0,,2019-10-02 23:30:15.000,,,,,,,,,,,,,,,,,,,,
808,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,258,51.0,13.0,20.0,13.0,1527,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,53.0,76.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1682.0,3.0,,2018-10-18 02:54:09.000,,,,,,,,,,,,,,,,,,,,
809,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144.0,,142,17.0,11.0,25.0,18.0,1147,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,17,True,2022-09-20 02:28:33.973,0.7.2,26.0,tez,,,,['pytorch'],48.0,46.0,https://pypi.org/project/tez,504.0,504.0,,,,,,,,3.0,,2022-09-20 02:28:33.973,2.0,,,,,,,,,,,,,,,,,,,
810,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,85,34.0,72.0,25.0,30.0,1088,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,4643.0,4643.0,,,,,,,,3.0,,2021-02-14 02:43:46.000,,,,,,,,,,,,,,,,,,,,
811,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,,111,21.0,37.0,20.0,8.0,1033,Distributed Computing for AI Made Simple.,5.0,17,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,62.0,61.0,https://pypi.org/project/fiber,44.0,44.0,,,,,,,,3.0,,2020-07-09 03:28:28.000,1.0,,,,,,,,,,,,,,,,,,,
812,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-05-29 09:36:13.000000,2021-10-13 21:05:33,5078.0,,92,20.0,58.0,2.0,13.0,710,"A lightweight Computer Vision library. Scale your models, not boilerplate.",,17,False,2021-10-06 07:29:20.000,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,2351.0,2351.0,,,,,,,,3.0,28.0,,,,,,,,,,,,,,,,,,,,,
813,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,52,13.0,10.0,24.0,17.0,705,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,,28.0,28.0,https://pypi.org/project/parallelformers,3539.0,3539.0,,,,,,,,3.0,,2022-07-27 19:52:00.185,,,,,,,,,,,,,,,,,,,,
814,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2023-07-21 04:27:42.000000,2022-09-13 05:57:00,608.0,,87,25.0,4.0,36.0,42.0,672,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,17,True,2022-09-19 20:15:07.376,0.3.17,25.0,thundergbm,,,,,2.0,2.0,https://pypi.org/project/thundergbm,37.0,37.0,,,,,,,,3.0,,2022-09-19 20:15:07.376,,,,,,,,,,,,,,,,,,,,
815,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65,19.0,21.0,29.0,50.0,666,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,61.0,61.0,,,,,,,,3.0,,2020-06-12 20:05:15.000,,,,,,,,,,,,,,,,,,,,
816,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-05-11 15:22:02.000000,2023-05-11 15:21:58,809.0,,37,15.0,16.0,,19.0,573,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,17,True,2022-09-09 15:00:41.386,3.1.2,26.0,opytimizer,,,,,15.0,15.0,https://pypi.org/project/opytimizer,247.0,247.0,,,,,,,,3.0,,2022-05-04 20:51:15.000,,,,,,,,,,,,,,,,,,,,
817,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,118,19.0,17.0,67.0,24.0,497,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,25.0,25.0,https://pypi.org/project/deepmatcher,2807.0,2807.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
818,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2023-08-22 10:52:57.000000,2023-08-17 22:34:03,123.0,34.0,17,6.0,36.0,,7.0,407,"Multi-Modal AI inference library for Multi-Lingual Text, Image, and Video Search, Recommendations, and other Vision-..",9.0,17,True,2023-08-17 22:35:13.000,0.4.2,18.0,uform,,,,['pytorch'],6.0,6.0,https://pypi.org/project/uform,987.0,987.0,,,,,,,,3.0,,2023-08-17 22:35:13.000,,,,,,,,,,,,,,,,,,,,
819,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17,6.0,217.0,2.0,26.0,340,Camphr - NLP libary for creating pipeline components.,7.0,17,False,2020-08-21 04:45:06.000,0.7.0,21.0,camphr,,,,['spacy'],13.0,13.0,https://pypi.org/project/camphr,52.0,52.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
820,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,,65,28.0,57.0,29.0,32.0,288,Distributed and decentralized training framework for PyTorch over graph.,9.0,17,False,2021-05-15 01:39:45.000,0.3.0,9.0,bluefog,,,,['pytorch'],3.0,3.0,https://pypi.org/project/bluefog,53.0,56.0,,,,,,,,3.0,146.0,2021-05-15 01:39:45.000,,,,,,,,,,,,,,,,,,,,
821,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2023-07-24 15:05:59.000000,2023-07-17 09:18:00,166.0,3.0,39,20.0,2.0,10.0,7.0,277,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],8.0,8.0,https://pypi.org/project/deepgraph,290.0,2614.0,https://anaconda.org/conda-forge/deepgraph,2023-06-16 13:21:31.322,167365.0,,,,,3.0,,2020-10-01 13:18:38.000,,,,,,,,,,,,,,,,,,,,
822,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-06-07 15:07:07.000000,2022-06-07 15:07:04,141.0,,24,11.0,8.0,1.0,10.0,234,scikit-learn wrappers for Python fastText.,9.0,17,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,,,['sklearn'],13.0,13.0,https://pypi.org/project/skift,2431.0,2431.0,,,,,,,,3.0,,2018-03-15 09:05:47.000,,,,,,,,,,,,,,,,,,,,
823,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703.0,1.0,42,11.0,59.0,31.0,47.0,225,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,,,['sklearn'],14.0,12.0,https://pypi.org/project/skggm,38.0,38.0,,,,,,,,3.0,,2018-09-12 01:12:49.000,2.0,,,,,,,,,,,,,,,,,,,
824,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,33,14.0,36.0,8.0,44.0,223,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,22.0,20.0,https://pypi.org/project/muda,50.0,50.0,,,,,,,,3.0,,2019-11-15 15:46:21.000,2.0,,,,,,,,,,,,,,,,,,,
825,chitra,gradsflow/chitra,ml-experiments,,https://github.com/aniketmaurya/chitra,https://github.com/aniketmaurya/chitra,Apache-2.0,2020-01-23 14:17:54.000,2023-06-18 08:40:33.534000,2023-04-22 13:39:45,369.0,,38,6.0,130.0,,35.0,218,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,17,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,,1.0,,https://pypi.org/project/chitra,128.0,263.0,https://anaconda.org/conda-forge/chitra,2023-06-18 08:40:33.534,2579.0,,,,,3.0,,2021-06-19 15:04:46.000,1.0,,,,,,,,aniketmaurya/chitra,,,,,,,,,,,
826,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2023-08-29 11:38:07.000000,2023-06-16 18:49:30,400.0,1.0,45,13.0,68.0,11.0,29.0,208,Represent trained machine learning models as Pyomo optimization formulations.,13.0,17,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,7274.0,7274.0,,,,,,,,3.0,,2022-02-08 01:23:07.000,1.0,,,,,,,,,,,,,,,,,,,
827,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2022-12-04 04:02:21.000000,2019-12-13 19:03:25,138.0,,522,178.0,110.0,49.0,149.0,3886,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
828,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30.0,,945,60.0,12.0,42.0,25.0,3397,Implementation and experiments of graph embedding algorithms.,9.0,16,False,,,,,,,,['sklearn'],29.0,29.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
829,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2023-08-19 12:30:48.000000,2020-07-29 05:53:01,8.0,,560,140.0,28.0,217.0,102.0,2852,A distributed graph deep learning framework.,5.0,16,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,3.0,3.0,,,,,,,,3.0,,2019-04-10 01:53:45.000,,,,,,,,,,,,,,,,,,,,
830,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109,57.0,34.0,22.0,13.0,1267,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,43.0,43.0,,,,,,,,3.0,,2017-08-21 00:49:41.000,1.0,,,,,,,,,,,,,,,,,,,
831,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2023-07-27 14:39:30.000000,2023-05-18 02:26:52,1358.0,,115,18.0,295.0,4.0,62.0,1017,TextBox 2.0 is a text generation library with pre-trained language models.,18.0,16,True,2022-12-28 02:06:22.000,2.0.0,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2.0,2.0,,,,,,,,3.0,,2021-04-15 09:35:06.000,,,,,,,,,,,,,,,,,,,,
832,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,145,45.0,5.0,2.0,7.0,932,XAI - An eXplainability toolbox for machine learning.,3.0,16,False,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,,28.0,22.0,https://pypi.org/project/xai,143.0,143.0,,,,,,,,3.0,,2021-10-30 06:33:26.000,6.0,,,,,,,,,,,,,,,,,,,
833,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2023-04-11 19:24:43.000000,2023-04-11 19:24:38,24.0,,56,19.0,7.0,1.0,10.0,787,MADGRAD Optimization Method.,2.0,16,True,,,4.0,madgrad,,,,['pytorch'],61.0,60.0,https://pypi.org/project/madgrad,4043.0,4043.0,,,,,,,,3.0,,2022-03-08 18:23:32.000,1.0,,,,,,,,,,,,,,,,,,,
834,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,,106,27.0,10.0,24.0,51.0,757,Code for High-Precision Model-Agnostic Explanations paper.,10.0,16,False,,,10.0,anchor_exp,,,,,2.0,,https://pypi.org/project/anchor_exp,1491.0,1491.0,,,,,,,,3.0,,2020-09-10 22:52:00.000,2.0,,,,,,,,,,,,,,,,,,,
835,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,100,26.0,101.0,37.0,84.0,702,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2021-02-16 11:34:12.211,3.0.0,16.0,hyperparameter-hunter,,,,,1.0,,https://pypi.org/project/hyperparameter-hunter,103.0,109.0,,,,,,,,3.0,411.0,2018-06-14 02:21:57.000,1.0,,,,,,,,,,,,,,,,,,,
836,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,94,18.0,19.0,3.0,29.0,614,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,,11.0,11.0,https://pypi.org/project/textflint,85.0,85.0,,,,,,,,3.0,,2022-03-15 07:18:47.000,,,,,,,,,,,,,,,,,,,,
837,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-11-09 16:08:58.000000,2022-11-09 16:08:58,507.0,,98,38.0,106.0,11.0,51.0,545,TypeDB-ML is the Machine Learning integrations library for TypeDB.,11.0,16,True,2022-07-29 11:37:34.000,0.3.0,8.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,66.0,70.0,,,,,,,,3.0,220.0,2020-08-19 15:39:10.000,,,,,,,,,vaticle/typedb-ml,,,,,,,,,,,
838,caliban,google/caliban,ml-experiments,,https://github.com/google/caliban,https://github.com/google/caliban,Apache-2.0,2020-06-02 18:12:50.000,2023-08-17 15:56:17.000000,2023-08-01 21:46:06,256.0,2.0,69,22.0,86.0,19.0,15.0,486,"Research workflows made easy, locally and in the Cloud.",10.0,16,True,2023-06-16 17:26:21.434,0.4.2,11.0,caliban,,,,,1.0,1.0,https://pypi.org/project/caliban,25.0,25.0,,,,,,,,3.0,,2020-09-12 19:41:23.000,,,,,,,,,,,,,,,,,,,,
