,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
638,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,61,21.0,7.0,18.0,41.0,473,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,22,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,['jupyter'],,24722.0,290.0,268.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,24701.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1733.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
639,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-09-19 12:42:53.000000,2022-09-19 12:42:52,326.0,2.0,121,18.0,30.0,13.0,70.0,434,Medical image processing in Python.,15.0,22,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,12686.0,855.0,816.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,39.0,12238.0,https://anaconda.org/conda-forge/medpy,2022-09-12 11:40:23.906,7171.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
640,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2020-05-11 14:32:39.000000,2020-05-11 14:32:38,782.0,,75,25.0,9.0,49.0,48.0,397,optimization routines for hyperparameter tuning.,9.0,22,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,67.0,11303.0,97.0,83.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,14.0,11303.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
641,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-10-19 14:59:58.000000,2022-10-19 14:56:06,4036.0,665.0,35,10.0,1.0,,80.0,368,Deep Learning PyTorch.,1.0,22,True,2022-10-11 01:10:44.774,0.3.3,30.0,carefree-learn,,['pytorch'],,456.0,3.0,3.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,456.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
642,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-10-20 13:07:50.000000,2022-10-16 22:02:33,2148.0,287.0,50,11.0,208.0,6.0,87.0,359,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,18.0,22,True,2022-08-21 21:20:01.713,0.1.1,11.0,pykale,,['pytorch'],,211.0,,,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
643,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2022-09-23 21:05:20.000000,2022-08-02 20:35:09,484.0,3.0,45,24.0,225.0,14.0,59.0,264,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",34.0,22,False,2022-08-03 06:49:10.455,1.2.0,67.0,gokart,,,,1472.0,4.0,,https://pypi.org/project/gokart,2022-07-05 05:10:17.000,4.0,1472.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
644,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2022-08-21 20:24:17.000000,2022-08-21 20:24:17,487.0,9.0,29,6.0,9.0,6.0,41.0,260,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,10.0,22,False,2022-05-07 07:58:05.000,0.7.0,22.0,scikit-posthocs,conda-forge/scikit-posthocs,['sklearn'],25.0,40012.0,21.0,,https://pypi.org/project/scikit-posthocs,2022-05-07 07:58:05.000,21.0,38347.0,https://anaconda.org/conda-forge/scikit-posthocs,2022-05-08 18:15:36.676,39983.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
645,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2022-10-20 14:33:17.000000,2022-10-12 08:27:06,272.0,44.0,62,21.0,272.0,19.0,44.0,234,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,30.0,22,False,2022-06-03 15:51:13.000,0.2.0,10.0,pipeline-dp,,,,235.0,,,https://pypi.org/project/pipeline-dp,2022-06-03 15:53:33.000,,235.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
646,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2022-09-30 12:41:56.000000,2022-09-30 12:41:01,240.0,26.0,18,6.0,4.0,12.0,47.0,191,Multiple Imputation with LightGBM in Python.,6.0,22,False,2022-08-13 21:52:04.340,5.6.2,43.0,miceforest,conda-forge/miceforest,,,16141.0,34.0,33.0,https://pypi.org/project/miceforest,2022-04-15 14:53:33.000,1.0,15806.0,https://anaconda.org/conda-forge/miceforest,2022-08-13 22:30:51.710,5027.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
647,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-10-20 15:26:03.000000,2022-10-13 16:58:53,1155.0,142.0,706,134.0,276.0,13.0,101.0,6958,You like pytorch? You like micrograd? You love tinygrad!.,67.0,21,True,,,,,,['pytorch'],,,3.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
648,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-09-27 22:27:36.000000,2022-09-27 22:25:00,182.0,8.0,1040,95.0,42.0,323.0,263.0,5190,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,29.0,21,True,,,1.0,pyslowfast,,['pytorch'],,22.0,10.0,10.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,22.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
649,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-08-26 09:28:10.000000,2022-03-27 23:39:16,252.0,,583,87.0,68.0,77.0,276.0,2899,Backtest trading strategies in Python.,15.0,21,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,6149.0,,,https://pypi.org/project/backtesting,2021-12-13 01:36:44.000,,6149.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
650,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2022-10-14 17:29:58.000000,2022-07-20 20:54:36,1904.0,,324,102.0,994.0,84.0,259.0,2729,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,True,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
651,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-10-04 23:42:00.000000,2022-06-01 08:52:55,2472.0,,783,131.0,919.0,40.0,63.0,2662,a distributed deep learning platform.,79.0,21,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,,,25.0,1.0,1.0,,,,,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,532.0,3.0,,,,,,,,,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,1643.0,,,,,,,,,,,,
652,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2022-06-28 14:03:23.000000,2020-04-02 01:05:35,46.0,,807,88.0,27.0,37.0,80.0,2492,DeepWalk - Deep Learning for Graphs.,10.0,21,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,3302.0,63.0,56.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,7.0,3302.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
653,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521.0,,432,131.0,225.0,87.0,183.0,2193,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,217.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,217.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
654,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,347,86.0,4.0,3.0,18.0,2008,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,451.0,43.0,42.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,451.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
655,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-07-12 01:15:33.000000,2022-07-12 01:13:05,104.0,,228,59.0,105.0,25.0,56.0,2005,"Codebase for Image Classification Research, written in PyTorch.",17.0,21,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,['pytorch'],,437169.0,7.0,7.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,437169.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
656,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2022-06-23 20:25:11.000000,2020-04-24 06:58:09,58.0,,237,43.0,12.0,50.0,35.0,1643,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,"['pytorch', 'tensorflow', 'jupyter']",,1909.0,148.0,139.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000,9.0,1909.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
657,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-09-27 19:41:48.000000,2022-09-27 19:41:48,274.0,1.0,128,102.0,150.0,26.0,19.0,1541,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,27.0,21,True,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,1491.0,21.0,20.0,https://pypi.org/project/lore,2022-02-02 23:30:10.000,1.0,1491.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2022-08-10 01:35:09.000000,2020-12-17 06:57:15,932.0,,296,66.0,191.0,5.0,74.0,1525,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,['tensorflow'],,334.0,,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,15.0,,,,3.0,,,,,,,,,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13091.0,,,,,,,,,,,,
659,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-10-19 09:58:36.000000,2022-10-19 09:58:31,416.0,75.0,185,30.0,472.0,34.0,47.0,1443,Scenic: A Jax Library for Computer Vision Research and Beyond.,49.0,21,True,,,,,,['jax'],,,28.0,28.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
660,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,394,102.0,34.0,11.0,24.0,1333,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,['tensorflow'],,161.0,23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,161.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
661,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,222,65.0,46.0,36.0,90.0,1208,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,['tensorflow'],,945.0,30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,945.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
662,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,117,30.0,66.0,8.0,44.0,1069,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,21,False,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,['pytorch'],,14069.0,21.0,21.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,13463.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,12727.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
663,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106.0,,170,55.0,149.0,69.0,97.0,1044,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,4167.0,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,3347.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,52526.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
664,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,198,30.0,61.0,47.0,60.0,1004,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,453.0,429.0,106.0,98.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,425.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
665,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,161,55.0,14.0,30.0,19.0,974,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,1157.0,163.0,151.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1047.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1875.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
666,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,104,50.0,98.0,41.0,51.0,951,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,['tensorflow'],,2881.0,141.0,134.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,2881.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
667,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-10-19 12:33:22.000000,2022-10-19 12:33:08,586.0,25.0,135,16.0,197.0,52.0,86.0,936,Generate Diverse Counterfactual Explanations for any machine learning model.,15.0,21,True,2022-10-19 11:30:46.000,0.9,10.0,dice-ml,,"['tensorflow', 'pytorch']",,31063.0,4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,31063.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
668,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,245,48.0,45.0,23.0,127.0,926,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,['tensorflow'],,229.0,20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,229.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
669,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,130,35.0,16.0,7.0,3.0,870,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,7045.0,2818.0,2808.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,7045.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
670,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,101,23.0,28.0,32.0,67.0,809,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,['pandas'],,18316.0,11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,18316.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
671,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2022-10-09 13:39:00.000000,2022-10-09 13:38:49,282.0,1.0,69,18.0,66.0,12.0,40.0,734,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,4155.0,63.0,62.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,4155.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
672,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-08-30 22:15:17.000000,2022-08-30 21:25:19,439.0,7.0,65,26.0,150.0,47.0,60.0,721,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,24.0,21,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,['jax'],,494.0,28.0,25.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,3.0,494.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
673,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,144,39.0,32.0,24.0,38.0,716,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,1243.0,88.0,72.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1243.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
674,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2022-10-14 22:38:44.000000,2021-07-30 15:06:27,104.0,,118,29.0,26.0,21.0,34.0,703,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,21,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,['sklearn'],,1557.0,39.0,37.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,1557.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,metricflow,transform-data/metricflow,others,,https://github.com/transform-data/metricflow,https://github.com/transform-data/metricflow,AGPL-3.0,2022-04-04 18:33:06.000,2022-10-20 06:11:53.000000,2022-10-20 05:39:15,652.0,298.0,48,16.0,246.0,37.0,26.0,678,"MetricFlow allows you to define, build, and maintain metrics in code.",27.0,21,False,2022-10-19 20:50:19.000,0.130.1,27.0,metricflow,,,,665.0,,,https://pypi.org/project/metricflow,2022-08-11 19:58:07.028,,665.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,150,38.0,46.0,37.0,48.0,672,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,478.0,67.0,63.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,478.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
677,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,631,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,364.0,69.0,65.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,364.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
678,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,,100,29.0,1.0,11.0,3.0,595,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,"['sklearn', 'xgboost']",,39238.0,488.0,484.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,39238.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
679,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-07-09 08:22:48.000000,2022-02-09 16:35:40,142.0,,97,23.0,23.0,37.0,61.0,563,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,['pytorch'],,19783.0,112.0,110.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,19681.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,1647.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
680,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-10-05 19:09:33.000000,2022-03-16 14:38:31,280.0,,101,18.0,67.0,18.0,44.0,558,An intuitive library to extract features from time series.,14.0,21,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,8276.0,41.0,41.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,8276.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
681,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-10-14 17:54:02.000000,2022-10-14 17:53:22,722.0,3.0,62,17.0,106.0,8.0,45.0,533,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-08-31 20:05:35.000,1.12.1,31.0,poutyne,,['pytorch'],,3228.0,99.0,94.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3228.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305.0,,96,10.0,14.0,4.0,14.0,514,Make Waffle Charts in Python.,6.0,21,True,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,9079.0,161.0,159.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,2.0,8923.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,7193.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
