,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
730,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2025-04-02 14:37:36.000000,2023-07-02 18:02:16,1462.0,,50.0,14.0,233.0,23.0,64.0,256.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,54.0,48.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,645.0,645.0,,,,,,,,3.0,,,,,,,predict-idlab/pyRDF2Vec,,,,,,,,,,,,,
731,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1727.0,19.0,19.0,72.0,24.0,5208.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,20,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,1588.0,1588.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1385.0,355.0,59.0,51.0,,4532.0,Python Algorithmic Trading Library.,11.0,20,False,,,8.0,pyalgotrade,,,,,,,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,,717.0,717.0,,,,,,,,3.0,,,,,,,,,-4.0,,,,,,,,,,,
733,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,326.0,56.0,242.0,176.0,111.0,3266.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,4573.0,4584.0,,,,,,,,3.0,706.0,,,,,,,,,,,,,,,,,,,
734,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,99.0,54.0,55.0,48.0,2959.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,523.0,523.0,,,,,,,,3.0,,,,,,,rhsimplex/image-match,,,,,,,,,,,,,
735,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,100.0,1000.0,94.0,263.0,2869.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,85.0,30.0,46.0,80.0,2723.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,79.0,79.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,560.0,560.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,283.0,30.0,41.0,35.0,176.0,1949.0,A library for graph deep learning research.,50.0,20,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,597.0,597.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,MIT,2020-10-14 05:01:35.000,2023-11-10 05:37:18.000000,2023-03-14 23:02:49,75.0,,182.0,22.0,22.0,20.0,30.0,1791.0,Platform for designing and evaluating Graph Neural Networks (GNN).,6.0,20,False,2022-03-24 23:28:17.000,0.4.0,3.0,graphgym,,,,,10.0,10.0,https://pypi.org/project/graphgym,2022-03-24 23:19:13.000,,230.0,231.0,,,,,,,,3.0,52.0,,,,,,,,,,,,,,,,,,,
739,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,37.0,11.0,39.0,51.0,1645.0,"A fast, efficient universal vector embedding utility package.",4.0,20,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,2657.0,2657.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-12-15 17:30:26.000000,2024-12-15 17:30:23,439.0,,234.0,69.0,7.0,15.0,29.0,1458.0,Python AutoML for Trading Systems and Sports Betting.,5.0,20,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,8.0,8.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,796.0,796.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,99.0,36.0,13.0,24.0,1440.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],34.0,34.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,124.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-11-22 18:05:50.000000,2024-11-22 17:35:27,783.0,,195.0,17.0,268.0,88.0,94.0,1399.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,20,True,2023-10-26 11:36:48.000,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",6.0,,https://pypi.org/project/dice-ml,2023-10-27 03:54:06.000,6.0,35705.0,35705.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,100.0,37.0,14.0,15.0,9.0,1276.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,183.0,181.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,3267.0,3267.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131.0,34.0,16.0,9.0,4.0,928.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3659.0,3654.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,5.0,446.0,446.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,,101.0,24.0,52.0,20.0,17.0,897.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,20,True,2024-06-18 06:17:13.000,0.2.17,23.0,evojax,conda-forge/evojax,,,['jax'],34.0,28.0,https://pypi.org/project/evojax,2024-06-18 06:17:13.000,6.0,1334.0,2313.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,37233.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2025-04-15 08:31:15.000000,2025-04-15 08:30:45,300.0,2.0,253.0,44.0,18.0,11.0,92.0,883.0,Data compression in TensorFlow.,24.0,20,True,2024-08-07 20:25:13.000,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,3731.0,3731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:15:27.000000,2025-02-14 12:08:46,33.0,1.0,87.0,12.0,36.0,4.0,26.0,833.0,Leave One Feature Out Importance.,6.0,20,True,2025-02-14 12:15:27.000,0.3.5,15.0,lofo-importance,,,,,45.0,40.0,https://pypi.org/project/lofo-importance,2025-02-14 12:15:27.000,5.0,2382.0,2382.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-12-05 20:47:53.000000,2024-07-22 10:16:42,493.0,,121.0,30.0,561.0,211.0,247.0,819.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07.000,24.06.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,24502.0,24502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,,126.0,29.0,1060.0,37.0,54.0,774.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,20,True,2023-12-26 02:42:15.000,2.0.210,15.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,2023-12-26 02:42:15.000,,1451.0,1451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-07-30 21:34:45.000000,2021-09-16 17:56:31,171.0,,151.0,33.0,84.0,16.0,55.0,637.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,395.0,395.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,38.0,17.0,14.0,22.0,576.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,42.0,38.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,401.0,401.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2025-01-25 05:40:47.000000,2025-01-25 05:40:47,1428.0,1.0,170.0,55.0,21.0,39.0,61.0,556.0,Bayesian inference in HSMMs and HMMs.,14.0,20,True,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,35.0,34.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,323.0,323.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,59.0,9.0,25.0,25.0,556.0,Python library assists deep learning on graphs.,18.0,20,False,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,129.0,127.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,483.0,483.0,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,
754,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2025-02-28 08:35:47.000000,2025-02-06 14:03:46,992.0,4.0,101.0,32.0,107.0,26.0,27.0,518.0,A Python implementation of active inference for Markov Decision Processes.,19.0,20,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,20.0,20.0,https://pypi.org/project/inferactively-pymdp,2022-12-08 15:25:01.498,,7198.0,7198.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,112.0,18.0,57.0,30.0,21.0,507.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,95.0,87.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,6025.0,6025.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,,98.0,27.0,34.0,36.0,15.0,485.0,A python library for Bayesian time series modeling.,7.0,20,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,pydlm,,,,,41.0,39.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,66988.0,66988.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,32.0,15.0,148.0,40.0,66.0,475.0,A High Level API for Deep Learning in JAX.,18.0,20,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",56.0,56.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,1449.0,1449.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2025-03-31 11:38:09.000000,2025-03-31 11:38:09,405.0,1.0,101.0,16.0,11.0,,50.0,475.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,2024-10-30 20:46:59.000,0.0.19,19.0,chefboost,,,,,69.0,69.0,https://pypi.org/project/chefboost,2024-10-30 20:46:59.000,,7411.0,7411.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,77.0,23.0,12.0,48.0,49.0,419.0,optimization routines for hyperparameter tuning.,9.0,20,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,147.0,144.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,973.0,973.0,,,,,,,,3.0,108.0,,,,,,,,,,,,,,,,,,,
760,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2025-04-22 14:57:01.743000,2024-08-29 18:18:33,183.0,,38.0,9.0,32.0,17.0,20.0,416.0,A python package for animating plots build on matplotlib.,6.0,20,True,2024-08-29 18:26:55.000,0.4.3,11.0,animatplot,conda-forge/animatplot,,,,78.0,74.0,https://pypi.org/project/animatplot,2024-08-29 17:08:23.000,4.0,848.0,1157.0,https://anaconda.org/conda-forge/animatplot,2025-04-22 14:57:01.743,16690.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2025-04-22 14:56:45.026000,2021-02-15 17:10:59,283.0,,73.0,24.0,48.0,18.0,19.0,416.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],28.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,28.0,4352.0,5008.0,https://anaconda.org/conda-forge/skrebate,2025-04-22 14:56:45.026,37431.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2025-04-22 14:57:56.438000,2024-09-06 09:27:10,824.0,,26.0,8.0,78.0,33.0,23.0,415.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,24.0,22.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,2233.0,2936.0,https://anaconda.org/conda-forge/tsflex,2025-04-22 14:57:56.438,31635.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-01-29 14:59:50.000000,2025-01-29 14:59:43,578.0,1.0,90.0,27.0,321.0,76.0,27.0,378.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,20,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,37438.0,37438.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2025-04-22 14:58:12.870000,2025-02-23 00:15:07,717.0,2.0,20.0,23.0,399.0,53.0,92.0,353.0,Serverside scaling for Vega and Altair visualizations.,6.0,20,True,2025-02-23 00:18:29.000,2.0.2,75.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,5.0,,https://pypi.org/project/vegafusion-jupyter,2024-05-09 19:01:07.000,2.0,2403.0,14373.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2025-04-22 14:58:12.870,419456.0,,,,,3.0,12484.0,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-05-09 19:11:31.675,3.0,314.0,vega/vegafusion,,,,,,,,,,,,,
765,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,24.0,19.0,15.0,17.0,324.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],279.0,279.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,,1955.0,1955.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2025-04-22 14:57:47.356000,2024-11-07 18:17:34,501.0,,113.0,19.0,589.0,58.0,130.0,276.0,An open-source toolkit for large-scale genomic analysis.,28.0,20,False,2024-10-20 03:22:37.000,2.0.3,17.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,18167.0,18295.0,https://anaconda.org/conda-forge/glow,2025-04-22 14:57:47.356,6326.0,,,,,3.0,197.0,,,,,,,,,,,,,,,,,,,
767,solt,Oulu-IMEDS/solt,image,,https://github.com/imedslab/solt,https://github.com/imedslab/solt,MIT,2018-08-02 15:09:05.000,2025-04-22 07:59:09.000000,2025-04-14 11:48:30,401.0,21.0,19.0,5.0,34.0,20.0,48.0,265.0,Streaming over lightweight data transformations.,6.0,20,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,65.0,62.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,467.0,467.0,,,,,,,,3.0,,,,,,,imedslab/solt,,,,,,,,,,,,,
768,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2025-04-14 06:29:06.000000,2025-04-14 06:29:04,594.0,1.0,36.0,22.0,648.0,21.0,131.0,249.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,2494.0,2514.0,,,,,,,,3.0,1295.0,,,,,,,,,,,,,,,,,,,
769,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,21.0,17.0,464.0,90.0,76.0,239.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,,['pytorch'],95.0,85.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,10.0,6990.0,6990.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
770,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,456.0,454.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,1192.0,1196.0,,,,,,,,3.0,438.0,,,,,,,,,,,,,,,,,,,
771,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,785.0,334.0,58.0,2.0,,6873.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,19,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,340.0,347.0,,,,,,,,3.0,416.0,,,,,,,,,,,,,,,,,,,
772,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2025-03-25 16:28:52.378000,2020-02-09 21:03:48,299.0,,412.0,102.0,83.0,67.0,48.0,3015.0,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,97.0,https://anaconda.org/maciejkula/spotlight,2025-03-25 16:28:52.378,9181.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2025-02-25 23:52:42.000000,2024-12-03 12:26:16,792.0,,71.0,27.0,1029.0,127.0,65.0,1664.0,Version control for machine learning.,18.0,19,True,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,218.0,218.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
774,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,155.0,45.0,3.0,13.0,15.0,1531.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,19,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],33.0,33.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,837.0,837.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
