,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
713,pandas-ml,pandas-ml/pandas-ml,,others,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55.000000,60,24.0,17.0,281.0,153.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,19,False,2019-03-05 01:36:12.000000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",20.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000000,20.0,3315.0,3315.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,
714,sk-dist,Ibotta/sk-dist,,distributed-ml,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07.000000,47,7.0,10.0,273.0,58.0,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",10.0,8.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000000,2.0,42863.0,42863.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
715,ivis,beringresearch/ivis,,data-viz,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000000,2021-11-08 17:08:45.000000,2021-11-08 17:08:42.000000,26,3.0,50.0,254.0,611.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2021-10-17 09:48:21.000000,2.06,32.0,ivis,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/ivis,2021-10-17 09:46:36.000000,0.0,828.0,828.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
716,launchpad,deepmind/launchpad,,distributed-ml,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000000,2022-01-06 12:30:19.000000,2022-01-06 11:01:01.000000,17,1.0,18.0,248.0,215.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,13.0,19,False,2022-01-06 12:29:48.000000,0.4.1,7.0,dm-launchpad,,,,['tensorflow'],4.0,4.0,https://pypi.org/project/dm-launchpad,2022-01-06 12:29:48.000000,,1264.0,1264.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
717,model-card-toolkit,tensorflow/model-card-toolkit,,interpretability,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000000,2022-01-06 03:04:31.000000,2022-01-04 17:18:09.000000,42,13.0,2.0,243.0,183.0,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,11.0,19,False,2022-01-04 18:19:01.000000,1.2.0,7.0,model-card-toolkit,,,,,6.0,6.0,https://pypi.org/project/model-card-toolkit,2022-01-04 18:19:01.000000,,213.0,213.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
718,fairness-indicators,tensorflow/fairness-indicators,,interpretability,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000000,2021-12-03 20:30:47.000000,2021-12-03 19:26:37.000000,68,12.0,8.0,239.0,279.0,Tensorflow's Fairness Evaluation and Visualization Toolkit.,25.0,19,False,2021-12-03 20:30:47.000000,0.36.0,22.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2021-12-03 20:30:47.000000,,632.0,632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
719,gokart,m3dev/gokart,,ml-experiments,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000000,2022-01-06 08:22:59.000000,2021-12-30 23:00:12.000000,39,14.0,51.0,228.0,450.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",29.0,19,False,2021-10-15 10:18:50.000000,1.0.6,61.0,gokart,,,,,2.0,,https://pypi.org/project/gokart,2020-02-25 06:01:19.000000,2.0,662.0,662.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
720,pymap3d,geospace-code/pymap3d,,geospatial-data,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000000,2021-11-28 17:12:07.000000,2021-11-28 17:12:04.000000,61,2.0,30.0,224.0,,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,11.0,19,False,2021-11-22 06:36:42.000000,2.7.3,51.0,pymap3d,conda-forge/pymap3d,,,,6.0,,https://pypi.org/project/pymap3d,2021-10-18 21:07:53.000000,6.0,39561.0,40307.0,https://anaconda.org/conda-forge/pymap3d,2021-10-19 05:47:09.404000,16416.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
721,skift,shaypal5/skift,,nlp,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000000,2021-12-13 07:34:53.000000,2021-12-13 07:27:35.000000,22,2.0,9.0,224.0,131.0,scikit-learn wrappers for Python fastText.,8.0,19,False,2021-12-13 07:35:28.000000,0.0.21,16.0,skift,,,,['sklearn'],11.0,11.0,https://pypi.org/project/skift,2021-12-13 07:34:53.000000,,723.0,723.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
722,fletcher,xhochy/fletcher,,data-containers,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2021-11-04 09:30:27.570000,2021-02-18 14:46:18.000000,34,34.0,40.0,219.0,520.0,Pandas ExtensionDType/Array backed by Apache Arrow.,24.0,19,False,2021-01-17 20:11:01.000000,0.7.2,16.0,fletcher,conda-forge/fletcher,,,['pandas'],3.0,3.0,https://pypi.org/project/fletcher,2021-01-17 20:11:01.000000,0.0,131.0,1001.0,https://anaconda.org/conda-forge/fletcher,2021-11-04 09:30:27.570000,36576.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,
723,Muda,bmcfee/muda,,audio,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36.000000,34,7.0,44.0,196.0,293.0,A library for augmenting annotated audio data.,7.0,19,False,2019-11-15 15:46:21.000000,0.4.1,12.0,muda,,,,,15.0,14.0,https://pypi.org/project/muda,2021-12-15 16:53:25.527000,1.0,164.0,164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
724,flupy,olirice/flupy,,data-pipelines,https://github.com/olirice/flupy,https://github.com/olirice/flupy,MIT,2018-01-06 16:46:04.000000,2021-11-05 17:01:59.000000,2021-11-05 17:01:56.000000,12,3.0,9.0,167.0,195.0,Fluent data pipelines for python and your shell.,6.0,19,False,2021-10-15 12:35:59.000000,1.1.9,37.0,flupy,,,,,0.0,,https://pypi.org/project/flupy,2021-10-15 12:35:59.000000,0.0,28310.0,28310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
725,graph-nets,deepmind/graph_nets,,graph,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47.000000,764,7.0,120.0,5055.0,47.0,Build Graph Nets in Tensorflow.,10.0,18,False,2020-01-29 16:00:25.000000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000000,7.0,711.0,711.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
726,Crypto Signals,CryptoSignal/crypto-signal,,financial-data,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000000,2021-10-19 20:21:49.000000,2021-06-28 16:44:17.000000,993,54.0,198.0,3734.0,564.0,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 3,100+ stars, 900+ forks.",28.0,18,True,,,,,,shadowreaver/crypto-signal,,,,,,,,,2710.0,,,,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,7.0,140922.0,3.0,,,,,,,,,,,,,,,,,,,,,
727,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-12-23 08:22:00.000000,2021-10-12 16:17:49.000000,429,100.0,156.0,3039.0,427.0,A high performance and generic framework for distributed DNN training.,19.0,18,True,2020-08-27 15:42:13.000000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000000,,50.0,89.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1215.0,3.0,,,,,,,,,,,,,,,,,,,,,
728,opyrator,ml-tooling/opyrator,,others,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000000,2021-12-22 02:21:20.000000,2021-05-06 12:10:38.000000,109,14.0,22.0,2530.0,,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,18,True,2021-05-04 18:48:03.000000,0.0.12,11.0,opyrator,,,,,30.0,30.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000000,,367.0,367.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
729,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2022-01-06 09:15:30.000000,2021-12-18 07:13:23.000000,368,656.0,1288.0,2519.0,,cuML - RAPIDS Machine Learning Library.,144.0,18,True,2021-12-08 19:17:51.000000,21.12.00,19.0,cuml,,,,,0.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000000,0.0,603.0,603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
730,zenml,maiot-io/zenml,,data-pipelines,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000000,2022-01-06 14:42:52.000000,2022-01-05 17:27:38.000000,90,9.0,47.0,1562.0,,ZenML : MLOps framework to create reproducible pipelines.,22.0,18,True,2021-12-23 17:07:22.000000,0.5.6,43.0,zenml,,,,,,,https://pypi.org/project/zenml,2021-12-23 17:03:42.000000,,591.0,591.0,,,,,,,,3.0,,,,,,,,,,,zenml-io/zenml,,,,,,,,,,
731,Antialiased CNNs,adobe/antialiased-cnns,,pytorch-utils,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52.000000,185,11.0,31.0,1472.0,239.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,18,False,2020-10-23 22:45:52.000000,0.3,6.0,antialiased-cnns,,,,['pytorch'],14.0,14.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000000,0.0,535.0,535.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
732,ecco,jalammar/ecco,,interpretability,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000000,2022-01-04 09:19:49.000000,2022-01-04 09:19:49.000000,77,8.0,20.0,1214.0,,"Visualize, analyze, and explore NLP language models. Ecco creates interactive visualizations directly in Jupyter..",8.0,18,True,2022-01-04 09:17:03.000000,0.1.1,17.0,ecco,,,,['pytorch'],3.0,3.0,https://pypi.org/project/ecco,2022-01-04 09:10:54.000000,0.0,402.0,402.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
733,sklearn-porter,nok/sklearn-porter,,model-serialisation,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000000,2021-11-23 15:46:59.000000,2019-12-18 13:31:50.000000,143,42.0,29.0,1115.0,699.0,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,18,False,2019-12-18 13:39:19.000000,0.7.4,20.0,sklearn-porter,,,,['sklearn'],1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000000,1.0,420.0,420.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
734,Sockeye,awslabs/sockeye,,nlp,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000000,2021-12-20 10:02:11.000000,2021-12-19 16:49:18.000000,303,10.0,255.0,1040.0,,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,54.0,18,True,2021-12-20 10:02:11.000000,3.0.7,69.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2021-12-20 10:02:11.000000,2.0,1019.0,1019.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,
735,Fiber,uber/fiber,,distributed-ml,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08.000000,103,20.0,8.0,950.0,66.0,Distributed Computing for AI Made Simple.,5.0,18,True,2020-07-09 03:28:28.000000,0.2.1,6.0,fiber,,,,,31.0,30.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000000,1.0,1524.0,1524.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
736,Bounter,RaRe-Technologies/bounter,,data-containers,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000000,2021-09-19 00:43:46.000000,2021-05-24 07:29:54.000000,48,15.0,9.0,930.0,156.0,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,18,True,2020-08-17 06:37:51.000000,1.1.1,7.0,bounter,,,,,39.0,25.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000000,14.0,182.0,182.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
737,pytorch2keras,gmalivenko/pytorch2keras,,model-serialisation,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000000,2021-09-28 21:39:06.000000,2021-08-06 08:18:46.000000,128,50.0,67.0,767.0,282.0,PyTorch to Keras model convertor.,13.0,18,True,2020-05-14 10:03:56.000000,0.2.4,23.0,pytorch2keras,,,,,27.0,26.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000000,1.0,592.0,592.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
738,Performer Pytorch,lucidrains/performer-pytorch,,pytorch-utils,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000000,2021-11-07 01:03:14.000000,2021-11-07 01:02:14.000000,102,29.0,41.0,765.0,,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,18,True,2021-11-07 01:03:14.000000,1.1.3,79.0,performer-pytorch,,,,['pytorch'],36.0,36.0,https://pypi.org/project/performer-pytorch,2021-11-07 01:03:14.000000,0.0,854.0,854.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
739,XAI,EthicalML/xai,,interpretability,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12.000000,114,1.0,7.0,759.0,91.0,XAI - An eXplainability toolbox for machine learning.,3.0,18,True,2021-10-30 06:35:19.000000,0.1.0,6.0,xai,,,,,17.0,11.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000000,6.0,632.0,632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
740,Saliency,PAIR-code/saliency,,tensorflow-utils,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000000,2021-07-28 22:22:28.000000,2021-07-28 22:22:27.000000,159,14.0,26.0,757.0,79.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,18,True,2021-05-03 16:33:29.000000,0.1.3,10.0,saliency,,,,['tensorflow'],21.0,19.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000000,2.0,754.0,754.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
741,whylogs,whylabs/whylogs,,data-pipelines,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000000,2022-01-05 21:34:35.000000,2022-01-05 20:44:44.000000,37,36.0,61.0,715.0,,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,26.0,18,True,2022-01-05 20:50:41.000000,0.6.20,109.0,whylogs,,,,,,,https://pypi.org/project/whylogs,2022-01-05 20:50:41.000000,,2677.0,2679.0,,,,,,,,3.0,47.0,,,,,,,,,,,,,,,,,,,,
742,avalanche,ContinualAI/avalanche,,others,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000000,2022-01-05 17:39:41.000000,2022-01-03 13:52:58.000000,108,71.0,380.0,699.0,2304.0,Avalanche: an End-to-End Library for Continual Learning.,47.0,18,True,2021-12-16 11:04:28.000000,0.1.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
743,sklearn-deap,rsteca/sklearn-deap,,hyperopt,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27.000000,114,21.0,34.0,670.0,104.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,18,True,2021-07-30 15:13:54.000000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000000,2.0,927.0,927.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
744,matrixprofile-ts,target/matrixprofile-ts,,time-series-data,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42.000000,92,19.0,34.0,669.0,198.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,18,False,2019-08-08 01:24:38.000000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000000,,957.0,957.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
745,robustness,MadryLab/robustness,,adversarial,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000000,2021-11-30 00:11:07.000000,2021-11-30 00:11:07.000000,121,14.0,54.0,646.0,141.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,True,2020-12-01 06:11:12.000000,1.2.1.post2,10.0,robustness,,,,,69.0,67.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000000,2.0,799.0,799.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
746,SKLL,EducationalTestingService/skll,,ml-experiments,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06.000000,65,32.0,365.0,527.0,,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,36.0,18,False,2021-12-21 20:12:29.000000,3.0,65.0,skll,,,,['sklearn'],69.0,35.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000000,34.0,595.0,595.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
747,Baal,ElementAI/baal,,probabilistics,https://github.com/ElementAI/baal,https://github.com/ElementAI/baal,Apache-2.0,2019-09-30 20:16:26.000000,2021-12-24 19:06:57.000000,2021-12-23 17:52:06.000000,49,18.0,44.0,522.0,152.0,Library to enable Bayesian active learning in your research or labeling work.,11.0,18,True,2021-12-17 20:29:34.000000,1.5.1,13.0,baal,,,,,0.0,,https://pypi.org/project/baal,2021-12-17 20:28:12.000000,0.0,592.0,592.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
748,Submit it,facebookincubator/submitit,,distributed-ml,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000000,2021-12-09 11:50:36.000000,2021-12-09 11:50:36.000000,48,25.0,32.0,519.0,,Python 3.6+ toolbox for submitting jobs to Slurm.,17.0,18,True,2021-11-30 13:57:53.000000,1.4.1,15.0,submitit,conda-forge/submitit,,,,0.0,,https://pypi.org/project/submitit,2021-11-30 13:57:53.000000,0.0,10978.0,11280.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745000,5139.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
749,tcav,tensorflow/tcav,,interpretability,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000000,2021-11-10 19:43:31.000000,2021-09-16 17:56:31.000000,119,5.0,53.0,504.0,171.0,Code for the TCAV ML interpretability project.,19.0,18,True,2021-02-23 16:17:42.000000,0.2.2,4.0,tcav,,,,['tensorflow'],13.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000000,2.0,103.0,103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
750,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44.000000,61,17.0,20.0,501.0,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,18,True,2020-10-16 03:43:47.000000,0.1.7,9.0,n2,,,,,26.0,22.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000000,4.0,739.0,739.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
751,BioPandas,rasbt/biopandas,,others,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000000,2022-01-04 15:52:57.000000,2022-01-04 15:52:45.000000,89,15.0,24.0,402.0,,Working with molecular structures in pandas DataFrames.,8.0,18,True,2021-08-30 11:52:40.000000,0.2.9,14.0,biopandas,conda-forge/biopandas,,,['pandas'],6.0,,https://pypi.org/project/biopandas,2021-09-24 00:14:13.000000,6.0,2080.0,3623.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536000,94123.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
752,animatplot,t-makaro/animatplot,,data-viz,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000000,2021-04-07 10:46:25.000000,2020-10-05 06:14:18.000000,35,17.0,17.0,386.0,178.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,31.0,29.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000000,2.0,396.0,604.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460000,7284.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
753,tick,X-DataInitiative/tick,,time-series-data,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000000,2020-08-11 12:36:43.000000,2020-06-15 12:01:36.000000,84,55.0,164.0,366.0,413.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,18,False,2019-09-11 11:25:15.000000,0.6,23.0,tick,,,,,47.0,46.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000000,1.0,777.0,780.0,,,,,,,,3.0,194.0,,,,,,,,,,,,,,,,,,,,
754,Pywick,achaiah/pywick,,pytorch-utils,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000000,2021-12-14 22:07:33.000000,2021-10-22 03:09:17.000000,38,2.0,12.0,365.0,149.0,High-level batteries-included neural network training library for Pytorch.,4.0,18,True,2021-10-22 03:19:11.000000,0.6.5,8.0,pywick,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pywick,2021-10-22 03:19:11.000000,,45.0,45.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
755,Sherpa,sherpa-ai/sherpa,,hyperopt,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48.000000,49,15.0,41.0,308.0,823.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000000,1.0.7,8.0,parameter-sherpa,,,,,19.0,17.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000000,2.0,231.0,231.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
756,elegy,poets-ai/elegy,,ml-frameworks,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000000,2021-12-14 13:57:24.000000,2021-12-14 13:55:52.000000,21,22.0,62.0,304.0,324.0,A High Level API for Deep Learning in JAX.,14.0,18,True,2021-12-14 13:57:24.000000,0.8.4,28.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2021-12-14 13:56:14.000000,,358.0,358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
757,DeepGraph,deepgraph/deepgraph,,graph,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000000,2021-11-08 16:53:47.290000,2021-06-14 10:58:10.000000,36,9.0,5.0,247.0,162.0,Analyze Data with Pandas-based Networks. Documentation:.,2.0,18,False,2020-10-01 13:20:38.000000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],3.0,3.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000000,,202.0,2383.0,https://anaconda.org/conda-forge/deepgraph,2021-11-08 16:53:47.290000,115622.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
758,fastT5,Ki6an/fastT5,,nlp,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000000,2021-12-23 16:29:01.000000,2021-12-23 16:18:29.000000,27,10.0,19.0,243.0,27.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,4.0,18,False,2021-12-23 16:29:01.000000,0.1.0,10.0,fastt5,,,,,6.0,6.0,https://pypi.org/project/fastt5,2021-12-23 16:29:01.000000,,904.0,904.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
