,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
633,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-03-18 23:05:44.000000,2024-03-10 13:42:56,543.0,42.0,127.0,21.0,256.0,12.0,127.0,1181.0,A standard framework for modelling Deep Learning Models for tabular data.,20.0,22,True,2024-01-15 12:17:19.000,1.1.0,12.0,pytorch_tabular,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_tabular,3304.0,3304.0,,,,,,,,1.0,24.0,2024-01-15 02:46:25.000,2.0,,,,,,,,,,,,,,,,,,
634,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2024-03-21 00:52:50.000000,2023-12-06 23:22:36,184.0,,108.0,37.0,25.0,17.0,114.0,1173.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,22,True,2023-12-06 23:27:18.000,2.1.6,79.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,6530.0,6530.0,,,,,,,,3.0,,2023-12-06 05:33:15.000,8.0,,,,,,,,,,,,,,,,,,
635,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,215.0,66.0,29.0,31.0,12.0,1147.0,Anomaly Detection and Correlation library.,9.0,22,True,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,92.0,77.0,https://pypi.org/project/luminol,10534.0,10534.0,,,,,,,,3.0,,2017-12-11 06:04:15.000,15.0,,,,,,,,,,,,,,,,,,
636,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2024-02-06 06:41:55.000000,2023-07-16 15:16:10,420.0,,146.0,94.0,118.0,33.0,45.0,1133.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,22,True,2023-07-16 15:34:00.704,0.4.0,6.0,pfrl,,,,,103.0,102.0,https://pypi.org/project/pfrl,378.0,378.0,,,,,,,,3.0,,2023-07-16 15:34:00.704,1.0,,,,,,,,,,,,,,,,,,
637,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,437.0,43.0,176.0,78.0,102.0,1025.0,"Utilities for working with image data, text data, and sequence data.",52.0,22,False,2019-05-31 16:30:17.000,1.1.0,10.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],,,https://pypi.org/project/keras-preprocessing,5848296.0,5879940.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2183485.0,,,,,3.0,,,,,,,,,,,-7.0,,,,,,,,,,
638,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,54.0,86.0,64.0,206.0,1017.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2023-08-18 11:50:18.000,1.0.6,41.0,calamari_ocr,,,,,5.0,,https://pypi.org/project/calamari_ocr,1857.0,1857.0,,,,,,,,3.0,,2023-08-18 11:50:18.000,5.0,,,,,,,,,,,,,,,,,,
639,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,110.0,51.0,98.0,41.0,51.0,1009.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],226.0,218.0,https://pypi.org/project/tf-explain,3155.0,3155.0,,,,,,,,3.0,,2021-11-18 20:57:29.000,8.0,,,,,,,,,,,,,,,,,,
640,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-01-27 00:07:06.000000,2024-01-04 20:41:21,582.0,2.0,292.0,97.0,121.0,62.0,97.0,1001.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,22,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],37.0,,https://pypi.org/project/astroML,1713.0,2249.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,42418.0,,,,,3.0,,2022-03-01 20:02:01.000,37.0,,,,,,,,,,,,,,,,,,
641,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:58:29.000000,2024-02-13 05:55:37,305.0,2.0,89.0,19.0,73.0,18.0,44.0,942.0,Audio processing by using pytorch 1D convolution network.,15.0,22,True,2024-02-13 05:58:29.000,0.3.3,40.0,nnAudio,,,,,165.0,161.0,https://pypi.org/project/nnAudio,11261.0,11261.0,,,,,,,,3.0,,2024-02-13 05:58:29.000,4.0,,,,,,,,,,,,,,,,,,
642,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-03-05 13:03:44.000000,2024-03-05 13:03:44,730.0,3.0,143.0,16.0,103.0,29.0,236.0,936.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,22,True,2023-10-06 08:51:23.000,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,25598.0,31207.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-01-09 03:56:17.077,252436.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
643,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,,83.0,19.0,153.0,24.0,83.0,827.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51.000,1.9.1,19.0,baal,conda-forge/baal,,,,54.0,53.0,https://pypi.org/project/baal,1025.0,1230.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7804.0,,,,,3.0,,2023-10-02 19:57:48.000,1.0,,,,,,,,,,,,,,,,,,
644,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2023-11-13 16:09:34.000000,2020-02-25 14:31:53,879.0,,103.0,29.0,60.0,22.0,74.0,825.0,ML-Ensemble high performance ensemble learning.,7.0,22,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,387.0,383.0,https://pypi.org/project/mlens,3626.0,3626.0,,,,,,,,3.0,,2018-10-30 22:30:43.000,4.0,,,,,,,,,,,,,,,,,,
645,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-02-05 16:21:42.000000,2023-11-24 10:43:28,313.0,,129.0,20.0,74.0,5.0,64.0,820.0,An intuitive library to extract features from time series.,18.0,22,True,2023-08-23 07:53:53.000,0.1.6,11.0,tsfel,,,,,119.0,119.0,https://pypi.org/project/tsfel,23529.0,23529.0,,,,,,,,3.0,,2023-08-22 10:46:05.000,,,,,,,,,,,,,,,,,,,
646,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,2.0,78.0,26.0,162.0,51.0,62.0,758.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,22,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,,['jax'],53.0,49.0,https://pypi.org/project/objax,544.0,544.0,,,,,,,,3.0,,2023-11-06 22:03:10.000,4.0,,,,,,,,,,,,,,,,,,
647,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,29.0,21.0,34.0,756.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,22,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],45.0,43.0,https://pypi.org/project/sklearn-deap,2029.0,2029.0,,,,,,,,3.0,,2021-07-30 15:13:54.000,2.0,,,,,,,,,,,,,,,,,,
648,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,25.0,21.0,735.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,22,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,,26.0,,https://pypi.org/project/test_tube,77800.0,77800.0,,,,,,,,3.0,18.0,2019-12-01 01:19:50.000,26.0,,,,,,,,,,,,,,,,,,
649,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,81.0,21.0,12.0,,38.0,684.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,407.0,400.0,https://pypi.org/project/vecstack,15013.0,15068.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1890.0,,,,,3.0,,2019-08-12 16:01:22.000,7.0,,,,,,,,,,,,,,,,,,
650,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,,118.0,19.0,78.0,24.0,33.0,670.0,Working with molecular structures in pandas DataFrames.,15.0,22,True,2023-08-28 15:31:05.000,0.5.1de,20.0,biopandas,conda-forge/biopandas,,,['pandas'],259.0,236.0,https://pypi.org/project/biopandas,82314.0,84029.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,149251.0,,,,,3.0,,2023-08-28 15:32:25.000,23.0,BioPandas/biopandas,,,,,,,,,,,,,,,,,
651,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,67.0,26.0,433.0,10.0,237.0,630.0,torchbearer: A model fitting library for PyTorch.,14.0,22,True,2023-12-01 18:41:20.000,0.5.5,26.0,torchbearer,,,,['pytorch'],86.0,86.0,https://pypi.org/project/torchbearer,835.0,835.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
652,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,111.0,27.0,23.0,57.0,35.0,598.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,435.0,413.0,https://pypi.org/project/hpbandster,10610.0,11081.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,18390.0,,,,,3.0,,2018-11-06 12:56:55.000,22.0,,,,,,,,,,,,,,,,,,
653,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,93.0,27.0,32.0,29.0,6.0,586.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],379.0,372.0,https://pypi.org/project/skope-rules,25207.0,25207.0,,,,,,,,3.0,,2020-01-25 12:01:37.000,7.0,,,,,,,,,,,,,,,,,,
654,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2023-11-18 04:12:38.000000,2021-01-30 21:50:02,249.0,,130.0,23.0,19.0,8.0,29.0,581.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],148.0,143.0,https://pypi.org/project/rfpimp,12323.0,12323.0,,,,,,,,3.0,,2021-01-28 23:19:33.000,5.0,,,,,,,,,,,,,,,,,,
655,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2024-03-21 11:25:40.000000,2021-12-19 09:41:43,133.0,,56.0,11.0,21.0,13.0,37.0,531.0,Joyplots in Python with matplotlib & pandas.,8.0,22,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,369.0,360.0,https://pypi.org/project/joypy,11587.0,12000.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,24796.0,,,,,3.0,,2021-12-19 09:42:50.000,9.0,,,,,,,,,,,,,,,,,,
656,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-03-17 13:52:47.000000,2023-12-29 21:08:41,477.0,21.0,57.0,26.0,9.0,16.0,34.0,517.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-12-29 21:23:01.000,1.3.3,20.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",27.0,27.0,https://pypi.org/project/small-text,439.0,704.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,5319.0,,,,,3.0,,2023-12-29 21:17:11.000,,,,,,,,,,,,,,,,,,,
657,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-03-19 15:52:10.000000,2024-03-19 15:52:03,1216.0,2.0,63.0,7.0,208.0,18.0,109.0,496.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],236.0,231.0,https://pypi.org/project/happytransformer,3365.0,3365.0,,,,,,,,3.0,,2023-08-05 22:54:02.000,5.0,,,,,,,,,,,,,,,,,,
658,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-03-09 11:59:05.000000,2023-03-05 00:16:57,419.0,,99.0,36.0,276.0,71.0,173.0,465.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,76.0,74.0,https://pypi.org/project/tick,2122.0,2125.0,,,,,,,,3.0,300.0,2020-05-24 22:01:17.000,2.0,,,,,,,,,,,,,,,,,,
659,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2024-02-08 01:53:44.000000,2024-02-08 01:48:49,168.0,2.0,48.0,17.0,2.0,11.0,3.0,370.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,22,True,2024-02-08 01:53:44.000,0.1.3,14.0,suod,,,,,506.0,504.0,https://pypi.org/project/suod,15036.0,15036.0,,,,,,,,3.0,,2024-02-08 01:53:44.000,2.0,,,,,,,,,,,,,,,,,,
660,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:24:03.000000,2023-11-16 02:17:17,251.0,,27.0,8.0,4.0,21.0,60.0,287.0,Multiple Imputation with LightGBM in Python.,6.0,22,False,2023-11-16 02:24:03.000,5.7.0,45.0,miceforest,conda-forge/miceforest,,,,126.0,121.0,https://pypi.org/project/miceforest,25742.0,26113.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11873.0,,,,,1.0,,2023-11-16 02:24:03.000,5.0,,,,,,,,,,,,,,,,,,
661,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-03-21 09:49:57.000000,2024-03-20 09:26:03,710.0,49.0,24.0,4.0,272.0,7.0,,282.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,22,False,2024-03-20 09:37:45.000,1.1.262,656.0,upgini,,,,,6.0,6.0,https://pypi.org/project/upgini,11578.0,11578.0,,,,,,,,1.0,,2024-03-21 09:49:57.000,,,,,,,,,,,,,,,,,,,
662,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,13.0,9.0,4.0,12.0,229.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,1064.0,1018.0,https://pypi.org/project/py3nvml,102222.0,103611.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,56974.0,,,,,3.0,,2021-11-22 14:30:25.000,46.0,,,,,,,,,,,,,,,,,,
663,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,,648.0,95.0,150.0,98.0,103.0,8349.0,The user analytics platform for LLMs.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,984.0,984.0,,,,,,,,3.0,,2023-06-18 11:03:00.511,2.0,nebuly-ai/nebuly,,,,,,,,,,,,,,,,,
664,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2024-03-03 01:41:37.000000,2024-03-03 01:31:19,412.0,6.0,323.0,53.0,414.0,79.0,106.0,3212.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",38.0,21,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],1.0,,https://pypi.org/project/vissl,219.0,219.0,,,,,,,,3.0,,2021-11-02 15:36:07.000,1.0,,,,,,,,,,,,,,,,,,
665,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,436.0,166.0,120.0,14.0,112.0,2926.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,False,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,313.0,313.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
666,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,74.0,2.0,18.0,7.0,2905.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],199.0,191.0,https://pypi.org/project/adabound,1627.0,1627.0,,,,,,,,3.0,,2019-02-26 04:23:45.000,8.0,,,,,,,,,,,,,,,,,,
667,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-03-13 21:11:32.000000,2024-03-13 21:09:44,767.0,1.0,355.0,92.0,548.0,83.0,92.0,2738.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22.000,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,35772.0,35772.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
668,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,362.0,86.0,4.0,3.0,18.0,2152.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,49.0,48.0,https://pypi.org/project/pdftabextract,474.0,474.0,,,,,,,,3.0,,2018-01-09 08:00:24.000,1.0,,,,,,,,,,,,,,,,,,
669,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2084.0,The friendly PIL fork.,385.0,21,False,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,42080.0,42080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
670,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,243.0,45.0,33.0,51.0,90.0,1916.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,21,False,,,,torchmeta,,,,['pytorch'],165.0,165.0,https://pypi.org/project/torchmeta,3390.0,3390.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
671,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,11.0,163.0,1652.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,90.0,90.0,,,,,,,,3.0,,2022-01-20 15:18:44.000,,,,,,,,,,,,,,,,,,,
672,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,15.0,33.0,1638.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],55.0,49.0,https://pypi.org/project/antialiased-cnns,2716.0,2716.0,,,,,,,,3.0,,2020-10-23 22:42:49.000,6.0,,,,,,,,,,,,,,,,,,
673,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-03-13 07:44:20.000000,2020-12-17 06:57:15,932.0,,294.0,67.0,201.0,1.0,74.0,1582.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,64.0,290.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13117.0,3.0,,,,,,,,,,,,,,,,,,,,,
674,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,277.0,73.0,728.0,13.0,64.0,1573.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,True,2023-03-21 05:24:19.000,0.7.0,7.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],,,https://pypi.org/project/classy_vision,873.0,1248.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,18781.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
675,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1551.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,1499.0,1499.0,,,,,,,,3.0,,2022-02-18 18:01:38.000,1.0,,,,,,,,,,,,,,,,,,
676,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-01-29 06:34:18.000000,2024-01-29 06:20:56,908.0,2.0,208.0,57.0,52.0,74.0,149.0,1534.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,36.0,21,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,438.0,469.0,,,,,,,,3.0,2759.0,,,,,,,,,,,,,,,,,,,,
