,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
30,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-25 11:34:36.000000,2024-01-22 14:23:04,3778.0,56.0,6855.0,398.0,5142.0,960.0,2304.0,15058.0,"Datasets, Transforms and Models specific to Computer Vision.",571.0,42,True,2023-12-15 02:04:19.000,0.16.2,40.0,torchvision,conda-forge/torchvision,,,['pytorch'],5010.0,21.0,https://pypi.org/project/torchvision,10535409.0,10564266.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,965800.0,,,,,1.0,,36630.0,2023-12-14 21:49:42.000,4989.0,,,,,,,,,,,,,,,,,,
31,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-01-25 11:11:55.000000,2024-01-24 18:09:47,7574.0,103.0,3095.0,274.0,3625.0,397.0,2943.0,13814.0,Network Analysis in Python.,705.0,42,False,2023-10-28 09:53:23.000,networkx-3.2.1,54.0,networkx,conda-forge/networkx,,,,218167.0,218167.0,https://pypi.org/project/networkx,37850372.0,38205434.0,https://anaconda.org/conda-forge/networkx,2023-10-28 14:55:59.129,14557576.0,,,,,1.0,,65.0,,,,,,,,,,,,,,,,,,,,
32,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-01-14 08:16:58.000000,2023-12-24 12:24:15,14508.0,39.0,2697.0,468.0,1447.0,247.0,1504.0,12732.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,452.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,246425.0,246425.0,https://pypi.org/project/nltk,12238341.0,12265246.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2394633.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
33,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2024-01-25 14:30:59.000000,2024-01-25 09:17:43,4631.0,83.0,2064.0,1694.0,4479.0,306.0,2582.0,11476.0,WebGL2 powered visualization framework.,243.0,42,True,2024-01-19 15:08:57.947,8.9.34,627.0,pydeck,conda-forge/pydeck,,,['jupyter'],7605.0,7060.0,https://pypi.org/project/pydeck,1750587.0,2100847.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,471328.0,,,,,1.0,,,2023-04-15 06:29:01.705,56.0,,deck.gl,https://www.npmjs.com/package/deck.gl,2024-01-22 12:31:51.578,489.0,340232.0,,,,,,,,,,,,
34,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-01-25 10:34:40.000000,2024-01-25 04:22:55,5745.0,39.0,1635.0,193.0,4896.0,650.0,1221.0,6457.0,TensorFlows Visualization Toolkit.,312.0,42,True,2023-11-02 20:49:50.000,2.15.1,56.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],214517.0,211587.0,https://pypi.org/project/tensorboard,20617156.0,20721374.0,https://anaconda.org/conda-forge/tensorboard,2023-11-03 15:31:12.158,4481398.0,,,,,1.0,,,2023-11-02 20:49:50.000,2930.0,,,,,,,,,,,,,,,,,,
35,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-01-25 06:05:21.000000,2024-01-25 06:04:04,2127.0,77.0,4500.0,309.0,436.0,69.0,768.0,28520.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",128.0,41,True,2023-11-24 19:09:08.000,0.9.12,55.0,timm,conda-forge/timm,,,['pytorch'],22418.0,22040.0,https://pypi.org/project/timm,3905246.0,4017045.0,https://anaconda.org/conda-forge/timm,2023-11-25 15:42:55.281,119739.0,,,,,1.0,,6101186.0,2023-11-24 18:56:31.000,378.0,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,
36,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-01-25 11:46:12.000000,2024-01-24 01:09:02,9160.0,121.0,1142.0,137.0,5342.0,517.0,4057.0,12812.0,ML Experiments Management with Git.,290.0,41,True,2024-01-24 09:29:32.000,3.42.0,509.0,dvc,conda-forge/dvc,,,,12321.0,12228.0,https://pypi.org/project/dvc,617533.0,662383.0,https://anaconda.org/conda-forge/dvc,2024-01-19 02:27:28.801,1754165.0,,,,,1.0,,44616.0,2024-01-24 09:29:32.000,93.0,,,,,,,,dvc,dvc,dvc,,,,,,,,
37,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-01-16 18:13:51.000000,2024-01-09 19:28:45,3619.0,36.0,711.0,141.0,1318.0,154.0,1743.0,8675.0,Declarative statistical visualization library for Python.,160.0,41,True,2023-11-28 06:23:39.000,5.2.0,27.0,altair,conda-forge/altair,,,,102441.0,102441.0,https://pypi.org/project/altair,14760443.0,14845492.0,https://anaconda.org/conda-forge/altair,2023-12-05 00:22:25.208,2126222.0,,,,,1.0,,96.0,,,,,,,,,,,,,,,,,,,,
38,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-25 08:55:23.000000,2024-01-25 08:55:20,47242.0,476.0,1139.0,197.0,377.0,523.0,1666.0,7563.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1203.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,367.0,12.0,https://pypi.org/project/catboost,1586591.0,1627247.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1438489.0,,,,,2.0,,212953.0,2023-09-19 18:13:58.000,355.0,,,,,,,,,,,,,,,,,,
39,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-01-25 05:53:32.000000,2024-01-16 16:57:18,13798.0,32.0,2214.0,186.0,4343.0,742.0,2038.0,5750.0,Image processing in Python.,645.0,41,False,2023-10-03 21:36:37.000,0.22.0,59.0,scikit-image,conda-forge/scikit-image,,,,178263.0,167795.0,https://pypi.org/project/scikit-image,13656443.0,13793820.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,5907228.0,,,,,1.0,,,2023-10-03 21:35:27.000,10468.0,,,,,,,,,,,,,,,,,,
40,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-01-25 14:23:44.000000,2024-01-23 23:03:40,2081.0,181.0,3751.0,311.0,2452.0,913.0,1500.0,31012.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",282.0,40,True,2024-01-23 23:02:47.000,0.13.1,83.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],5626.0,5525.0,https://pypi.org/project/deepspeed,374986.0,375353.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,17663.0,1.0,,,2024-01-23 23:02:47.000,101.0,,,,,,,,,,,,,,,,,,
41,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2024-01-25 14:25:18.000000,2024-01-25 01:39:55,6052.0,146.0,2702.0,304.0,4058.0,709.0,3160.0,29787.0,Streamlit A faster way to build and share data apps.,217.0,40,True,2024-01-11 18:50:58.000,1.30.0,213.0,streamlit,,,,,1347.0,,https://pypi.org/project/streamlit,2868063.0,2868063.0,,,,,,,,1.0,,,2024-01-11 18:50:51.000,1347.0,,,,,,,,,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-01-25 13:08:31.000000,2024-01-24 15:17:51,2590.0,31.0,3020.0,248.0,789.0,1417.0,966.0,21031.0,A game theoretic approach to explain the output of any machine learning model.,229.0,40,True,2024-01-25 13:08:31.000,0.44.1,52.0,shap,conda-forge/shap,,,,15412.0,15412.0,https://pypi.org/project/shap,6851345.0,6912324.0,https://anaconda.org/conda-forge/shap,2024-01-08 16:40:58.890,2256243.0,,,,,1.0,,,,,shap/shap,,,,,,,,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-01-01 12:37:49.000000,2023-10-01 14:51:00,4509.0,,4375.0,434.0,1685.0,377.0,1444.0,14950.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,58187.0,55021.0,https://pypi.org/project/gensim,3751770.0,3786968.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1195180.0,,,,,1.0,,4553.0,2023-08-24 08:48:21.000,3166.0,piskvorky/gensim,,,,,,,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-23 19:47:16.000000,2024-01-21 18:10:41,1172.0,89.0,2112.0,233.0,527.0,179.0,1051.0,11106.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:42.000,0.2.36,108.0,yfinance,ranaroussi/yfinance,,,,32678.0,32368.0,https://pypi.org/project/yfinance,1327570.0,1330412.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,85273.0,,,,,1.0,,,2024-01-21 18:12:42.000,310.0,,,,,,,,,,,,,,,,,,
45,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-01-25 10:26:40.000000,2024-01-23 14:11:26,9726.0,54.0,1916.0,227.0,3812.0,269.0,2958.0,7995.0,Bayesian Modeling and Probabilistic Programming in Python.,478.0,40,True,2023-12-21 11:15:57.000,5.10.3,77.0,pymc3,conda-forge/pymc3,,,,2886.0,2636.0,https://pypi.org/project/pymc3,624222.0,630538.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,548085.0,,,,,1.0,,1936.0,2022-03-15 10:10:19.000,250.0,,,,,,,,,,,,,,,,,,
46,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-25 04:33:04.000000,2024-01-24 23:56:35,6073.0,177.0,594.0,56.0,3954.0,830.0,2116.0,7758.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,172.0,40,True,2024-01-09 21:46:16.000,0.16.2,267.0,wandb,conda-forge/wandb,,,,37823.0,37118.0,https://pypi.org/project/wandb,10899690.0,10910312.0,https://anaconda.org/conda-forge/wandb,2024-01-10 00:10:20.527,446127.0,,,,,1.0,,,2024-01-09 21:20:59.000,705.0,wandb/wandb,,,,,,,,,,,,,,,,,
47,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-25 13:02:51.000000,2024-01-25 13:02:51,1873.0,52.0,910.0,106.0,1521.0,444.0,1184.0,4032.0,Python tools for geographic data.,218.0,40,True,2024-01-04 21:40:30.000,0.14.2,51.0,geopandas,conda-forge/geopandas,,,['pandas'],32408.0,30540.0,https://pypi.org/project/geopandas,5540628.0,5619025.0,https://anaconda.org/conda-forge/geopandas,2024-01-05 07:21:01.270,3369959.0,,,,,1.0,,2423.0,2024-01-04 21:40:25.000,1868.0,,,,,,,,,,,,,,,,,,
48,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-25 08:11:03.000000,2024-01-24 20:04:26,3478.0,131.0,1109.0,132.0,2811.0,274.0,1149.0,1996.0,A library for training and deploying machine learning models on Amazon SageMaker.,418.0,40,True,2024-01-23 20:32:26.000,2.204.0,562.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3590.0,3498.0,https://pypi.org/project/sagemaker,38478020.0,38495232.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,705695.0,,,,,1.0,,,2024-01-23 20:32:26.000,92.0,,,,,,,,,,,,,,,,,,
49,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-10-22 22:49:37.000000,2023-01-30 18:15:21,1757.0,,8561.0,1061.0,1449.0,76.0,1716.0,33442.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,52249.0,49551.0,https://pypi.org/project/gym,738722.0,744565.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,262968.0,,,,,1.0,,,2023-07-20 15:30:49.667,2698.0,,,,,,,,,,,,,,,,,,
50,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-25 14:01:36.000000,2024-01-05 06:10:48,2701.0,19.0,8188.0,374.0,3105.0,1233.0,6616.0,26884.0,OpenMMLab Detection Toolbox and Benchmark.,453.0,39,True,2024-01-05 06:24:15.000,3.3.0,53.0,mmdet,,,,['pytorch'],2124.0,2124.0,https://pypi.org/project/mmdet,145245.0,145245.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
51,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-25 14:33:05.000000,2024-01-09 17:54:08,7097.0,28.0,1912.0,416.0,1011.0,770.0,853.0,19973.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54.000,2.14.2,103.0,dash,conda-forge/dash,,,,57409.0,57409.0,https://pypi.org/project/dash,2189156.0,2216689.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1183889.0,,,,,1.0,,64.0,,,,,,,,,,,,,,,,,,,,
52,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-01-17 05:57:59.000000,2024-01-10 17:54:15,8511.0,26.0,2194.0,207.0,4156.0,18.0,1911.0,19616.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33.000,3.23.2,2454.0,jina,conda-forge/jina-core,jinaai/jina,,,1526.0,1509.0,https://pypi.org/project/jina,116198.0,146056.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,59522.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303489.0,2.0,,,2023-12-14 15:28:30.000,17.0,,,,,,,,,,,,,,,,,,
53,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-24 12:13:37.000000,2023-11-29 14:40:08,32592.0,8.0,4500.0,351.0,6328.0,113.0,6641.0,17521.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-01-19 13:39:29.000,3.6.16,369.0,rasa,,,,['tensorflow'],3970.0,3903.0,https://pypi.org/project/rasa,166399.0,166399.0,,,,,,,,1.0,,,2024-01-19 13:39:16.000,67.0,,,,,,,,,,,,,,,,,,
54,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-25 14:24:39.000000,2024-01-24 23:12:43,4233.0,214.0,1185.0,102.0,3346.0,760.0,1342.0,7173.0,A unified framework for machine learning with time series.,318.0,39,True,2023-12-27 02:41:28.000,0.25.0,59.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2172.0,2113.0,https://pypi.org/project/sktime,651258.0,682189.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,927907.0,,,,,1.0,,84.0,2023-12-27 02:41:28.000,59.0,sktime/sktime,,,,,,,,,,,,,,,,,
55,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-25 00:07:47.000000,2024-01-21 09:56:02,1777.0,29.0,2246.0,167.0,802.0,71.0,988.0,6558.0,Python Data. Leaflet.js Maps.,160.0,39,True,2023-12-04 11:12:36.000,0.15.1,30.0,folium,conda-forge/folium,,,,34114.0,33291.0,https://pypi.org/project/folium,747912.0,818014.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2523676.0,,,,,1.0,,,2023-12-04 11:12:36.000,823.0,,,,,,,,,,,,,,,,,,
56,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-25 14:23:43.000000,2024-01-25 13:16:52,1250.0,121.0,707.0,94.0,1183.0,97.0,1090.0,6403.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",213.0,39,True,2024-01-11 15:26:04.000,0.26.1,40.0,accelerate,conda-forge/accelerate,,,['pytorch'],24686.0,24152.0,https://pypi.org/project/accelerate,7611853.0,7615486.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,98098.0,,,,,1.0,,,2024-01-11 15:25:26.000,534.0,,,,,,,,,,,,,,,,,,
57,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-25 08:13:17.000000,2024-01-23 18:03:17,5670.0,100.0,706.0,56.0,4899.0,1464.0,2301.0,1514.0,A distributed task scheduler for Dask.,322.0,39,True,2024-01-12 21:50:32.000,2024.1.0,219.0,distributed,conda-forge/distributed,,,,33747.0,32422.0,https://pypi.org/project/distributed,2852726.0,3145906.0,https://anaconda.org/conda-forge/distributed,2024-01-13 00:00:13.369,12899950.0,,,,,1.0,,,2024-01-12 21:50:32.000,1325.0,,,,,,,,,,,,,,,,,,
58,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-25 13:38:46.000000,2024-01-25 09:26:26,39667.0,1074.0,26420.0,2032.0,44853.0,,,37659.0,Apache Spark Python API.,2998.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,28808901.0,28878087.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2975034.0,,,,,2.0,-7.0,,,,,,,,,,stable/spark,,,,,,,,,,,
59,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-24 15:59:32.000000,2024-01-24 03:54:03,6127.0,17.0,6893.0,418.0,2821.0,946.0,7494.0,36072.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48.000,2.7.1,8.0,paddleocr,,,,['paddle'],2168.0,2168.0,https://pypi.org/project/paddleocr,132605.0,132605.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
60,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-01-25 14:20:56.000000,2024-01-25 12:57:00,18961.0,678.0,2686.0,331.0,18701.0,605.0,9386.0,25255.0,"A cloud-native vector database, storage for next generation AI applications.",262.0,38,True,2024-01-17 12:27:12.000,2.3.5,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,408999.0,616642.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-01-25 12:47:32.126204,39.0,10522299.0,1.0,,68796.0,,,,,,,,,,,,,,,,,,,,
61,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-01-22 01:59:12.000000,2024-01-07 05:14:04,2733.0,9.0,7501.0,619.0,2216.0,200.0,1584.0,25115.0,The fastai deep learning library.,662.0,38,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,,['pytorch'],16348.0,16002.0,https://pypi.org/project/fastai,370046.0,370046.0,,,,,,,,2.0,,,2023-10-15 04:04:44.000,346.0,,,,,,,,,,,,,,,,,,
62,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-24 14:38:17.000000,2024-01-23 14:27:48,1310.0,94.0,2166.0,126.0,318.0,985.0,862.0,12950.0,Multilingual Sentence & Image Embeddings with BERT.,135.0,38,True,2022-06-26 19:52:06.000,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],22992.0,22992.0,https://pypi.org/project/sentence-transformers,2960018.0,2964914.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,195843.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
63,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-25 09:20:16.000000,2024-01-25 08:03:25,3889.0,357.0,2841.0,170.0,4470.0,353.0,2193.0,12709.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2024-01-12 03:51:43.000,2.0.0,35.0,dgl,,,,,185.0,185.0,https://pypi.org/project/dgl,64185.0,64185.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
64,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-01-25 12:01:50.000000,2024-01-09 02:59:09,8235.0,4.0,3314.0,477.0,683.0,46.0,2122.0,12575.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,38,False,2023-06-03 20:05:00.841,19.24.2,36.0,dlib,conda-forge/dlib,,,,25334.0,24533.0,https://pypi.org/project/dlib,358960.0,374353.0,https://anaconda.org/conda-forge/dlib,2024-01-11 01:14:47.895,651330.0,,,,,2.0,,25367.0,2023-06-03 20:05:00.841,801.0,,,,,,,,,,,,,,,,,,
65,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,1.0,2511.0,543.0,4118.0,685.0,2088.0,9837.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,38,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,17525.0,14686.0,https://pypi.org/project/theano,398590.0,425138.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2389372.0,,,,,2.0,,,2020-07-27 16:13:54.000,2839.0,,,,,,,,,,,,,,,,,,
66,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2024-01-25 11:26:43.000000,2024-01-25 11:26:43,1642.0,217.0,1053.0,170.0,1883.0,435.0,590.0,9638.0,Development repository for the Triton language and compiler.,209.0,38,True,2024-01-10 03:11:56.000,2.2.0,192.0,triton,,,,,105.0,21.0,https://pypi.org/project/triton,7941480.0,7941480.0,,,,,,,,1.0,,,2024-01-10 03:11:56.000,84.0,,,,,,,,,,,,,,,,,,
67,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-25 02:21:58.000000,2024-01-22 04:49:59,16875.0,157.0,910.0,120.0,3367.0,81.0,1482.0,9174.0,A hyperparameter optimization framework.,255.0,38,False,2023-12-11 05:05:36.000,3.5.0,62.0,optuna,conda-forge/optuna,,,,12458.0,11977.0,https://pypi.org/project/optuna,1845592.0,1859792.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,610624.0,,,,,1.0,,,2023-12-11 05:05:36.000,481.0,,,,,,,,,,,,,,,,,,
68,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-25 14:08:32.000000,2024-01-25 14:08:31,2642.0,57.0,890.0,129.0,1747.0,242.0,615.0,9065.0,Geometric Computer Vision Library for SpatialAI.,247.0,38,True,2023-12-27 10:47:21.000,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8112.0,8112.0,https://pypi.org/project/kornia,2464478.0,2467524.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,112189.0,,,,,1.0,,920.0,,,,,,,,,,,,,,,,,,,,
69,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-25 12:54:54.000000,2024-01-14 09:05:32,5076.0,82.0,1714.0,132.0,973.0,328.0,1908.0,8127.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01.000,3.2.0,95.0,pycaret,conda-forge/pycaret,,,,5050.0,5033.0,https://pypi.org/project/pycaret,286531.0,287572.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42026.0,,,,,2.0,,679.0,2023-11-12 21:44:47.000,17.0,,,,,,,,,,,,,,,,,,
