,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
697,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-07-05 18:12:32.000000,2022-06-10 10:36:12,439.0,2.0,195,55.0,76.0,51.0,201.0,935,Line based ATR Engine based on OCRopy.,19.0,20,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,780.0,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,780.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,245,47.0,45.0,24.0,126.0,919,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,['tensorflow'],,106.0,20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,106.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,118,15.0,11.0,35.0,43.0,853,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,['pytorch'],,31308.0,52.0,48.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,31308.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-06-11 07:21:47.000000,2021-08-06 08:18:46,282.0,,136,15.0,23.0,54.0,68.0,808,PyTorch to Keras model convertor.,13.0,20,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,489.0,52.0,51.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,489.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
701,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188,34.0,15.0,18.0,22.0,782,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,20,True,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,['tensorflow'],,1436.0,12.0,11.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,1436.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
702,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-05-26 20:14:58.000000,2019-11-15 21:43:53,221.0,,157,75.0,96.0,51.0,43.0,757,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,"['tensorflow', 'spark']",,39704.0,1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,39704.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-08-05 17:10:50.000000,2022-07-12 21:58:34,432.0,1.0,59,26.0,144.0,45.0,60.0,705,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,23.0,20,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,['jax'],,562.0,26.0,24.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,2.0,562.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2022-06-21 21:35:50.000000,2020-04-25 18:37:42,198.0,,97,24.0,47.0,19.0,34.0,685,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,616.0,19.0,19.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,616.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
705,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,2.0,63,7.0,5.0,4.0,19.0,676,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,20,True,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,['sklearn'],,31730.0,230.0,220.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,10.0,31730.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-08-04 00:08:34.000000,2022-06-16 10:06:33,1489.0,4.0,71,35.0,581.0,22.0,117.0,659,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,"['tensorflow', 'sklearn']",,111.0,11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,111.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
707,metricflow,transform-data/metricflow,others,,https://github.com/transform-data/metricflow,https://github.com/transform-data/metricflow,AGPL-3.0,2022-04-04 18:33:06.000,2022-08-10 20:41:09.000000,2022-08-10 20:29:52,426.0,329.0,43,15.0,163.0,22.0,16.0,639,"MetricFlow allows you to define, build, and maintain metrics in code.",24.0,20,False,2022-07-25 21:11:26.000,0.110.1,22.0,metricflow,,,,5437.0,,,https://pypi.org/project/metricflow,2022-07-25 21:10:25.480,,5437.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
708,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46.0,,51,29.0,11.0,11.0,15.0,623,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,57219.0,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,57219.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
709,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2022-07-22 07:15:08.617000,2022-07-22 04:03:38,237.0,57.0,44,19.0,30.0,4.0,8.0,533,EvoJAX: Hardware-accelerated Neuroevolution.,10.0,20,True,2022-07-22 04:10:00.315,0.2.12,18.0,evojax,conda-forge/evojax,['jax'],,1375.0,,,https://pypi.org/project/evojax,2022-06-15 05:15:21.000,,436.0,https://anaconda.org/conda-forge/evojax,2022-07-22 07:15:08.617,5637.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-07-27 15:38:14.000000,2022-07-16 21:38:46,719.0,7.0,62,17.0,106.0,8.0,45.0,529,A simplified framework and utilities for PyTorch.,18.0,20,False,2022-07-16 21:48:35.000,1.12,30.0,poutyne,,['pytorch'],,4175.0,96.0,91.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,4175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
711,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426.0,,161,56.0,19.0,39.0,60.0,518,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,115.0,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,115.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
712,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,46,11.0,19.0,11.0,37.0,435,Joyplots in Python with matplotlib & pandas.,6.0,20,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,15648.0,188.0,183.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,15279.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,15168.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
713,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,91,28.0,11.0,35.0,8.0,425,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,27803.0,29.0,27.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,27803.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-07-26 18:54:37.000000,2022-05-21 12:45:15,2101.0,2.0,33,10.0,6.0,5.0,42.0,410,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,4.0,20,True,2022-05-04 16:40:08.000,4.2.0,66.0,hyperactive,,,101.0,930.0,18.0,15.0,https://pypi.org/project/hyperactive,2022-05-04 16:40:08.000,3.0,928.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413.0,,84,36.0,264.0,57.0,167.0,396,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,20,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,198.0,1025.0,66.0,65.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1022.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
716,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218.0,1.0,65,9.0,306.0,32.0,34.0,379,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,20,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,['sklearn'],,5393.0,319.0,319.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,5338.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,662.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
717,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-08-11 12:07:51.000000,2022-08-11 12:07:44,3555.0,319.0,33,10.0,1.0,,80.0,364,Deep Learning PyTorch.,1.0,20,True,2022-06-20 12:21:05.000,0.3.0,24.0,carefree-learn,,['pytorch'],,122.0,2.0,2.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,122.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-06-15 13:29:54.000000,2022-06-15 13:29:25,300.0,2.0,81,24.0,5.0,5.0,16.0,357,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2022-06-01 23:08:15.000,0.1.710,137.0,autoviml,,,,1229.0,19.0,17.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1229.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
719,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110.0,,46,23.0,19.0,17.0,10.0,349,pyspark methods to enhance developer productivity.,6.0,20,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,['spark'],,768588.0,4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,768588.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,328,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,['mxnet'],,8485.0,162.0,155.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,8485.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
721,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,46,9.0,37.0,27.0,37.0,323,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,4943.0,144.0,141.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,4943.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
722,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2022-08-07 21:29:16.000000,2022-08-04 21:54:10,266.0,50.0,29,24.0,1.0,5.0,12.0,308,Active Learning for Text Classification in Python.,2.0,20,True,2022-06-14 13:07:07.000,1.0.0,12.0,small-text,conda-forge/small-text,"['sklearn', 'pytorch']",,478.0,7.0,7.0,https://pypi.org/project/small-text,2022-06-14 12:48:38.000,,243.0,https://anaconda.org/conda-forge/small-text,2022-07-04 12:50:37.636,235.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
723,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,49,26.0,38.0,7.0,10.0,282,Distributed scikit-learn meta-estimators in PySpark.,7.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,"['sklearn', 'spark']",,173528.0,12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,173528.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
724,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,348.0,3218.0,254.0,241.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,3213.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
725,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2022-08-11 14:22:13.000000,2022-08-11 05:58:16,241.0,26.0,61,20.0,240.0,20.0,43.0,229,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,29.0,20,False,2022-06-03 15:51:13.000,0.2.0,10.0,pipeline-dp,,,,164.0,,,https://pypi.org/project/pipeline-dp,2022-06-03 15:53:33.000,,164.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-28 07:22:24.000000,2022-06-28 07:22:23,541.0,6.0,32,21.0,591.0,21.0,124.0,206,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,707.0,603.0,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,580.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
727,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2022-07-18 14:02:02.000000,2022-07-18 14:02:02,367.0,22.0,33,13.0,53.0,9.0,21.0,149,Represent trained machine learning models as Pyomo optimization formulations.,13.0,20,False,2022-01-21 16:05:52.000,0.3.1,6.0,omlt,,,,14196.0,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,14196.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
728,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,87,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,1059048.0,6256.0,6123.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,1059032.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,220.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
729,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2022-07-05 09:37:41.000000,2022-01-07 13:32:00,148.0,,395,78.0,31.0,43.0,20.0,8683,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",14.0,19,False,2021-10-19 13:33:43.000,0.1.3,4.0,prettymaps,conda-forge/prettymaps,,,1070.0,8.0,8.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,991.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:26.920,558.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
730,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2022-02-06 17:34:49.000000,2022-02-06 17:34:49,427.0,,153,63.0,53.0,6.0,44.0,2987,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",19.0,19,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,33.0,170.0,,,https://pypi.org/project/igel,2021-11-19 16:44:23.000,,169.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
731,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,,448,215.0,16.0,23.0,3.0,2948,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,40.0,113.0,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,113.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
732,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,78.0,1.0,17.0,7.0,2894,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,['pytorch'],,1071.0,149.0,142.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1071.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000000,2020-02-09 21:03:48,299.0,,400,110.0,80.0,67.0,48.0,2763,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,['pytorch'],,120.0,,,,,,,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,7481.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
734,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2022-07-27 13:26:17.000000,2022-07-21 22:22:08,853.0,4.0,123,18.0,46.0,38.0,141.0,2194,FFCV: Fast Forward Computer Vision (and other ML workloads!).,17.0,19,True,2022-02-17 07:44:04.000,0.0.3,4.0,ffcv,,,,954.0,7.0,7.0,https://pypi.org/project/ffcv,2022-01-28 20:40:22.000,,954.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
735,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,96,18.0,25.0,15.0,23.0,1469,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,19,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,['pytorch'],19.0,713.0,10.0,9.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,540.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,1384.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-08-07 16:28:20.000000,2022-07-30 08:23:13,101.0,27.0,58,16.0,39.0,30.0,24.0,1308,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,11.0,19,True,2022-07-19 11:03:14.611,0.3.2,10.0,nebullvm,,,,380.0,1.0,1.0,https://pypi.org/project/nebullvm,2022-06-28 23:21:00.000,,380.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
737,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-08-08 02:56:23.000000,2022-08-08 02:56:23,378.0,3.0,245,56.0,58.0,8.0,30.0,1248,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,25.0,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-08-10 15:58:46.000000,2022-08-10 15:58:42,143.0,25.0,136,14.0,9.0,18.0,17.0,1087,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,19,True,2022-06-05 17:32:26.000,0.6.7,24.0,tez,,['pytorch'],,2445.0,35.0,33.0,https://pypi.org/project/tez,2022-06-05 17:32:26.000,2.0,2445.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,82,32.0,72.0,24.0,30.0,1037,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,['pytorch'],,64642.0,,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,64642.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
740,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-07-03 19:08:30.000000,2022-06-21 09:55:30,89.0,7.0,60,34.0,12.0,12.0,17.0,986,A Graph Neural Network Library in Jax.,16.0,19,True,2022-06-06 13:32:58.000,0.0.5.de0,4.0,jraph,conda-forge/jraph,['jax'],,2507.0,31.0,29.0,https://pypi.org/project/jraph,2022-06-06 13:33:22.000,2.0,2429.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,786.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
