,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
743,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-07-30 21:34:45.000000,2021-09-16 17:56:31,171.0,,150.0,33.0,84.0,16.0,55.0,635.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,273.0,273.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,38.0,17.0,14.0,22.0,576.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,42.0,38.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,390.0,390.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2025-01-25 05:40:47.000000,2025-01-25 05:40:47,1428.0,2.0,170.0,55.0,21.0,39.0,61.0,555.0,Bayesian inference in HSMMs and HMMs.,14.0,20,True,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,35.0,34.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,254.0,254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,59.0,9.0,25.0,25.0,555.0,Python library assists deep learning on graphs.,18.0,20,False,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,128.0,126.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,474.0,474.0,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,
747,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2025-02-28 08:35:47.000000,2025-02-06 14:03:46,992.0,4.0,99.0,32.0,107.0,25.0,27.0,511.0,A Python implementation of active inference for Markov Decision Processes.,19.0,20,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,20.0,20.0,https://pypi.org/project/inferactively-pymdp,2022-12-08 15:25:01.498,,3602.0,3602.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,112.0,18.0,57.0,30.0,21.0,507.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,92.0,84.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,6119.0,6119.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,32.0,15.0,148.0,40.0,66.0,473.0,A High Level API for Deep Learning in JAX.,18.0,20,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",56.0,56.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,1102.0,1102.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2025-03-31 11:38:09.000000,2025-03-31 11:38:09,405.0,1.0,101.0,16.0,11.0,,50.0,471.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,2024-10-30 20:46:59.000,0.0.19,19.0,chefboost,,,,,69.0,69.0,https://pypi.org/project/chefboost,2024-10-30 20:46:59.000,,6774.0,6774.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,77.0,23.0,12.0,48.0,49.0,418.0,optimization routines for hyperparameter tuning.,9.0,20,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,147.0,144.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,950.0,950.0,,,,,,,,3.0,108.0,,,,,,,,,,,,,,,,,,,
752,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2025-03-25 16:00:28.487000,2021-02-15 17:10:59,283.0,,73.0,24.0,48.0,18.0,19.0,416.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],28.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,28.0,3973.0,4624.0,https://anaconda.org/conda-forge/skrebate,2025-03-25 16:00:28.487,37135.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2025-03-25 16:01:46.555000,2024-09-06 09:27:10,824.0,,26.0,8.0,78.0,33.0,23.0,415.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,22.0,20.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,1141.0,1830.0,https://anaconda.org/conda-forge/tsflex,2025-03-25 16:01:46.555,31038.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-01-29 14:59:50.000000,2025-01-29 14:59:43,578.0,2.0,90.0,27.0,321.0,76.0,27.0,378.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,20,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,31726.0,31726.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2025-03-25 16:02:03.020000,2025-02-23 00:15:07,717.0,2.0,20.0,23.0,399.0,52.0,92.0,352.0,Serverside scaling for Vega and Altair visualizations.,6.0,20,True,2025-02-23 00:18:29.000,2.0.2,75.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,5.0,,https://pypi.org/project/vegafusion-jupyter,2024-05-09 19:01:07.000,2.0,1493.0,13047.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2025-03-25 16:02:03.020,407388.0,,,,,3.0,12430.0,,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-05-09 19:11:31.675,3.0,226.0,,,,,,,,,,,,
756,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,24.0,19.0,15.0,17.0,324.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],275.0,275.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,,2056.0,2056.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2025-03-21 03:10:28.000000,2025-03-21 01:18:56,528.0,2.0,61.0,12.0,93.0,26.0,40.0,305.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,20,False,2025-03-21 03:10:28.000,1.2.2,10.0,omlt,,,,,31.0,27.0,https://pypi.org/project/omlt,2025-03-21 03:10:28.000,4.0,12035.0,12035.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,27.0,21.0,239.0,24.0,25.0,302.0,Textpipe: clean and extract metadata from text.,29.0,20,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,11.0,10.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,1038.0,1038.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-04-18 12:38:22.000000,2023-02-07 20:17:52,60.0,,56.0,24.0,42.0,8.0,10.0,284.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",22.0,20.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,441327.0,441327.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2025-03-25 16:01:37.366000,2024-11-07 18:17:34,501.0,,113.0,19.0,587.0,58.0,130.0,274.0,An open-source toolkit for large-scale genomic analysis.,28.0,20,False,2024-10-20 03:22:37.000,2.0.3,17.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,16944.0,17070.0,https://anaconda.org/conda-forge/glow,2025-03-25 16:01:37.366,6206.0,,,,,3.0,195.0,,,,,,,,,,,,,,,,,,,
761,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2025-03-12 21:49:20.000000,2025-01-20 08:19:31,593.0,1.0,36.0,22.0,647.0,21.0,131.0,249.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,1124.0,1144.0,,,,,,,,3.0,1294.0,,,,,,,,,,,,,,,,,,,
762,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,21.0,17.0,464.0,90.0,76.0,239.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,,['pytorch'],95.0,85.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,10.0,6142.0,6142.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,454.0,452.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,1346.0,1350.0,,,,,,,,3.0,437.0,,,,,,,,,,,,,,,,,,,
764,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2024-08-01 08:27:07.000000,2024-08-01 08:10:33,265.0,,34.0,9.0,202.0,21.0,76.0,220.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",13.0,20,False,2023-07-26 15:36:39.000,0.7.3,15.0,celer,,,,['sklearn'],48.0,47.0,https://pypi.org/project/celer,2023-07-26 15:36:39.000,1.0,2234.0,2234.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,785.0,334.0,58.0,2.0,,6864.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,19,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,332.0,338.0,,,,,,,,3.0,409.0,,,,,,,,,,,,,,,,,,,
766,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2024-12-30 21:14:55.000000,2024-12-30 20:51:08,23.0,,279.0,30.0,24.0,34.0,38.0,3329.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,True,,,,,,,,,2745.0,2745.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
767,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2025-03-25 16:28:52.378000,2020-02-09 21:03:48,299.0,,413.0,102.0,83.0,67.0,48.0,3012.0,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,96.0,https://anaconda.org/maciejkula/spotlight,2025-03-25 16:28:52.378,9063.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2025-02-25 23:52:42.000000,2024-12-03 12:26:16,792.0,,71.0,27.0,1029.0,127.0,65.0,1663.0,Version control for machine learning.,18.0,19,True,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,548.0,548.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
769,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,155.0,45.0,3.0,13.0,15.0,1531.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,19,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],32.0,32.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,707.0,707.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
770,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,257.0,54.0,65.0,8.0,31.0,1391.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,5.0,5.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,137.0,137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
771,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,175.0,43.0,5.0,4.0,7.0,1158.0,XAI - An eXplainability toolbox for machine learning.,3.0,19,False,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,,37.0,37.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000,,619.0,619.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
772,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,93.0,31.0,72.0,31.0,30.0,1111.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],2.0,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,2.0,8409.0,8409.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,233.0,28.0,38.0,43.0,21.0,878.0,An open source python library for scalable Bayesian optimisation.,13.0,19,False,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,,4028.0,4028.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
774,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2025-01-29 19:10:28.000000,2025-01-29 19:09:36,299.0,1.0,251.0,44.0,18.0,11.0,92.0,877.0,Data compression in TensorFlow.,24.0,19,True,2024-08-07 20:25:13.000,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,2612.0,2612.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
775,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,143.0,14.0,24.0,64.0,69.0,860.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,107.0,106.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,674.0,674.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
776,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:15:27.000000,2025-02-14 12:08:46,33.0,1.0,87.0,12.0,36.0,4.0,26.0,830.0,Leave One Feature Out Importance.,6.0,19,True,2025-02-14 12:15:27.000,0.3.5,15.0,lofo-importance,,,,,42.0,37.0,https://pypi.org/project/lofo-importance,2025-02-14 12:15:27.000,5.0,1948.0,1948.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
777,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,,126.0,29.0,1059.0,37.0,54.0,774.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,19,True,2023-12-26 02:42:15.000,2.0.210,15.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,2023-12-26 02:42:15.000,,864.0,864.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
778,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,78.0,23.0,162.0,51.0,62.0,771.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,19,False,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,,['jax'],4.0,,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,964.0,964.0,,,,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,
779,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2024-07-16 19:49:29.000000,2020-04-25 18:37:42,198.0,,103.0,25.0,49.0,15.0,54.0,737.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,33.0,31.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,2.0,604.0,604.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
780,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2024-12-16 23:31:08.000000,2024-08-07 21:38:41,314.0,,104.0,4.0,3.0,1.0,,727.0,Data Analysis Baseline Library.,24.0,19,True,2024-12-16 23:31:08.000,0.3.2,20.0,dabl,,,,['sklearn'],3.0,,https://pypi.org/project/dabl,2024-12-16 23:31:08.000,3.0,5310.0,5310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
781,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2025-03-25 16:00:47.170000,2021-04-11 07:50:00,405.0,,29.0,17.0,42.0,6.0,18.0,591.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,19,False,2020-11-15 13:40:18.000,0.4.2,17.0,baikal,conda-forge/cython-blis,,,,16.0,15.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,428.0,45177.0,https://anaconda.org/conda-forge/cython-blis,2025-03-25 16:00:47.170,2461223.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
782,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,100.0,15.0,53.0,13.0,16.0,578.0,A library of metrics for evaluating recommender systems.,20.0,19,False,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,62.0,62.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,5647.0,5647.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,
783,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,54.0,72.0,18.0,71.0,529.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,19,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,26.0,26.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,323.0,323.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
784,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,,98.0,27.0,34.0,36.0,15.0,483.0,A python library for Bayesian time series modeling.,7.0,19,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,pydlm,,,,,41.0,39.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,58798.0,58798.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
785,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2025-03-25 16:00:45.781000,2024-08-29 18:18:33,183.0,,38.0,9.0,32.0,17.0,20.0,416.0,A python package for animating plots build on matplotlib.,6.0,19,True,2024-08-29 18:26:55.000,0.4.3,11.0,animatplot,conda-forge/animatplot,,,,77.0,73.0,https://pypi.org/project/animatplot,2024-08-29 17:08:23.000,4.0,482.0,786.0,https://anaconda.org/conda-forge/animatplot,2025-03-25 16:00:45.781,16458.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
786,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2025-01-22 19:50:40.000000,2025-01-22 18:08:56,337.0,7.0,80.0,23.0,362.0,29.0,10.0,348.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,36.0,19,True,2025-01-22 19:50:40.000,0.47.0,32.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2025-01-22 19:50:40.000,,1788.0,1788.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
787,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2023-03-07 22:10:10.175000,2021-08-18 06:06:51,1404.0,,17.0,5.0,217.0,4.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,8.0,19,False,2023-03-07 22:10:10.175,0.8.9,49.0,camphr,,,,['spacy'],17.0,15.0,https://pypi.org/project/camphr,2023-03-07 22:10:10.175,2.0,1365.0,1365.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
