,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
710,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-06-12 13:26:51.000000,2025-06-09 15:29:56,895.0,47.0,25.0,5.0,330.0,4.0,,332.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,21,True,2025-06-09 15:31:25.000,1.2.97,1088.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,2025-06-12 13:26:51.000,,5529.0,5529.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2025-04-04 22:31:41.000000,2025-04-04 22:31:41,529.0,3.0,62.0,13.0,96.0,26.0,41.0,320.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,21,False,2025-03-21 03:10:28.000,1.2.2,10.0,omlt,,,,,34.0,30.0,https://pypi.org/project/omlt,2025-03-21 03:10:28.000,4.0,13773.0,13773.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
712,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2025-04-26 15:48:04.000000,2023-02-07 20:17:52,60.0,,56.0,24.0,43.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",22.0,20.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,290131.0,290131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
713,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2025-04-22 14:56:39.798000,2024-01-18 11:58:51,626.0,,70.0,27.0,32.0,35.0,113.0,275.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,18.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,18.0,1074.0,4192.0,https://anaconda.org/conda-forge/somoclu,2025-04-22 14:56:39.798,173717.0,,,,,3.0,2107.0,,,,,,,,,,,,,,,,,,,
714,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2025-06-11 08:21:14.000000,2023-07-02 18:02:16,1462.0,,50.0,14.0,233.0,24.0,64.0,257.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,54.0,48.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,415.0,415.0,,,,,,,,3.0,,,,,,,,predict-idlab/pyRDF2Vec,,,,,,,,,,,,
715,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,,1210.0,92.0,52.0,420.0,292.0,6980.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],23.0,23.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,15.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2025-03-21 14:29:57.000000,2025-03-21 14:29:54,960.0,1.0,608.0,172.0,48.0,35.0,28.0,4893.0,High-performance TensorFlow library for quantitative finance.,48.0,20,True,,,30.0,tf-quant-finance,,,,['tensorflow'],3.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,3.0,328.0,328.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,100.0,16.0,53.0,17.0,3443.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,172.0,165.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,697.0,697.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
718,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,326.0,56.0,242.0,176.0,111.0,3278.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,2692.0,2702.0,,,,,,,,3.0,708.0,,,,,,,,,,,,,,,,,,,
719,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,99.0,54.0,55.0,48.0,2965.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,333.0,333.0,,,,,,,,3.0,,,,,,,,rhsimplex/image-match,,,,,,,,,,,,
720,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,100.0,1000.0,94.0,263.0,2871.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,85.0,30.0,46.0,80.0,2734.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,82.0,82.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,394.0,394.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,124.0,225.0,90.0,183.0,2349.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,28.0,28.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,252.0,41.0,34.0,51.0,90.0,2033.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,20,False,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],,,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,5156.0,5156.0,,,,,,,,3.0,,-4.0,,,,,,,,,,,,,,,,,,
724,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2025-03-25 16:26:10.601000,2021-09-30 21:51:09,8208.0,,184.0,57.0,895.0,146.0,586.0,1978.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",51.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,16.0,https://anaconda.org/blazingsql/blazingsql-protocol,2025-03-25 16:26:10.601,1110.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,284.0,30.0,41.0,36.0,176.0,1958.0,A library for graph deep learning research.,50.0,20,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,458.0,458.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,171.0,17.0,74.0,27.0,45.0,1918.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,20,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],40.0,40.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,777.0,777.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,fast-bert,utterworks/fast-bert,nlp,,https://github.com/appvision-ai/fast-bert,https://github.com/appvision-ai/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,40.0,68.0,163.0,95.0,1898.0,Super easy library for BERT based NLP models.,37.0,20,True,2024-08-19 09:45:05.000,2.0.26,72.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,565.0,565.0,,,,,,,,3.0,,,,,,,,appvision-ai/fast-bert,,,,,,,,,,,,
728,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,98.0,149.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,25.0,25.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,925.0,925.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
729,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,367.0,59.0,47.0,46.0,71.0,1482.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,20,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,,['tensorflow'],42.0,36.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,96.0,96.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,99.0,36.0,13.0,24.0,1438.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],35.0,35.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,103.0,103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,38.0,14.0,15.0,9.0,1275.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,185.0,183.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,3556.0,3556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2025-01-03 23:13:37.000000,2025-01-03 23:11:28,298.0,,67.0,16.0,65.0,15.0,22.0,1146.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",19.0,20,True,2025-01-03 23:13:37.000,3.1.1,37.0,uform,,,,['pytorch'],37.0,35.0,https://pypi.org/project/uform,2025-01-03 23:13:37.000,2.0,421.0,442.0,,,,,,,,3.0,615.0,,,,,,,,,,,,,,,,,,,
733,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,47.0,46.0,26.0,127.0,1082.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,20,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,104.0,104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,Runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/runhouse,https://github.com/run-house/runhouse,Apache-2.0,2022-05-10 14:10:51.000,2025-05-27 20:55:32.000000,2025-05-27 20:55:31,2224.0,7.0,36.0,8.0,1770.0,9.0,42.0,1037.0,"Distribute and run AI workloads magically in Python, like PyTorch for ML infra.",16.0,20,True,2025-03-10 20:19:35.000,0.0.42,50.0,runhouse,,,,,1.0,,https://pypi.org/project/runhouse,2025-03-10 20:19:24.000,1.0,7527.0,7529.0,,,,,,,,3.0,74.0,-2.0,,,,,,,,,,,,,,,,,,
735,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,182.0,50.0,12.0,17.0,42.0,1003.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],92.0,87.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,5.0,35.0,35.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:51:28.000000,2024-03-20 19:28:51,85.0,,191.0,25.0,58.0,12.0,27.0,975.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,20,False,2024-03-20 19:51:28.000,0.2.1,12.0,saliency,,,,['tensorflow'],8.0,,https://pypi.org/project/saliency,2024-03-20 19:51:28.000,8.0,14081.0,14081.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2025-04-22 14:57:33.362000,2022-02-14 20:43:06,145.0,,181.0,18.0,42.0,28.0,60.0,938.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,20,False,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,209.0,206.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000,3.0,554.0,755.0,https://anaconda.org/conda-forge/robustness,2025-04-22 14:57:33.362,11711.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,,100.0,24.0,52.0,20.0,17.0,899.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,20,True,2024-06-18 06:17:13.000,0.2.17,23.0,evojax,conda-forge/evojax,,,['jax'],38.0,32.0,https://pypi.org/project/evojax,2024-06-18 06:17:13.000,6.0,645.0,1635.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,39600.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2025-04-29 21:46:42.000000,2025-04-29 21:45:50,301.0,2.0,253.0,44.0,18.0,11.0,92.0,888.0,Data compression in TensorFlow.,24.0,20,True,2024-08-07 20:25:13.000,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,2253.0,2253.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:15:27.000000,2025-02-14 12:08:46,33.0,,87.0,12.0,36.0,4.0,26.0,835.0,Leave One Feature Out Importance.,6.0,20,True,2025-02-14 12:15:27.000,0.3.5,15.0,lofo-importance,,,,,45.0,40.0,https://pypi.org/project/lofo-importance,2025-02-14 12:15:27.000,5.0,1197.0,1197.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-12-05 20:47:53.000000,2024-07-22 10:16:42,493.0,,121.0,30.0,561.0,211.0,247.0,834.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07.000,24.06.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,12805.0,12805.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,124.0,29.0,29.0,21.0,34.0,773.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],51.0,51.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,,741.0,741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2025-04-22 15:32:21.072000,2018-12-04 14:43:25,32.0,,88.0,20.0,9.0,25.0,41.0,701.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,20,False,2018-01-15 18:14:37.000,0.9.0,10.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],10.0,,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,10.0,16634.0,16666.0,https://anaconda.org/anaconda/pivottablejs,2025-04-22 15:32:21.072,3591.0,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,
744,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-07-30 21:34:45.000000,2021-09-16 17:56:31,171.0,,152.0,33.0,84.0,16.0,55.0,642.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,155.0,155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2025-05-28 20:26:34.000000,2025-04-06 17:36:49,734.0,12.0,70.0,20.0,10.0,18.0,50.0,618.0,Active Learning for Text Classification in Python.,9.0,20,True,2025-05-25 14:21:26.000,2.0.0.de2,24.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",34.0,34.0,https://pypi.org/project/small-text,2025-04-06 17:43:10.000,,317.0,762.0,https://anaconda.org/conda-forge/small-text,2025-04-22 14:58:21.176,15605.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2025-02-07 18:03:48.000000,2025-02-05 11:04:30,1822.0,,77.0,10.0,222.0,51.0,84.0,600.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,24.0,20,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,,66.0,65.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,693.0,700.0,,,,,,,,3.0,292.0,,,,,,,,,,,,,,,,,,,
747,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2025-01-25 05:40:47.000000,2025-01-25 05:40:47,1428.0,,171.0,55.0,21.0,39.0,61.0,560.0,Bayesian inference in HSMMs and HMMs.,14.0,20,True,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,36.0,35.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,111.0,111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,59.0,9.0,25.0,25.0,557.0,Python library assists deep learning on graphs.,18.0,20,False,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,134.0,132.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,271.0,271.0,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,
749,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-11-27 12:27:25.000000,2023-03-05 00:16:57,419.0,,112.0,35.0,277.0,85.0,174.0,510.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,20,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,96.0,94.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,1063.0,1067.0,,,,,,,,3.0,430.0,,,,,,,,,,,,,,,,,,,
750,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,112.0,18.0,57.0,30.0,21.0,509.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,103.0,95.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,6180.0,6180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2025-01-24 15:56:18.000000,2025-01-24 15:48:14,549.0,,36.0,13.0,230.0,16.0,41.0,501.0,Monitor the stability of a Pandas or Spark dataframe.,19.0,20,True,2025-01-24 15:56:18.000,1.4.7,37.0,popmon,,,,"['pandas', 'spark']",26.0,22.0,https://pypi.org/project/popmon,2025-01-24 15:56:18.000,4.0,6006.0,6010.0,,,,,,,,3.0,258.0,,,,,,,,,,,,,,,,,,,
752,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2025-04-22 14:57:56.438000,2024-09-06 09:27:10,824.0,,26.0,8.0,78.0,33.0,23.0,421.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,25.0,23.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,1673.0,2381.0,https://anaconda.org/conda-forge/tsflex,2025-04-22 14:57:56.438,33282.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,77.0,23.0,12.0,48.0,49.0,420.0,optimization routines for hyperparameter tuning.,9.0,20,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,150.0,147.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,817.0,817.0,,,,,,,,3.0,110.0,,,,,,,,,,,,,,,,,,,
