,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
674,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-10-01 22:21:58.000000,2022-10-01 22:21:50,400.0,3.0,210,29.0,37.0,38.0,20.0,698,An open source python library for scalable Bayesian optimisation.,13.0,21,True,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,38873.0,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,38873.0,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
675,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,150,38.0,46.0,37.0,48.0,671,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,520.0,67.0,63.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,520.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,metricflow,transform-data/metricflow,others,,https://github.com/transform-data/metricflow,https://github.com/transform-data/metricflow,AGPL-3.0,2022-04-04 18:33:06.000,2022-10-06 10:28:53.000000,2022-10-06 01:26:22,563.0,275.0,47,15.0,213.0,37.0,24.0,668,"MetricFlow allows you to define, build, and maintain metrics in code.",27.0,21,False,2022-08-30 21:54:57.000,0.111.1,24.0,metricflow,,,,671.0,,,https://pypi.org/project/metricflow,2022-08-11 19:58:07.028,,671.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
677,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-09-09 15:56:25.000000,2022-06-16 10:06:33,1489.0,,71,34.0,588.0,22.0,117.0,661,Scikit-learn style model finetuning for NLP.,19.0,21,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,"['tensorflow', 'sklearn']",,182.0,11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,182.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
678,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,66,28.0,422.0,10.0,237.0,630,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,339.0,68.0,64.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,339.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
679,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,,100,29.0,1.0,11.0,3.0,595,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,"['sklearn', 'xgboost']",,42908.0,487.0,483.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,42908.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
680,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-07-09 08:22:48.000000,2022-02-09 16:35:40,142.0,,96,23.0,23.0,37.0,61.0,564,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,['pytorch'],,20099.0,110.0,108.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,20001.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,1582.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
681,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-09-06 19:56:37.000000,2022-08-31 20:01:55,721.0,7.0,62,17.0,106.0,8.0,45.0,533,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-08-31 20:05:35.000,1.12.1,31.0,poutyne,,['pytorch'],,3952.0,98.0,93.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3952.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2022-07-24 13:44:59.000000,2020-10-23 14:31:57,247.0,,80,26.0,30.0,25.0,6.0,485,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,['sklearn'],,119828.0,143.0,138.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,119828.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
683,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2022-10-03 23:30:23.000000,2022-10-03 23:30:23,208.0,3.0,67,12.0,27.0,20.0,18.0,481,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,8.0,21,True,2022-04-12 17:23:22.000,0.5.0,11.0,detoxify,,,82207.0,33388.0,130.0,128.0,https://pypi.org/project/detoxify,2022-04-12 17:23:22.000,2.0,29814.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
684,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,47,11.0,19.0,11.0,37.0,444,Joyplots in Python with matplotlib & pandas.,6.0,21,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,11553.0,200.0,195.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,11176.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,16236.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
685,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-09-19 12:42:53.000000,2022-09-19 12:42:52,326.0,2.0,121,18.0,30.0,13.0,70.0,434,Medical image processing in Python.,15.0,21,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,12358.0,832.0,793.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,39.0,11941.0,https://anaconda.org/conda-forge/medpy,2022-09-12 11:40:23.906,6677.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
686,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-09-18 18:31:41.000000,2022-09-18 18:31:06,2107.0,6.0,35,10.0,7.0,6.0,42.0,414,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,5.0,21,True,2022-05-04 16:40:08.000,4.2.0,66.0,hyperactive,,,101.0,662.0,20.0,16.0,https://pypi.org/project/hyperactive,2022-05-04 16:40:08.000,4.0,660.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
687,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409.0,,52,25.0,229.0,57.0,195.0,377,Studio: Simplify and expedite model building process.,21.0,21,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,376.0,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,376.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
688,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-08-22 17:10:41.000000,2021-02-09 04:48:07,110.0,,47,23.0,20.0,17.0,10.0,358,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,['spark'],,615460.0,4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,615460.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
689,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2022-10-01 11:49:54.200000,2022-10-01 10:36:52,327.0,73.0,33,25.0,1.0,4.0,15.0,349,Active Learning for Text Classification in Python.,2.0,21,True,2022-10-01 11:30:00.941,1.1.0,14.0,small-text,conda-forge/small-text,"['sklearn', 'pytorch']",,574.0,13.0,13.0,https://pypi.org/project/small-text,2022-06-14 12:48:38.000,,374.0,https://anaconda.org/conda-forge/small-text,2022-10-01 11:49:54.200,602.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
690,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2022-09-26 15:45:21.000000,2022-08-22 18:21:33,975.0,3.0,43,6.0,197.0,11.0,91.0,333,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,21,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,['huggingface'],,3697.0,87.0,86.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,1.0,3697.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
691,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-09-26 22:04:11.000000,2021-05-28 01:21:58,393.0,,126,34.0,318.0,75.0,124.0,281,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,,,162.0,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,153.0,,,,3.0,,,,,,,,brainiak/brainiak,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,768.0,,,,,,,,,,,,,
692,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-09-30 14:12:07.000000,2022-09-30 14:11:30,322.0,26.0,24,17.0,3.0,6.0,19.0,275,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,22.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,['tensorflow'],,5851.0,26.0,26.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,5851.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
693,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-09-06 19:41:49.000000,2022-09-06 19:41:45,2438.0,25.0,56,8.0,219.0,27.0,71.0,212,Python recommendation toolkit.,13.0,21,False,2022-08-16 20:26:42.000,0.14.2,23.0,lenskit,conda-forge/lenskit,,,1774.0,2.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,2.0,1175.0,https://anaconda.org/conda-forge/lenskit,2022-08-17 15:08:24.355,13795.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
694,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2022-07-05 09:37:41.000000,2022-01-07 13:32:00,148.0,,410,78.0,31.0,43.0,21.0,8804,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",14.0,20,False,2021-10-19 13:33:43.000,0.1.3,4.0,prettymaps,conda-forge/prettymaps,,,363.0,11.0,11.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,276.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:26.920,786.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
695,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,779,221.0,24.0,5.0,120.0,5165,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,['tensorflow'],,627.0,8.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,8.0,627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
696,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,455,84.0,179.0,100.0,161.0,3276,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,100.0,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,69.0,,,,3.0,,,,,,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1275.0,,,,,,,,,,,,,
697,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,77.0,1.0,18.0,7.0,2893,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,['pytorch'],,1614.0,153.0,146.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1614.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
698,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-10-06 03:18:39.000000,2021-05-06 12:10:38,127.0,,128,48.0,31.0,2.0,28.0,2703,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,230.0,39.0,39.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,159.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,647.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
699,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2022-10-01 00:23:10.000000,2022-07-21 22:22:08,853.0,4.0,124,17.0,49.0,47.0,142.0,2257,FFCV: Fast Forward Computer Vision (and other ML workloads!).,17.0,20,True,2022-02-17 07:44:04.000,0.0.3,4.0,ffcv,,,,709.0,10.0,10.0,https://pypi.org/project/ffcv,2022-01-28 20:40:22.000,,709.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
700,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-07-12 01:15:33.000000,2022-07-12 01:13:05,104.0,1.0,228,59.0,105.0,25.0,56.0,2000,"Codebase for Image Classification Research, written in PyTorch.",17.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,['pytorch'],,307459.0,6.0,6.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,307459.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
701,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,239,53.0,33.0,13.0,104.0,1797,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,['pytorch'],,1287.0,,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,1287.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
702,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,2.0,558,76.0,48.0,22.0,64.0,1744,Common financial technical indicators implemented in Pandas.,28.0,20,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,6011.0,10.0,,https://pypi.org/project/finta,2020-10-21 11:39:44.000,10.0,6011.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
703,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,198,38.0,6.0,14.0,31.0,1555,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,['pytorch'],,1875.0,35.0,29.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,1875.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
704,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904.0,,197,53.0,51.0,61.0,148.0,1428,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,2518.0,388.0,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,353.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
705,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-10-06 10:08:05.000000,2022-09-12 12:38:16,115.0,26.0,62,16.0,45.0,29.0,29.0,1402,Accelerate AI models inference leveraging best-of-breed optimization techniques.,11.0,20,True,2022-09-08 07:58:07.028,0.4.2,13.0,nebullvm,,,,517.0,3.0,3.0,https://pypi.org/project/nebullvm,2022-06-28 23:21:00.000,,517.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
706,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,393,102.0,34.0,11.0,24.0,1328,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,['tensorflow'],,136.0,23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,136.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
707,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101,39.0,13.0,14.0,9.0,1255,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,1774.0,63.0,63.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,1774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
708,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-08-31 13:14:24.000000,2022-08-31 13:13:15,103.0,8.0,65,35.0,12.0,15.0,26.0,1028,A Graph Neural Network Library in Jax.,17.0,20,True,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,['jax'],,2930.0,34.0,32.0,https://pypi.org/project/jraph,2022-06-06 13:33:22.000,2.0,2844.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,1033.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
709,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,161,55.0,14.0,30.0,19.0,974,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,1075.0,161.0,149.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,972.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1767.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
710,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-09-26 20:52:14.000000,2022-06-10 10:36:12,439.0,,195,55.0,77.0,50.0,202.0,936,Line based ATR Engine based on OCRopy.,19.0,20,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,827.0,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,827.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
711,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-09-21 12:53:05.000000,2022-09-21 12:53:05,410.0,2.0,117,103.0,112.0,27.0,40.0,916,PFRL: a PyTorch-based deep reinforcement learning library.,17.0,20,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,341.0,59.0,58.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,341.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
712,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,127,15.0,11.0,36.0,43.0,874,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,['pytorch'],,11306.0,57.0,53.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,11306.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
713,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188,34.0,15.0,18.0,22.0,784,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,20,True,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,['tensorflow'],,1560.0,12.0,11.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,1560.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
714,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-05-26 20:14:58.000000,2019-11-15 21:43:53,221.0,,158,76.0,96.0,51.0,43.0,758,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,"['tensorflow', 'spark']",,46410.0,1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,46410.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
715,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281.0,,67,18.0,66.0,12.0,39.0,732,Audio processing by using pytorch 1D convolution network.,13.0,20,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,4604.0,62.0,61.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,4604.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
716,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,64,7.0,5.0,4.0,19.0,724,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,20,True,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,['sklearn'],,41158.0,241.0,231.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,10.0,41158.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
717,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104.0,,116,29.0,25.0,21.0,34.0,704,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,['sklearn'],,1410.0,39.0,37.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,1410.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
