,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
693,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,137,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1665.0,1519.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,112964.0,112964.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
694,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,772,222.0,24.0,7.0,120.0,5120,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,707.0,707.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
695,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-04-28 01:55:08.000000,2022-02-10 07:36:23,432.0,,445,83.0,179.0,100.0,159.0,3166,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,34.0,69.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1257.0,3.0,,,,,,,,,,,,,,,,,,,,,
696,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-02-18 19:18:27.000000,2021-10-18 01:45:21,143.0,,592,75.0,51.0,151.0,95.0,2925,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,18.0,20,True,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],5.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000,5.0,5104.0,5112.0,,,,,,,,3.0,304.0,,,,,,,,,,,,,,,,,,,,
697,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,78.0,1.0,17.0,7.0,2888,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],143.0,136.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1233.0,1233.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
698,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-05-07 02:47:58.000000,2021-05-06 12:10:38,127.0,,122,45.0,24.0,2.0,24.0,2619,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,True,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,33.0,33.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,878.0,902.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,96.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521.0,,418,131.0,225.0,87.0,183.0,2147,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,141.0,141.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
700,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-05-12 03:01:04.000000,2022-05-12 02:55:56,101.0,10.0,224,60.0,104.0,25.0,56.0,1924,"Codebase for Image Classification Research, written in PyTorch.",16.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,422.0,422.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
701,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2021-11-06 23:09:00.000000,2021-11-06 23:08:22,245.0,,233,53.0,32.0,13.0,104.0,1737,"Reformer, the efficient Transformer, in Pytorch.",10.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,3978.0,3978.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
702,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,191,37.0,6.0,11.0,31.0,1520,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],26.0,24.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1107.0,1107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
703,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,93,16.0,25.0,14.0,22.0,1401,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],8.0,7.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,297.0,366.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,347.0,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,
704,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904.0,2.0,189,52.0,51.0,62.0,146.0,1383,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,737.0,773.0,,,,,,,,3.0,2416.0,,,,,,,,,,,,,,,,,,,,
705,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106.0,,166,55.0,149.0,69.0,97.0,1029,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,816.0,1615.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,47144.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
706,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,51.0,12.0,16.0,42.0,1007,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],52.0,48.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,126.0,126.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-05-02 15:48:07.000000,2021-08-03 15:45:16,943.0,,216,42.0,49.0,71.0,163.0,976,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,376.0,376.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
708,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,102,30.0,66.0,7.0,41.0,969,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],15.0,15.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,833.0,1396.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,9010.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
709,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-05-10 13:39:49.000000,2022-05-10 13:33:21,82.0,10.0,57,33.0,10.0,10.0,10.0,891,A Graph Neural Network Library in Jax.,16.0,20,True,2022-05-10 13:39:49.000,0.0.4.de0,3.0,jraph,conda-forge/jraph,,,['jax'],19.0,17.0,https://pypi.org/project/jraph,2021-11-19 19:05:01.000,2.0,1456.0,1509.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,372.0,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,
710,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-03-07 13:17:47.000000,2021-08-06 08:18:46,282.0,,132,15.0,22.0,54.0,68.0,792,PyTorch to Keras model convertor.,13.0,20,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,46.0,45.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,740.0,740.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
711,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-02-09 23:38:50.000000,2019-11-15 21:43:53,221.0,,157,73.0,94.0,51.0,43.0,761,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,26942.0,26942.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
712,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642.0,,65,22.0,36.0,25.0,21.0,715,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,16714.0,16714.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
713,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104.0,,114,30.0,25.0,21.0,34.0,693,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,20,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,1185.0,1185.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
714,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-05-12 05:04:25.000000,2020-07-03 18:01:17,397.0,,205,29.0,36.0,36.0,19.0,638,An open source python library for scalable Bayesian optimisation.,12.0,20,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,27940.0,27940.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
715,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46.0,,51,29.0,11.0,11.0,15.0,620,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,51107.0,51107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
716,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,GPL-3.0,2021-04-26 00:15:19.000,2022-05-12 00:21:52.000000,2022-05-11 23:38:00,727.0,114.0,54,14.0,164.0,35.0,44.0,598,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,20,False,2022-04-21 20:27:55.000,0.0.9,7.0,neuralforecast,conda-forge/neuralforecast,,,,,,https://pypi.org/project/neuralforecast,2022-04-21 20:27:55.000,,311.0,404.0,https://anaconda.org/conda-forge/neuralforecast,2022-04-21 23:35:21.921,186.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
717,Baal,ElementAI/baal,probabilistics,,https://github.com/ElementAI/baal,https://github.com/ElementAI/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-05-11 20:58:53.000000,2022-05-11 20:58:53,172.0,17.0,52,19.0,120.0,19.0,56.0,582,Library to enable Bayesian active learning in your research or labeling work.,13.0,20,True,2022-05-03 12:50:35.000,1.6.0,15.0,baal,conda-forge/baal,,,,1.0,,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,1340.0,1430.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,1455.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
718,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-05-06 12:02:15.000000,2022-03-16 14:38:31,280.0,3.0,62,18.0,65.0,6.0,43.0,500,An intuitive library to extract features from time series.,14.0,20,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,,35.0,35.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,4854.0,4854.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
719,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2021-12-22 15:04:00.863000,2021-12-21 16:13:08,262.0,,88,9.0,10.0,4.0,12.0,489,Make Waffle Charts in Python.,6.0,20,True,2021-12-21 16:10:13.000,0.6.4,25.0,pywaffle,conda-forge/pywaffle,,,,129.0,128.0,https://pypi.org/project/pywaffle,2021-12-21 16:10:13.000,1.0,2841.0,2949.0,https://anaconda.org/conda-forge/pywaffle,2021-12-22 15:04:00.863,4450.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
720,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857.0,,88,42.0,56.0,37.0,21.0,471,Bias and Fairness Audit Toolkit.,16.0,20,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,105.0,99.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,638.0,638.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
721,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,89,28.0,11.0,35.0,8.0,416,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,30843.0,30843.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
722,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-05-12 15:00:08.000000,2022-05-05 21:05:43,847.0,58.0,16,9.0,111.0,4.0,56.0,334,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,20,False,2022-05-05 21:11:21.000,3.0.5,54.0,bodywork,,,,,10.0,10.0,https://pypi.org/project/bodywork,2022-05-05 21:11:21.000,,887.0,887.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
723,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,44,9.0,37.0,27.0,37.0,314,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,138.0,135.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,5349.0,5349.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
724,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38.0,6.0,34,8.0,9.0,17.0,29.0,291,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,20,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,13.0,13.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,1651.0,1651.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
725,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,233.0,220.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,4063.0,4069.0,,,,,,,,3.0,347.0,,,,,,,,,,,,,,,,,,,,
726,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568.0,7.0,17,16.0,454.0,84.0,74.0,193,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15.000,0.4.3,9.0,funsor,,,,['pytorch'],33.0,30.0,https://pypi.org/project/funsor,2022-03-21 15:16:11.000,3.0,1204.0,1204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
727,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,78,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5720.0,5587.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,769343.0,769348.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,51.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
728,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-05-02 00:55:51.000000,2022-03-07 12:59:53,46.0,1.0,1570,149.0,73.0,158.0,270.0,8805,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
729,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-03-16 12:22:35.000000,2022-01-05 13:45:51,493.0,,1323,475.0,18.0,54.0,161.0,6686,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
730,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,1.0,448,217.0,16.0,23.0,3.0,2910,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,52.0,52.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,,
731,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-05-09 17:00:48.000000,2022-03-27 23:39:16,252.0,2.0,497,87.0,61.0,51.0,252.0,2426,Backtest trading strategies in Python.,15.0,19,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,6060.0,6060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
732,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-03-07 07:43:55.000000,2022-03-07 07:43:44,169.0,1.0,346,88.0,3.0,3.0,18.0,1984,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,40.0,39.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,539.0,539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
733,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,2.0,459,152.0,142.0,77.0,27.0,1927,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,,,['spark'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
734,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101,40.0,13.0,14.0,9.0,1253,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,54.0,54.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,437.0,437.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
735,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-03-11 23:28:41.000000,2021-05-03 22:51:52,375.0,,242,57.0,52.0,8.0,30.0,1232,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
736,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000,2022-02-02 16:58:53.000000,2019-12-18 13:31:50,699.0,,157,35.0,20.0,42.0,29.0,1147,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,19,False,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,,,['sklearn'],1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,294.0,294.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
737,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,81,32.0,72.0,24.0,30.0,1028,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,38675.0,38675.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
