,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
691,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-08-07 20:25:13.000000,2024-08-07 18:21:25,294.0,1.0,248.0,46.0,18.0,11.0,91.0,850.0,Data compression in TensorFlow.,21.0,21,True,2024-08-07 20:25:13.000,2.17.0,26.0,tensorflow-compression,,,['tensorflow'],,2374.0,2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,2374.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
692,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,39.0,840.0,python partial dependence plot toolbox.,7.0,21,False,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,14049.0,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,13703.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,21462.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
693,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,2.0,23.0,840.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,['sklearn'],,21333.0,488.0,473.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,15.0,21333.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
694,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,37.0,46.0,43.0,49.0,816.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,538.0,107.0,98.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,538.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
695,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,78.0,26.0,162.0,51.0,62.0,768.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,21,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,['jax'],,549.0,59.0,55.0,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,549.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
696,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-07-28 01:04:48.000000,2024-07-22 10:16:42,493.0,1.0,112.0,34.0,561.0,211.0,246.0,748.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-06-14 12:19:07.000,24.06.00,16.0,merlin-core,,,,,8986.0,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,8986.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
697,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,141.0,24.0,19.0,26.0,5.0,744.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,['sklearn'],,43705.0,664.0,656.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,8.0,43527.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,8412.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
698,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,25.0,37.0,27.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,25.0,39399.0,35.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,35.0,39399.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
699,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,15.0,3.0,641.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,"['sklearn', 'xgboost']",,33467.0,669.0,652.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,17.0,33467.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
700,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,68.0,25.0,433.0,10.0,237.0,633.0,torchbearer: A model fitting library for PyTorch.,14.0,21,True,2023-12-01 18:48:07.000,0.5.5,26.0,torchbearer,,,['pytorch'],,401.0,94.0,90.0,https://pypi.org/project/torchbearer,2023-12-01 18:48:07.000,4.0,401.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
701,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,54.0,29.0,12.0,13.0,15.0,631.0,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,29909.0,218.0,210.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,8.0,29909.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
702,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,44.0,61.0,612.0,Build fully-functioning computer vision models with PyTorch.,12.0,21,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,['pytorch'],,3898.0,180.0,178.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,3779.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,4655.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
703,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,95.0,26.0,32.0,35.0,6.0,609.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,['sklearn'],,21113.0,404.0,396.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,21113.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
704,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,315.0,606.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,345.0,63.0,62.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,345.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
705,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2024-05-02 14:24:25.000000,2024-05-02 14:23:46,346.0,,85.0,7.0,20.0,3.0,92.0,575.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code...,18.0,21,True,2024-02-10 13:12:00.000,0.5.7,162.0,featurewiz,,,,,12586.0,74.0,72.0,https://pypi.org/project/featurewiz,2024-02-10 13:12:00.000,2.0,12586.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
706,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,27.0,31.0,5.0,24.0,570.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,1233.0,52.0,50.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1233.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
707,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2024-03-21 11:25:40.000000,2021-12-19 09:41:43,133.0,,57.0,10.0,21.0,15.0,37.0,555.0,Joyplots in Python with matplotlib & pandas.,8.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,12355.0,447.0,438.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,11938.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,27562.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
708,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,167.0,56.0,20.0,39.0,60.0,547.0,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,188.0,32.0,31.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,188.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
709,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,9.0,10.0,13.0,21.0,497.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,28.0,6491.0,142.0,134.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,6491.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
710,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,413.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,98.0,4441.0,131.0,128.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,4441.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
711,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-09-06 09:28:23.000000,2024-09-06 09:27:10,824.0,4.0,26.0,8.0,78.0,33.0,23.0,396.0,Flexible time series feature extraction & processing.,6.0,21,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,1511.0,17.0,15.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,849.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,25162.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
712,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2024-02-08 01:53:44.000000,2024-02-08 01:48:49,168.0,,49.0,17.0,2.0,12.0,3.0,377.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,21,True,2024-02-08 01:53:44.000,0.1.3,14.0,suod,,,,,16389.0,535.0,527.0,https://pypi.org/project/suod,2024-02-08 01:53:44.000,8.0,16389.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
713,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2024-02-25 19:17:18.000000,2024-02-25 19:17:13,576.0,,85.0,29.0,318.0,75.0,27.0,372.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,21,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,['tensorflow'],,32697.0,7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,32697.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
714,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,352.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,2583.0,255.0,239.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,2583.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
715,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-09-07 14:51:28.000000,2024-09-07 14:51:10,784.0,40.0,25.0,5.0,294.0,5.0,,311.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,21,True,2024-09-07 14:51:28.000,1.2.5,801.0,upgini,,,,,14212.0,7.0,7.0,https://pypi.org/project/upgini,2024-09-07 14:51:28.000,,14212.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
716,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,35.0,18.0,6.0,19.0,21.0,310.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,['tensorflow'],,1463.0,114.0,111.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,1463.0,,,,3.0,,,,,,,,google-deepmind/launchpad,,,,,,,,,,,,,,,,
717,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-04-18 12:38:22.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,42.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,"['sklearn', 'spark']",,464197.0,19.0,17.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,464197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
718,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-09-12 02:49:51.000000,2024-09-06 02:02:34,490.0,7.0,109.0,19.0,544.0,58.0,126.0,264.0,An open-source toolkit for large-scale genomic analysis.,28.0,21,False,2024-03-12 08:52:09.000,2.0.0,16.0,glow.py,conda-forge/glow,,,91.0,67698.0,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,67584.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,4894.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
719,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2024-08-26 15:06:41.000000,2024-08-24 17:15:47,524.0,4.0,57.0,14.0,89.0,26.0,39.0,263.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,21,False,2024-08-26 15:06:41.000,1.2.0,8.0,omlt,,,,,17241.0,22.0,19.0,https://pypi.org/project/omlt,2024-08-26 15:06:41.000,3.0,17241.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
720,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-09-03 04:39:16.000000,2023-07-02 18:02:16,1462.0,,47.0,15.0,203.0,27.0,64.0,243.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,471.0,50.0,44.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,471.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
721,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-08-09 06:53:19.000000,2024-08-09 06:53:17,591.0,6.0,34.0,24.0,644.0,21.0,129.0,242.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,1145.0,1740.0,8.0,8.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,1720.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
722,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2392.0,148.0,89.0,255.0,286.0,13350.0,End-to-End Object Detection with Transformers.,27.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,,['pytorch'],,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
723,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1717.0,19.0,19.0,72.0,24.0,5079.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,20,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,5092.0,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,5092.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
724,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,476.0,85.0,180.0,108.0,161.0,3615.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,,104.0,2.0,2.0,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,83.0,,,,3.0,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1346.0,,,,,,,,,,,,,,,,,,,
725,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,100.0,16.0,53.0,17.0,3408.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,843.0,158.0,151.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,843.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
726,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,321.0,59.0,242.0,175.0,111.0,3167.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,689.0,3779.0,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3767.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
727,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,171.0,65.0,54.0,6.0,44.0,3080.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,46.0,444.0,5.0,5.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,444.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
728,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2937.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,641.0,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,641.0,,,,3.0,,,,,,,,rhsimplex/image-match,,,,,,,,,,,,,,,,
729,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,263.0,2851.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
730,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,84.0,30.0,46.0,80.0,2667.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,508.0,72.0,72.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
731,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,126.0,225.0,90.0,183.0,2323.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,119.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
732,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,61.0,106.0,27.0,56.0,2133.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,False,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,['pytorch'],,1272.0,19.0,19.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1272.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
733,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,181.0,55.0,895.0,129.0,586.0,1929.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,17.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1046.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
734,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000000,2024-01-16 17:27:35,27.0,,104.0,38.0,31.0,30.0,79.0,1809.0,"A flexible, intuitive and fast forecasting library.",10.0,20,True,2024-01-18 18:33:20.000,1.0.0,11.0,greykite,,,,32.0,6489.0,33.0,33.0,https://pypi.org/project/greykite,2024-01-12 20:13:07.000,,6489.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
735,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,37.0,11.0,39.0,51.0,1622.0,"A fast, efficient universal vector embedding utility package.",4.0,20,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,1551.0,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,1551.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
