,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
707,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-03-03 02:08:43.000000,2022-03-02 21:41:35,382.0,19.0,62,17.0,367.0,53.0,78.0,189,An open-source toolkit for large-scale genomic analysis.,19.0,21,False,2021-12-02 00:37:53.000,1.1.2,14.0,glow.py,conda-forge/glow,,,19004.0,,,https://pypi.org/project/glow.py,2021-12-15 00:00:29.000,,18893.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1446.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
708,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-03-02 01:02:31.000000,2022-03-01 10:16:13,517.0,16.0,30,21.0,568.0,21.0,118.0,186,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2021-09-08 21:44:17.000,0.6.2,15.0,larq-compute-engine,,,415.0,1463.0,4.0,4.0,https://pypi.org/project/larq-compute-engine,2021-09-08 21:44:17.000,,1447.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
709,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,770,221.0,24.0,7.0,120.0,5084,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,['tensorflow'],,1091.0,7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,1091.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
710,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-02-13 15:28:00.000000,2021-10-28 14:20:52,163.0,,878,97.0,33.0,249.0,242.0,4596,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,25.0,20,True,,,1.0,pyslowfast,,['pytorch'],,26.0,6.0,6.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
711,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,78.0,1.0,17.0,7.0,2885,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,['pytorch'],,1306.0,135.0,128.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1306.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
712,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2021-09-21 13:07:59.000000,2021-09-21 13:07:59,405.0,,380,98.0,53.0,56.0,48.0,2692,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,764.0,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,764.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
713,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-01-21 19:58:38.000000,2021-05-06 12:10:38,127.0,,117,45.0,22.0,2.0,23.0,2588,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,True,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,422.0,31.0,31.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,399.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,46.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
714,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-03-03 12:07:53.000000,2021-08-10 09:12:48,2360.0,,756,121.0,871.0,40.0,49.0,2528,a distributed deep learning platform.,76.0,20,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,,,8.0,1.0,1.0,,,,,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,413.0,3.0,,apache/singa,,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,4.0,248.0,,,,,,,,,,,,,,,,,,
715,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-01-27 10:39:10.000000,2021-12-18 23:12:51,250.0,5.0,451,87.0,56.0,47.0,238.0,2202,Backtest trading strategies in Python.,15.0,20,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,7083.0,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,7083.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
716,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269.0,8.0,75,53.0,23.0,22.0,8.0,1582,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,20,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,1300.0,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,1300.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
717,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,188,37.0,6.0,11.0,31.0,1494,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,['pytorch'],,1390.0,17.0,15.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1390.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
718,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18.0,3.0,64,35.0,12.0,7.0,52.0,1464,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12.000,0.1.1,7.0,greykite,,,,16245.0,8.0,8.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,16245.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
719,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-03-03 14:30:09.000000,2022-03-03 14:30:09,398.0,152.0,73,17.0,225.0,34.0,77.0,1206,Qdrant - vector similarity search engine with extended filtering support.,22.0,20,True,2022-02-16 11:51:30.000,0.5.1,12.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
720,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000,2022-02-02 16:58:53.000000,2019-12-18 13:31:50,699.0,,152,35.0,20.0,42.0,29.0,1123,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,20,False,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,['sklearn'],,770.0,1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,770.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
721,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2022-02-23 03:20:23.000000,2022-02-23 03:20:23,853.0,8.0,134,25.0,8.0,8.0,73.0,1038,A library for graph deep learning research.,30.0,20,False,2021-10-13 00:38:18.000,0.1.2,10.0,dig,,,,624.0,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,624.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
722,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2021-12-09 19:16:53.000000,2021-07-30 15:59:28,273.0,,168,31.0,52.0,16.0,33.0,1013,A Toolbox for Adversarial Robustness Research.,18.0,20,False,2020-06-15 01:20:07.000,0.2.3,10.0,advertorch,,['pytorch'],,681.0,72.0,68.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000,4.0,681.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
723,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-01-21 20:32:45.000000,2021-08-03 15:45:16,943.0,,209,42.0,47.0,71.0,163.0,953,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,['tensorflow'],,458.0,1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,458.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
724,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,100,30.0,66.0,7.0,38.0,937,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,['pytorch'],,1900.0,11.0,11.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,1290.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,8541.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
725,mrq,pricingassistant/mrq,data-pipelines,,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000,2021-12-13 19:45:34.000000,2020-12-13 18:58:15,709.0,,113,64.0,64.0,59.0,119.0,861,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,38.0,20,False,2018-08-31 16:03:04.000,0.9.10,70.0,mrq,,,,679.0,41.0,29.0,https://pypi.org/project/mrq,2018-08-31 16:03:04.000,12.0,679.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
726,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-01-19 15:07:44.000000,2021-07-28 22:22:27,79.0,,161,28.0,52.0,14.0,26.0,770,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,20,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,['tensorflow'],,995.0,24.0,21.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,995.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
727,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642.0,,64,21.0,36.0,25.0,21.0,709,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,10.0,17367.0,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,17367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
728,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198.0,,94,24.0,46.0,19.0,34.0,673,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,1573.0,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1573.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
729,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-03-03 11:00:24.000000,2022-03-03 11:00:24,578.0,97.0,103,29.0,524.0,28.0,44.0,668,Machine learning framework for both deep learning and traditional algorithms.,29.0,20,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,5.0,neoml,,,,257.0,,,https://pypi.org/project/neoml,2021-06-21 21:43:53.000,,257.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
730,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2021-11-11 17:50:26.000000,2021-11-11 17:50:26,553.0,,140,37.0,45.0,34.0,48.0,610,Public facing deeplift repo.,11.0,20,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,686.0,58.0,54.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,686.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
731,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2022-02-10 23:02:00.000000,2021-12-09 11:50:36,100.0,2.0,56,22.0,64.0,25.0,33.0,572,Python 3.6+ toolbox for submitting jobs to Slurm.,17.0,20,True,2021-11-30 13:57:53.000,1.4.1,15.0,submitit,conda-forge/submitit,,,17169.0,6.0,,https://pypi.org/project/submitit,2021-11-30 13:57:53.000,6.0,16890.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745,5309.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
732,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-02-11 02:59:32.000000,2021-09-16 17:56:31,171.0,,124,31.0,69.0,7.0,53.0,509,Code for the TCAV ML interpretability project.,19.0,20,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,['tensorflow'],,215.0,14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,215.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
733,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2021-12-22 15:04:00.863000,2021-12-21 16:13:08,262.0,8.0,83,9.0,10.0,4.0,12.0,474,Make Waffle Charts in Python.,6.0,20,True,2021-12-21 16:10:13.000,0.6.4,25.0,pywaffle,conda-forge/pywaffle,,,3347.0,112.0,111.0,https://pypi.org/project/pywaffle,2021-12-21 16:10:13.000,1.0,3240.0,https://anaconda.org/conda-forge/pywaffle,2021-12-22 15:04:00.863,4196.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
734,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-02-18 04:19:14.000000,2021-12-23 11:44:19,277.0,4.0,59,18.0,63.0,5.0,43.0,452,An intuitive library to extract features from time series.,13.0,20,True,2021-02-14 17:48:46.000,0.1.4,8.0,tsfel,,,,5508.0,27.0,27.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,5508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
735,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-01-04 15:52:57.000000,2022-01-04 15:52:45,167.0,1.0,91,15.0,50.0,15.0,24.0,416,Working with molecular structures in pandas DataFrames.,8.0,20,True,2021-08-30 11:52:40.000,0.2.9,14.0,biopandas,conda-forge/biopandas,['pandas'],,5964.0,100.0,91.0,https://pypi.org/project/biopandas,2021-09-24 00:14:13.000,9.0,4415.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536,97599.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
736,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,87,28.0,11.0,35.0,8.0,410,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,24534.0,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,24534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
737,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-02-13 22:23:38.000000,2022-02-13 22:22:57,250.0,10.0,73,14.0,12.0,6.0,59.0,404,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,20,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,2593.0,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,2593.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
738,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2022-02-14 23:11:06.000000,2022-02-14 23:02:23,191.0,9.0,42,11.0,17.0,11.0,14.0,385,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,4.0,20,True,2021-10-27 17:12:11.000,0.4.0,10.0,detoxify,,,34173.0,7841.0,42.0,41.0,https://pypi.org/project/detoxify,2021-10-27 17:12:11.000,1.0,5706.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
739,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-02-23 19:11:56.000000,2022-02-23 01:47:48,331.0,12.0,21,11.0,137.0,24.0,63.0,327,A High Level API for Deep Learning in JAX.,15.0,20,True,2022-02-23 01:51:01.000,0.8.5,29.0,elegy,,"['tensorflow', 'jax']",,1250.0,,,https://pypi.org/project/elegy,2022-02-23 01:51:01.000,,1250.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
740,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-02-12 21:00:57.000000,2022-01-20 17:03:09,1770.0,66.0,40,9.0,178.0,10.0,70.0,322,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,16.0,20,True,2021-10-13 22:01:16.000,0.1.0rc4,8.0,pykale,,['pytorch'],,252.0,,,https://pypi.org/project/pykale,2021-10-13 22:02:19.000,,252.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
741,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,43,8.0,37.0,27.0,37.0,310,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,2085.0,129.0,126.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,2085.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
742,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-01-06 18:50:48.000000,2021-10-02 14:00:01,144.0,,40,15.0,1.0,6.0,2.0,309,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,33286.0,412.0,412.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,33286.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
743,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-02-16 06:16:17.000000,2022-02-16 06:16:17,350.0,23.0,79,14.0,2.0,3.0,15.0,302,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",5.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,1022.0,18.0,18.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,1022.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
744,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-03-03 11:54:34.000000,2022-03-03 11:54:02,243.0,44.0,19,18.0,2.0,,18.0,258,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,13.0,20,False,2022-01-06 12:29:48.000,0.4.1,7.0,dm-launchpad,,['tensorflow'],,3849.0,7.0,7.0,https://pypi.org/project/dm-launchpad,2022-01-06 12:29:48.000,,3849.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
745,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,61,26.0,29.0,26.0,107.0,233,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,20,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,1580.0,3995.0,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,2925.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,57877.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
746,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,346.0,4410.0,220.0,207.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,4404.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
747,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-02-14 13:45:27.000000,2022-02-14 13:45:24,139.0,10.0,24,10.0,8.0,1.0,10.0,226,scikit-learn wrappers for Python fastText.,9.0,20,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,['sklearn'],,1250.0,11.0,11.0,https://pypi.org/project/skift,2022-02-14 13:44:18.000,,1250.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
748,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-03-02 19:58:18.000000,2022-03-02 19:58:17,563.0,3.0,15,16.0,446.0,83.0,73.0,189,Functional tensors for probabilistic programming.,9.0,20,False,2021-12-13 22:52:43.000,0.4.2,8.0,funsor,,['pytorch'],,1799.0,27.0,25.0,https://pypi.org/project/funsor,2021-12-13 22:27:14.000,2.0,1799.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
749,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-02-21 04:34:44.000000,2022-01-13 09:09:43,363.0,14.0,34,5.0,127.0,5.0,33.0,178,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,20,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,1116.0,,,https://pypi.org/project/chitra,2022-01-09 08:49:42.000,,1057.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,118.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
750,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,74,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,687683.0,5213.0,5080.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,687683.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
751,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-01-05 14:39:38.000000,2022-01-05 13:45:51,493.0,4.0,1323,477.0,18.0,52.0,160.0,6632,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
