,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
545,finmarketpy,cuemacro/finmarketpy,finmarketpy,,,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000000,2020-12-26 18:45:33.000000,2020-12-26 18:45:28.000000,411.0,21.0,3.0,2420.0,642.0,2020-10-20 09:25:52.000000,0.11.7,8.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,3.0,3.0,14.0,20,https://pypi.org/project/finmarketpy,2020-10-20 09:28:00.000000,,79.0,79.0,,,,True,3,39.0,,,,,,,,,,,,,,,,,,,,,,,
546,NeMo,NVIDIA/NeMo,nemo-toolkit,,,nlp,['pytorch'],https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000000,2020-12-30 06:56:23.000000,2020-12-26 04:18:17.000000,357.0,159.0,234.0,2286.0,,2020-07-10 00:01:18.000000,0.11.0,36.0,NeMo: a toolkit for conversational AI.,4.0,,67.0,20,https://pypi.org/project/nemo-toolkit,2020-12-11 21:33:53.000000,4.0,1943.0,1995.0,,,,True,3,844.0,,,,,,,,,,,,,,,,,,,,,,,
547,Texthero,jbesomi/texthero,texthero,,,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000000,2020-12-09 16:49:27.000000,2020-11-03 07:58:36.000000,177.0,73.0,48.0,2020.0,267.0,2020-07-06 20:32:28.000000,1.0.9,9.0,"Text preprocessing, representation and visualization from zero to hero.",,,18.0,20,https://pypi.org/project/texthero,2020-07-06 20:29:25.000000,,3181.0,3187.0,,,,True,3,57.0,,,,,,,,,,,,,,,,,,,,,,,
548,Kashgari,BrikerMan/Kashgari,kashgari-tf,,,nlp,['tensorflow'],https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2020-12-09 02:13:33.000000,2020-10-29 08:08:00.000000,373.0,31.0,296.0,1981.0,,2020-10-30 12:37:01.000000,2.0.1,23.0,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,20.0,19.0,19.0,20,https://pypi.org/project/kashgari-tf,2019-06-26 12:27:50.000000,1.0,194.0,194.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
549,AmpliGraph,Accenture/AmpliGraph,ampligraph,,,graph,['tensorflow'],https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000000,2020-08-25 17:19:24.000000,2020-08-25 17:00:58.000000,153.0,18.0,155.0,1396.0,895.0,2020-08-25 17:06:46.000000,1.3.2,11.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,9.0,9.0,14.0,20,https://pypi.org/project/ampligraph,2020-08-25 16:59:58.000000,,539.0,539.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
550,DELTA,Delta-ML/delta,delta-nlp,,,nlp,['tensorflow'],https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000000,2020-12-31 15:37:47.228163,2020-12-17 06:57:15.000000,269.0,9.0,65.0,1355.0,932.0,2020-07-16 09:31:45.000000,0.3.3,4.0,DELTA is a deep learning based natural language and speech processing platform.,,,41.0,20,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000000,,24.0,605.0,,,,True,3,,,,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2020-12-31 15:37:47.228163,,11629.0,,,,,,,,,,,,,,,,
551,ThunderSVM,Xtra-Computing/thundersvm,thundersvm,,,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000000,2020-12-14 03:08:11.000000,2020-12-14 03:08:11.000000,164.0,42.0,144.0,1247.0,896.0,2020-03-13 12:36:30.000000,0.3.12,9.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,,,33.0,20,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000000,,379.0,420.0,,,,True,3,2068.0,,,,,,,,,,,,,,,,,,,,,,,
552,db.py,yhat/db.py,db.py,,,db-clients,,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000000,2019-12-13 18:00:10.000000,2017-03-31 14:41:30.000000,110.0,32.0,21.0,1205.0,233.0,2017-03-31 14:41:57.000000,0.5.3,35.0,db.py is an easier way to interact with your databases.,19.0,,24.0,20,https://pypi.org/project/db.py,2017-03-31 14:41:57.000000,19.0,675.0,675.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
553,Sweetviz,fbdesignpro/sweetviz,sweetviz,,,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000000,2020-12-10 14:32:35.000000,2020-12-10 14:30:47.000000,132.0,21.0,43.0,1179.0,77.0,2020-12-10 14:32:35.000000,2.0.4,22.0,"Visualize and compare datasets, target values and associations, with one line of code.",,,6.0,20,https://pypi.org/project/sweetviz,2020-12-10 14:32:35.000000,,8139.0,8139.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
554,datatable,h2oai/datatable,datatable,,,data-containers,,https://github.com/h2oai/datatable,https://github.com/h2oai/datatable,MPL-2.0,2017-03-03 02:32:59.000000,2020-12-22 20:01:37.000000,2020-12-18 17:52:58.000000,95.0,112.0,1101.0,1079.0,,2020-12-10 09:10:50.000000,0.11.1,15.0,A Python package for manipulating 2-dimensional tabular data structures.,6.0,,28.0,20,https://pypi.org/project/datatable,2020-12-10 08:04:03.000000,6.0,17493.0,17510.0,,,,True,3,712.0,,,,,,,,,,,,,,,,,,,,,,,
555,FARM,deepset-ai/FARM,farm,,,nlp,['pytorch'],https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000000,2020-12-30 08:59:30.000000,2020-12-29 18:29:08.000000,145.0,32.0,277.0,1062.0,510.0,2020-12-30 11:45:23.000000,0.6.0,20.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,2.0,,28.0,20,https://pypi.org/project/farm,2020-12-30 08:59:30.000000,2.0,5967.0,5967.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
556,Classy Vision,facebookresearch/ClassyVision,classy_vision,conda-forge/classy_vision,,image,['pytorch'],https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000000,2020-12-30 06:26:07.000000,2020-12-23 20:44:46.000000,183.0,46.0,40.0,1019.0,313.0,2020-11-20 16:42:56.000000,0.5.0,15.0,An end-to-end PyTorch framework for image and video classification.,,,51.0,20,https://pypi.org/project/classy_vision,2020-11-20 21:02:29.000000,,380.0,829.0,https://anaconda.org/conda-forge/classy_vision,2020-12-11 20:08:25.437000,5397.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
557,Sockeye,awslabs/sockeye,sockeye,,,nlp,['mxnet'],https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000000,2020-12-22 13:56:02.000000,2020-12-14 11:06:20.000000,287.0,17.0,218.0,980.0,729.0,2020-11-18 13:41:36.000000,2.3.2,59.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on Apache MXNet.,2.0,,52.0,20,https://pypi.org/project/sockeye,2020-11-05 14:07:57.000000,2.0,626.0,626.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
558,gplearn,trevorstephens/gplearn,gplearn,,,others,['sklearn'],https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000000,2020-02-15 08:12:38.000000,2020-02-15 08:12:17.000000,149.0,28.0,114.0,900.0,146.0,2019-06-01 02:04:52.000000,0.4.1,5.0,"Genetic Programming in Python, with a scikit-learn inspired API.",120.0,113.0,10.0,20,https://pypi.org/project/gplearn,2019-06-01 02:04:52.000000,7.0,1142.0,1142.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
559,Haiku,deepmind/dm-haiku,,,,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000000,2020-12-30 11:04:26.000000,2020-12-22 16:29:34.000000,61.0,18.0,47.0,878.0,430.0,2020-11-24 11:25:05.000000,0.0.3,5.0,JAX-based neural network library.,53.0,53.0,32.0,20,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
560,attention-ocr,emedvedev/attention-ocr,aocr,,,ocr,['tensorflow'],https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000000,2020-10-31 19:40:20.000000,2020-10-31 19:40:19.000000,226.0,16.0,125.0,822.0,196.0,2020-10-12 06:56:40.000000,0.7.6,21.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,15.0,15.0,27.0,20,https://pypi.org/project/aocr,2019-04-19 05:28:27.000000,,121.0,121.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
561,nude.py,hhatto/nude.py,nudepy,,,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02.000000,128.0,6.0,2.0,785.0,79.0,2020-11-23 13:49:17.000000,0.5.1,10.0,Nudity detection with Python.,58.0,49.0,12.0,20,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000000,9.0,518.0,518.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
562,keras-ocr,faustomorales/keras-ocr,keras-ocr,,,ocr,['tensorflow'],https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000000,2020-12-11 02:31:17.000000,2020-11-26 17:18:25.000000,166.0,27.0,95.0,732.0,161.0,2020-11-26 17:19:39.000000,0.8.6,26.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,1.0,,9.0,20,https://pypi.org/project/keras-ocr,2020-11-26 17:19:39.000000,1.0,1705.0,4604.0,,,,True,3,11596.0,,,,,,,,,,,,,,,,,,,,,,,
563,Madmom,CPJKU/madmom,madmom,,,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000000,2020-04-14 03:42:18.000000,2019-12-19 14:46:37.000000,116.0,43.0,177.0,694.0,1722.0,2018-11-14 14:57:41.000000,0.16.1,11.0,Python audio and music signal processing library.,121.0,113.0,19.0,20,https://pypi.org/project/madmom,2018-11-14 14:56:22.000000,8.0,1037.0,1037.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
564,Opacus,pytorch/opacus,opacus,,,privacy-ml,['pytorch'],https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000000,2020-12-29 23:02:32.000000,2020-12-29 23:00:04.000000,87.0,7.0,47.0,692.0,195.0,2020-12-17 17:30:40.000000,0.11.0,6.0,Training PyTorch models with differential privacy.,9.0,9.0,23.0,20,https://pypi.org/project/opacus,2020-12-17 17:30:40.000000,,687.0,690.0,,,,True,3,28.0,,,,,,,,,,,,,,,,,,,,,,,
565,NeuPy,itdxer/neupy,neupy,,,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000000,2020-01-15 08:04:33.000000,2019-09-02 19:02:38.000000,143.0,26.0,229.0,662.0,1145.0,2019-04-04 19:44:59.000000,0.8.2,34.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,109.0,99.0,6.0,20,https://pypi.org/project/neupy,2019-04-04 19:43:06.000000,10.0,1071.0,1071.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
566,RecBole,RUCAIBox/RecBole,recbole,aibox/recbole,,recommender-systems,['pytorch'],https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000000,2021-01-01 11:25:36.000000,2020-12-24 05:24:31.000000,89.0,23.0,33.0,659.0,2185.0,2020-12-06 08:38:29.000000,0.1.2,3.0,"A unified, comprehensive and efficient recommendation library.",,,21.0,20,https://pypi.org/project/recbole,2020-12-06 08:38:29.000000,,131.0,204.0,https://anaconda.org/aibox/recbole,2020-12-06 10:21:07.722000,147.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
567,NearPy,pixelogik/NearPy,NearPy,,,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000000,2020-02-17 20:24:08.000000,2018-10-21 17:54:28.000000,135.0,22.0,38.0,658.0,159.0,2016-09-27 13:04:44.000000,1.0.0,8.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",62.0,47.0,18.0,20,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000000,15.0,1951.0,1951.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
568,finetune,IndicoDataSolutions/finetune,finetune,,,nlp,"['tensorflow', 'sklearn']",https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000000,2020-12-16 11:18:55.000000,2020-11-24 13:38:51.000000,67.0,18.0,115.0,631.0,1201.0,2019-11-07 19:42:32.000000,0.8.6,37.0,Scikit-learn style model finetuning for NLP.,10.0,8.0,18.0,20,https://pypi.org/project/finetune,2020-01-10 22:42:24.000000,2.0,191.0,191.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
569,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,tensorboard_logger,,,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000000,2020-10-27 20:51:06.000000,2019-10-21 07:52:07.000000,52.0,9.0,15.0,610.0,46.0,2018-02-08 07:28:51.000000,0.1.0,5.0,Log TensorBoard events without touching TensorFlow.,42.0,,5.0,20,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000000,42.0,69925.0,69925.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
570,mljar-supervised,mljar/mljar-supervised,mljar-supervised,,,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000000,2020-12-17 14:04:49.000000,2020-12-17 14:02:49.000000,92.0,49.0,199.0,602.0,686.0,2020-12-17 14:04:49.000000,0.7.15,49.0,Automates Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,8.0,8.0,7.0,20,https://pypi.org/project/mljar-supervised,2020-12-17 14:03:27.000000,,2870.0,2870.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
571,pdpipe,pdpipe/pdpipe,pdpipe,,,data-pipelines,['pandas'],https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000000,2020-11-17 08:57:21.000000,2020-11-17 08:57:20.000000,29.0,6.0,14.0,574.0,341.0,2020-11-09 09:32:37.000000,0.0.53,49.0,Easy pipelines for pandas DataFrames.,21.0,21.0,8.0,20,https://pypi.org/project/pdpipe,2020-11-09 09:32:37.000000,,1012.0,1012.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
572,torch-scatter,rusty1s/pytorch_scatter,torch-scatter,,,pytorch-utils,['pytorch'],https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000000,2020-12-11 20:40:45.000000,2020-12-01 08:40:47.000000,72.0,57.0,103.0,563.0,803.0,2020-06-24 09:29:12.000000,2.0.5,24.0,PyTorch Extension Library of Optimized Scatter Operations.,16.0,,13.0,20,https://pypi.org/project/torch-scatter,2020-02-22 16:51:10.000000,16.0,5696.0,5696.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
573,Mapbox GL,mapbox/mapboxgl-jupyter,mapboxgl,,,geospatial-data,['jupyter'],https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000000,2019-12-13 22:49:07.000000,2019-12-03 21:57:25.000000,117.0,34.0,67.0,549.0,220.0,2019-06-03 21:24:10.000000,0.10.2,20.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,105.0,87.0,20.0,20,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000000,18.0,5859.0,5859.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
574,Lassie,michaelhelmick/lassie,lassie,,,web-scraping,,https://github.com/michaelhelmick/lassie,https://github.com/michaelhelmick/lassie,MIT,2013-07-30 20:41:39.000000,2020-12-16 20:25:47.000000,2020-12-16 20:25:31.000000,42.0,10.0,29.0,518.0,214.0,2020-12-16 20:18:31.000000,0.11.8,35.0,Web Content Retrieval for Humans.,27.0,20.0,14.0,20,https://pypi.org/project/lassie,2020-12-16 20:18:31.000000,7.0,554.0,554.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
575,alibi-detect,SeldonIO/alibi-detect,alibi-detect,,,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2020-12-28 20:23:57.000000,2020-12-23 10:50:36.000000,52.0,28.0,41.0,474.0,306.0,2020-12-23 10:49:47.000000,0.4.4,9.0,"Algorithms for outlier and adversarial instance detection, concept drift and metrics.",17.0,16.0,6.0,20,https://pypi.org/project/alibi-detect,2020-10-08 09:57:19.000000,1.0,1061.0,1061.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
576,pivottablejs,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,,data-viz,['jupyter'],https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,53.0,16.0,37.0,409.0,32.0,2018-01-15 18:14:37.000000,0.9.0,10.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",150.0,136.0,3.0,20,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000000,14.0,8441.0,8441.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
577,PyNNDescent,lmcinnes/pynndescent,pynndescent,conda-forge/pynndescent,,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000000,2020-11-28 21:20:02.000000,2020-11-28 21:19:56.000000,43.0,26.0,27.0,352.0,453.0,2020-11-19 20:20:48.000000,0.5.1,20.0,A Python nearest neighbor descent for approximate nearest neighbors.,3.0,,10.0,20,https://pypi.org/project/pynndescent,2020-11-19 20:20:48.000000,3.0,6100.0,7141.0,https://anaconda.org/conda-forge/pynndescent,2020-11-19 22:20:12.326000,19791.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
578,Labml,lab-ml/labml,labml,,,ml-experiments,,https://github.com/lab-ml/labml,https://github.com/lab-ml/labml,MIT,2018-11-16 09:34:48.000000,2020-12-31 10:27:21.000000,2020-12-31 10:27:15.000000,27.0,,6.0,319.0,861.0,2020-12-31 03:57:56.000000,0.4.86,63.0,Monitor PyTorch & TensorFlow model training on mobile phones.,20.0,20.0,5.0,20,https://pypi.org/project/labml,2020-12-31 03:57:56.000000,0.0,1022.0,1022.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
579,MedPy,loli/medpy,MedPy,,,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000000,2020-05-01 15:25:39.000000,2020-05-01 15:25:38.000000,104.0,8.0,65.0,309.0,324.0,2019-02-14 17:12:59.000000,0.4.0,6.0,Medical image processing in Python.,219.0,212.0,13.0,20,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000000,7.0,2975.0,2975.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
580,sklearn-evaluation,edublancas/sklearn-evaluation,sklearn-evaluation,,,interpretability,['sklearn'],https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000000,2020-12-28 15:14:00.000000,2020-12-28 15:10:09.000000,25.0,8.0,27.0,286.0,504.0,2020-12-28 15:14:25.000000,0.5.4,16.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",28.0,26.0,5.0,20,https://pypi.org/project/sklearn-evaluation,2020-12-28 15:13:44.000000,2.0,306.0,306.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
581,AutoViz,AutoViML/AutoViz,autoviz,,,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000000,2020-12-21 03:22:01.000000,2020-12-21 03:21:52.000000,54.0,3.0,16.0,275.0,97.0,2020-12-10 02:33:19.000000,0.0.81,26.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",26.0,26.0,10.0,20,https://pypi.org/project/autoviz,2020-12-10 02:33:19.000000,,1151.0,1151.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
582,Submit it,facebookincubator/submitit,submitit,conda-forge/submitit,,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000000,2020-12-18 11:03:01.000000,2020-12-04 13:12:27.000000,16.0,9.0,12.0,275.0,33.0,2020-11-19 12:53:49.000000,1.1.5,8.0,Python 3.6+ toolbox for submitting jobs to Slurm.,69.0,69.0,8.0,20,https://pypi.org/project/submitit,2020-12-01 08:14:16.000000,0.0,1829.0,1965.0,https://anaconda.org/conda-forge/submitit,2020-11-19 14:06:58.416000,682.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
583,Queries,gmr/queries,queries,,,db-clients,,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000000,2020-11-04 14:26:15.000000,2020-08-07 16:32:54.000000,27.0,3.0,12.0,231.0,334.0,2020-03-09 17:40:07.000000,2.1.0,29.0,PostgreSQL database access simplified.,108.0,83.0,11.0,20,https://pypi.org/project/queries,2020-03-09 17:40:07.000000,25.0,866.0,866.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
584,StaticFrame,InvestmentSystems/static-frame,static-frame,conda-forge/static-frame,,data-containers,,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000000,2020-12-31 17:25:10.000000,2020-12-31 17:24:56.000000,20.0,35.0,229.0,206.0,2169.0,2020-12-14 17:20:49.000000,0.7.8,90.0,"The StaticFrame library defines the Series and Frame, immutable data structures for one- and two-dimensional..",5.0,5.0,14.0,20,https://pypi.org/project/static-frame,2020-12-01 04:29:56.000000,,1561.0,4116.0,https://anaconda.org/conda-forge/static-frame,2020-12-14 19:22:26.127000,58784.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
585,stop-words,Alir3z4/python-stop-words,stop-words,,,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000000,2019-10-16 15:01:43.000000,2018-07-23 21:04:09.000000,19.0,3.0,9.0,120.0,90.0,2018-07-23 20:58:34.000000,2018.7.23,8.0,Get list of common stop words in various languages in Python.,1246.0,1042.0,8.0,20,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000000,204.0,42772.0,42772.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
586,filedepot,amol-/depot,filedepot,,,db-clients,,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000000,2020-07-27 18:27:16.000000,2020-07-27 18:22:42.000000,32.0,6.0,33.0,119.0,257.0,2020-07-27 18:26:46.000000,0.8.0,23.0,Toolkit for storing files and attachments in web applications.,308.0,220.0,18.0,20,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000000,88.0,1989.0,1989.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
587,Photon,s0md3v/Photon,photon,,,web-scraping,,https://github.com/s0md3v/Photon,https://github.com/s0md3v/Photon,GPL-3.0,2018-03-30 19:38:22.000000,2020-10-28 14:01:02.000000,2019-12-06 14:59:47.000000,995.0,33.0,65.0,7440.0,324.0,2019-04-05 15:15:47.000000,1.3.0,18.0,Incredibly fast crawler designed for OSINT.,5.0,,21.0,19,https://pypi.org/project/photon,2019-01-25 01:13:36.000000,5.0,880.0,880.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
588,graph-nets,deepmind/graph_nets,graph-nets,,,graph,['tensorflow'],https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47.000000,708.0,13.0,101.0,4715.0,47.0,2020-01-29 16:00:25.000000,1.1.0,7.0,Build Graph Nets in Tensorflow.,7.0,,11.0,19,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000000,7.0,863.0,863.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
589,Qlib,microsoft/qlib,pyqlib,,,financial-data,['pytorch'],https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000000,2020-12-30 15:51:06.000000,2020-12-30 15:51:05.000000,497.0,48.0,35.0,3382.0,,2020-12-12 09:59:16.000000,0.6.1,15.0,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",,,24.0,19,https://pypi.org/project/pyqlib,2020-12-12 09:59:16.000000,,2601.0,2647.0,,,,True,3,186.0,,,,,,,,,,,,,,,,,,,,,,,
590,AdaBound,Luolc/AdaBound,adabound,,,pytorch-utils,['pytorch'],https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45.000000,317.0,16.0,7.0,2821.0,27.0,2019-03-06 16:44:42.000000,0.0.5,4.0,An optimizer that trains as fast as Adam and as good as SGD.,99.0,93.0,2.0,19,https://pypi.org/project/adabound,2019-02-26 04:23:45.000000,6.0,963.0,963.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
