,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
677,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218.0,1.0,65,8.0,306.0,30.0,34.0,369,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,21,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,['sklearn'],,5232.0,307.0,307.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,5183.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,545.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
678,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-07-07 05:45:54.000000,2022-03-10 13:10:21,3593.0,,56,25.0,80.0,64.0,151.0,323,Scalable audio processing framework written in Python with a RESTful API.,22.0,21,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,92.0,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,92.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
679,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-07-05 08:23:56.000000,2021-05-28 01:21:58,393.0,,124,34.0,318.0,73.0,124.0,278,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,,,274.0,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,265.0,,,,3.0,,,,,,,,,brainiak/brainiak,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,754.0,,,,,,,,,,,
680,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-07-06 19:46:52.000000,2022-07-06 19:46:07,295.0,25.0,21,17.0,2.0,4.0,19.0,270,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,17.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,['tensorflow'],,5511.0,13.0,13.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,5511.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
681,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413.0,12.0,55,8.0,215.0,24.0,69.0,208,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,3295.0,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,2762.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,10663.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
682,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-06-30 21:16:59.000000,2022-05-09 15:19:36,394.0,6.0,73,18.0,379.0,60.0,80.0,207,An open-source toolkit for large-scale genomic analysis.,21.0,21,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,34237.0,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,34131.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1804.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
683,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-06-20 06:00:11.237000,2022-04-14 09:41:50,86.0,1.0,31,13.0,9.0,3.0,12.0,207,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,76073.0,515.0,477.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,38.0,75117.0,https://anaconda.org/conda-forge/py3nvml,2022-06-20 06:00:11.237,28702.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
684,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-28 07:22:24.000000,2022-06-28 07:22:23,541.0,18.0,30,21.0,591.0,21.0,124.0,202,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,679.0,569.0,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,546.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
685,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,139,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,123536.0,1708.0,1562.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,123536.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
686,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-07-04 07:52:10.000000,2022-03-07 12:59:53,46.0,,1604,150.0,76.0,165.0,271.0,9328,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,['pytorch'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
687,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,768,222.0,24.0,7.0,120.0,5140,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,['tensorflow'],,750.0,7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,750.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
688,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-06-24 10:47:02.000000,2022-02-10 07:36:23,432.0,,453,83.0,179.0,100.0,160.0,3219,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,113.0,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,79.0,,,,3.0,,,,,,,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1264.0,,,,,,,,,,,
689,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-06-24 03:24:11.000000,2021-05-06 12:10:38,127.0,,123,46.0,27.0,2.0,25.0,2650,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,266.0,38.0,38.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,218.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,292.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
690,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521.0,,423,131.0,225.0,87.0,183.0,2163,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,126.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,126.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
691,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,1.0,345,87.0,4.0,3.0,18.0,1995,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,20,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,557.0,41.0,40.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,557.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
692,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,2.0,237,53.0,33.0,13.0,104.0,1762,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,['pytorch'],,1139.0,,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,1139.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
693,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18.0,,71,36.0,12.0,11.0,54.0,1541,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12.000,0.1.1,7.0,greykite,,,,16328.0,11.0,11.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,16328.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
694,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,193,38.0,6.0,11.0,31.0,1535,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,['pytorch'],,1603.0,29.0,27.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1603.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
695,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-07-07 10:02:36.000000,2022-07-07 10:02:31,306.0,81.0,142,31.0,335.0,34.0,33.0,1122,Scenic: A Jax Library for Computer Vision Research and Beyond.,40.0,20,True,,,,,,['jax'],,,23.0,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
696,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106.0,,167,55.0,149.0,69.0,97.0,1032,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,5008.0,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,4201.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,49246.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
697,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,106,30.0,66.0,9.0,41.0,1003,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,['pytorch'],,2054.0,17.0,17.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,1477.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,10392.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
698,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-06-20 04:38:58.000000,2022-06-03 01:49:03,142.0,2.0,93,35.0,20.0,15.0,87.0,920,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,13.0,20,True,2022-06-03 01:55:11.000,1.14.6,56.0,ngt,,,,16351.0,8.0,,https://pypi.org/project/ngt,2022-06-20 04:38:58.000,8.0,16351.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
699,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,242,47.0,45.0,24.0,126.0,914,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,['tensorflow'],,128.0,20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,128.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
700,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-06-24 14:21:50.000000,2022-06-21 07:15:10,1030.0,27.0,62,26.0,117.0,56.0,119.0,899,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,162.0,129.0,4.0,4.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,122.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
701,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-06-11 07:21:47.000000,2021-08-06 08:18:46,282.0,,136,15.0,23.0,54.0,68.0,804,PyTorch to Keras model convertor.,13.0,20,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,693.0,51.0,50.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,693.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
702,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188,34.0,15.0,18.0,22.0,783,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,20,True,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,['tensorflow'],,1606.0,12.0,11.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,1606.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
703,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-07-03 19:25:30.000000,2022-07-03 19:25:30,742.0,7.0,147,20.0,651.0,23.0,130.0,693,"Toolkit for creating, sharing and using natural language prompts.",58.0,20,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,973.0,8.0,8.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,973.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
704,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2022-06-21 21:35:50.000000,2020-04-25 18:37:42,198.0,,96,24.0,47.0,19.0,34.0,681,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,462.0,19.0,19.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,462.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
705,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-06-28 10:04:24.000000,2022-06-16 10:06:33,1489.0,5.0,71,35.0,579.0,22.0,117.0,659,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,"['tensorflow', 'sklearn']",,86.0,11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,86.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
706,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-05-12 05:04:25.000000,2020-07-03 18:01:17,397.0,,204,29.0,36.0,37.0,19.0,655,An open source python library for scalable Bayesian optimisation.,12.0,20,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,35563.0,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,35563.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
707,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46.0,,51,29.0,11.0,11.0,15.0,622,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,43586.0,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,43586.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
708,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-07-03 13:57:37.000000,2022-05-20 13:12:25,176.0,13.0,55,21.0,126.0,24.0,59.0,609,Library to enable Bayesian active learning in your research or labeling work.,15.0,20,True,2022-05-03 12:50:35.000,1.6.0,15.0,baal,conda-forge/baal,,,693.0,1.0,,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,575.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,2133.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
709,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-06-14 17:09:49.000000,2022-04-28 20:45:39,709.0,7.0,62,16.0,105.0,8.0,44.0,526,A simplified framework and utilities for PyTorch.,18.0,20,False,2022-04-28 20:55:06.000,1.11,29.0,poutyne,,['pytorch'],,2982.0,96.0,91.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,2982.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
710,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-06-02 08:44:09.000000,2022-03-16 14:38:31,280.0,,73,18.0,65.0,10.0,43.0,525,An intuitive library to extract features from time series.,14.0,20,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,6445.0,36.0,36.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,6445.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
711,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-06-16 18:12:39.000000,2022-06-16 18:12:39,270.0,2.0,58,30.0,31.0,6.0,23.0,519,Python module for machine learning time series:.,14.0,20,True,2021-03-13 16:18:30.000,1.2.3,22.0,seglearn,,,,1928.0,12.0,11.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,1928.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
712,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426.0,,160,56.0,19.0,39.0,60.0,514,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,117.0,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
713,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2022-06-22 06:44:14.000000,2022-06-22 06:44:06,232.0,79.0,41,19.0,29.0,5.0,8.0,505,EvoJAX: Hardware-accelerated Neuroevolution.,10.0,20,True,2022-06-15 05:15:21.000,0.2.10,17.0,evojax,conda-forge/evojax,['jax'],,1372.0,,,https://pypi.org/project/evojax,2022-06-15 05:15:21.000,,689.0,https://anaconda.org/conda-forge/evojax,2022-06-15 08:27:17.364,3417.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
714,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,47,11.0,19.0,11.0,37.0,427,Joyplots in Python with matplotlib & pandas.,6.0,20,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,15674.0,178.0,173.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,15317.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,14312.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
715,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,90,28.0,11.0,35.0,8.0,420,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,25710.0,29.0,27.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,25710.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
716,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409.0,,52,25.0,229.0,57.0,195.0,374,Studio: Simplify and expedite model building process.,21.0,20,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,29.0,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,29.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
717,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-06-30 08:52:26.000000,2022-06-30 08:48:05,3357.0,157.0,33,10.0,1.0,,80.0,362,Deep Learning PyTorch.,1.0,20,True,2022-06-20 12:21:05.000,0.3.0,24.0,carefree-learn,,['pytorch'],,173.0,2.0,2.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,173.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
718,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-06-15 13:29:54.000000,2022-06-15 13:29:25,300.0,7.0,78,24.0,5.0,4.0,16.0,347,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2022-06-01 23:08:15.000,0.1.710,137.0,autoviml,,,,963.0,18.0,16.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,963.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
719,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110.0,,46,23.0,19.0,17.0,10.0,344,pyspark methods to enhance developer productivity.,6.0,20,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,['spark'],,786472.0,4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,786472.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
720,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,329,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,['mxnet'],,8212.0,158.0,151.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,8212.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
721,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,45,9.0,37.0,27.0,37.0,319,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,2301.0,144.0,141.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,2301.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
