,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
630,Crypto Signals,CryptoSignal/crypto-signal,financial-data,,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000,2023-07-18 09:20:28.000000,2022-08-09 13:26:32,565.0,,1273.0,306.0,204.0,67.0,208.0,4538.0,"Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks.",28.0,22,False,,,,,,shadowreaver/crypto-signal,,,,,,,1933.0,,,,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,8.0,143070.0,3.0,,,,,,,,,,,,,,,,,,,,,,
631,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:50.000000,2022-03-13 19:08:59,231.0,,324.0,75.0,37.0,95.0,74.0,4388.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:50.000,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,697.0,697.0,,,,,,,,3.0,,2022-03-13 19:09:50.000,,,,,,,,,,,,,,,,,,,,
632,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2023-11-16 14:13:37.000000,2023-01-15 11:37:16,279.0,,821.0,105.0,92.0,110.0,349.0,4228.0,Backtest trading strategies in Python.,19.0,22,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,11841.0,11841.0,,,,,,,,3.0,,2021-12-13 01:36:44.000,2.0,,,,,,,,,,,,,,,,,,,
633,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2023-06-16 13:24:50.216000,2019-05-22 18:27:54,1118.0,,824.0,333.0,89.0,91.0,306.0,3865.0,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,22,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,,,1.0,,https://pypi.org/project/nervananeon,112.0,136.0,https://anaconda.org/anaconda/neon,2023-06-16 13:24:50.216,1865.0,,,,,3.0,374.0,2018-01-05 23:25:04.000,1.0,,,,,,,,,,,,,,,,,,,
634,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,654.0,77.0,53.0,176.0,101.0,3339.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,22,False,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],7.0,,https://pypi.org/project/gpt-2-simple,4053.0,4062.0,,,,,,,,3.0,536.0,2021-10-18 01:47:20.000,7.0,,,,,,,,,,,,,,,,,,,
635,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2023-10-20 18:29:52.000000,2023-10-20 18:18:37,406.0,2.0,317.0,56.0,413.0,79.0,106.0,3153.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",37.0,22,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],31.0,30.0,https://pypi.org/project/vissl,223.0,223.0,,,,,,,,3.0,,2021-11-02 15:36:07.000,1.0,,,,,,,,,,,,,,,,,,,
636,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/google-deepmind/trfl,https://github.com/google-deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,380.0,208.0,9.0,6.0,16.0,3140.0,TensorFlow Reinforcement Learning.,13.0,22,False,2021-08-16 12:19:16.000,1.2.0,5.0,trfl,,,,['tensorflow'],135.0,132.0,https://pypi.org/project/trfl,1614.0,1614.0,,,,,,,,3.0,,2021-08-16 12:19:16.000,3.0,,,,,,,,google-deepmind/trfl,,,,,,,,,,,
637,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2023-11-09 22:51:06.000000,2021-05-06 12:10:38,127.0,,152.0,50.0,54.0,2.0,30.0,2954.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,22,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,46.0,46.0,https://pypi.org/project/opyrator,99.0,161.0,https://anaconda.org/conda-forge/opyrator,2023-06-18 08:40:31.958,1371.0,,,,,3.0,,2021-05-04 18:48:03.000,,,,,,,,,,,,,,,,,,,,
638,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2023-09-01 22:04:56.000000,2023-08-24 15:33:37,935.0,1.0,165.0,20.0,73.0,89.0,167.0,2660.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,27.0,22,True,2023-03-05 05:44:00.314,1.0.2,7.0,ffcv,,,,,34.0,33.0,https://pypi.org/project/ffcv,958.0,958.0,,,,,,,,3.0,,2022-01-28 20:40:22.000,1.0,,,,,,,,,,,,,,,,,,,
639,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,370.0,80.0,144.0,33.0,126.0,2369.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40.000,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
640,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2035.0,The friendly PIL fork.,385.0,22,False,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,64947.0,64947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
641,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-06-07 17:48:51.000000,2023-06-07 17:48:50,26.0,,100.0,37.0,27.0,22.0,78.0,1752.0,"A flexible, intuitive and fast forecasting library.",9.0,22,True,2023-06-07 17:56:26.462,0.5.1,10.0,greykite,,,,,24.0,24.0,https://pypi.org/project/greykite,13634.0,13634.0,,,,,,,,3.0,4.0,2022-07-15 21:40:53.479,,,,,,,,,,,,,,,,,,,,
642,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2023-04-08 10:04:48.000000,2020-04-24 06:58:09,58.0,,255.0,44.0,13.0,57.0,35.0,1740.0,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,22,False,2018-12-03 04:33:29.000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",243.0,232.0,https://pypi.org/project/hiddenlayer,1555.0,1555.0,,,,,,,,3.0,,2020-04-24 07:32:11.000,11.0,,,,,,,,,,,,,,,,,,,
643,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,209.0,39.0,111.0,54.0,42.0,1683.0,"Large-scale linear classification, regression and ranking in Python.",17.0,22,False,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],145.0,137.0,https://pypi.org/project/sklearn-contrib-lightning,1475.0,3786.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,202266.0,,,,,3.0,400.0,2022-01-30 00:43:43.000,8.0,,,,,,,,,,,,,,,,,,,
644,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-10-25 22:04:21.000000,2023-10-25 22:04:21,1073.0,5.0,252.0,33.0,36.0,24.0,167.0,1650.0,A library for graph deep learning research.,49.0,22,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,421.0,421.0,,,,,,,,3.0,,2015-08-23 10:30:20.000,8.0,,,,,,,,,,,,,,,,,,,
645,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149.0,,311.0,99.0,45.0,187.0,216.0,1627.0,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,22,False,2018-02-22 01:13:03.000,2.9.10,78.0,auto_ml,,,,,9.0,2.0,https://pypi.org/project/auto_ml,592.0,592.0,,,,,,,,3.0,42.0,2018-02-22 01:13:03.000,7.0,,,,,,,,,,,,,,,,,,,
646,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2023-07-06 22:00:38.000000,2022-10-17 19:34:56,1930.0,,290.0,46.0,801.0,70.0,485.0,1568.0,jiant is an nlp toolkit.,60.0,22,False,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,,3.0,3.0,https://pypi.org/project/jiant,70.0,70.0,,,,,,,,3.0,,2021-05-10 18:56:39.000,,,,,,,,,,,,,,,,,,,,
647,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-10-22 18:43:46.000000,2023-10-22 18:43:46,368.0,11.0,135.0,18.0,68.0,17.0,31.0,1536.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,15.0,22,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pythae,576.0,576.0,,,,,,,,3.0,,2023-09-06 15:46:59.000,,,,,,,,,,,,,,,,,,,,
648,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2023-11-06 23:58:21.000000,2023-11-02 06:51:17,1208.0,16.0,95.0,31.0,146.0,63.0,130.0,1294.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",23.0,22,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,8.0,8.0,https://pypi.org/project/kp,126.0,138.0,,,,,,,,3.0,480.0,2022-04-13 10:22:18.000,,,,,,,,,,,,,,,,,,,,
649,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,4.0,306.0,51.0,791.0,4.0,300.0,1192.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13.000,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,820.0,820.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,,
650,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-11-14 01:18:27.000000,2023-11-13 04:39:39,183.0,3.0,106.0,37.0,25.0,17.0,111.0,1135.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,22,True,2023-11-14 01:18:27.000,2.1.5,78.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,6622.0,6622.0,,,,,,,,3.0,,2023-11-14 01:18:27.000,8.0,,,,,,,,,,,,,,,,,,,
651,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,,205.0,54.0,85.0,60.0,205.0,1006.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2023-08-18 11:26:46.000,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,2329.0,2329.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
652,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,41.0,51.0,997.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],210.0,202.0,https://pypi.org/project/tf-explain,1819.0,1819.0,,,,,,,,3.0,,2021-11-18 20:57:29.000,8.0,,,,,,,,,,,,,,,,,,,
653,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,285.0,95.0,120.0,62.0,95.0,964.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,22,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],36.0,,https://pypi.org/project/astroML,919.0,1471.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,41428.0,,,,,3.0,,2022-03-01 20:02:01.000,36.0,,,,,,,,,,,,,,,,,,,
654,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,155.0,29.0,108.0,80.0,56.0,853.0,Source code/webpage/demos for the What-If Tool.,20.0,22,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,5.0,,https://pypi.org/project/witwidget,4895.0,57073.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2096634.0,,,,,3.0,,2021-10-12 17:42:30.000,4.0,,wit-widget,https://www.npmjs.com/package/wit-widget,1041.0,,2021-10-12 17:42:50.869,1.0,,,,,,,,,,,,
655,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,4.0,23.0,801.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],390.0,378.0,https://pypi.org/project/iterative-stratification,87550.0,87550.0,,,,,,,,3.0,,2021-10-03 18:49:49.000,12.0,,,,,,,,,,,,,,,,,,,
656,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-11-06 22:17:29.000000,2023-11-06 22:11:24,461.0,12.0,72.0,25.0,160.0,40.0,62.0,745.0,,26.0,22,False,2023-11-06 22:17:30.000,1.8.0,9.0,objax,,,,['jax'],41.0,41.0,https://pypi.org/project/objax,772.0,772.0,,,,,,,,3.0,,,,-2.0,,,,,,,,,,,,,,,,,,
657,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,25.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,22,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,,23.0,,https://pypi.org/project/test_tube,102227.0,102227.0,,,,,,,,3.0,18.0,2019-12-01 01:19:50.000,23.0,,,,,,,,,,,,,,,,,,,
658,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,144.0,25.0,19.0,26.0,5.0,729.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,22,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],568.0,555.0,https://pypi.org/project/treeinterpreter,88823.0,88980.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,5828.0,,,,,3.0,,2021-01-10 20:12:39.000,13.0,,,,,,,,,,,,,,,,,,,
659,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2023-06-16 19:26:00.374000,2019-10-30 09:27:48,189.0,,81.0,21.0,12.0,,38.0,679.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,360.0,354.0,https://pypi.org/project/vecstack,20783.0,20843.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,1825.0,,,,,3.0,,2019-08-12 16:01:22.000,6.0,,,,,,,,,,,,,,,,,,,
660,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,105.0,30.0,1.0,13.0,3.0,629.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,22,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",591.0,586.0,https://pypi.org/project/combo,75682.0,75682.0,,,,,,,,3.0,,2022-04-02 16:20:07.000,5.0,,,,,,,,,,,,,,,,,,,
661,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-10-26 00:50:15.000000,2023-10-10 03:38:42,486.0,13.0,93.0,31.0,548.0,197.0,241.0,622.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,22,True,2023-09-26 13:51:42.000,23.09.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,5414.0,5414.0,,,,,,,,3.0,,2023-08-29 16:27:32.000,1.0,,,,,,,,,,,,,,,,,,,
662,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,112.0,27.0,23.0,57.0,35.0,589.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,408.0,386.0,https://pypi.org/project/hpbandster,29103.0,29588.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,16996.0,,,,,3.0,,2018-11-06 12:56:55.000,22.0,,,,,,,,,,,,,,,,,,,
663,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2021-01-30 21:50:08.000000,2021-01-30 21:50:02,249.0,,129.0,23.0,18.0,8.0,29.0,577.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,False,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],140.0,135.0,https://pypi.org/project/rfpimp,24429.0,24429.0,,,,,,,,3.0,,2021-01-28 23:19:33.000,5.0,,,,,,,,,,,,,,,,,,,
664,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,87.0,26.0,31.0,28.0,6.0,564.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],338.0,331.0,https://pypi.org/project/skope-rules,68177.0,68177.0,,,,,,,,3.0,,2020-01-25 12:01:37.000,7.0,,,,,,,,,,,,,,,,,,,
665,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-29 16:11:32.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,69.0,172.0,442.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,73.0,71.0,https://pypi.org/project/tick,1506.0,1509.0,,,,,,,,3.0,292.0,2020-05-24 22:01:17.000,2.0,,,,,,,,,,,,,,,,,,,
666,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2023-11-15 14:52:53.000000,2023-11-15 10:53:14,1630.0,69.0,57.0,6.0,187.0,39.0,76.0,433.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,22,False,2023-10-26 16:26:46.000,0.4.4,22.0,quantus,,,,,20.0,19.0,https://pypi.org/project/quantus,666.0,672.0,,,,,,,,3.0,138.0,2023-10-26 16:26:46.000,1.0,,,,,,,,,,,,,,,,,,,
667,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-10-30 18:32:50.000000,2023-10-30 18:24:00,5579.0,31.0,89.0,15.0,734.0,29.0,425.0,387.0,Lightwood is Legos for Machine Learning.,42.0,22,False,2023-08-07 15:55:40.000,23.8.1.0,201.0,lightwood,,,,['pytorch'],2.0,,https://pypi.org/project/lightwood,8116.0,8116.0,,,,,,,,3.0,,2023-10-26 23:00:08.000,2.0,,,,,,,,,,,,,,,,,,,
668,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,152.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,2030.0,2030.0,https://pypi.org/project/stop-words,105672.0,105672.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
669,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,540.0,168.0,45.0,37.0,28.0,4107.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,469.0,469.0,,,,,,,,3.0,,2022-08-19 12:40:54.257,2.0,,,,,,,,,,,,,,,,,,,
670,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,87.0,180.0,108.0,161.0,3511.0,A high performance and generic framework for distributed DNN training.,21.0,21,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,73.0,97.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1315.0,3.0,,2021-08-02 17:37:42.000,,,,,,,,,,,,,,,,,,,,
671,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,482.0,216.0,16.0,24.0,4.0,3224.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:36:36.846,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,182.0,182.0,,,,,,,,3.0,47.0,2021-10-07 14:58:03.000,,,,,,,,,,,,,,,,,,,,
672,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,442.0,168.0,120.0,14.0,112.0,2920.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,21,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,182.0,182.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
673,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,322.0,101.0,1000.0,87.0,260.0,2816.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
