,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
654,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-09-11 20:07:00.000000,2024-02-01 21:38:56,330.0,,172.0,30.0,113.0,91.0,56.0,935.0,Source code/webpage/demos for the What-If Tool.,20.0,22,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,11.0,2.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,6.0,7716.0,50210.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2360019.0,,,,,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,3.0,351.0,,,,,,,,,,,,,,
655,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,146.0,23.0,46.0,17.0,82.0,925.0,kapre: Keras Audio Preprocessors.,13.0,22,False,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,kapre,,,,['tensorflow'],2490.0,2481.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,9.0,1824.0,1824.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,
656,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2024-10-12 16:41:54.000000,2024-10-12 16:34:55,60.0,,75.0,6.0,5.0,2.0,25.0,858.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,True,2024-10-12 16:41:54.000,0.1.9,8.0,iterative-stratification,,,,['sklearn'],562.0,547.0,https://pypi.org/project/iterative-stratification,2024-10-12 16:41:54.000,15.0,21146.0,21146.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2024-11-26 19:03:40.000000,2024-10-31 11:39:03,1235.0,,133.0,23.0,594.0,63.0,511.0,855.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:55:46.374,0.12.0,41.0,icevision,,,,,6.0,,https://pypi.org/project/icevision,2022-02-10 15:55:46.374,6.0,3136.0,3136.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2023-11-13 16:09:34.000000,2020-02-25 14:31:53,879.0,,108.0,28.0,60.0,27.0,74.0,847.0,ML-Ensemble high performance ensemble learning.,7.0,22,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,511.0,510.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,1.0,2155.0,2155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,79.0,137.0,760.0,Google maps for Jupyter notebooks.,16.0,22,False,2019-07-21 08:49:48.715,0.9.0,96.0,gmaps,conda-forge/gmaps,,,['jupyter'],18.0,,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,13.0,5617.0,10102.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,360463.0,,,,,3.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,5.0,610.0,,,,,,,,,,,,,,
660,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2025-02-10 20:52:11.000000,2025-02-10 20:52:07,1511.0,3.0,79.0,32.0,694.0,22.0,118.0,707.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,,"['tensorflow', 'sklearn']",16.0,14.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,605.0,605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
661,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2024-08-14 09:00:03.000000,2019-10-30 09:27:48,189.0,,83.0,21.0,12.0,,39.0,691.0,Python package for stacking (machine learning technique).,1.0,22,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,553.0,548.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,5.0,11467.0,11523.0,https://anaconda.org/conda-forge/vecstack,2023-06-16 19:26:00.374,2528.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
662,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,98.0,26.0,32.0,35.0,6.0,630.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],422.0,414.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,70014.0,70014.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2024-09-29 18:55:40.000000,2024-09-29 18:55:40,251.0,,131.0,22.0,20.0,8.0,31.0,607.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,15.0,22,True,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],182.0,177.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,12158.0,12158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2025-01-25 22:06:37.000000,2025-01-21 21:26:41,713.0,26.0,68.0,22.0,10.0,17.0,48.0,605.0,Active Learning for Text Classification in Python.,9.0,22,True,2024-11-24 19:15:11.000,2.0.0.de1,23.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",33.0,33.0,https://pypi.org/project/small-text,2024-11-24 18:42:07.000,,828.0,1242.0,https://anaconda.org/conda-forge/small-text,2025-01-05 17:19:16.066,12855.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
665,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2025-01-16 15:07:23.879000,2024-06-16 04:23:17,307.0,,106.0,9.0,15.0,6.0,16.0,595.0,Make Waffle Charts in Python.,6.0,22,True,2024-06-16 04:18:08.000,1.1.1,28.0,pywaffle,conda-forge/pywaffle,,,,468.0,462.0,https://pypi.org/project/pywaffle,2024-06-16 04:18:08.000,6.0,11189.0,11477.0,https://anaconda.org/conda-forge/pywaffle,2025-01-16 15:07:23.879,15004.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
666,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2025-01-14 14:48:51.037000,2021-12-19 09:41:43,133.0,,59.0,10.0,21.0,16.0,37.0,580.0,Joyplots in Python with matplotlib & pandas.,8.0,22,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,510.0,501.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,13312.0,13913.0,https://anaconda.org/conda-forge/joypy,2025-01-14 14:48:51.037,30091.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
667,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2025-01-09 14:24:17.538000,2024-12-27 14:53:55,3774.0,1.0,67.0,45.0,361.0,19.0,399.0,553.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,22,False,2024-12-27 16:29:32.000,5.1.0,72.0,skll,conda-forge/skll,,,['sklearn'],49.0,47.0,https://pypi.org/project/skll,2024-12-27 16:29:32.000,2.0,539.0,1046.0,https://anaconda.org/conda-forge/skll,2025-01-09 14:24:17.538,19802.0,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,
668,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2025-01-30 01:17:41.000000,2025-01-30 01:07:03,335.0,4.0,102.0,25.0,8.0,,34.0,531.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,9.0,22,True,2025-01-30 01:17:41.000,0.2.2,148.0,autoviml,,,,,31.0,28.0,https://pypi.org/project/autoviml,2025-01-30 01:17:41.000,3.0,4480.0,4480.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
669,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000000,2024-03-19 15:52:03,1216.0,,68.0,6.0,211.0,21.0,109.0,529.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],310.0,305.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,2664.0,2664.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2025-01-24 15:56:18.000000,2025-01-24 15:48:14,549.0,7.0,36.0,14.0,230.0,16.0,41.0,499.0,Monitor the stability of a Pandas or Spark dataframe.,19.0,22,True,2025-01-24 15:56:18.000,1.4.7,37.0,popmon,,,,"['pandas', 'spark']",26.0,22.0,https://pypi.org/project/popmon,2025-01-24 15:56:18.000,4.0,8660.0,8664.0,,,,,,,,3.0,255.0,,,,,,,,,,,,,,,,,,,
671,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,52.0,23.0,232.0,57.0,195.0,381.0,Studio: Simplify and expedite model building process.,24.0,22,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,1507.0,1507.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2023-09-25 06:14:21.168000,2022-04-14 09:41:50,86.0,,33.0,12.0,9.0,5.0,12.0,243.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,1401.0,1344.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,57.0,98448.0,100336.0,https://anaconda.org/conda-forge/py3nvml,2023-09-25 06:14:21.168,98209.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
673,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,7.0,20.0,5.0,9.0,155.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2493.0,2449.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,106781.0,106781.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2441.0,149.0,89.0,255.0,286.0,13986.0,End-to-End Object Detection with Transformers.,27.0,21,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,634.0,91.0,152.0,100.0,102.0,8371.0,A collection of libraries to optimise AI model performances.,40.0,21,True,2023-06-18 11:03:00.511,0.10.0,26.0,nebullvm,,,,,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,619.0,619.0,,,,,,,,3.0,,,,,,,,nebuly-ai/optimate,,,,,,,,,,,,
676,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,782.0,225.0,25.0,8.0,122.0,5374.0,Build Graph Nets in Tensorflow.,11.0,21,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],22.0,20.0,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,2.0,914.0,914.0,,,,,,,,3.0,,,,,,,,google-deepmind/graph_nets,,,,,,,,,,,,
677,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,820.0,229.0,111.0,57.0,622.0,4993.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,19.0,,,,,,,,3.0,1543.0,,,,,,,,,,,,,,,,,,,
678,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2025-02-10 16:33:33.000000,2025-02-10 16:33:29,959.0,2.0,581.0,170.0,47.0,35.0,28.0,4702.0,High-performance TensorFlow library for quantitative finance.,48.0,21,True,,,30.0,tf-quant-finance,,,,['tensorflow'],3.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,3.0,854.0,854.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
679,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,1.0,749.0,103.0,35.0,107.0,112.0,4697.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,21,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],5.0,,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,6163.0,6166.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,273.0,3.0,,,,,,,,,,,,,,,,,,,,
680,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,490.0,84.0,180.0,113.0,161.0,3662.0,A high performance and generic framework for distributed DNN training.,21.0,21,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,3.0,3.0,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,120.0,140.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1364.0,3.0,,,,,,,,,,,,,,,,,,,,
681,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-11-09 18:55:21.000000,2024-11-09 18:55:20,708.0,,507.0,217.0,22.0,26.0,4.0,3524.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,18.0,21,True,2024-05-19 22:21:30.000,0.11.14,15.0,finmarketpy,,,,,16.0,16.0,https://pypi.org/project/finmarketpy,2024-05-19 22:21:30.000,,351.0,351.0,,,,,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,
682,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,179.0,65.0,55.0,6.0,44.0,3103.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",22.0,21,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,6.0,6.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,456.0,457.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,,
683,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,405.0,101.0,54.0,55.0,48.0,2950.0,Quickly search over billions of images.,19.0,21,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,1498.0,1498.0,,,,,,,,3.0,,,,,,,,rhsimplex/image-match,,,,,,,,,,,,
684,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,331.0,71.0,2.0,19.0,7.0,2910.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],222.0,219.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,1881.0,1881.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,372.0,84.0,4.0,5.0,18.0,2233.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,4.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,51.0,51.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,478.0,478.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,251.0,54.0,35.0,16.0,105.0,2151.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,9466.0,9466.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-08-15 19:08:06.000000,2024-08-15 19:08:06,312.0,,165.0,23.0,34.0,33.0,31.0,2007.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",12.0,21,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],33.0,32.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,747.0,912.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,6231.0,,,,,3.0,138.0,,,,,,,,,,,,,,,,,,,
688,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,41.0,68.0,163.0,95.0,1881.0,Super easy library for BERT based NLP models.,37.0,21,True,2024-08-19 09:45:05.000,2.0.26,72.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,1587.0,1587.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,168.0,17.0,74.0,26.0,45.0,1873.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,21,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],37.0,37.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1487.0,1487.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,100.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,24.0,24.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,3528.0,3528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,65.0,51.0,23.0,75.0,1509.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,37.0,37.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,435.0,435.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,351.0,60.0,47.0,37.0,71.0,1479.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,,['tensorflow'],41.0,35.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,421.0,421.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-12-15 17:30:26.000000,2024-12-15 17:30:23,439.0,1.0,227.0,69.0,7.0,15.0,29.0,1406.0,Python AutoML for Trading Systems and Sports Betting.,5.0,21,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,8.0,8.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,1406.0,1406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,221.0,64.0,48.0,40.0,90.0,1281.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],37.0,37.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,337.0,337.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,206.0,28.0,61.0,52.0,61.0,1080.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,130.0,127.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,3.0,761.0,767.0,,,,,,,,3.0,804.0,,,,,,,,,,,,,,,,,,,
696,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,48.0,46.0,26.0,127.0,1079.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,547.0,547.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
