,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
698,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2021-11-28 17:12:07.000000,2021-11-28 17:12:04,664.0,4.0,61,13.0,17.0,3.0,30.0,228,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,11.0,21,False,2021-11-22 06:36:42.000,2.7.3,51.0,pymap3d,conda-forge/pymap3d,,,,12.0,,https://pypi.org/project/pymap3d,2021-10-18 21:07:53.000,12.0,42528.0,43282.0,https://anaconda.org/conda-forge/pymap3d,2021-10-19 05:47:09.404,17363.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-02-09 20:29:28.000000,2022-02-09 20:29:28,373.0,18.0,60,18.0,352.0,51.0,79.0,189,An open-source toolkit for large-scale genomic analysis.,18.0,21,False,2021-12-02 00:37:53.000,1.1.2,14.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2021-12-15 00:00:29.000,,21518.0,21636.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1424.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
700,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-02-02 20:37:09.000000,2022-02-02 20:37:08,2334.0,44.0,50,8.0,202.0,26.0,65.0,188,Python recommendation toolkit.,13.0,21,False,2021-06-22 17:06:47.000,0.13.1,20.0,lenskit,conda-forge/lenskit,,,,1.0,,https://pypi.org/project/lenskit,2021-06-22 17:07:09.000,1.0,2880.0,3412.0,https://anaconda.org/conda-forge/lenskit,2021-11-12 01:30:50.433,7980.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
701,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-02-07 07:42:58.000000,2022-02-07 07:42:57,515.0,16.0,29,21.0,565.0,21.0,118.0,185,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2021-09-08 21:44:17.000,0.6.2,15.0,larq-compute-engine,,,,,4.0,4.0,https://pypi.org/project/larq-compute-engine,2021-09-08 21:44:17.000,,493.0,509.0,,,,,,,,3.0,399.0,,,,,,,,,,,,,,,,,,,,
702,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,770,221.0,24.0,7.0,120.0,5077,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,760.0,760.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
703,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-02-10 08:25:34.000000,2022-02-10 07:36:23,432.0,5.0,432,81.0,176.0,100.0,158.0,3068,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,84.0,122.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1234.0,3.0,,,,,,,,,,,,,,,,,,,,,
704,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,78.0,1.0,17.0,7.0,2884,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],133.0,126.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1279.0,1279.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
705,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2021-10-07 14:58:03.000000,2021-10-07 14:55:28,678.0,,448,216.0,16.0,23.0,3.0,2854,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,20,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,,,4.0,4.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,108.0,108.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,,
706,image-match,ProvenanceLabs/image-match,image,,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000,2021-09-21 13:07:59.000000,2021-09-21 13:07:59,405.0,,380,100.0,53.0,56.0,48.0,2685,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,584.0,584.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-01-21 19:58:38.000000,2021-05-06 12:10:38,127.0,,114,46.0,22.0,2.0,22.0,2577,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,True,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,31.0,31.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,142.0,177.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,35.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
708,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2022-01-18 11:03:40.000000,2021-08-10 09:12:48,2360.0,,755,122.0,851.0,40.0,49.0,2525,a distributed deep learning platform.,76.0,20,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,1.0,1.0,,,,,8.0,https://anaconda.org/nusdbsystem/singa,2021-08-09 13:10:26.397,413.0,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,4.0,215.0,3.0,,,,,,,,,,,,,,,,,,,,,
709,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-01-27 10:39:10.000000,2021-12-18 23:12:51,250.0,5.0,439,85.0,56.0,47.0,235.0,2147,Backtest trading strategies in Python.,15.0,20,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,7923.0,7923.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
710,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269.0,8.0,75,53.0,23.0,22.0,8.0,1579,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,20,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,291.0,291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
711,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,186,37.0,6.0,11.0,31.0,1482,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],17.0,15.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1192.0,1192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
712,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2022-02-09 19:13:43.000000,2022-02-09 19:13:42,287.0,4.0,108,33.0,37.0,10.0,31.0,1274,Lightweight Python library for adding real-time object tracking to any detector.,10.0,20,True,2021-07-29 15:49:06.000,0.3.1,12.0,norfair,,,,,1.0,,https://pypi.org/project/norfair,2021-07-29 15:49:06.000,1.0,3363.0,3363.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
713,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-02-10 14:44:33.000000,2022-02-09 14:46:01,363.0,125.0,71,16.0,185.0,24.0,65.0,1130,Qdrant - vector similarity search engine with extended filtering support.,22.0,20,True,2022-02-03 12:02:30.000,0.5.0,11.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
714,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000,2022-02-02 16:58:53.000000,2019-12-18 13:31:50,699.0,,149,35.0,20.0,42.0,29.0,1120,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,20,False,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,,,['sklearn'],1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,379.0,379.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
715,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2022-01-28 17:33:30.000000,2022-01-28 17:33:30,851.0,7.0,134,26.0,8.0,8.0,67.0,1016,A library for graph deep learning research.,30.0,20,False,2021-10-13 00:38:18.000,0.1.2,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,523.0,523.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
716,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2021-11-15 19:51:51.883000,2020-06-29 20:07:12,1101.0,,165,55.0,147.0,69.0,97.0,1013,Python Library for Model Interpretation/Explanations.,34.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,416.0,1240.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,46146.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
717,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-01-21 20:32:45.000000,2021-08-03 15:45:16,943.0,,204,42.0,47.0,71.0,163.0,947,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,469.0,469.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
718,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-02-10 04:43:35.000000,2022-02-09 01:45:43,134.0,2.0,84,34.0,19.0,11.0,77.0,852,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,12.0,20,True,2022-02-10 04:43:35.000,1.14.1,51.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2022-02-10 04:43:35.000,8.0,17046.0,17046.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
719,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-02-07 18:58:24.000000,2022-02-07 18:57:54,72.0,12.0,45,31.0,8.0,9.0,9.0,824,A Graph Neural Network Library in Jax.,13.0,20,True,2021-11-19 18:56:04.000,0.0.2.de0,2.0,jraph,conda-forge/jraph,,,['jax'],13.0,11.0,https://pypi.org/project/jraph,2021-11-19 19:05:01.000,2.0,1212.0,1281.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,278.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
720,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-01-16 16:46:43.000000,2021-12-06 07:44:27,388.0,1.0,106,97.0,107.0,27.0,33.0,785,PFRL: a PyTorch-based deep reinforcement learning library.,15.0,20,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,31.0,30.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,5286.0,5286.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
721,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-01-19 15:07:44.000000,2021-07-28 22:22:27,79.0,,159,28.0,52.0,14.0,26.0,762,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,20,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,,,['tensorflow'],24.0,21.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,736.0,736.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
722,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-01-30 13:34:23.000000,2022-01-30 13:34:23,999.0,38.0,54,22.0,101.0,56.0,111.0,746,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",16.0,20,True,2021-09-16 04:09:57.000,0.8.0,12.0,kp,,,,,2.0,2.0,https://pypi.org/project/kp,2021-09-15 06:20:19.000,,148.0,155.0,,,,,,,,3.0,127.0,,,,,,,,,,,,,,,,,,,,
723,kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-01-30 13:34:23.000000,2022-01-30 13:34:23,999.0,38.0,54,22.0,101.0,56.0,111.0,746,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",16.0,20,True,2021-09-16 04:09:57.000,0.8.0,12.0,kp,,,,,2.0,2.0,https://pypi.org/project/kp,2021-09-15 06:20:19.000,,148.0,155.0,,,,,,,,3.0,127.0,,,,,,,,,,,,,,,,,,,True,
724,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642.0,,64,21.0,36.0,25.0,21.0,708,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,14451.0,14451.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,
725,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-02-10 03:35:11.000000,2021-12-20 17:41:00,1483.0,5.0,71,34.0,554.0,22.0,117.0,656,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,86.0,86.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
726,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2021-11-11 17:50:26.000000,2021-11-11 17:50:26,553.0,,139,37.0,45.0,34.0,48.0,607,Public facing deeplift repo.,11.0,20,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,58.0,54.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,527.0,527.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
727,Baal,ElementAI/baal,probabilistics,,https://github.com/ElementAI/baal,https://github.com/ElementAI/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-02-05 14:48:49.000000,2022-01-10 03:19:15,154.0,14.0,50,21.0,110.0,18.0,45.0,537,Library to enable Bayesian active learning in your research or labeling work.,11.0,20,True,2021-12-17 20:29:34.000,1.5.1,13.0,baal,conda-forge/baal,,,,1.0,,https://pypi.org/project/baal,2021-12-17 20:28:12.000,1.0,735.0,812.0,https://anaconda.org/conda-forge/baal,2021-08-06 17:07:19.714,1003.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
728,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2021-03-13 16:18:30.000000,2021-03-12 17:12:50,268.0,,52,29.0,29.0,5.0,23.0,486,Python module for machine learning time series:.,13.0,20,True,2021-03-13 16:18:30.000,1.2.3,22.0,seglearn,,,,,12.0,11.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,1113.0,1113.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
729,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857.0,,85,42.0,56.0,37.0,21.0,458,Bias and Fairness Audit Toolkit.,16.0,20,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,95.0,89.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,758.0,758.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
730,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,87,28.0,11.0,35.0,8.0,407,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,23561.0,23561.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
731,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-01-31 11:56:13.000000,2022-01-31 11:46:43,249.0,13.0,69,14.0,12.0,6.0,56.0,393,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,20,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,2516.0,2516.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
732,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,43,59.0,6.0,13.0,23.0,387,Python library assists deep learning on graphs.,15.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,16.0,15.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,373.0,373.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,True,
733,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-02-02 18:25:16.000000,2021-12-23 11:44:19,277.0,4.0,56,18.0,61.0,5.0,43.0,375,An intuitive library to extract features from time series.,13.0,20,True,2021-02-14 17:48:46.000,0.1.4,8.0,tsfel,,,,,25.0,25.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,5749.0,5749.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
734,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2021-10-10 00:13:26.000000,2021-10-10 00:13:26,273.0,,73,15.0,121.0,14.0,129.0,371,A Python library for dynamic classifier and ensemble selection.,13.0,20,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],24.0,22.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,14465.0,14465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
735,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,62,22.0,47.0,13.0,19.0,342,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,True,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2512.0,2998.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,23847.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
736,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,332,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],138.0,131.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,9367.0,9367.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
737,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2021-12-06 01:40:00.000000,2021-12-06 01:38:51,293.0,1.0,70,22.0,5.0,4.0,14.0,329,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,20,True,2021-12-06 01:40:00.000,0.1.684,133.0,autoviml,,,,,17.0,15.0,https://pypi.org/project/autoviml,2021-12-06 01:40:00.000,2.0,1106.0,1106.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
738,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,43,8.0,37.0,27.0,37.0,307,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,129.0,126.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,2073.0,2073.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
739,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-01-06 18:50:48.000000,2021-10-02 14:00:01,144.0,,40,15.0,1.0,6.0,2.0,306,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,408.0,408.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,35081.0,35081.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
740,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-02-02 12:03:51.000000,2022-02-02 12:03:51,345.0,18.0,79,14.0,2.0,2.0,15.0,297,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",5.0,20,False,2022-01-12 10:40:48.000,0.0.16,16.0,chefboost,,,,,17.0,17.0,https://pypi.org/project/chefboost,2022-01-12 10:40:48.000,,787.0,787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
741,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-02-10 05:46:59.000000,2022-02-10 05:45:30,237.0,57.0,18,18.0,2.0,,18.0,254,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,13.0,20,False,2022-01-06 12:29:48.000,0.4.1,7.0,dm-launchpad,,,,['tensorflow'],7.0,7.0,https://pypi.org/project/dm-launchpad,2022-01-06 12:29:48.000,,3019.0,3019.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
742,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,61,26.0,29.0,26.0,107.0,232,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,20,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,1108.0,2194.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,57716.0,,,,,3.0,1576.0,,,,,,,,,,,,,,,,,,,,
