,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,dnf_id,yay_id,snap_id
766,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-12-04 13:11:50.000000,2023-12-04 13:11:50,418.0,20.0,72.0,22.0,431.0,17.0,51.0,263.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,19,False,2022-06-03 15:51:13.000,0.2.0,23.0,pipeline-dp,,,,,1.0,1.0,https://pypi.org/project/pipeline-dp,139.0,139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
767,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-01-02 19:42:45.000000,2020-04-18 19:15:25,24.0,,893.0,129.0,39.0,28.0,9.0,7010.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,18,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],36.0,34.0,https://pypi.org/project/micrograd,667.0,667.0,,,,,,,,3.0,,2020-04-18 19:06:59.000,2.0,,,,,,,,,,,,,,,,,,,
768,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,765.0,339.0,58.0,2.0,,6634.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,51.0,58.0,,,,,,,,3.0,324.0,2018-02-17 00:12:46.000,,,,,,,,,,,,,,,,,,,,
769,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,874.0,109.0,51.0,45.0,159.0,6166.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
770,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,317.0,60.0,242.0,173.0,109.0,3009.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,18,False,2022-11-02 09:30:27.000,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,1423.0,1436.0,,,,,,,,3.0,672.0,,,,,,,,,,,,,,,,,,,,,
771,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,415.0,108.0,83.0,67.0,48.0,2923.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,108.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8539.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
772,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-01-04 04:26:23.000000,2023-11-15 17:31:54,640.0,17.0,359.0,38.0,761.0,99.0,106.0,2685.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,74.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
773,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,250.0,57.0,65.0,8.0,31.0,1353.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,2.0,2.0,https://pypi.org/project/advbox,24.0,24.0,,,,,,,,3.0,,2018-12-05 02:48:50.000,,,,,,,,,,,,,,,,,,,,
774,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,96.0,41.0,13.0,13.0,9.0,1264.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,111.0,111.0,https://pypi.org/project/doc2text,1842.0,1842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
775,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,27.0,19.0,1011.0,python toolbox for visualizing geographical data and making maps.,8.0,18,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,168.0,168.0,https://pypi.org/project/geoplotlib,611.0,860.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,7993.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
776,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2023-06-16 19:21:11.893000,2022-02-14 20:43:06,145.0,,163.0,18.0,41.0,22.0,59.0,854.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,False,2020-12-01 06:11:12.000,1.2.1.post2,7.0,robustness,conda-forge/robustness,,,,163.0,163.0,https://pypi.org/project/robustness,589.0,783.0,https://anaconda.org/conda-forge/robustness,2023-06-16 19:21:11.893,7966.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
777,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,126.0,17.0,24.0,27.0,39.0,797.0,python partial dependence plot toolbox.,7.0,18,True,2023-06-05 02:44:20.000,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,21787.0,22151.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19666.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
778,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,60.0,23.0,47.0,10.0,17.0,727.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,18,True,,,19.0,evojax,conda-forge/evojax,,,['jax'],18.0,18.0,https://pypi.org/project/evojax,411.0,1375.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,22193.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
779,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-10-03 22:41:56.000000,2021-09-16 17:56:31,171.0,,143.0,35.0,80.0,14.0,55.0,601.0,Code for the TCAV ML interpretability project.,19.0,18,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],22.0,19.0,https://pypi.org/project/tcav,131.0,131.0,,,,,,,,3.0,,2021-02-23 16:17:42.000,3.0,,,,,,,,,,,,,,,,,,,
780,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2023-10-01 08:59:57.840000,2021-04-11 07:50:00,405.0,,29.0,19.0,42.0,6.0,18.0,593.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,15.0,baikal,conda-forge/cython-blis,,,,11.0,10.0,https://pypi.org/project/baikal,373.0,51181.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2032346.0,,,,,3.0,,2020-11-15 13:40:18.000,1.0,,,,,,,,,,,,,,,,,,,
781,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-12-21 13:50:16.000000,2023-12-21 13:50:13,819.0,4.0,38.0,15.0,18.0,,20.0,583.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2023-09-22 14:58:06.000,3.1.3,27.0,opytimizer,,,,,16.0,16.0,https://pypi.org/project/opytimizer,115.0,115.0,,,,,,,,3.0,,2022-05-04 20:51:15.000,,,,,,,,,,,,,,,,,,,,
782,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,58.0,72.0,18.0,71.0,522.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,6.0,atm,,,,,18.0,18.0,https://pypi.org/project/atm,110.0,110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
783,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000000,2023-09-04 05:41:43,372.0,,95.0,28.0,21.0,36.0,12.0,463.0,A python library for Bayesian time series modeling.,6.0,18,True,2023-05-07 06:30:08.000,0.1.1.12,1.0,pydlm,,,,,32.0,32.0,https://pypi.org/project/pydlm,22677.0,22677.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
784,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,16.0,148.0,39.0,66.0,459.0,A High Level API for Deep Learning in JAX.,18.0,18,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",43.0,43.0,https://pypi.org/project/elegy,105.0,105.0,,,,,,,,3.0,,2022-04-22 15:42:03.000,,,,,,,,,,,,,,,,,,,,
785,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39.0,11.0,29.0,15.0,17.0,403.0,A python package for animating plots build on matplotlib.,7.0,18,False,2019-03-05 21:32:47.000,0.4.1,7.0,animatplot,conda-forge/animatplot,,,,56.0,56.0,https://pypi.org/project/animatplot,303.0,519.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12782.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
786,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17.0,6.0,217.0,2.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,7.0,18,False,2020-08-21 04:45:06.000,0.7.0,21.0,camphr,,,,['spacy'],13.0,13.0,https://pypi.org/project/camphr,197.0,197.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
787,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-01-03 09:40:13.000000,2023-10-04 14:18:48,810.0,,23.0,7.0,68.0,27.0,19.0,340.0,Flexible time series feature extraction & processing.,6.0,18,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,11.0,11.0,https://pypi.org/project/tsflex,245.0,908.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,19916.0,,,,,3.0,,2022-10-11 21:38:11.312,,,,,,,,,,,,,,,,,,,,
788,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,324.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,37.0,33.0,https://pypi.org/project/parameter-sherpa,207.0,207.0,,,,,,,,3.0,,2019-11-23 21:32:27.000,4.0,,,,,,,,,,,,,,,,,,,
789,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,72.0,19.0,93.0,25.0,18.0,307.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,1835.0,1835.0,,,,,,,,3.0,8.0,2019-03-05 01:35:23.000,11.0,,,,,,,,,,,,,,,,,,,
790,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,20.0,39.0,259.0,Streaming over lightweight data transformations.,5.0,18,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,54.0,51.0,https://pypi.org/project/solt,751.0,751.0,,,,,,,,3.0,,2020-03-10 14:09:31.000,3.0,,,,,,,,,,,,,,,,,,,
791,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,30.0,12.0,197.0,19.0,73.0,185.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,18,False,2020-10-12 12:26:09.000,0.5.1,3.0,celer,,,,['sklearn'],32.0,32.0,https://pypi.org/project/celer,683.0,683.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
792,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,4.0,11.0,8.0,2.0,,5.0,175.0,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",3.0,18,False,2023-12-15 03:21:06.000,0.1.29,25.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,489.0,489.0,,,,,,,,3.0,,2023-12-15 03:21:06.000,2.0,,,,,,,,,,,,,,,,,,,
793,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2023-07-28 07:11:13.000000,2019-03-06 20:41:09,5.0,,57.0,5.0,2.0,2.0,1.0,125.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,18,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,8691.0,8505.0,https://pypi.org/project/nvidia-ml-py3,294068.0,294103.0,https://anaconda.org/anaconda/nvidia-ml,2023-06-16 19:26:58.970,1054.0,,,,,3.0,,2017-06-03 07:43:46.000,186.0,,,,,,,,,,,,,,,,,,,
794,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1383.0,471.0,21.0,59.0,166.0,6958.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,3.0,,,,google-deepmind/lab,,,,,,,,,,,,,,,,,,
795,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2024-01-04 12:18:50.000000,2024-01-04 12:18:50,131.0,17.0,957.0,103.0,28.0,21.0,355.0,3626.0,An Open-Source Package for Knowledge Embedding (KE).,14.0,17,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
796,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,190.0,38.0,111.0,49.0,42.0,1692.0,"Large-scale linear classification, regression and ranking in Python.",17.0,17,False,2022-01-30 01:10:13.000,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],,,https://pypi.org/project/sklearn-contrib-lightning,1360.0,3629.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,203127.0,,,,,3.0,407.0,,,,,,,,,,,,,,,,,,,,,
797,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,256.0,52.0,13.0,20.0,13.0,1530.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,23.0,45.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1683.0,3.0,,2018-10-18 02:54:09.000,,,,,,,,,,,,,,,,,,,,
798,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144.0,,143.0,18.0,11.0,25.0,18.0,1156.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,17,False,2022-09-20 02:28:33.973,0.7.2,26.0,tez,,,,['pytorch'],50.0,48.0,https://pypi.org/project/tez,178.0,178.0,,,,,,,,3.0,,2022-09-20 02:28:33.973,2.0,,,,,,,,,,,,,,,,,,,
799,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,87.0,35.0,72.0,25.0,30.0,1092.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2820.0,2820.0,,,,,,,,3.0,,2021-02-14 02:43:46.000,,,,,,,,,,,,,,,,,,,,
800,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,,112.0,21.0,37.0,20.0,8.0,1038.0,Distributed Computing for AI Made Simple.,5.0,17,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,70.0,69.0,https://pypi.org/project/fiber,50.0,50.0,,,,,,,,3.0,,2020-07-09 03:28:28.000,1.0,,,,,,,,,,,,,,,,,,,
801,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,36.0,13.0,13.0,8.0,16.0,742.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],29.0,29.0,https://pypi.org/project/tensor-sensor,2507.0,2610.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2795.0,,,,,3.0,,2021-12-11 21:24:35.000,,,,,,,,,,,,,,,,,,,,
802,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,111.0,19.0,58.0,2.0,13.0,727.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,2021-10-13 21:04:12.000,2.0.8,119.0,caer,,,https://caer.rtfd.io,,2.0,,https://pypi.org/project/caer,2722.0,2722.0,,,,,,,,3.0,28.0,2021-10-13 21:04:12.000,2.0,,,,,,,,,,,,,,,,,,,
803,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,101.0,26.0,48.0,19.0,35.0,722.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,17,False,,,,matrixprofile-ts,,,,,22.0,22.0,https://pypi.org/project/matrixprofile-ts,271.0,271.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
804,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2023-09-21 18:53:21.000000,2023-09-21 18:53:18,1296.0,,121.0,43.0,435.0,25.0,130.0,700.0,GPU accelerated signal processing.,46.0,17,True,2023-08-09 16:45:21.000,23.08.00,21.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
805,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,67.0,12.0,10.0,22.0,41.0,513.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,17,False,,,,fastt5,,,,,44.0,44.0,https://pypi.org/project/fastt5,1324.0,1324.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
806,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-10-25 00:20:13.000000,2022-08-24 08:31:37,29.0,,64.0,6.0,5.0,2.0,26.0,507.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,17,False,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,2913.0,2913.0,,,,,,,,3.0,,2022-08-24 08:33:00.976,1.0,,,,,,,,,,,,,,,,,,,
807,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,,2019-10-19 23:20:16.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,64.0,16.0,13.0,33.0,7.0,494.0,Pure-Python full-text search library.,42.0,17,False,,,1.0,whoosh,conda-forge/whoosh,,,,,,https://pypi.org/project/whoosh,325654.0,332595.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,222113.0,,,,,3.0,,,,,,,,-7.0,,,,,,,,,,,,,,
808,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,88.0,24.0,18.0,7.0,20.0,451.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,17,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,115.0,115.0,,,,,,,,3.0,,2021-11-25 23:19:05.000,,,,,,,,,,,,,,,,,,,,
809,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,5.0,105.0,71.0,7.0,15.0,19.0,418.0,semantic similarity framework for knowledge graph.,10.0,17,True,,,,sematch,,,,,46.0,46.0,https://pypi.org/project/sematch,193.0,193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
810,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,29.0,11.0,121.0,31.0,150.0,344.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,85.0,85.0,,,,,,,,3.0,,2018-12-07 06:16:42.000,,,,,,,,,,,,,,,,,,,,
811,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-01-02 22:19:44.000000,2023-08-19 12:43:22,678.0,,54.0,30.0,77.0,9.0,25.0,343.0,A Python implementation of active inference for Markov Decision Processes.,14.0,17,True,2023-03-25 17:58:52.000,0.0.7.1,6.0,inferactively-pymdp,,,,,9.0,9.0,https://pypi.org/project/inferactively-pymdp,137.0,137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
