,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,dnf_id,yay_id
664,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281,,66,18.0,66.0,12.0,37.0,686,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,,56.0,55.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,14058.0,14058.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
665,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-06-17 06:54:13.000000,2022-05-22 21:36:21,740,7.0,142,20.0,647.0,11.0,130.0,672,"Toolkit for creating, sharing and using natural language prompts.",58.0,21,True,2022-04-18 22:31:03.000,0.2.3,5.0,promptsource,,,,,8.0,8.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,1227.0,1227.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
666,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-06-19 19:28:56.000000,2022-06-16 10:06:33,1489,5.0,71,35.0,574.0,22.0,117.0,661,Scikit-learn style model finetuning for NLP.,19.0,21,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,186.0,186.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
667,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430,,67,28.0,422.0,9.0,237.0,632,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],66.0,62.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,605.0,605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
668,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-02-09 16:35:40.000000,2022-02-09 16:35:40,142,,89,21.0,22.0,33.0,61.0,555,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],98.0,96.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,4289.0,4355.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,796.0,,,,,3.0,,,,,,,,,,,,,,,,,True,,
669,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06,3575,,65,46.0,318.0,32.0,365.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,21,False,2021-12-21 20:12:29.000,3.0,65.0,skll,conda-forge/skll,,,['sklearn'],56.0,38.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,299.0,405.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,747.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,
670,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-06-14 17:09:49.000000,2022-04-28 20:45:39,709,10.0,61,16.0,105.0,8.0,44.0,525,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-04-28 20:55:06.000,1.11,29.0,poutyne,,,,['pytorch'],92.0,87.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3487.0,3487.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
671,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426,,160,56.0,19.0,39.0,60.0,514,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,115.0,115.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
672,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857,,89,42.0,56.0,38.0,21.0,480,Bias and Fairness Audit Toolkit.,16.0,21,False,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,109.0,103.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,4662.0,4662.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
673,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57,247,,75,24.0,29.0,25.0,6.0,465,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],108.0,103.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,108854.0,108854.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
674,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413,,83,36.0,264.0,58.0,165.0,385,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,21,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,65.0,64.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1171.0,1174.0,,,,,,,,3.0,198.0,,,,,,,,,,,,,,,,,,
675,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409,,52,25.0,229.0,57.0,195.0,374,Studio: Simplify and expedite model building process.,21.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,350.0,350.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
676,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218,1.0,64,8.0,306.0,30.0,34.0,363,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,21,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],303.0,303.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,5671.0,5720.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,490.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
677,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110,,45,22.0,19.0,17.0,9.0,338,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,658761.0,658761.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
678,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-06-16 23:53:01.000000,2022-03-10 13:10:21,3593,,56,25.0,79.0,64.0,150.0,322,Scalable audio processing framework written in Python with a RESTful API.,22.0,21,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,132.0,132.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
679,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-04-04 15:48:18.000000,2021-05-28 01:21:58,393,,123,35.0,317.0,73.0,124.0,276,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,216.0,225.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,749.0,3.0,,,,,,,,,,,,,,,,,,,
680,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-06-14 13:44:33.000000,2022-06-14 13:43:48,289,38.0,21,17.0,2.0,4.0,19.0,270,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,17.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],12.0,12.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,4417.0,4417.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
681,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2022-06-19 04:30:25.000000,2022-06-14 11:40:11,225,26.0,59,21.0,220.0,22.0,41.0,221,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,28.0,21,False,2022-06-03 15:51:13.000,0.2.0,10.0,pipeline-dp,,,,,,,https://pypi.org/project/pipeline-dp,2022-06-03 15:53:33.000,,149.0,149.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
682,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413,12.0,55,8.0,215.0,24.0,69.0,207,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,2715.0,3238.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,9943.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
683,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-04-14 09:41:50.000000,2022-04-14 09:41:50,86,1.0,31,12.0,9.0,3.0,12.0,206,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,498.0,460.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,38.0,79202.0,80141.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962,27258.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
684,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-05-09 15:19:36.000000,2022-05-09 15:19:36,394,8.0,71,18.0,378.0,60.0,80.0,204,An open-source toolkit for large-scale genomic analysis.,21.0,21,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,22711.0,22818.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1717.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
685,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-09 07:02:07.000000,2022-06-09 07:02:06,540,20.0,30,21.0,590.0,21.0,123.0,192,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,,,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,419.0,442.0,,,,,,,,3.0,662.0,,,,,,,,,,,,,,,,,,
686,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-06-19 20:42:46.000000,2022-06-15 06:10:35,247,18.0,25,9.0,180.0,27.0,66.0,139,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,21,False,2022-06-14 13:41:05.000,0.7.1,13.0,celer,,,,['sklearn'],11.0,11.0,https://pypi.org/project/celer,2022-06-14 13:41:05.000,,1100.0,1100.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
687,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90,,26,6.0,18.0,3.0,9.0,138,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1694.0,1548.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,122280.0,122280.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
688,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-06-08 05:59:16.000000,2022-03-07 12:59:53,46,,1588,149.0,74.0,162.0,271.0,9190,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
689,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47,,769,222.0,24.0,7.0,120.0,5137,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,655.0,655.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
690,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-06-17 17:18:34.000000,2022-02-10 07:36:23,432,,450,83.0,179.0,100.0,160.0,3198,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,78.0,113.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1262.0,3.0,,,,,,,,,,,,,,,,,,,
691,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27,,327,78.0,1.0,17.0,7.0,2889,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],147.0,140.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1103.0,1103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
692,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-06-17 00:05:39.000000,2021-05-06 12:10:38,127,,123,46.0,26.0,3.0,24.0,2640,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,38.0,38.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,234.0,269.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,175.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
693,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-06-15 08:30:39.000000,2022-03-27 23:39:16,252,2.0,504,86.0,63.0,51.0,258.0,2534,Backtest trading strategies in Python.,15.0,20,False,2021-12-13 01:36:44.000,0.3.3,21.0,backtesting,,,,,,,https://pypi.org/project/backtesting,2021-12-13 01:36:44.000,,5818.0,5818.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
694,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-06-13 22:31:39.000000,2022-06-03 18:57:30,103,8.0,223,60.0,105.0,25.0,56.0,1955,"Codebase for Image Classification Research, written in PyTorch.",17.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,5987.0,5987.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
695,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2021-11-06 23:09:00.000000,2021-11-06 23:08:22,245,,235,53.0,32.0,13.0,104.0,1751,"Reformer, the efficient Transformer, in Pytorch.",10.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,2473.0,2473.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
696,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18,,69,37.0,12.0,10.0,53.0,1533,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12.000,0.1.1,7.0,greykite,,,,,10.0,10.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,24684.0,24684.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
697,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239,,194,38.0,6.0,11.0,31.0,1531,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],28.0,26.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1213.0,1213.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
698,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-03-31 22:22:08.000000,2022-03-31 22:22:07,1924,1.0,266,45.0,792.0,64.0,485.0,1415,jiant is an nlp toolkit.,58.0,20,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,59.0,59.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
699,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904,2.0,191,52.0,51.0,62.0,146.0,1400,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,753.0,789.0,,,,,,,,3.0,2428.0,,,,,,,,,,,,,,,,,,
700,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271,,81,32.0,72.0,24.0,30.0,1033,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,20,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,86935.0,86935.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
701,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106,,166,55.0,149.0,69.0,97.0,1030,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,3677.0,4487.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,48632.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
702,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157,,106,30.0,66.0,8.0,41.0,995,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],17.0,17.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,1142.0,1728.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,9975.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
703,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-06-09 15:00:57.000000,2021-08-03 15:45:16,943,,218,42.0,49.0,71.0,166.0,988,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,385.0,385.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
704,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205,,243,47.0,45.0,24.0,126.0,911,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,128.0,128.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
705,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-06-13 12:57:09.000000,2022-05-27 16:17:37,1028,27.0,62,26.0,115.0,56.0,119.0,880,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,4.0,4.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,110.0,117.0,,,,,,,,3.0,158.0,,,,,,,,,,,,,,,,,,
706,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-03-14 08:29:44.000000,2022-03-14 08:29:44,406,,115,99.0,110.0,27.0,39.0,858,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,20,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,50.0,49.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,693.0,693.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
707,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-06-11 07:21:47.000000,2021-08-06 08:18:46,282,,135,15.0,23.0,54.0,68.0,799,PyTorch to Keras model convertor.,13.0,20,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,50.0,49.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,599.0,599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
708,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-05-12 05:04:25.000000,2020-07-03 18:01:17,397,,205,29.0,36.0,36.0,19.0,648,An open source python library for scalable Bayesian optimisation.,12.0,20,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,37815.0,37815.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
