,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
715,ivis,beringresearch/ivis,,data-viz,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000000,2021-11-08 17:08:45.000000,2021-11-08 17:08:42.000000,26,3.0,50.0,249.0,611.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2021-10-17 09:48:21.000000,2.06,32.0,ivis,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/ivis,2021-10-17 09:46:36.000000,0.0,671.0,671.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
716,fairness-indicators,tensorflow/fairness-indicators,,interpretability,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000000,2021-11-12 23:53:35.000000,2021-11-12 23:22:02.000000,65,12.0,8.0,237.0,278.0,Tensorflow's Fairness Evaluation and Visualization Toolkit.,25.0,19,False,2021-11-12 23:53:35.000000,0.35.0,21.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2021-11-12 23:53:35.000000,,1035.0,1035.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
717,model-card-toolkit,tensorflow/model-card-toolkit,,interpretability,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000000,2021-11-16 18:51:23.000000,2021-11-16 18:51:18.000000,36,15.0,2.0,237.0,157.0,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,11.0,19,False,2021-09-02 22:08:38.000000,1.1.0,6.0,model-card-toolkit,,,,,5.0,5.0,https://pypi.org/project/model-card-toolkit,2021-09-02 22:06:45.000000,,360.0,360.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
718,gokart,m3dev/gokart,,ml-experiments,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000000,2021-11-16 10:27:07.000000,2021-11-16 10:27:07.000000,38,14.0,51.0,225.0,449.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",29.0,19,False,2021-10-15 10:18:50.000000,1.0.6,61.0,gokart,,,,,2.0,,https://pypi.org/project/gokart,2020-02-25 06:01:19.000000,2.0,729.0,729.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
719,fletcher,xhochy/fletcher,,data-containers,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2021-11-04 09:30:27.570000,2021-02-18 14:46:18.000000,34,34.0,40.0,218.0,520.0,Pandas ExtensionDType/Array backed by Apache Arrow.,24.0,19,False,2021-01-17 20:11:01.000000,0.7.2,16.0,fletcher,conda-forge/fletcher,,,['pandas'],3.0,3.0,https://pypi.org/project/fletcher,2021-01-17 20:11:01.000000,0.0,206.0,1061.0,https://anaconda.org/conda-forge/fletcher,2021-11-04 09:30:27.570000,34203.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,
720,pymap3d,geospace-code/pymap3d,,geospatial-data,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000000,2021-11-15 18:12:18.000000,2021-10-18 21:23:39.000000,61,2.0,27.0,215.0,,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,11.0,19,False,2021-10-18 21:07:53.000000,2.7.2,51.0,pymap3d,conda-forge/pymap3d,,,,6.0,,https://pypi.org/project/pymap3d,2021-10-18 21:07:53.000000,6.0,58232.0,58992.0,https://anaconda.org/conda-forge/pymap3d,2021-10-19 05:47:09.404000,15217.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
721,Funsor,pyro-ppl/funsor,,probabilistics,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000000,2021-11-12 22:44:06.000000,2021-11-12 22:44:05.000000,15,73.0,73.0,184.0,560.0,Functional tensors for probabilistic programming.,9.0,19,False,2021-07-02 04:10:35.000000,0.4.1,7.0,funsor,,,,['pytorch'],19.0,19.0,https://pypi.org/project/funsor,2021-07-02 04:09:26.000000,0.0,1006.0,1006.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
722,textaugment,dsfsi/textaugment,,nlp,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000000,2021-09-15 07:35:53.000000,2021-09-15 07:35:53.000000,31,10.0,13.0,184.0,60.0,TextAugment: Text Augmentation Library.,5.0,19,False,2020-11-05 15:04:26.000000,1.3.4,8.0,textaugment,,,,,12.0,12.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000000,,2901.0,2902.0,,,,,,,,3.0,53.0,,,,,,,,,,,,,,,,,,,,,
723,BatchFlow,analysiscenter/batchflow,,data-pipelines,https://github.com/analysiscenter/batchflow,https://github.com/analysiscenter/batchflow,Apache-2.0,2017-03-13 14:22:53.000000,2021-11-15 12:26:36.000000,2021-11-15 12:19:59.000000,37,40.0,67.0,167.0,4868.0,BatchFlow helps you conveniently work with random or sequential batches of your data and define data processing and..,30.0,19,False,2021-06-10 10:54:52.000000,0.5.0,7.0,batchflow,,,,,,,https://pypi.org/project/batchflow,2021-06-10 10:54:52.000000,,46.0,46.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
724,flupy,olirice/flupy,,data-pipelines,https://github.com/olirice/flupy,https://github.com/olirice/flupy,MIT,2018-01-06 16:46:04.000000,2021-11-05 17:01:59.000000,2021-11-05 17:01:56.000000,12,3.0,9.0,167.0,195.0,Fluent data pipelines for python and your shell.,6.0,19,False,2021-10-15 12:35:59.000000,1.1.9,37.0,flupy,,,,,0.0,,https://pypi.org/project/flupy,2021-10-15 12:35:59.000000,0.0,56731.0,56731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
725,TTS,mozilla/TTS,,audio,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000000,2021-08-10 18:22:41.000000,2021-02-12 10:36:31.000000,840,13.0,505.0,5322.0,2184.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,18,True,2021-01-29 00:03:56.000000,0.0.9,1.0,,,,,,,,,,,,140.0,,,,,,,,3.0,1407.0,,,,,,,,,,,,,,,,,,,,,
726,LIT,PAIR-code/lit,,interpretability,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000000,2021-11-17 17:08:12.000000,2021-11-14 21:25:56.000000,270,77.0,60.0,2698.0,,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,17.0,18,True,2021-11-09 03:06:04.000000,0.4,6.0,lit-nlp,,,,,7.0,7.0,https://pypi.org/project/lit-nlp,2021-11-09 03:07:05.000000,,454.0,454.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
727,opyrator,ml-tooling/opyrator,,others,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000000,2021-09-16 02:13:50.000000,2021-05-06 12:10:38.000000,105,14.0,22.0,2458.0,,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,18,True,2021-05-04 18:48:03.000000,0.0.12,11.0,opyrator,,,,,26.0,26.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000000,,282.0,282.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
728,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2021-11-17 18:41:32.000000,2021-11-17 18:34:52.000000,365,656.0,1267.0,2447.0,,cuML - RAPIDS Machine Learning Library.,144.0,18,True,2021-11-12 10:16:39.000000,21.10.02,18.0,cuml,,,,,0.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000000,0.0,699.0,699.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
729,spark-deep-learning,databricks/spark-deep-learning,,data-pipelines,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000000,2021-09-26 02:36:04.000000,2021-08-19 02:08:33.000000,456,74.0,27.0,1898.0,136.0,Deep Learning Pipelines for Apache Spark.,16.0,18,True,2020-01-08 19:50:31.000000,1.6.0,9.0,,,,,['spark'],19.0,19.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
730,NeuroNER,Franck-Dernoncourt/NeuroNER,,nlp,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000000,2021-10-16 02:17:23.000000,2019-10-02 23:26:11.000000,446,82.0,67.0,1578.0,132.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000000,,261.0,261.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
731,riko,nerevu/riko,,data-pipelines,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000000,2020-08-14 18:29:28.000000,2020-08-14 16:47:45.000000,72,22.0,8.0,1568.0,1257.0,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,18,False,2020-08-14 18:29:28.000000,0.66.0,58.0,riko,,,,,1.0,,https://pypi.org/project/riko,2020-08-14 18:29:28.000000,1.0,271.0,271.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
732,Antialiased CNNs,adobe/antialiased-cnns,,pytorch-utils,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52.000000,185,11.0,31.0,1451.0,239.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,18,False,2020-10-23 22:45:52.000000,0.3,6.0,antialiased-cnns,,,,['pytorch'],9.0,9.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000000,0.0,687.0,687.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
733,Advisor,tobegit3hub/advisor,,hyperopt,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31.000000,254,20.0,13.0,1409.0,165.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,18,False,2018-10-18 02:54:09.000000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000000,,128.0,160.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1632.0,3.0,,,,,,,,,,,,,,,,,,,,,,
734,AdvBox,advboxes/AdvBox,,adversarial,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000000,2021-09-08 00:05:01.000000,2021-05-03 22:51:52.000000,239,8.0,29.0,1170.0,375.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,True,2018-12-05 02:48:50.000000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000000,,91.0,91.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
735,Optimus,hi-primus/optimus,,data-pipelines,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000000,2021-11-17 17:50:06.000000,2021-11-17 17:49:00.000000,205,32.0,192.0,1137.0,1.0,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,18,True,2020-07-19 03:05:40.000000,2.2.32,85.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,5060.0,5060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
736,Sockeye,awslabs/sockeye,,nlp,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000000,2021-11-13 22:52:15.000000,2021-11-08 10:18:06.000000,302,20.0,237.0,1028.0,,Sequence-to-sequence framework with a focus on Neural Machine Translation based on Apache MXNet.,54.0,18,True,2021-11-05 09:29:29.000000,2.3.24,66.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2021-11-05 09:29:29.000000,2.0,529.0,529.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,,
737,Fiber,uber/fiber,,distributed-ml,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08.000000,102,20.0,8.0,946.0,66.0,Distributed Computing for AI Made Simple.,5.0,18,True,2020-07-09 03:28:28.000000,0.2.1,6.0,fiber,,,,,30.0,29.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000000,1.0,3455.0,3455.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
738,Bounter,RaRe-Technologies/bounter,,data-containers,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000000,2021-09-19 00:43:46.000000,2021-05-24 07:29:54.000000,48,14.0,9.0,930.0,156.0,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,18,True,2020-08-17 06:37:51.000000,1.1.1,7.0,bounter,,,,,39.0,25.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000000,14.0,92.0,92.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
739,Hivemind,learning-at-home/hivemind,,distributed-ml,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000000,2021-11-16 22:55:57.000000,2021-11-16 22:55:56.000000,52,45.0,64.0,860.0,450.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,18.0,18,True,2021-08-26 08:49:41.000000,0.10.0,14.0,hivemind,,,,,4.0,3.0,https://pypi.org/project/hivemind,2021-08-26 08:49:41.000000,1.0,124.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
740,ADTK,arundo/adtk,,time-series-data,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44.000000,91,26.0,34.0,750.0,78.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,18,False,2020-04-17 02:18:00.000000,0.6.2,13.0,adtk,,,,,,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000000,,71594.0,71594.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
741,Saliency,PAIR-code/saliency,,tensorflow-utils,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000000,2021-07-28 22:22:28.000000,2021-07-28 22:22:27.000000,159,14.0,26.0,739.0,79.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",14.0,18,True,2021-05-03 16:33:29.000000,0.1.3,10.0,saliency,,,,['tensorflow'],21.0,19.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000000,2.0,986.0,986.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
742,Tez,abhishekkrthakur/tez,,pytorch-utils,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000000,2021-10-01 10:49:27.000000,2021-09-27 14:42:42.000000,103,15.0,10.0,719.0,,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,18,True,2021-08-16 18:42:17.000000,0.1.8,13.0,tez,,,,['pytorch'],17.0,17.0,https://pypi.org/project/tez,2021-08-16 12:38:36.000000,0.0,1258.0,1258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
743,avalanche,ContinualAI/avalanche,,others,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000000,2021-11-16 20:04:44.000000,2021-11-16 20:04:43.000000,102,71.0,372.0,659.0,2188.0,Avalanche: an End-to-End Library for Continual Learning.,46.0,18,True,2021-11-05 17:05:51.000000,0.1.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
744,AlphaPy,ScottfreeLLC/AlphaPy,,hyperopt,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000000,2021-10-23 07:17:16.000000,2021-10-23 07:17:16.000000,138,11.0,29.0,658.0,413.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,18,True,2020-08-29 18:48:20.000000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000000,,621.0,621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
745,robustness,MadryLab/robustness,,adversarial,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000000,2021-11-16 20:26:41.000000,2021-03-04 15:19:19.000000,116,12.0,54.0,617.0,139.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",12.0,18,True,2020-12-01 06:11:12.000000,1.2.1.post2,10.0,robustness,,,,,67.0,65.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000000,2.0,665.0,665.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
746,whylogs,whylabs/whylogs,,data-pipelines,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000000,2021-11-16 22:43:58.000000,2021-11-16 22:43:57.000000,30,36.0,56.0,612.0,,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,22.0,18,True,2021-11-16 22:37:06.000000,0.6.13,102.0,whylogs,,,,,,,https://pypi.org/project/whylogs,2021-11-16 22:37:06.000000,,2829.0,2832.0,,,,,,,,3.0,47.0,,,,,,,,,,,,,,,,,,,,True,
747,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44.000000,60,17.0,22.0,495.0,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,18,True,2020-10-16 03:43:47.000000,0.1.7,9.0,n2,,,,,24.0,20.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000000,4.0,726.0,726.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
748,tcav,tensorflow/tcav,,interpretability,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000000,2021-11-10 19:43:31.000000,2021-09-16 17:56:31.000000,116,3.0,52.0,495.0,171.0,Code for the TCAV ML interpretability project.,19.0,18,True,2021-02-23 16:17:42.000000,0.2.2,4.0,tcav,,,,['tensorflow'],13.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000000,2.0,91.0,91.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
749,LOFO,aerdem4/lofo-importance,,interpretability,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000000,2021-10-04 13:21:59.000000,2021-10-04 13:20:39.000000,48,6.0,11.0,421.0,26.0,Leave One Feature Out Importance.,3.0,18,True,2021-10-04 13:21:59.000000,0.3.1,11.0,lofo-importance,,,,,6.0,6.0,https://pypi.org/project/lofo-importance,2021-10-04 13:21:59.000000,,670.0,670.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
750,BioPandas,rasbt/biopandas,,others,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000000,2021-09-24 00:14:13.000000,2021-09-24 00:11:37.000000,89,15.0,24.0,389.0,,Working with molecular structures in pandas DataFrames.,8.0,18,True,2021-08-30 11:52:40.000000,0.2.9,14.0,biopandas,conda-forge/biopandas,,,['pandas'],6.0,,https://pypi.org/project/biopandas,2021-09-24 00:14:13.000000,6.0,1870.0,3407.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536000,90726.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
751,animatplot,t-makaro/animatplot,,data-viz,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000000,2021-04-07 10:46:25.000000,2020-10-05 06:14:18.000000,35,17.0,16.0,386.0,178.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,30.0,28.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000000,2.0,391.0,604.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460000,7046.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
752,tick,X-DataInitiative/tick,,time-series-data,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000000,2020-08-11 12:36:43.000000,2020-06-15 12:01:36.000000,80,55.0,164.0,362.0,413.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,18,False,2019-09-11 11:25:15.000000,0.6,23.0,tick,,,,,45.0,44.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000000,1.0,1093.0,1096.0,,,,,,,,3.0,188.0,,,,,,,,,,,,,,,,,,,,,
753,Pywick,achaiah/pywick,,pytorch-utils,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000000,2021-10-29 19:35:14.000000,2021-10-22 03:09:17.000000,38,2.0,12.0,360.0,149.0,High-level batteries-included neural network training library for Pytorch.,4.0,18,True,2021-10-22 03:19:11.000000,0.6.5,8.0,pywick,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pywick,2021-10-22 03:19:11.000000,,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
754,Auto TS,AutoViML/Auto_TS,,time-series-data,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000000,2021-08-27 21:47:10.000000,2021-08-27 21:46:12.000000,61,12.0,43.0,328.0,236.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,18,True,2021-08-27 21:47:10.000000,0.0.38,17.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2021-08-27 21:47:10.000000,,2130.0,2130.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
755,Sherpa,sherpa-ai/sherpa,,hyperopt,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48.000000,48,14.0,41.0,307.0,823.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000000,1.0.7,8.0,parameter-sherpa,,,,,18.0,16.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000000,2.0,412.0,412.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
756,Julius,adefossez/julius,,audio,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000000,2021-10-20 08:30:11.000000,2021-10-20 08:28:45.000000,12,3.0,6.0,233.0,,Fast PyTorch based DSP for audio and 1D signals.,2.0,18,False,2021-10-20 08:30:11.000000,0.2.6,10.0,julius,,,,['pytorch'],45.0,45.0,https://pypi.org/project/julius,2021-10-20 08:30:11.000000,0.0,7665.0,7665.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
757,skift,shaypal5/skift,,nlp,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000000,2021-10-10 22:59:31.000000,2021-03-31 10:11:20.000000,22,2.0,9.0,223.0,129.0,scikit-learn wrappers for Python fastText.,7.0,18,False,2020-08-27 15:01:05.000000,0.0.19,15.0,skift,,,,['sklearn'],10.0,10.0,https://pypi.org/project/skift,2020-08-27 15:01:05.000000,,543.0,543.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
758,skggm,skggm/skggm,,sklearn-utils,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000000,2021-10-01 04:11:05.000000,2020-12-24 05:43:15.000000,34,28.0,47.0,187.0,691.0,Scikit-learn compatible estimation of general graphical models.,5.0,18,False,2018-09-12 01:12:49.000000,0.2.8,6.0,skggm,,,,['sklearn'],10.0,8.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000000,2.0,131.0,131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
759,pyRDF2Vec,IBCNServices/pyRDF2Vec,,graph,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000000,2021-11-08 12:31:08.000000,2021-11-08 12:31:08.000000,23,3.0,39.0,133.0,1143.0,Python Implementation and Extension of RDF2Vec.,5.0,18,False,2021-06-09 10:56:14.000000,0.2.3,11.0,pyrdf2vec,,,,,,,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000000,,195.0,195.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
760,celer,mathurinm/celer,,sklearn-utils,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000000,2021-10-28 10:16:13.000000,2021-10-28 09:58:54.000000,23,13.0,55.0,126.0,,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",9.0,18,False,2021-10-28 09:58:28.000000,0.6.1,11.0,celer,,,,['sklearn'],10.0,10.0,https://pypi.org/project/celer,2021-10-28 09:58:28.000000,,2256.0,2256.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
