,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
711,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,10.0,9.0,2.0,9.0,398.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],1177.0,1171.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,255951.0,255951.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
712,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,52.0,24.0,231.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,965.0,965.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
713,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,346.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,228.0,221.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,7.0,2957.0,2957.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
714,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,33.0,18.0,6.0,18.0,21.0,305.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],92.0,91.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,1.0,2482.0,2482.0,,,,,,,,3.0,,,,google-deepmind/launchpad,,,,,,,,,,,,,,,
715,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-03-08 20:29:51.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,42.0,8.0,10.0,286.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,370694.0,370694.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
716,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-03-27 10:13:46.000000,2024-03-27 10:13:45,652.0,24.0,11.0,23.0,340.0,42.0,82.0,282.0,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2024-03-22 22:53:35.000,1.6.6,72.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,3.0,,https://pypi.org/project/vegafusion-jupyter,2024-03-22 22:46:43.000,1.0,2492.0,7102.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-03-23 12:28:23.602,99494.0,,,,,3.0,5074.0,,,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,270.0,2024-03-22 22:50:50.695,2.0,,,,,,,,,,
717,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-01-18 11:58:52.000000,2024-01-18 11:58:51,626.0,5.0,67.0,28.0,31.0,30.0,113.0,260.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,12.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,12.0,1489.0,3557.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,84154.0,,,,,3.0,1861.0,,,,,,,,,,,,,,,,,,
718,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,,1166.0,97.0,48.0,379.0,284.0,6216.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
719,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,86.0,180.0,108.0,161.0,3561.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,46.0,69.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1326.0,3.0,,,,,,,,,,,,,,,,,,,
720,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,97.0,16.0,53.0,17.0,3363.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,147.0,140.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,792.0,792.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
721,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,65.0,54.0,6.0,44.0,3080.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,180.0,180.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,
722,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,315.0,60.0,242.0,173.0,110.0,3068.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3373.0,3386.0,,,,,,,,3.0,673.0,,,,,,,,,,,,,,,,,,
723,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2024-02-27 15:19:24.000000,2021-06-15 18:41:51,22.0,,264.0,32.0,21.0,27.0,37.0,2990.0,A small package to create visualizations of PyTorch execution graphs.,6.0,20,False,,,,,,,,,1706.0,1706.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
724,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,102.0,54.0,64.0,48.0,2914.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,799.0,799.0,,,,,,,,3.0,,,,rhsimplex/image-match,,,,,,,,,,,,,,,
725,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,260.0,2824.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
726,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,827.0,86.0,30.0,45.0,80.0,2643.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,76.0,69.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,7.0,819.0,819.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
727,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,455.0,127.0,225.0,87.0,183.0,2303.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
728,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,230.0,62.0,106.0,25.0,56.0,2105.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,927.0,927.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
729,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,252.0,54.0,35.0,15.0,105.0,2040.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,7118.0,7118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
730,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,177.0,55.0,895.0,129.0,586.0,1892.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,18.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1020.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
731,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-21 21:25:55.000000,2024-01-21 21:25:55,370.0,1.0,145.0,17.0,70.0,17.0,38.0,1657.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,16.0,20,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],20.0,20.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1492.0,1492.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
732,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1531.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],25.0,25.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,1762.0,1762.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
733,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,399.0,102.0,36.0,11.0,24.0,1421.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
734,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,40.0,13.0,14.0,9.0,1266.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,128.0,127.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,1.0,1750.0,1750.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
735,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,142.0,25.0,76.0,49.0,36.0,1014.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,2.0,253825.0,253987.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7811.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
736,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,30.0,19.0,1013.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,185.0,173.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,654.0,895.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,8217.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
737,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,130.0,18.0,24.0,27.0,39.0,813.0,python partial dependence plot toolbox.,7.0,20,True,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,21957.0,22313.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19989.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
738,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:19:50.000000,2024-01-16 09:12:58,32.0,3.0,81.0,14.0,35.0,3.0,23.0,792.0,Leave One Feature Out Importance.,6.0,20,True,2024-01-16 09:19:50.000,0.3.4,14.0,lofo-importance,,,,,31.0,27.0,https://pypi.org/project/lofo-importance,2024-01-16 09:19:50.000,4.0,3045.0,3045.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
739,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,77.0,98.0,51.0,43.0,751.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,11674.0,11674.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
740,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-03-27 02:12:17.000000,2024-01-15 01:52:35,490.0,1.0,108.0,33.0,557.0,197.0,245.0,677.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,2859.0,2859.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
741,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-01-28 21:21:14.000000,2024-01-28 21:21:14,295.0,10.0,107.0,17.0,24.0,1.0,85.0,667.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",12.0,20,True,2024-01-28 14:11:58.000,0.0.90,37.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2024-01-28 14:11:58.000,,5732.0,5732.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
742,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,103.0,24.0,25.0,43.0,61.0,608.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],163.0,161.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,1570.0,1680.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3640.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
743,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,570.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,345.0,341.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,4.0,5675.0,5857.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11527.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
744,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,165.0,56.0,20.0,39.0,60.0,541.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,34.0,29.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
745,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,56.0,60.0,9.0,23.0,25.0,522.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,94.0,93.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,379.0,379.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,
746,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-12-03 19:05:32.000000,2023-12-03 19:05:16,320.0,,97.0,26.0,6.0,3.0,31.0,488.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,26.0,24.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1183.0,1183.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
747,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2024-03-17 19:09:40.000000,2024-03-17 19:03:56,68.0,4.0,52.0,18.0,9.0,12.0,10.0,487.0,Topological Data Analysis for Python.,6.0,20,True,2024-03-17 19:09:40.000,1.1.0,5.0,scikit-tda,,,,['sklearn'],52.0,52.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,2418.0,2418.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
748,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,,97.0,18.0,9.0,5.0,40.0,438.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,53.0,53.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,2921.0,2921.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
749,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2024-03-18 12:01:04.000000,2024-03-18 12:01:00,5152.0,36.0,38.0,13.0,1.0,2.0,80.0,401.0,Deep Learning PyTorch.,1.0,20,True,2024-01-09 05:17:07.000,0.5.0,103.0,carefree-learn,,,,['pytorch'],5.0,5.0,https://pypi.org/project/carefree-learn,2024-01-09 05:17:07.000,,281.0,281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
750,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,82.0,20.0,247.0,10.0,23.0,398.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,24.0,23.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,2263.0,2263.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,
751,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,68.0,24.0,48.0,15.0,19.0,395.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],47.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,47.0,5483.0,5919.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,32305.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
752,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,59.0,8.0,12.0,11.0,18.0,367.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,89.0,85.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,4359.0,4360.0,,,,,,,,3.0,64.0,,,,,,,,,,,,,,,,,,
753,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,33.0,184.0,363.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,31.0,17.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,73.0,73.0,,,,,,,,3.0,,,,yomguy/TimeSide,,,,,,,,,,,,,,,
754,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,25.0,19.0,15.0,16.0,326.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],244.0,238.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,6.0,1968.0,1968.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
