,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
742,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,164.0,57.0,20.0,39.0,60.0,535.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,33.0,28.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
743,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,56.0,60.0,9.0,23.0,25.0,521.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,87.0,86.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,390.0,390.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,
744,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-12-03 19:05:32.000000,2023-12-03 19:05:16,320.0,1.0,96.0,26.0,6.0,3.0,31.0,485.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,26.0,24.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1545.0,1545.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
745,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,106.0,20.0,57.0,27.0,20.0,471.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,66.0,58.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,2371.0,2371.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
746,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,19.0,96.0,18.0,9.0,,40.0,434.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,,,,chefboost,,,,,52.0,52.0,https://pypi.org/project/chefboost,,,2286.0,2286.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
747,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,81.0,20.0,247.0,10.0,23.0,400.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,24.0,23.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1929.0,1929.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,
748,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,68.0,24.0,48.0,15.0,19.0,392.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],47.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,47.0,5667.0,6107.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,32174.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
749,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,59.0,8.0,12.0,11.0,18.0,362.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,87.0,83.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,4961.0,4962.0,,,,,,,,3.0,64.0,,,,,,,,,,,,,,,,,,
750,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,33.0,184.0,361.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,31.0,17.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,135.0,135.0,,,,,,,,3.0,,,,yomguy/TimeSide,,,,,,,,,,,,,,,
751,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],241.0,235.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,6.0,1734.0,1734.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
752,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,41.0,8.0,10.0,287.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,308647.0,308647.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
753,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-02-02 15:32:17.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,166.0,19.0,64.0,236.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,42.0,40.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,405.0,405.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
754,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2024-02-08 15:04:35.000000,2024-02-08 15:04:34,493.0,14.0,50.0,14.0,77.0,13.0,35.0,235.0,Represent trained machine learning models as Pyomo optimization formulations.,17.0,20,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,9364.0,9364.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
755,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-02-05 07:59:49.000000,2024-02-05 07:59:48,584.0,7.0,32.0,24.0,637.0,21.0,127.0,233.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-08-10 10:30:37.000,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2023-08-10 10:30:37.000,,2597.0,2617.0,,,,,,,,3.0,995.0,,,,,,,,,,,,,,,,,,
756,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,19.0,20.0,464.0,90.0,76.0,229.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,,['pytorch'],73.0,66.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,7.0,18672.0,18672.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
757,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54.000,0.4.6,12.0,pyfasttext,,,,,405.0,405.0,https://pypi.org/project/pyfasttext,,,2111.0,2115.0,,,,,,,,3.0,368.0,,,,,,,,,,,,,,,,,,
758,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,5.0,9.0,211.0,A Python module to convert natural language numerics into ints and floats.,4.0,20,False,2023-05-01 07:55:52.405,0.2.3,11.0,numerizer,,,,,74.0,72.0,https://pypi.org/project/numerizer,2023-01-03 08:08:01.830,2.0,66371.0,66371.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
759,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-02-02 14:55:53.000000,2024-02-02 14:38:52,858.0,20.0,17.0,8.0,181.0,11.0,22.0,150.0,Toolkit for developing and maintaining ML models.,14.0,20,False,2024-02-02 14:57:28.000,0.1.2,35.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2024-02-02 14:55:53.000,,9016.0,9016.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
760,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2024-01-10 11:52:49.000000,2024-01-10 11:52:48,177.0,11.0,1028.0,120.0,24.0,11.0,352.0,4193.0,An Open-Source Package for Neural Relation Extraction (NRE).,13.0,19,True,,,,,,,,,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
761,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,1035.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],123.0,118.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,1777.0,1777.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
762,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-01-27 00:07:06.000000,2024-01-04 20:41:21,582.0,2.0,292.0,97.0,121.0,59.0,97.0,999.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,19,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,,,1367.0,1909.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,42336.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
763,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2024-01-11 13:06:10.000000,2022-02-14 20:43:06,145.0,,166.0,18.0,42.0,22.0,59.0,876.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,19,False,2020-12-01 06:11:12.000,1.2.1.post2,7.0,robustness,conda-forge/robustness,,,,167.0,167.0,https://pypi.org/project/robustness,,,248.0,440.0,https://anaconda.org/conda-forge/robustness,2023-06-16 19:21:11.893,8074.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
764,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,143.0,15.0,24.0,58.0,69.0,846.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,97.0,96.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,621.0,621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
765,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,226.0,31.0,38.0,40.0,21.0,830.0,An open source python library for scalable Bayesian optimisation.,13.0,19,False,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,2.0,5989.0,5989.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
766,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,66.0,22.0,47.0,10.0,17.0,748.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,2023-08-29 06:52:02.000,0.2.16,22.0,evojax,conda-forge/evojax,,,['jax'],20.0,18.0,https://pypi.org/project/evojax,2023-08-29 06:52:02.000,2.0,966.0,1910.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,22673.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
767,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-01-23 00:12:47.000000,2021-09-16 17:56:31,171.0,,143.0,35.0,81.0,14.0,55.0,609.0,Code for the TCAV ML interpretability project.,19.0,19,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],22.0,19.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
768,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-12-21 13:50:16.000000,2023-12-21 13:50:13,819.0,4.0,38.0,15.0,18.0,,20.0,585.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,19,True,2023-09-22 14:58:06.000,3.1.3,27.0,opytimizer,,,,,16.0,16.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,224.0,224.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
769,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,39.0,17.0,13.0,22.0,561.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,35.0,31.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,310.0,310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
770,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,63.0,18.0,111.0,8.0,48.0,557.0,A simplified framework and utilities for PyTorch.,20.0,19,False,2023-07-09 16:15:44.000,1.17.1,37.0,poutyne,,,,['pytorch'],135.0,130.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3603.0,3603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
771,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,67.0,12.0,10.0,23.0,41.0,528.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,19,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,47.0,47.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,2626.0,2626.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
772,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2024-02-21 14:38:09.000000,2024-02-21 14:09:04,30.0,1.0,68.0,6.0,5.0,4.0,28.0,522.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,3.0,19,True,2024-02-21 14:38:09.000,0.2.7,10.0,shap-hypetune,,,,,17.0,15.0,https://pypi.org/project/shap-hypetune,2024-02-21 14:34:22.000,2.0,1959.0,1959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
773,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,17.0,148.0,39.0,66.0,463.0,A High Level API for Deep Learning in JAX.,18.0,19,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",43.0,43.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,455.0,455.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
774,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,92.0,24.0,19.0,5.0,20.0,452.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,19,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,164.0,164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
775,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2023-01-15 21:18:52.000,2024-02-08 01:27:56.000000,2023-01-13 21:57:34,832.0,,55.0,,,,,431.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",19.0,19,False,2024-02-08 01:27:56.000,0.12.1,49.0,sklearn-evaluation,,,,['sklearn'],5.0,,https://pypi.org/project/sklearn-evaluation,2024-02-08 01:27:56.000,5.0,2938.0,2938.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
776,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-02-14 13:20:04.000000,2024-02-14 13:19:04,813.0,3.0,24.0,7.0,70.0,26.0,21.0,350.0,Flexible time series feature extraction & processing.,6.0,19,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,12.0,12.0,https://pypi.org/project/tsflex,2022-10-11 21:38:11.312,,378.0,1032.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,20294.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
777,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-02-27 19:48:59.000000,2024-02-27 19:48:54,320.0,4.0,78.0,26.0,330.0,21.0,9.0,329.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,35.0,19,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-12-13 19:06:03.653,,1930.0,1930.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
778,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-12-12 01:10:32.000000,2023-11-27 22:11:53,398.0,,128.0,34.0,323.0,81.0,129.0,323.0,Brain Imaging Analysis Kit.,35.0,19,True,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,1.0,,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,155.0,173.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,1811.0,3.0,,,,,,,,,,,,,,,,,,,
779,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,27.0,22.0,239.0,24.0,25.0,300.0,Textpipe: clean and extract metadata from text.,29.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,247.0,247.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
780,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-12-04 13:11:50.000000,2023-12-04 13:11:50,418.0,2.0,74.0,22.0,431.0,28.0,51.0,266.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,19,False,2023-10-25 10:51:36.000,0.2.1,23.0,pipeline-dp,,,,,1.0,1.0,https://pypi.org/project/pipeline-dp,2023-11-22 19:01:05.000,,172.0,172.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
781,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-01-18 11:58:52.000000,2024-01-18 11:58:51,626.0,5.0,68.0,28.0,31.0,30.0,113.0,258.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,19,False,2021-10-31 08:33:47.000,1.7.6,13.0,somoclu,conda-forge/somoclu,,,,,,https://pypi.org/project/somoclu,,,1375.0,3487.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,83805.0,,,,,3.0,1856.0,,,,,,,,,,,,,,,,,,
782,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-02-29 14:18:55.000000,2020-04-18 19:15:25,24.0,,976.0,136.0,40.0,31.0,10.0,7612.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,18,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],38.0,36.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,843.0,843.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
783,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,765.0,339.0,58.0,2.0,,6660.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,81.0,88.0,,,,,,,,3.0,332.0,,,,,,,,,,,,,,,,,,
784,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,870.0,108.0,51.0,46.0,159.0,6183.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
785,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,412.0,107.0,83.0,67.0,48.0,2931.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,106.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8541.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
786,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-02-28 20:38:21.000000,2024-02-28 20:38:15,662.0,22.0,378.0,38.0,790.0,149.0,107.0,2820.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,77.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
787,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2023-03-03 23:59:33.000000,2022-05-24 23:48:09,791.0,,68.0,25.0,1004.0,113.0,65.0,1637.0,Version control for machine learning.,17.0,18,False,2021-03-11 20:50:26.000,0.4.2,7.0,keepsake,,,,,,,https://pypi.org/project/keepsake,,,356.0,356.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
