,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
651,pydlm,wwrechard/pydlm,,time-series-data,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40.000000,86,35.0,8.0,386,362.0,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000000,0.1.1,13.0,pydlm,,,,,21.0,19.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000000,2.0,22849.0,22849.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
652,AutoViz,AutoViML/AutoViz,,data-viz,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000000,2020-12-21 03:22:01.000000,2020-12-21 03:21:52.000000,58,3.0,21.0,346,97.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",10.0,20,True,2020-12-10 02:33:19.000000,0.0.81,26.0,autoviz,,,,,50.0,50.0,https://pypi.org/project/autoviz,2020-12-10 02:33:19.000000,,4157.0,4157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
653,MedPy,loli/medpy,,medical-data,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000000,2020-05-01 15:25:39.000000,2020-05-01 15:25:38.000000,107,11.0,66.0,346,324.0,Medical image processing in Python.,13.0,20,False,2019-02-14 17:12:59.000000,0.4.0,6.0,MedPy,,,,,295.0,265.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000000,30.0,8004.0,8004.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
654,BioPandas,rasbt/biopandas,,others,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000000,2021-04-07 03:17:51.000000,2021-04-07 03:17:51.000000,78,15.0,21.0,337,,Working with molecular structures in pandas DataFrames.,7.0,20,True,2021-03-03 00:55:13.000000,0.2.8,12.0,biopandas,conda-forge/biopandas,,,['pandas'],61.0,55.0,https://pypi.org/project/biopandas,2021-03-03 00:55:13.000000,6.0,928.0,2330.0,https://anaconda.org/conda-forge/biopandas,2020-08-08 06:33:59.197000,74328.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
655,sklearn-evaluation,edublancas/sklearn-evaluation,,interpretability,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000000,2021-04-29 16:00:35.000000,2021-03-28 18:13:37.000000,27,9.0,28.0,305,516.0,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",5.0,20,True,2021-03-28 18:21:46.000000,0.5.5,17.0,sklearn-evaluation,,,,['sklearn'],30.0,28.0,https://pypi.org/project/sklearn-evaluation,2021-03-28 18:20:55.000000,2.0,757.0,757.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
656,textpipe,textpipe/textpipe,,nlp,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000000,2021-03-29 09:42:04.000000,2021-01-25 14:01:56.000000,20,21.0,25.0,290,370.0,Textpipe: clean and extract metadata from text.,27.0,20,True,2021-01-25 14:05:21.000000,0.12.2,39.0,textpipe,,,,,8.0,7.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000000,1.0,3262.0,3262.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
657,FiftyOne,voxel51/fiftyone,,data-viz,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000000,2021-05-13 15:06:01.000000,2021-05-12 21:19:38.000000,25,129.0,279.0,279,5467.0,"Visualize, create, and debug image and video datasets and model predictions.",11.0,20,True,2021-05-12 21:21:37.000000,0.9.1,49.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",1.0,1.0,https://pypi.org/project/fiftyone,2021-05-12 21:21:37.000000,,1274.0,1274.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
658,impyute,eltonlaw/impyute,,others,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000000,2020-06-12 21:08:40.000000,2019-10-05 20:39:08.000000,41,26.0,36.0,277,289.0,Data imputations library to preprocess datasets with missing data.,9.0,20,False,2019-04-29 02:31:32.000000,0.0.8,8.0,impyute,,,,,95.0,91.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000000,4.0,2962.0,2962.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
659,EarthPy,earthlab/earthpy,,geospatial-data,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000000,2021-05-11 09:45:42.000000,2021-04-06 22:04:33.000000,108,19.0,201.0,259,,A package built to support working with spatial data using open source python.,39.0,20,True,2020-06-18 23:58:08.000000,0.9.2,22.0,earthpy,conda-forge/earthpy,,,,95.0,89.0,https://pypi.org/project/earthpy,2020-06-18 23:58:08.000000,6.0,2904.0,4175.0,https://anaconda.org/conda-forge/earthpy,2020-06-19 15:23:44.425000,31784.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
660,Brainiak,brainiak/brainiak,,medical-data,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000000,2021-04-30 22:24:42.000000,2021-02-19 18:46:29.000000,112,66.0,120.0,243,390.0,Brain Imaging Analysis Kit.,32.0,20,True,2019-08-27 23:52:29.000000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,13.0,12.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000000,1.0,298.0,306.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,562.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
661,ivis,beringresearch/ivis,,data-viz,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000000,2021-05-02 00:39:18.000000,2021-05-02 00:19:12.000000,23,2.0,42.0,229,535.0,Dimensionality reduction in very large datasets using Siamese Networks.,8.0,20,True,2021-04-15 19:29:20.000000,2.0.2,28.0,ivis,,,,['tensorflow'],15.0,15.0,https://pypi.org/project/ivis,2021-04-15 19:29:20.000000,0.0,559.0,559.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
662,Glow,projectglow/glow,,medical-data,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000000,2021-04-28 00:07:10.000000,2021-04-27 23:19:55.000000,45,29.0,59.0,168,323.0,An open-source toolkit for large-scale genomic analysis.,12.0,20,True,2021-04-28 00:07:10.000000,1.0.1,11.0,glow.py,,,,,,,https://pypi.org/project/glow.py,2021-04-28 00:05:18.000000,,10667.0,10667.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
663,Crypto Signals,CryptoSignal/crypto-signal,,financial-data,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000000,2021-05-12 21:10:11.000000,2020-09-03 12:26:48.000000,827,43.0,192.0,3010,563.0,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 2,100 + stars, 580 + forks.",25.0,19,True,,,,,,shadowreaver/crypto-signal,,,,,,,,,3096.0,,,,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,8.0,136250.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
664,AdaBound,Luolc/AdaBound,,pytorch-utils,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45.000000,327,16.0,7.0,2844,27.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000000,0.0.5,4.0,adabound,,,,['pytorch'],121.0,109.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000000,12.0,1053.0,1053.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
665,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-05-10 08:59:02.000000,2021-04-21 01:41:01.000000,384,88.0,148.0,2809,417.0,A high performance and generic framework for distributed DNN training.,19.0,19,True,2020-08-27 15:42:13.000000,0.2.4,7.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2020-11-04 00:05:46.000000,,185.0,232.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1096.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
666,image-match,EdjoLabs/image-match,,image,https://github.com/ProvenanceLabs/image-match,https://github.com/ProvenanceLabs/image-match,Apache-2.0,2016-03-08 18:16:45.000000,2021-01-04 18:36:01.000000,2021-01-04 18:35:59.000000,371,54.0,48.0,2563,404.0,Quickly search over billions of images.,17.0,19,True,2017-02-13 14:54:48.000000,1.1.2,10.0,image_match,,,,,6.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000000,6.0,590.0,590.0,,,,,,,,3.0,,,,,,,,,,,,,ProvenanceLabs/image-match,,,,,,,,,,
667,StreamAlert,airbnb/streamalert,,others,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000000,2021-04-30 20:35:29.000000,2021-02-10 05:03:05.000000,293,88.0,249.0,2525,1893.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",31.0,19,True,2020-10-05 21:50:56.000000,3.4.1,27.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
668,Apache Singa,apache/singa,,distributed-ml,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000000,2021-04-10 07:05:37.000000,2021-01-15 13:09:22.000000,607,40.0,35.0,2222,2265.0,a distributed deep learning platform.,70.0,19,True,2020-04-21 08:01:08.000000,3.0.0,14.0,,nusdbsystem/singa,apache/singa,,,1.0,1.0,,,,,7.0,https://anaconda.org/nusdbsystem/singa,2021-01-20 03:00:28.355000,268.0,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,2.0,165.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
669,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2021-05-13 15:02:17.000000,2021-05-12 22:04:38.000000,331,629.0,1111.0,2154,,cuML - RAPIDS Machine Learning Library.,126.0,19,True,2021-04-21 19:48:21.000000,0.19.0,8.0,cuml,,,,,0.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000000,0.0,813.0,813.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
670,pdftabextract,WZBSocialScienceCenter/pdftabextract,,ocr,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000000,2020-12-28 00:52:23.000000,2018-10-26 13:57:02.000000,332,3.0,18.0,1920,168.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,False,2018-01-09 08:00:24.000000,0.3.0,5.0,pdftabextract,,,,,38.0,37.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000000,1.0,388.0,388.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
671,Mara Pipelines,mara/mara-pipelines,,data-pipelines,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000000,2021-03-08 23:02:36.000000,2021-03-08 23:02:33.000000,80,11.0,12.0,1709,134.0,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",16.0,19,True,2021-01-23 22:34:03.000000,3.1.2,7.0,mara-pipelines,,,,,7.0,7.0,https://pypi.org/project/mara-pipelines,2021-01-23 22:34:03.000000,,154.0,154.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
672,River,online-ml/river,,others,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000000,2021-05-13 13:16:50.000000,2021-05-13 13:12:05.000000,208,33.0,280.0,1596,3120.0,Online machine learning in Python.,64.0,19,True,,,,,,,,,12.0,12.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
673,NeuroNER,Franck-Dernoncourt/NeuroNER,,nlp,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000000,2020-11-13 18:07:48.000000,2019-10-02 23:26:11.000000,440,80.0,67.0,1551,132.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,19,False,2019-10-02 23:30:15.000000,1.0.8,7.0,pyneuroner,,,,,10.0,10.0,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000000,,208.0,208.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
674,ThunderSVM,Xtra-Computing/thundersvm,,ml-frameworks,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000000,2021-02-10 05:12:44.000000,2021-02-10 05:12:44.000000,171,49.0,145.0,1307,902.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,33.0,19,True,2020-03-13 12:36:30.000000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000000,,548.0,588.0,,,,,,,,3.0,2180.0,,,,,,,,,,,,,,,,,,,,,,
675,TensorNets,taehoonlee/tensornets,,tensorflow-utils,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24.000000,188,14.0,42.0,985,284.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,19,True,2020-03-31 04:38:27.000000,0.4.6,12.0,tensornets,,,,['tensorflow'],38.0,34.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000000,4.0,184.0,184.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
676,Skater,oracle/Skater,,interpretability,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000000,2020-11-01 15:57:12.273000,2020-06-29 20:07:12.000000,163,69.0,97.0,974,1101.0,Python Library for Model Interpretation/Explanations.,34.0,19,False,2018-09-21 07:03:32.000000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000000,,1652.0,2475.0,https://anaconda.org/conda-forge/skater,2020-11-01 15:57:12.273000,38726.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
677,Fiber,uber/fiber,,distributed-ml,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000000,2021-04-30 21:14:03.000000,2021-03-15 07:00:08.000000,96,13.0,8.0,892,66.0,Distributed Computing for AI Made Simple.,5.0,19,True,2020-07-09 03:28:28.000000,0.2.1,6.0,fiber,,,,,28.0,27.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000000,1.0,1680.0,1680.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
678,advertorch,BorealisAI/advertorch,,adversarial,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000000,2021-02-26 11:22:02.000000,2020-06-15 01:16:18.000000,136,15.0,28.0,856,270.0,A Toolbox for Adversarial Robustness Research.,16.0,19,False,2020-06-15 01:20:07.000000,0.2.3,10.0,advertorch,,,,['pytorch'],43.0,37.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000000,6.0,1865.0,1865.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
679,calamari,Calamari-OCR/calamari,,ocr,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000000,2021-05-13 08:40:38.000000,2021-05-11 18:06:06.000000,175,38.0,156.0,813,349.0,Line based ATR Engine based on OCRopy.,17.0,19,True,2021-05-11 18:08:56.000000,2.1.1,27.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000000,2.0,946.0,946.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
680,TensorFrames,databricks/tensorframes,,distributed-ml,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2020-11-13 17:47:02.000000,2019-11-15 21:43:53.000000,157,51.0,43.0,766,221.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,19,False,2018-11-16 20:50:02.000000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,1.0,12513.0,12513.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
681,tffm,geffy/tffm,,tensorflow-utils,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000000,2020-05-22 21:40:58.000000,2020-05-22 21:40:57.000000,176,17.0,20.0,765,106.0,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,19,True,2018-01-27 11:43:26.000000,1.0.1,2.0,tffm,,,,['tensorflow'],12.0,11.0,https://pypi.org/project/tffm,2018-01-27 11:43:26.000000,1.0,2044.0,2044.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
682,pytorch2keras,nerox8664/pytorch2keras,,model-serialisation,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000000,2021-05-09 08:11:50.000000,2021-05-09 08:06:07.000000,113,45.0,66.0,701,278.0,PyTorch to Keras model convertor.,12.0,19,True,2020-05-14 10:03:56.000000,0.2.4,23.0,pytorch2keras,,,,,21.0,20.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000000,1.0,892.0,892.0,,,,,,,,3.0,,,,,,,,,,,,,gmalivenko/pytorch2keras,,,,,,,,,,
683,Hivemind,learning-at-home/hivemind,,distributed-ml,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000000,2021-05-13 13:20:20.000000,2021-05-12 08:30:42.000000,41,43.0,36.0,690,350.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,16.0,19,True,2021-04-27 13:57:39.000000,0.9.7,9.0,hivemind,,,,,3.0,2.0,https://pypi.org/project/hivemind,2021-04-27 14:16:41.000000,1.0,150.0,150.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
684,Test Tube,williamFalcon/test-tube,,hyperopt,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000000,2021-01-17 20:04:39.000000,2020-03-17 22:44:47.000000,61,25.0,21.0,683,642.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-12-01 01:19:36.000000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000000,5.0,15814.0,15814.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,
685,finetune,IndicoDataSolutions/finetune,,nlp,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000000,2021-05-13 01:28:51.000000,2021-05-10 15:01:54.000000,68,21.0,115.0,639,1201.0,Scikit-learn style model finetuning for NLP.,19.0,19,True,2020-01-10 22:42:24.000000,0.8.6,37.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2020-01-10 22:42:24.000000,2.0,136.0,136.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
686,matrixprofile-ts,target/matrixprofile-ts,,time-series-data,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42.000000,92,19.0,34.0,634,198.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000000,0.0.9,9.0,matrixprofile-ts,,,,,16.0,16.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000000,,3984.0,3984.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
687,XAI,EthicalML/xai,,interpretability,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000000,2021-04-23 07:08:20.000000,2021-04-23 07:08:20.000000,96,4.0,3.0,624,87.0,XAI - An eXplainability toolbox for machine learning.,3.0,19,True,2019-04-21 14:53:12.000000,0.0.5,5.0,xai,,,,,17.0,11.0,https://pypi.org/project/xai,2019-04-21 14:53:12.000000,6.0,3300.0,3300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
688,vecstack,vecxoz/vecstack,,others,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000000,2020-09-14 08:31:07.000000,2019-10-30 09:27:48.000000,66,,36.0,601,189.0,Python package for stacking (machine learning technique).,1.0,19,False,2019-08-12 16:09:01.000000,0.4.0,6.0,vecstack,,,,,135.0,127.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000000,8.0,3060.0,3060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
689,Performer Pytorch,lucidrains/performer-pytorch,,pytorch-utils,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000000,2021-04-21 06:30:05.000000,2021-04-21 06:29:48.000000,76,22.0,38.0,599,,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",4.0,19,True,2021-04-21 06:30:05.000000,1.0.11,75.0,performer-pytorch,,,,['pytorch'],21.0,21.0,https://pypi.org/project/performer-pytorch,2021-04-21 05:45:21.000000,0.0,2162.0,2162.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
690,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-04-18 08:09:10.000000,2021-04-11 07:50:00.000000,29,6.0,14.0,577,405.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,19,True,2020-11-15 13:40:18.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,,3.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,0.0,528.0,34830.0,https://anaconda.org/conda-forge/cython-blis,2021-01-31 09:13:47.685000,891874.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
691,iterative-stratification,trent-b/iterative-stratification,,sklearn-utils,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000000,2020-09-12 15:32:44.000000,2020-09-12 15:35:02.000000,50,2.0,11.0,553,47.0,scikit-learn cross validators for iterative stratification of multilabel data.,4.0,19,True,2018-08-12 18:28:50.000000,0.1.6,5.0,iterative-stratification,,,,['sklearn'],141.0,127.0,https://pypi.org/project/iterative-stratification,2018-08-12 18:28:50.000000,14.0,6989.0,6989.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
692,robustness,MadryLab/robustness,,adversarial,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000000,2021-04-23 19:38:21.000000,2021-03-04 15:19:19.000000,98,8.0,52.0,532,139.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",12.0,19,True,2020-12-01 06:11:12.000000,1.2.1.post2,10.0,robustness,,,,,48.0,46.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000000,2.0,374.0,374.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
693,DiCE,interpretml/DiCE,,interpretability,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000000,2021-05-13 06:46:47.000000,2021-05-12 16:01:04.000000,78,21.0,29.0,530,378.0,Generate Diverse Counterfactual Explanations for any machine learning model.,11.0,19,True,2021-05-10 16:05:55.000000,0.6.1,5.0,dice-ml,,,,"['tensorflow', 'pytorch']",0.0,,https://pypi.org/project/dice-ml,2021-05-10 16:05:55.000000,0.0,2969.0,2969.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
694,deeplift,kundajelab/deeplift,,interpretability,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000000,2020-11-11 19:56:24.000000,2020-11-11 19:56:23.000000,126,29.0,47.0,528,551.0,Public facing deeplift repo.,11.0,19,True,2018-07-13 21:11:52.000000,0.6.6,21.0,deeplift,,,,,48.0,44.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000000,4.0,735.0,735.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
695,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2020-10-21 05:15:27.000000,2020-10-21 05:14:11.000000,53,17.0,22.0,473,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,17.0,19,True,2020-10-16 03:43:47.000000,0.1.7,9.0,n2,,,,,19.0,15.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000000,4.0,2516.0,2516.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
696,PyKEEN,pykeen/pykeen,,graph,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000000,2021-05-13 14:48:06.000000,2021-05-13 14:37:40.000000,63,65.0,120.0,409,2389.0,A Python library for learning and evaluating knowledge graph embeddings.,18.0,19,True,2021-03-04 16:07:36.000000,1.4.0,35.0,pykeen,,,,,2.0,,https://pypi.org/project/pykeen,2021-02-15 14:13:30.000000,2.0,577.0,584.0,,,,,,,,3.0,79.0,,,,,,,,,,,,,,,,,,,,,,
